Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
11/01/2025 12:17 p. m.,Ordeño,09:47,8.04,1,,TD,TI,TI,1,,0.72,0.60,0.00,0.72,0,0,0,0,4.51,4.37,0.00,3.98,VMS 3,,Tanque,,1.14,0.96,0.00,1.08,2.67,2.37,0.00,3.00
12/01/2025 06:53 a. m.,Ordeño,08:46,12.43,1,,,,,1,TI,0.66,0.60,0.78,0.66,0,0,0,0,4.96,4.79,6.05,4.57,VMS 3,,Tanque,,1.02,0.90,1.26,1.02,2.65,2.60,3.80,3.38
12/01/2025 09:42 p. m.,Ordeño,09:44,11.04,2,,,TI,TI,1,,0.78,0.66,0.00,0.78,0,0,0,0,5.03,4.58,0.00,4.39,VMS 3,,Tanque,,1.38,1.02,0.00,1.20,3.69,3.26,0.00,4.09
13/01/2025 06:06 a. m.,Ordeño,06:49,6.79,1,,,,,1,TI,0.60,0.48,0.60,0.54,0,0,0,0,4.62,4.32,5.36,4.06,VMS 3,,Tanque,,1.08,0.90,1.02,0.90,1.98,1.48,1.48,1.85
13/01/2025 09:28 p. m.,Ordeño,08:36,11.28,2,,,,,1,,0.78,0.60,0.60,0.72,0,0,0,0,4.93,4.68,4.78,4.57,VMS 3,,Tanque,,1.56,0.96,1.02,1.32,3.55,2.91,1.10,3.72
14/01/2025 11:51 a. m.,Ordeño,11:14,10.42,1,,,,,1,,0.78,0.72,0.54,0.72,0,0,0,0,4.59,4.46,4.80,4.18,VMS 3,,Tanque,,1.32,1.08,0.84,1.20,3.08,2.74,1.05,3.55
15/01/2025 02:50 a. m.,Ordeño,10:17,13.49,1,,,,,1,,0.60,0.66,0.66,0.72,0,0,0,0,4.69,4.56,5.04,4.54,VMS 3,,Tanque,,1.14,1.02,1.08,1.14,3.78,3.63,1.83,4.25
15/01/2025 05:28 p. m.,Ordeño,10:20,13.05,2,,,,,1,,0.72,0.60,0.72,0.66,0,0,0,0,4.92,4.76,5.29,4.67,VMS 3,,Tanque,,1.20,1.14,1.26,1.08,3.68,3.38,1.87,4.12
17/01/2025 11:10 p. m.,Ordeño,09:44,9.05,2,,,TI,TI,1,,0.72,0.60,0.00,0.66,0,0,0,0,5.05,4.59,0.00,4.32,VMS 3,,Tanque,,1.08,1.02,0.00,1.08,3.13,2.67,0.00,3.25
20/01/2025 01:11 a. m.,Ordeño,15:50,7.79,1,,,,,1,TD,0.78,0.54,0.60,0.84,0,0,0,0,4.48,4.34,4.21,5.60,VMS 3,,Tanque,,1.14,1.02,0.96,1.26,1.86,1.53,2.04,2.36
20/01/2025 05:20 p. m.,Ordeño,11:15,13.60,2,,,TI,,1,,1.02,0.78,0.54,0.72,0,0,0,0,5.13,4.70,4.38,4.68,VMS 3,,Tanque,,1.50,1.26,1.02,1.38,4.51,3.77,0.55,4.77
21/01/2025 08:22 a. m.,Ordeño,10:39,12.44,1,,,TI,TI,1,,0.84,0.72,0.00,0.84,0,0,0,0,4.78,4.57,0.00,4.39,VMS 3,,Tanque,,1.26,1.08,0.00,1.20,3.86,3.59,0.00,4.99
21/01/2025 11:54 p. m.,Ordeño,14:41,8.63,1,,,,,1,TD,0.72,0.60,0.66,0.60,0,0,0,0,4.56,4.52,4.32,6.36,VMS 3,,Tanque,,1.26,0.96,1.08,1.20,2.09,2.06,2.88,1.60
22/01/2025 12:35 p. m.,Ordeño,11:57,11.21,2,,,,TI,1,,0.78,0.72,0.00,0.78,0,0,0,0,5.07,4.71,0.00,4.53,VMS 3,,Tanque,,1.32,1.08,0.00,1.26,3.26,3.38,0.00,4.57
23/01/2025 06:47 p. m.,Ordeño,18:00,10.29,3,,,,,1,TD,0.66,0.60,0.66,0.60,0,0,0,0,4.83,4.56,4.38,6.53,VMS 3,,Tanque,,1.38,1.02,1.02,0.96,2.37,1.94,2.67,3.31
28/01/2025 09:30 p. m.,Ordeño,12:53,12.14,2,,,TI,TI,1,,0.66,0.66,0.00,0.66,0,0,0,0,6.10,5.53,0.00,5.16,VMS 3,,Tanque,,1.08,1.20,0.00,1.32,4.18,3.89,0.00,4.07
30/01/2025 07:15 a. m.,Ordeño,16:18,8.66,2,,,,,1,TD,0.66,0.78,0.72,0.48,0,0,0,0,4.78,4.68,4.25,7.32,VMS 3,,Tanque,,1.02,1.14,1.08,0.84,2.58,1.96,2.84,1.28
30/01/2025 05:41 p. m.,Ordeño,10:49,11.52,3,,,,,1,TI,0.66,0.84,0.54,0.78,0,0,0,0,5.06,4.68,6.00,4.43,VMS 3,,Tanque,,1.08,1.26,1.08,1.14,3.42,3.34,0.81,3.95
31/01/2025 03:58 p. m.,Ordeño,09:53,11.53,2,,,,,1,TI,0.66,0.78,0.66,0.72,0,0,0,0,4.57,4.45,7.24,4.18,VMS 3,,Tanque,,1.08,1.14,1.14,1.20,3.05,3.05,1.44,3.99
02/02/2025 12:48 a. m.,Ordeño,06:38,7.72,1,,,,,1,TI,0.60,0.60,0.66,0.54,0,0,0,0,4.35,4.37,8.78,4.16,VMS 3,,Tanque,,1.02,0.96,0.96,1.08,1.97,1.66,1.97,2.12
03/02/2025 01:36 a. m.,Ordeño,08:25,11.81,1,,,,,1,TI,0.60,0.66,0.66,0.66,0,0,0,0,4.67,4.41,7.71,4.19,VMS 3,,Tanque,,1.14,1.14,1.20,1.08,2.96,3.05,1.93,3.87
03/02/2025 11:02 a. m.,Ordeño,10:27,10.94,2,,,,,1,TI,0.60,0.72,0.48,0.72,0,0,0,0,4.75,4.54,5.08,4.13,VMS 3,,Tanque,,0.96,1.20,0.72,1.44,3.17,3.06,0.61,4.10
03/02/2025 06:10 p. m.,Ordeño,07:40,9.60,3,,,,,1,TI,0.66,0.72,0.48,0.72,0,0,0,0,4.75,4.34,5.08,3.99,VMS 3,,Tanque,,1.02,1.08,0.78,1.44,2.83,2.74,0.59,3.44
04/02/2025 01:54 a. m.,Ordeño,13:23,8.50,1,,,,TD,1,,0.78,0.66,0.72,0.00,0,0,0,0,4.72,4.33,4.00,0.00,VMS 3,,Tanque,,1.14,1.08,1.02,0.00,2.58,2.45,3.47,0.00
04/02/2025 11:11 a. m.,Ordeño,09:29,10.85,2,,,TI,TI,1,DI,0.72,0.72,0.00,0.78,0,0,0,0,5.12,4.44,0.00,4.09,VMS 3,,Tanque,,1.14,1.26,0.00,1.26,3.03,3.49,0.00,4.33
04/02/2025 06:58 p. m.,Ordeño,08:52,9.43,3,,,,TI,1,DI,0.78,0.78,0.00,0.78,0,0,0,0,5.00,4.32,0.00,4.07,VMS 3,,Tanque,,1.26,1.14,0.00,1.26,2.70,2.91,0.00,3.82
05/02/2025 03:18 a. m.,Ordeño,08:18,10.02,1,,,TI,TI,1,DI,0.72,0.78,0.00,0.72,0,0,0,0,4.91,4.33,0.00,4.01,VMS 3,,Tanque,,1.14,1.08,0.00,1.20,2.92,3.18,0.00,3.92
05/02/2025 08:44 a. m.,Ordeño,14:12,6.12,2,,,TD,TD,1,DI,0.66,0.72,0.72,0.00,0,0,0,0,4.50,4.10,3.71,0.00,VMS 3,,Tanque,,0.96,1.14,1.08,0.00,1.81,1.85,2.46,0.00
05/02/2025 05:58 p. m.,Ordeño,06:54,10.23,3,,,,,1,"DI,TI",0.72,0.66,0.66,0.66,0,0,0,0,4.71,4.18,9.18,3.98,VMS 3,,Tanque,,1.14,1.14,1.08,1.02,2.77,2.54,2.06,2.86
06/02/2025 05:26 p. m.,Ordeño,09:50,13.11,3,,,,,1,TD,0.78,0.72,0.72,0.54,0,0,0,0,5.17,4.52,4.53,6.82,VMS 3,,Tanque,,1.32,1.08,1.02,0.84,3.83,3.73,4.61,0.94
08/02/2025 02:32 a. m.,Ordeño,11:10,10.71,1,,,,,1,TI,0.72,0.66,0.60,0.66,0,0,0,0,4.51,4.24,8.24,3.99,VMS 3,,Tanque,,1.08,0.96,1.02,1.02,2.72,2.51,1.97,3.51
08/02/2025 06:26 p. m.,Ordeño,07:53,9.59,3,,,,,1,TI,0.66,0.66,0.54,0.66,0,0,0,0,4.59,4.37,7.18,4.17,VMS 3,,Tanque,,1.08,1.02,0.96,1.08,2.63,2.64,1.10,3.22
09/02/2025 02:48 a. m.,Ordeño,09:06,9.33,1,,,TI,TI,1,,0.66,0.66,0.00,0.72,0,0,0,0,4.57,4.32,0.00,4.21,VMS 3,,Tanque,,1.14,1.08,0.00,1.08,2.58,2.80,0.00,3.95
10/02/2025 12:27 a. m.,Ordeño,09:18,8.45,1,,,TI,TI,1,,0.72,0.72,0.00,0.72,0,0,0,0,4.56,4.31,0.00,4.16,VMS 3,,Tanque,,1.08,1.14,0.00,1.14,2.55,2.64,0.00,3.26
10/02/2025 08:40 a. m.,Ordeño,10:20,12.67,2,,,,,1,TI,0.72,0.72,0.66,0.72,0,0,0,0,4.74,4.38,8.17,4.30,VMS 3,,Tanque,,1.26,1.26,1.02,1.14,3.21,3.11,2.37,3.98
10/02/2025 09:59 p. m.,Ordeño,10:01,14.98,3,,,TI,,1,"DI,TI",0.84,0.78,0.48,0.78,0,0,0,0,5.15,4.56,5.48,4.37,VMS 3,,Tanque,,1.26,1.20,0.72,1.20,4.47,4.48,0.66,5.37
11/02/2025 03:57 a. m.,Ordeño,09:01,8.63,1,,,,TI,1,,0.72,0.78,0.00,0.72,0,0,0,0,4.26,4.23,0.00,3.96,VMS 3,,Tanque,,1.38,1.14,0.00,1.08,2.63,2.67,0.00,3.33
11/02/2025 10:14 p. m.,Ordeño,12:15,19.20,2,,,,,1,"DI,TI",0.96,0.84,0.66,0.78,0,0,0,0,5.60,4.90,6.65,4.76,VMS 3,,Tanque,,1.50,1.26,1.08,1.14,5.75,5.44,1.90,6.11
12/02/2025 06:37 a. m.,Ordeño,09:32,11.03,1,,,,TI,1,,0.78,0.78,0.00,0.78,0,0,0,0,4.57,4.35,0.00,4.08,VMS 3,,Tanque,,1.20,1.26,0.00,1.14,2.90,3.61,0.00,4.52
12/02/2025 09:23 p. m.,Ordeño,13:04,14.89,2,,,TI,TI,1,,0.84,0.78,0.00,0.84,0,0,0,0,5.47,4.89,0.00,4.69,VMS 3,,Tanque,,1.44,1.14,0.00,1.32,3.98,4.68,0.00,6.23
13/02/2025 04:14 p. m.,Ordeño,11:49,20.12,1,,,,,1,TI,0.96,0.78,0.66,0.84,0,0,0,0,5.75,5.06,8.44,5.09,VMS 3,,Tanque,,1.38,1.26,1.02,1.32,5.63,5.34,2.86,6.29
15/02/2025 02:13 a. m.,Ordeño,12:53,22.78,1,,,,,1,TI,0.96,0.90,0.54,0.84,0,0,0,0,5.68,5.15,6.82,5.21,VMS 3,,Tanque,,1.44,1.38,0.84,1.38,6.76,6.53,2.20,7.29
15/02/2025 09:53 a. m.,Ordeño,08:55,7.26,2,,,TI,TI,1,,0.72,0.78,0.00,0.78,916,0,0,0,4.29,4.22,0.00,3.93,VMS 3,,Tanque,,1.08,1.26,0.00,1.14,2.15,2.38,0.00,2.73
15/02/2025 05:04 p. m.,Ordeño,10:42,7.67,3,,,,,1,TI,0.78,0.84,0.48,0.78,0,0,0,0,4.83,4.60,6.01,4.54,VMS 3,,Tanque,,1.20,1.20,0.72,1.20,1.86,2.24,0.97,2.60
16/02/2025 03:50 a. m.,Ordeño,08:12,13.31,1,,,,,1,,0.90,0.84,0.48,0.84,0,0,0,0,5.33,4.94,5.43,5.07,VMS 3,,Tanque,,1.32,1.32,0.84,1.26,3.44,4.20,0.86,4.81
17/02/2025 08:08 a. m.,Ordeño,11:05,21.64,1,,,,,1,TI,0.90,0.90,0.66,0.90,0,0,0,0,5.36,5.01,7.17,4.88,VMS 3,,Tanque,,1.50,1.38,1.02,1.38,5.90,6.04,2.88,6.82
17/02/2025 10:10 p. m.,Ordeño,09:59,18.19,2,,,,,1,,0.90,0.90,0.48,0.84,0,0,0,0,4.88,4.82,5.31,4.76,VMS 3,,Tanque,,1.38,1.38,0.72,1.26,5.37,5.58,1.03,6.21
18/02/2025 11:56 p. m.,Ordeño,11:49,20.69,1,,,,,1,TI,0.84,0.90,0.60,0.72,0,0,0,0,4.91,4.89,6.33,4.37,VMS 3,,Tanque,,1.38,1.32,0.96,1.14,5.34,6.14,2.51,6.70
19/02/2025 10:28 p. m.,Ordeño,10:42,19.91,3,,,,,1,TI,0.90,0.96,0.54,0.84,0,0,0,0,4.86,4.77,5.39,4.61,VMS 3,,Tanque,,1.44,1.50,0.90,1.32,5.68,6.00,1.58,6.65
21/02/2025 09:43 a. m.,Ordeño,10:59,19.88,1,,,,,1,TI,0.84,0.84,0.78,0.84,0,0,0,0,5.07,4.66,7.57,4.65,VMS 3,,Tanque,,1.32,1.26,1.20,1.38,4.86,5.20,3.17,6.65
22/02/2025 03:13 a. m.,Ordeño,09:31,14.80,1,,,,,1,TI,0.96,0.84,0.48,0.84,0,0,0,0,4.62,4.47,5.39,4.35,VMS 3,,Tanque,,1.38,1.20,0.84,1.26,4.03,4.51,0.96,5.30
22/02/2025 01:46 p. m.,Ordeño,08:51,14.60,2,,,,,1,TI,0.78,0.84,0.48,0.78,0,0,0,0,4.86,4.54,5.24,4.52,VMS 3,,Tanque,,1.20,1.20,0.78,1.44,4.31,4.44,0.90,4.95
22/02/2025 09:28 p. m.,Ordeño,09:03,10.51,3,,TD,,,1,,0.66,0.72,0.48,0.72,0,0,0,0,4.49,4.36,4.76,4.21,VMS 3,,Tanque,,1.02,1.08,1.56,1.14,3.00,3.13,1.15,3.23
23/02/2025 11:53 a. m.,Ordeño,10:23,17.81,1,,,,,1,,0.84,0.84,0.48,0.78,0,0,0,0,5.08,4.74,5.35,4.58,VMS 3,,Tanque,,1.26,1.26,0.72,1.26,5.24,5.25,1.36,5.96
24/02/2025 06:49 p. m.,Ordeño,11:42,17.33,2,,,,,1,TI,0.78,0.66,0.60,0.78,0,0,0,0,5.06,4.67,7.10,4.67,VMS 3,,Tanque,,1.26,1.02,0.90,1.26,4.48,4.82,2.40,5.63
25/02/2025 06:32 p. m.,Ordeño,12:04,18.81,2,,,,,1,TI,0.78,0.78,0.48,0.72,0,0,0,0,4.87,4.62,5.36,4.45,VMS 3,,Tanque,,1.26,1.26,0.72,1.14,5.13,5.75,1.35,6.58
26/02/2025 06:15 a. m.,Ordeño,10:25,15.67,1,,,,,1,,0.78,0.78,0.42,0.72,0,0,0,0,4.50,4.43,4.42,4.13,VMS 3,,Tanque,,1.32,1.20,0.72,1.14,4.39,4.65,1.08,5.55
26/02/2025 03:39 p. m.,Ordeño,09:04,13.66,2,,,,,1,,0.72,0.72,0.42,0.78,0,0,0,0,4.59,4.42,4.69,4.19,VMS 3,,Tanque,,1.14,1.26,0.60,1.14,3.80,4.02,1.00,4.84
27/02/2025 06:12 a. m.,Ordeño,11:19,18.70,1,,,,,1,,0.78,0.72,0.42,0.78,0,0,0,0,4.92,4.60,4.78,4.53,VMS 3,,Tanque,,1.14,1.08,0.72,1.20,5.22,5.62,1.47,6.39
27/02/2025 11:09 p. m.,Ordeño,12:19,20.33,2,,,,,1,,0.66,0.72,0.48,0.72,0,0,0,0,5.05,4.62,4.85,4.31,VMS 3,,Tanque,,1.08,1.20,0.72,1.32,5.75,6.15,1.67,6.76
01/03/2025 03:06 a. m.,Ordeño,11:40,21.92,1,,,,,1,,0.78,0.78,0.54,0.78,0,0,0,0,5.45,5.03,5.40,4.82,VMS 3,,Tanque,,1.20,1.20,0.84,1.26,6.41,6.48,2.06,6.97
01/03/2025 06:17 p. m.,Ordeño,10:23,19.43,2,,TD,,,1,,0.84,0.84,0.48,0.84,0,0,0,0,5.04,4.82,5.22,4.68,VMS 3,,Tanque,,1.32,1.38,0.84,1.26,5.24,6.09,1.65,6.45
02/03/2025 06:56 p. m.,Ordeño,09:58,17.05,2,,,,,1,"DI,TI",0.66,0.96,0.48,0.84,0,0,0,0,5.50,4.84,5.69,4.67,VMS 3,,Tanque,,1.32,1.50,0.72,1.38,4.48,5.31,1.65,5.61
03/03/2025 06:57 a. m.,Ordeño,10:02,14.96,1,,,,,1,,0.78,0.96,0.42,0.90,0,0,0,0,4.94,4.75,4.84,4.50,VMS 3,,Tanque,,1.20,1.44,0.72,1.20,4.11,4.50,1.32,5.03
03/03/2025 05:46 p. m.,Ordeño,09:46,15.12,2,,,,,1,,0.72,0.90,0.42,0.84,0,0,0,0,5.38,4.95,5.25,4.99,VMS 3,,Tanque,,1.14,1.44,0.72,1.38,3.72,4.73,1.38,5.29
04/03/2025 06:25 a. m.,Ordeño,11:28,18.82,1,,,,,1,,0.84,0.96,0.48,0.78,0,0,0,0,5.36,4.83,5.04,4.54,VMS 3,,Tanque,,1.38,1.56,0.78,1.26,4.60,6.03,1.50,6.69
04/03/2025 08:51 p. m.,Ordeño,11:08,20.41,2,,,,,1,,0.78,0.90,0.48,0.84,0,0,0,0,4.68,4.81,4.80,4.54,VMS 3,,Tanque,,1.20,1.38,0.78,1.20,5.41,6.37,1.64,6.99
07/03/2025 04:03 p. m.,Ordeño,09:17,12.17,2,,,,,1,,0.66,0.72,0.42,0.72,0,0,0,0,3.97,3.98,4.44,0.00,VMS 1,,Tanque,,1.14,1.26,0.72,1.26,2.87,3.81,1.22,4.27
08/03/2025 03:22 a. m.,Ordeño,09:41,16.74,1,,,,,1,,0.66,0.78,0.54,0.84,0,0,0,0,4.12,4.14,4.34,0.00,VMS 1,,Tanque,,1.08,1.20,0.84,1.38,4.22,5.10,1.62,5.80
18/03/2025 06:35 a. m.,Ordeño,09:16,8.46,2,,,,,1,DI,0.78,0.78,0.36,0.78,0,0,0,0,5.28,4.16,4.09,0.00,VMS 1,,Tanque,,1.20,1.08,0.54,1.14,3.59,1.99,0.50,2.38
27/03/2025 06:53 p. m.,Ordeño,10:16,16.52,3,,,,,1,DI,0.90,0.84,0.48,0.84,0,0,0,0,5.36,4.42,4.56,0.00,VMS 1,,Tanque,,1.26,1.38,0.78,1.32,5.36,4.58,1.35,5.23
28/03/2025 07:13 a. m.,Ordeño,10:02,18.70,1,,,,,1,,0.84,0.90,0.54,0.96,0,0,0,0,4.37,4.43,4.87,0.00,VMS 1,,Tanque,,1.44,1.38,1.02,1.44,4.20,5.92,1.89,6.69
01/04/2025 02:41 a. m.,Ordeño,08:03,12.91,1,,,,,1,TI,0.66,0.72,0.60,0.90,0,0,0,0,4.53,4.35,5.86,0.00,VMS 1,,Tanque,,1.08,1.14,0.90,1.38,2.79,3.76,2.03,4.33
02/04/2025 06:44 a. m.,Ordeño,09:49,16.62,1,,,,,1,,0.84,0.78,0.60,0.78,0,0,0,0,4.73,4.57,4.97,0.00,VMS 1,,Tanque,,1.44,1.26,0.96,1.14,4.14,5.23,1.57,5.68
03/04/2025 10:41 p. m.,Ordeño,08:15,12.73,3,,,,,1,,0.84,0.84,0.54,0.84,0,0,0,0,4.42,4.23,4.76,0.00,VMS 1,,Tanque,,1.26,1.32,0.90,1.26,2.92,4.12,1.27,4.42
04/04/2025 07:19 a. m.,Ordeño,08:24,13.71,1,,,,,1,,0.84,0.90,0.54,1.08,0,0,0,0,4.73,4.50,4.84,0.00,VMS 1,,Tanque,,1.56,1.44,0.90,1.44,3.05,4.49,1.30,4.87
04/04/2025 06:33 p. m.,Ordeño,08:33,14.83,2,,,,,1,,0.90,0.84,0.60,0.96,0,0,0,0,4.73,4.52,4.75,0.00,VMS 1,,Tanque,,1.32,1.20,0.96,1.38,3.31,4.65,1.43,5.44
14/04/2025 05:53 p. m.,Ordeño,07:42,10.75,3,,,,,1,,0.96,0.84,0.48,0.84,0,431,0,0,4.67,4.34,4.72,0.00,VMS 1,,Tanque,,1.44,1.32,0.78,1.38,2.31,3.39,1.06,3.99
15/04/2025 09:42 p. m.,Ordeño,08:21,15.92,3,,,,,1,TI,1.02,0.96,0.66,1.02,0,386,0,0,4.96,4.49,6.83,0.00,VMS 1,,Tanque,,1.38,1.44,1.02,1.38,3.77,4.61,2.46,5.08
16/04/2025 07:07 a. m.,Ordeño,08:50,14.88,1,,,,,1,,0.96,0.96,0.60,0.96,0,0,0,0,5.00,4.51,5.10,0.00,VMS 1,,Tanque,,1.50,1.44,0.90,1.50,3.28,4.80,1.47,5.33
16/04/2025 04:49 p. m.,Ordeño,07:11,13.23,2,,,,,1,,0.84,0.96,0.54,1.02,0,312,0,0,4.66,4.63,5.25,0.00,VMS 1,,Tanque,,1.32,1.62,0.84,1.44,3.15,4.20,1.23,4.65
16/04/2025 11:45 p. m.,Ordeño,06:24,9.60,3,,,,,1,,0.78,0.96,0.48,0.90,0,0,0,0,4.61,4.43,4.96,0.00,VMS 1,,Tanque,,1.20,1.50,0.84,1.26,2.17,3.04,0.99,3.40
18/04/2025 11:04 a. m.,Ordeño,09:09,16.93,1,,,,,1,TI,0.78,0.96,0.60,0.90,0,395,0,0,5.30,5.09,7.24,0.00,VMS 1,,Tanque,,1.20,1.38,1.02,1.44,3.76,4.77,2.63,5.77
19/04/2025 01:03 a. m.,Ordeño,11:54,20.42,1,,,,,1,,0.78,0.96,0.54,0.84,0,0,0,0,4.80,4.68,5.39,0.00,VMS 1,,Tanque,,1.20,1.44,0.96,1.38,4.76,6.56,1.87,7.23
19/04/2025 07:56 a. m.,Ordeño,08:35,11.29,2,,,,,1,TI,0.78,0.84,0.48,0.90,0,0,0,0,4.37,4.32,5.18,0.00,VMS 1,,Tanque,,1.50,1.26,0.78,1.26,2.52,3.56,1.13,4.08
21/04/2025 05:39 p. m.,Ordeño,07:12,11.36,3,,,,,1,,0.84,1.08,0.54,0.84,0,0,0,0,4.42,4.44,4.94,0.00,VMS 1,,Tanque,,1.20,1.56,0.90,1.26,2.55,3.68,1.12,4.01
22/04/2025 11:24 a. m.,Ordeño,08:43,16.86,1,,,,,1,,0.90,0.96,0.66,0.96,0,0,0,0,4.92,4.59,5.23,0.00,VMS 1,,Tanque,,1.26,1.38,0.96,1.50,4.00,5.34,1.70,5.82
23/04/2025 12:41 p. m.,Ordeño,08:31,9.53,2,,,,,1,,0.84,0.60,0.54,0.84,0,0,0,0,4.57,3.81,4.75,0.00,VMS 1,,Tanque,,1.38,0.96,1.02,1.26,2.27,2.93,0.93,3.40
25/04/2025 07:46 a. m.,Ordeño,09:23,18.64,1,,,,,1,TI,0.84,0.96,0.60,0.90,0,0,0,0,4.70,4.58,6.66,0.00,VMS 1,,Tanque,,1.26,1.38,0.96,1.26,4.05,5.60,2.84,6.15
25/04/2025 05:44 p. m.,Ordeño,08:03,12.79,2,,,,,1,,0.72,0.84,0.48,0.90,0,0,0,0,4.37,4.46,4.71,0.00,VMS 1,,Tanque,,1.20,1.20,0.78,1.32,3.00,4.11,1.01,4.67
26/04/2025 09:09 a. m.,Ordeño,11:37,18.93,1,,,,,1,,0.84,0.96,0.54,0.84,0,0,0,0,5.00,4.79,5.15,0.00,VMS 1,,Tanque,,1.26,1.50,1.02,1.32,4.37,6.11,2.01,6.44
28/04/2025 07:49 a. m.,Ordeño,07:50,12.66,1,,,,,1,,0.96,0.96,0.54,0.90,0,0,0,0,4.39,4.28,4.87,0.00,VMS 1,,Tanque,,1.32,1.50,0.90,1.44,2.94,3.96,1.32,4.44
29/04/2025 04:04 a. m.,Ordeño,10:04,8.42,1,,,,,1,TI,0.78,0.90,0.42,0.90,0,0,0,0,4.13,4.03,4.78,0.00,VMS 1,,Tanque,,1.26,1.44,0.66,1.38,1.92,2.69,0.71,3.10
29/04/2025 02:04 p. m.,Ordeño,06:59,7.31,2,,,,,1,TI,0.78,0.78,0.48,0.84,0,0,0,0,4.52,4.29,5.26,0.00,VMS 1,,Tanque,,1.08,1.26,0.78,1.26,1.73,2.11,0.81,2.66
30/04/2025 08:59 a. m.,Ordeño,08:01,10.52,1,,,,,1,TI,0.90,1.02,0.48,0.84,0,0,0,0,4.49,4.24,5.14,0.00,VMS 1,,Tanque,,1.38,1.50,0.78,1.38,2.44,3.23,1.03,3.82
30/04/2025 11:10 p. m.,Ordeño,08:58,10.79,2,,,,,1,TI,0.96,0.96,0.60,0.78,0,0,0,0,4.47,4.20,5.07,0.00,VMS 1,,Tanque,,1.38,1.62,1.08,1.26,2.64,3.43,1.05,3.67
01/05/2025 09:31 a. m.,Ordeño,07:07,8.01,1,,,,,1,,0.84,0.96,0.54,0.84,0,0,0,0,4.43,4.38,4.99,0.00,VMS 1,,Tanque,,1.26,1.38,0.90,1.26,1.94,2.43,0.75,2.89
03/05/2025 11:14 a. m.,Ordeño,09:09,13.63,1,,,,,1,,0.96,0.90,0.54,0.90,0,0,0,0,4.94,4.87,5.20,0.00,VMS 1,,Tanque,,1.44,1.26,0.84,1.32,3.26,4.23,1.37,4.77
