Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
20/12/2024 03:31 a. m.,Ordeño,07:15,18.11,1,,,,,0,,1.92,1.62,1.44,1.44,0,0,0,0,4.79,4.80,4.72,3.98,VMS 3,,Tanque,,2.46,2.52,1.86,1.98,4.61,5.02,3.77,4.71
21/12/2024 02:12 a. m.,Ordeño,03:48,5.73,1,,,,,0,,1.32,1.44,1.02,1.38,469,0,0,0,4.34,4.43,4.37,3.55,VMS 3,,Tanque,,1.86,2.10,1.56,1.92,1.35,1.60,1.19,1.59
21/12/2024 10:57 p. m.,Ordeño,06:12,13.38,2,,,,,0,,1.74,1.74,1.44,1.20,0,0,0,0,4.46,4.55,4.23,4.05,VMS 3,,Tanque,,2.52,2.52,2.16,1.92,3.37,3.88,3.07,3.06
23/12/2024 01:03 a. m.,Ordeño,05:29,15.51,1,,,,,0,,1.92,1.68,1.38,1.56,880,0,0,0,4.99,4.83,5.00,4.08,VMS 3,,Tanque,,2.52,2.22,1.92,2.10,4.28,4.09,3.57,3.57
23/12/2024 12:33 p. m.,Ordeño,03:45,7.98,2,,,,,0,,1.68,1.44,1.26,1.32,958,0,0,0,4.12,4.13,4.12,3.24,VMS 3,,Tanque,,2.28,2.10,1.62,1.86,2.06,1.94,1.77,2.21
24/12/2024 02:35 a. m.,Ordeño,05:04,11.99,1,,TD,,,0,,1.62,1.38,1.26,1.38,0,0,0,0,4.46,4.37,4.36,3.89,VMS 3,,Tanque,,2.22,1.92,1.62,1.98,3.21,3.33,2.59,2.86
24/12/2024 10:52 p. m.,Ordeño,06:28,18.48,2,,,,,0,,1.56,1.38,1.26,1.38,0,0,0,0,4.78,4.60,4.51,4.00,VMS 3,,Tanque,,2.10,1.98,1.68,1.98,4.98,4.74,4.00,4.76
26/12/2024 05:00 a. m.,Ordeño,09:37,19.07,1,,,,,0,,1.56,1.50,1.32,1.32,461,0,0,0,5.02,4.65,4.69,4.66,VMS 3,,Tanque,,2.28,2.10,1.74,1.86,5.49,5.28,3.98,4.32
27/12/2024 07:16 a. m.,Ordeño,06:04,17.62,1,,,,,0,,1.74,1.50,1.26,1.44,0,0,0,0,4.54,4.47,4.44,3.90,VMS 3,,Tanque,,2.46,1.92,1.80,2.04,4.94,4.26,3.94,4.48
28/12/2024 01:54 p. m.,Ordeño,06:15,19.20,1,,DI,,,0,,1.80,1.74,1.32,1.50,0,0,0,0,3.11,4.24,4.40,4.08,VMS 3,,Tanque,,2.34,2.34,1.80,2.22,4.86,4.97,4.35,5.02
29/12/2024 03:14 a. m.,Ordeño,08:45,10.88,1,,,,,0,,0.90,1.38,1.14,1.20,0,0,0,0,1.88,4.02,3.89,3.13,VMS 3,,Tanque,,1.98,1.98,1.62,1.80,3.96,2.27,2.18,2.47
30/12/2024 03:01 a. m.,Ordeño,05:51,17.58,1,,,,,0,,1.68,1.62,1.32,1.38,0,0,0,0,4.66,4.52,4.49,3.68,VMS 3,,Tanque,,2.16,2.16,1.74,1.98,4.25,4.55,4.02,4.76
01/01/2025 05:25 a. m.,Ordeño,06:06,9.67,1,,,,,0,DI,1.56,1.56,1.26,1.44,0,0,0,0,4.44,4.33,4.25,3.32,VMS 3,,Tanque,,2.52,2.04,1.80,2.10,2.34,2.51,2.08,2.74
02/01/2025 02:52 a. m.,Ordeño,06:10,19.38,1,,,,,0,,1.68,1.68,1.38,1.38,0,0,0,0,4.49,4.36,4.34,3.83,VMS 3,,Tanque,,2.40,2.58,1.92,1.92,4.98,5.14,4.38,4.88
02/01/2025 10:55 a. m.,Ordeño,03:50,7.36,2,,,,,0,,1.50,1.50,1.20,1.26,0,0,0,0,4.35,4.22,4.28,3.43,VMS 3,,Tanque,,2.10,2.10,1.62,1.92,2.00,1.68,1.86,1.82
03/01/2025 02:08 a. m.,Ordeño,05:26,13.32,1,,,,,0,,1.32,1.32,1.08,1.32,0,0,0,0,4.49,4.48,4.33,3.98,VMS 3,,Tanque,,1.68,1.80,1.68,1.98,3.20,3.52,3.20,3.40
03/01/2025 09:37 p. m.,Ordeño,06:05,19.07,2,,,,,0,,1.92,1.80,1.38,1.32,0,0,0,0,4.56,4.42,4.39,4.11,VMS 3,,Tanque,,2.52,2.46,1.86,1.92,5.13,4.97,4.26,4.71
04/01/2025 08:42 a. m.,Ordeño,04:45,11.12,1,,,,,0,,1.62,1.56,1.32,1.38,0,0,0,0,4.32,4.20,4.22,3.61,VMS 3,,Tanque,,2.34,1.92,1.74,1.98,3.08,2.82,2.46,2.76
04/01/2025 06:13 p. m.,Ordeño,04:38,10.39,2,,,,,0,,1.56,1.50,1.26,1.32,0,0,0,0,4.35,4.37,4.36,3.67,VMS 3,,Tanque,,2.16,1.98,1.62,2.16,2.89,2.65,2.18,2.67
04/01/2025 11:16 p. m.,Ordeño,03:48,5.34,3,,,,,0,,1.44,1.20,1.14,1.14,0,0,0,0,4.07,4.09,4.10,3.22,VMS 3,,Tanque,,2.04,1.56,1.50,1.62,1.45,1.36,1.05,1.48
05/01/2025 08:28 a. m.,Ordeño,05:00,10.01,1,,,,,0,DI,1.56,1.38,1.26,1.20,0,0,0,0,4.49,4.36,4.34,3.42,VMS 3,,Tanque,,2.28,1.86,1.62,1.80,2.77,2.58,2.02,2.64
05/01/2025 07:26 p. m.,Ordeño,04:59,12.83,2,,,,,0,,1.68,1.50,1.26,1.38,0,0,0,0,4.69,4.54,4.48,3.98,VMS 3,,Tanque,,2.34,2.04,1.80,1.98,3.51,3.36,2.74,3.22
06/01/2025 07:49 a. m.,Ordeño,08:02,11.16,1,,,DI,DI,0,,0.00,1.44,1.32,1.02,0,0,0,0,0.00,4.49,4.33,2.35,VMS 3,,Tanque,,0.00,1.98,1.74,1.68,0.00,3.83,3.32,4.01
06/01/2025 09:17 p. m.,Ordeño,05:48,17.20,2,,,,,0,DI,1.74,1.68,1.32,1.32,0,0,0,0,5.11,4.39,4.37,4.15,VMS 3,,Tanque,,2.34,2.22,1.80,1.92,4.64,4.27,3.90,4.39
07/01/2025 08:51 a. m.,Ordeño,05:56,12.82,1,,,,,0,DI,1.50,0.96,1.20,1.26,0,0,0,0,4.41,3.81,3.77,3.29,VMS 3,,Tanque,,2.04,1.98,1.74,1.92,2.61,2.62,3.58,4.01
07/01/2025 03:43 p. m.,Ordeño,09:27,6.27,2,,TI,TI,,0,,1.08,1.38,1.14,1.14,0,0,0,0,4.52,4.34,3.82,3.03,VMS 2,,Tanque,,1.92,2.04,2.04,2.10,1.16,2.09,0.50,2.52
08/01/2025 02:18 a. m.,Ordeño,06:11,14.95,1,,TI,,,0,"DI,DD,TI",1.62,1.44,1.20,1.26,0,0,0,0,4.66,4.55,4.54,3.33,VMS 2,,Tanque,,2.16,1.86,1.62,1.80,3.35,3.59,4.08,3.93
08/01/2025 01:22 p. m.,Ordeño,05:41,14.95,2,,,,,0,DI,1.68,2.04,1.20,1.26,0,0,0,0,4.50,4.08,4.24,3.39,VMS 2,,Tanque,,2.10,2.70,1.68,1.80,3.46,3.93,3.47,4.09
08/01/2025 07:56 p. m.,Ordeño,04:38,8.24,3,,,,,0,,1.38,1.50,1.08,1.02,0,0,0,0,4.37,4.27,4.13,3.85,VMS 2,,Tanque,,1.92,2.10,1.44,1.56,1.98,2.22,2.04,2.00
09/01/2025 06:46 p. m.,Ordeño,06:39,20.76,1,,,,,0,,1.86,1.86,1.26,1.26,0,0,0,0,5.14,5.17,4.77,4.69,VMS 2,,Tanque,,2.34,2.52,1.80,1.74,5.20,5.60,4.81,5.15
10/01/2025 05:02 a. m.,Ordeño,10:53,8.24,1,,,TD,TD,0,,1.38,1.50,0.24,1.14,0,0,0,0,4.27,4.22,1.94,3.14,VMS 2,,Tanque,,1.98,1.92,0.60,1.92,2.60,2.67,2.82,0.15
10/01/2025 06:19 p. m.,Ordeño,05:46,8.94,2,,TD,"DI,TD",DI,0,,0.00,1.68,1.38,1.26,0,0,0,0,0.00,4.43,4.10,2.68,VMS 2,,Tanque,,0.00,2.40,1.92,1.80,0.00,3.97,4.44,0.53
11/01/2025 12:24 a. m.,Ordeño,05:28,12.14,1,,,,,0,,1.62,1.44,1.14,1.44,0,0,0,0,4.41,4.10,3.91,4.13,VMS 2,,Tanque,,2.10,1.92,1.56,2.04,4.65,1.86,1.66,3.97
12/01/2025 12:33 a. m.,Ordeño,06:54,21.46,1,,,,,0,,1.62,1.80,1.20,1.32,0,0,0,0,4.71,4.59,4.60,4.26,VMS 2,,Tanque,,2.16,2.64,1.62,1.98,5.51,5.79,4.92,5.24
12/01/2025 11:53 p. m.,Ordeño,06:06,20.46,2,,TI,,,0,,1.74,1.68,1.32,1.32,0,0,0,0,4.56,4.30,4.36,3.92,VMS 2,,Tanque,,2.28,2.28,1.68,1.86,5.12,5.24,4.85,5.25
13/01/2025 12:15 p. m.,Ordeño,07:33,12.87,1,,,,,0,,1.74,1.50,1.26,1.32,0,0,0,0,4.39,4.20,4.07,4.08,VMS 2,,Tanque,,2.22,1.98,1.80,1.80,3.15,3.25,3.13,3.34
13/01/2025 07:33 p. m.,Ordeño,06:31,4.51,2,,,"DI,TI","DI,TI",0,,0.00,1.44,0.00,1.14,0,0,0,0,0.00,4.35,0.00,3.77,VMS 2,,Tanque,,0.00,1.86,0.00,1.74,0.00,2.26,0.00,2.25
14/01/2025 06:43 a. m.,Ordeño,05:59,15.63,1,,,,,0,,1.80,2.04,1.32,1.32,0,0,0,0,4.59,4.28,4.33,4.09,VMS 2,,Tanque,,2.40,2.76,1.74,2.04,4.41,3.62,4.33,3.27
14/01/2025 03:53 p. m.,Ordeño,06:20,11.66,2,,TD,,,0,,1.62,1.80,1.20,1.26,0,0,0,0,4.52,4.45,4.48,4.37,VMS 2,,Tanque,,2.04,2.46,1.56,1.92,2.97,3.13,2.78,2.78
15/01/2025 05:14 a. m.,Ordeño,06:47,16.15,1,,"DI,TI",,,0,,1.80,1.68,1.20,1.32,0,0,0,0,4.78,4.80,4.57,4.42,VMS 2,,Tanque,,2.82,2.22,1.92,1.92,3.64,4.50,3.87,4.14
15/01/2025 04:42 p. m.,Ordeño,05:21,15.11,2,,,,,0,,1.68,1.86,1.32,1.26,0,0,0,0,4.51,4.27,4.35,3.96,VMS 2,,Tanque,,2.34,2.64,1.80,1.92,3.83,4.09,3.39,3.80
16/01/2025 01:20 a. m.,Ordeño,05:39,11.91,1,,,,,0,,1.50,1.56,1.26,1.14,0,0,0,0,4.52,4.59,4.50,4.15,VMS 2,,Tanque,,1.86,1.98,1.86,1.68,2.89,3.21,2.83,2.98
16/01/2025 07:33 a. m.,Ordeño,05:23,9.22,2,,,,,0,,1.50,1.56,1.14,1.26,0,0,0,0,4.66,4.45,4.51,4.20,VMS 2,,Tanque,,1.98,2.04,1.62,2.04,2.25,2.45,2.11,2.41
16/01/2025 06:37 p. m.,Ordeño,08:00,3.76,3,,,"DI,DD,TI","DI,DD,TI",0,,0.00,0.00,0.00,1.50,0,0,0,0,0.00,0.00,0.00,4.68,VMS 2,,Tanque,,0.00,0.00,0.00,2.10,0.00,0.00,0.00,3.76
17/01/2025 03:27 a. m.,Ordeño,07:05,17.00,1,,,,,0,,1.74,1.92,1.38,1.26,0,0,0,0,4.39,4.02,4.12,4.36,VMS 2,,Tanque,,2.22,2.52,2.04,2.70,4.34,4.04,4.65,3.97
17/01/2025 03:52 p. m.,Ordeño,06:31,16.15,2,,,,,0,,1.68,1.68,1.32,1.26,0,0,0,0,4.32,4.14,4.23,4.05,VMS 2,,Tanque,,2.22,2.28,1.80,1.80,4.25,4.10,3.76,4.04
18/01/2025 04:50 a. m.,Ordeño,12:46,8.28,1,,,"DI,TI","DI,TI",0,,0.00,1.56,0.00,1.26,0,0,0,0,0.00,4.22,0.00,4.07,VMS 2,,Tanque,,0.00,2.10,0.00,1.80,0.00,4.41,0.00,3.87
18/01/2025 04:46 p. m.,Ordeño,06:39,19.02,2,,TD,,,0,,1.62,1.74,1.26,1.38,0,0,0,0,4.30,4.20,4.17,4.15,VMS 2,,Tanque,,2.04,2.40,1.74,1.98,5.25,4.45,4.96,4.36
19/01/2025 07:04 a. m.,Ordeño,07:03,16.64,1,,TD,,,0,,1.50,1.62,1.20,1.38,0,0,0,0,4.26,4.26,4.23,4.21,VMS 2,,Tanque,,1.86,2.04,1.74,1.92,4.40,4.68,4.23,3.33
19/01/2025 05:40 p. m.,Ordeño,05:29,15.91,2,,TD,,,0,,1.74,1.86,1.32,1.44,0,0,0,0,4.25,4.05,4.18,4.01,VMS 2,,Tanque,,2.22,2.46,1.80,1.98,3.62,4.12,3.50,4.67
20/01/2025 08:34 a. m.,Ordeño,06:15,18.47,1,,,,,0,,1.62,1.68,1.20,1.26,0,0,0,0,4.38,4.27,4.23,3.94,VMS 2,,Tanque,,2.34,2.28,1.68,1.98,4.68,5.04,4.25,4.50
20/01/2025 09:50 p. m.,Ordeño,08:07,18.20,2,,,,,0,,1.74,1.74,1.26,1.20,0,0,0,0,4.23,4.13,4.19,3.74,VMS 2,,Tanque,,2.52,2.40,2.10,1.68,4.56,4.96,4.34,4.34
21/01/2025 01:57 p. m.,Ordeño,06:17,19.59,1,,,,,0,,1.74,1.98,1.32,1.44,0,0,0,0,4.22,4.08,4.17,4.07,VMS 2,,Tanque,,2.28,2.58,1.98,2.10,4.94,5.18,4.65,4.82
21/01/2025 10:36 p. m.,Ordeño,06:07,10.98,2,,,,,0,,1.62,1.56,1.26,1.26,0,0,0,0,3.92,3.80,2.95,3.64,VMS 2,,Tanque,,2.10,1.98,1.56,1.74,2.80,2.92,2.71,2.55
22/01/2025 08:03 a. m.,Ordeño,06:21,11.69,1,,,,,0,,1.50,1.56,1.08,1.14,0,0,0,0,4.03,4.01,3.91,3.80,VMS 2,,Tanque,,1.86,2.22,1.44,1.50,2.86,3.11,2.83,2.89
22/01/2025 02:18 p. m.,Ordeño,05:53,8.43,2,,TI,,,0,,1.62,1.68,1.08,1.32,0,0,0,0,4.17,4.08,4.15,3.47,VMS 2,,Tanque,,2.22,2.58,1.86,2.04,2.20,2.42,1.30,2.51
23/01/2025 02:20 a. m.,Ordeño,08:38,17.46,1,,,,,0,,1.74,2.04,1.32,1.32,0,0,0,0,4.32,3.94,4.11,3.92,VMS 2,,Tanque,,2.22,2.58,1.86,1.86,4.07,4.30,4.57,4.52
23/01/2025 10:34 a. m.,Ordeño,04:55,12.04,2,,,,,0,,1.62,1.92,1.26,1.38,0,0,0,0,4.06,3.74,3.94,3.67,VMS 2,,Tanque,,2.16,2.52,1.68,1.92,2.81,3.08,2.92,3.23
23/01/2025 07:51 p. m.,Ordeño,05:53,12.85,3,,,,,0,,1.80,1.86,1.38,1.50,0,0,0,0,4.27,4.08,4.09,4.03,VMS 2,,Tanque,,2.40,2.40,1.80,1.98,3.07,3.40,2.98,3.40
24/01/2025 05:30 a. m.,Ordeño,05:15,13.64,1,,TD,,,0,,1.62,1.62,1.26,1.38,0,0,0,0,4.21,4.24,4.08,3.69,VMS 2,,Tanque,,2.10,2.16,1.62,1.80,3.29,3.44,3.13,3.78
24/01/2025 02:25 p. m.,Ordeño,04:55,10.38,2,,,,,0,,1.62,1.68,1.08,1.14,0,0,0,0,4.02,3.96,4.00,3.50,VMS 2,,Tanque,,2.04,2.10,1.44,1.74,2.47,2.59,2.44,2.88
24/01/2025 11:34 p. m.,Ordeño,09:47,8.43,3,,,TD,TD,0,,1.56,1.56,1.20,0.18,0,0,0,0,4.24,4.28,3.98,1.81,VMS 2,,Tanque,,1.92,2.04,1.62,0.48,2.63,2.73,2.97,0.10
25/01/2025 06:48 a. m.,Ordeño,05:38,12.45,1,,,,,0,,1.62,1.62,1.26,1.14,0,0,0,0,4.40,4.40,4.30,4.06,VMS 2,,Tanque,,2.10,2.04,1.62,1.62,2.71,2.78,4.41,2.55
25/01/2025 06:19 p. m.,Ordeño,06:29,16.54,2,,,,,0,,1.80,1.92,1.44,1.32,0,0,0,0,4.59,4.26,4.04,4.40,VMS 2,,Tanque,,2.28,2.64,1.86,1.80,4.06,4.34,4.09,4.05
26/01/2025 12:47 a. m.,Ordeño,05:41,9.04,1,,DI,,,0,DI,1.32,1.80,1.26,1.26,0,0,0,0,4.38,4.03,3.89,3.31,VMS 2,,Tanque,,1.74,2.28,1.68,1.68,2.01,2.40,2.18,2.45
26/01/2025 12:53 p. m.,Ordeño,07:39,11.82,2,,,DD,DD,0,,1.68,0.00,1.32,1.32,0,0,0,0,4.51,0.00,4.23,4.10,VMS 2,,Tanque,,2.16,0.00,1.80,1.68,4.09,0.00,3.85,3.88
27/01/2025 01:43 a. m.,Ordeño,07:48,4.90,1,,,"DI,DD,TI","DI,DD,TI",0,,0.00,0.00,0.00,1.32,0,0,0,0,0.00,0.00,0.00,3.89,VMS 2,,Tanque,,0.00,0.00,0.00,1.98,0.00,0.00,0.00,4.90
27/01/2025 10:04 a. m.,Ordeño,06:20,18.29,2,,,,,0,,1.98,1.80,1.26,1.38,0,0,0,0,4.42,4.58,4.24,3.84,VMS 2,,Tanque,,2.46,2.28,1.68,1.98,4.93,4.65,4.65,4.06
27/01/2025 10:32 p. m.,Ordeño,07:17,17.69,3,,,,,0,,1.74,1.98,1.38,1.26,0,0,0,0,4.42,4.18,4.12,4.43,VMS 2,,Tanque,,2.28,2.58,1.86,2.22,4.43,3.75,4.60,4.91
28/01/2025 08:19 a. m.,Ordeño,06:09,15.06,1,,,,,0,,1.56,1.68,1.26,1.26,0,0,0,0,4.34,4.42,4.12,4.00,VMS 2,,Tanque,,1.98,2.28,1.74,1.92,3.72,3.58,3.64,4.12
28/01/2025 04:14 p. m.,Ordeño,05:32,13.22,2,,,,,0,,1.80,1.62,1.20,1.50,0,0,0,0,4.43,4.55,4.20,4.04,VMS 2,,Tanque,,2.40,2.16,1.62,2.04,3.26,3.06,3.12,3.78
28/01/2025 11:21 p. m.,Ordeño,05:40,7.75,3,,TD,DD,DD,0,,1.86,0.00,1.14,1.26,0,0,0,0,4.55,0.00,4.34,3.91,VMS 2,,Tanque,,2.34,0.00,1.44,1.68,3.08,0.00,2.76,1.91
29/01/2025 08:40 a. m.,Ordeño,06:08,16.06,1,,,,,0,,1.80,1.86,1.32,1.44,0,0,0,0,4.55,4.63,4.40,4.52,VMS 2,,Tanque,,2.34,2.40,1.68,1.98,3.53,4.71,3.29,4.53
29/01/2025 05:23 p. m.,Ordeño,05:10,14.11,2,,,,,0,,1.92,1.92,1.44,1.44,0,0,0,0,4.63,4.36,4.51,4.31,VMS 2,,Tanque,,2.52,2.64,1.80,2.10,3.57,3.47,3.51,3.56
30/01/2025 05:20 a. m.,Ordeño,06:28,16.48,1,,,,,0,,1.80,1.62,1.38,1.26,0,0,0,0,4.42,4.30,4.19,4.04,VMS 2,,Tanque,,2.34,2.10,1.92,1.68,4.34,3.92,4.27,3.95
30/01/2025 05:12 p. m.,Ordeño,05:29,17.45,2,,,,,0,,1.92,1.86,1.38,1.50,0,0,0,0,4.58,4.29,4.35,4.13,VMS 2,,Tanque,,2.52,2.52,1.80,2.10,4.13,4.58,4.06,4.68
31/01/2025 12:14 a. m.,Ordeño,04:49,13.45,1,,,,,0,,1.74,1.98,1.38,1.56,0,0,0,0,4.57,4.29,4.09,4.13,VMS 2,,Tanque,,2.10,2.58,1.80,1.98,3.23,3.35,3.21,3.66
31/01/2025 04:54 a. m.,Ordeño,05:36,8.24,2,,,,,0,,1.44,1.74,1.14,1.08,0,0,0,0,4.31,3.95,4.09,4.19,VMS 2,,Tanque,,1.80,2.28,1.74,1.74,1.98,2.10,2.02,2.14
31/01/2025 01:09 p. m.,Ordeño,06:01,13.15,3,,,,,0,,1.68,1.62,1.20,1.50,0,0,0,0,4.43,4.15,4.17,4.06,VMS 2,,Tanque,,2.22,2.10,1.68,1.92,3.19,3.30,3.20,3.46
31/01/2025 06:26 p. m.,Ordeño,04:46,8.72,4,,,,,0,,1.56,1.74,1.14,1.26,0,0,0,0,4.42,4.28,4.37,4.01,VMS 2,,Tanque,,1.98,2.28,1.50,1.68,2.26,2.22,2.02,2.22
01/02/2025 05:39 a. m.,Ordeño,07:22,18.77,1,,,,,0,,1.62,1.62,1.20,1.32,0,0,0,0,4.14,3.09,4.00,3.18,VMS 2,,Tanque,,2.10,2.28,1.62,1.98,4.19,5.02,4.14,5.42
01/02/2025 04:56 p. m.,Ordeño,06:15,17.09,2,,,,,0,,1.68,1.80,1.32,1.32,0,0,0,0,4.28,4.16,4.16,4.16,VMS 2,,Tanque,,2.40,2.46,1.86,1.80,4.33,4.32,4.18,4.26
02/02/2025 03:10 a. m.,Ordeño,05:48,16.06,1,,,,,0,,1.50,1.68,1.26,1.44,0,0,0,0,4.04,4.02,3.86,3.95,VMS 2,,Tanque,,2.10,2.16,1.74,2.04,4.00,3.97,3.95,4.14
02/02/2025 03:48 p. m.,Ordeño,07:21,18.15,2,,,,,0,,1.80,1.74,1.26,1.32,0,0,0,0,4.28,4.01,4.08,4.04,VMS 2,,Tanque,,2.22,2.40,1.62,1.80,4.41,4.84,4.19,4.71
03/02/2025 05:05 a. m.,Ordeño,06:58,14.15,1,,DI,TI,TI,0,,1.32,1.68,0.00,1.32,0,0,0,0,4.15,4.02,0.00,4.10,VMS 2,,Tanque,,1.92,2.58,0.00,1.74,4.69,4.78,0.00,4.68
03/02/2025 07:01 p. m.,Ordeño,07:38,20.66,2,,,,,0,,1.80,1.74,1.38,1.56,0,0,0,0,4.23,3.96,3.94,3.88,VMS 2,,Tanque,,2.46,2.28,1.80,2.10,5.15,5.17,5.14,5.20
04/02/2025 01:17 a. m.,Ordeño,04:38,9.37,1,,,,,0,,1.38,1.74,1.02,1.44,0,0,0,0,3.89,3.83,3.94,3.82,VMS 2,,Tanque,,1.80,2.16,1.32,1.86,2.48,2.39,1.78,2.72
04/02/2025 09:27 a. m.,Ordeño,06:04,11.88,2,,TD,,,0,,1.38,1.62,1.02,1.26,0,0,0,0,4.05,4.17,3.90,3.89,VMS 2,,Tanque,,1.80,1.98,1.74,1.80,3.14,3.13,2.81,2.80
04/02/2025 06:51 p. m.,Ordeño,06:09,15.36,3,,,,,0,,1.62,1.68,1.32,1.38,0,0,0,0,4.46,4.22,4.31,4.10,VMS 2,,Tanque,,2.04,2.28,1.86,1.86,3.88,3.95,3.42,4.11
