Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
04/04/2025 01:54 a. m.,Ordeño,17:22,9.74,1,,,,,1,TD,0.42,0.54,0.36,0.42,0,0,0,0,4.23,4.49,4.74,5.43,VMS 2,,Tanque,,0.78,0.90,0.78,1.08,2.29,2.51,2.21,2.73
06/04/2025 02:16 p. m.,Ordeño,14:22,6.11,1,,"TI,TD","DD,TI,TD",TD,1,,0.60,0.30,0.42,0.36,0,0,0,0,4.97,4.39,4.61,4.89,VMS 2,,Tanque,,1.02,0.96,0.78,0.66,4.03,0.31,1.64,0.13
07/04/2025 02:35 a. m.,Ordeño,16:48,10.67,1,,TD,,,1,TD,0.42,0.30,0.42,0.54,0,0,0,0,4.82,4.63,5.20,5.72,VMS 2,,Tanque,,0.84,0.66,0.78,1.26,3.13,2.37,2.82,2.35
07/04/2025 11:35 p. m.,Ordeño,13:14,10.43,4,,,,,1,"TI,TD",0.42,0.54,0.42,0.54,0,0,0,0,4.25,3.85,4.66,5.46,VMS 2,,Tanque,,0.84,2.88,0.72,1.02,2.63,2.40,1.90,3.50
11/04/2025 12:48 a. m.,Ordeño,15:45,13.79,1,,,,,1,TD,0.60,0.42,0.48,0.54,0,0,0,0,4.84,4.50,5.07,5.49,VMS 2,,Tanque,,1.20,0.72,0.78,0.96,3.65,3.60,3.25,3.29
11/04/2025 08:03 p. m.,Ordeño,13:45,13.58,3,,,,,1,TD,0.48,0.54,0.42,0.48,0,0,0,0,4.69,4.76,4.92,6.46,VMS 2,,Tanque,,0.90,1.26,0.72,0.84,3.00,3.47,2.93,4.18
12/04/2025 11:29 a. m.,Ordeño,12:14,5.88,2,,,,,1,TD,0.36,0.36,0.36,0.54,0,0,0,0,3.62,3.59,3.97,5.83,VMS 2,,Tanque,,0.96,0.84,0.66,0.96,0.74,0.70,0.67,3.77
15/04/2025 07:58 p. m.,Ordeño,11:57,13.70,3,,,,,1,TI,0.48,0.60,0.60,0.42,0,0,0,0,4.82,4.73,5.26,4.35,VMS 2,,Tanque,,0.96,0.96,1.02,0.96,3.95,3.58,4.57,1.60
16/04/2025 07:33 a. m.,Ordeño,13:00,16.60,1,,,,,1,TD,0.60,0.60,0.60,0.66,0,0,0,0,5.03,5.03,5.13,5.98,VMS 2,,Tanque,,1.08,0.96,1.02,1.08,4.20,4.24,3.46,4.70
18/04/2025 02:57 a. m.,Ordeño,11:57,9.59,1,,TI,,TI,1,TD,0.54,0.48,0.30,0.60,0,0,0,0,4.65,4.36,2.55,5.69,VMS 2,,Tanque,,0.90,0.78,0.60,1.38,2.57,2.45,0.06,4.51
18/04/2025 08:17 p. m.,Ordeño,13:34,15.35,3,,,,,1,TD,0.54,0.48,0.54,0.54,0,0,0,0,5.12,4.46,4.82,5.43,VMS 2,,Tanque,,1.02,0.90,0.90,1.02,4.49,3.21,2.68,4.97
19/04/2025 04:04 a. m.,Ordeño,13:38,4.57,1,,TD,"TI,TD",TI,1,,0.36,0.48,0.00,0.36,0,0,0,0,4.49,4.47,0.00,4.31,VMS 2,,Tanque,,0.90,0.84,0.00,0.84,1.91,2.30,0.00,0.36
19/04/2025 10:45 a. m.,Ordeño,14:18,11.84,2,,,,,1,TD,0.42,0.54,0.54,0.48,0,0,0,0,4.56,4.92,5.40,5.62,VMS 2,,Tanque,,0.78,0.84,0.84,0.84,2.33,2.56,3.80,3.15
20/04/2025 12:27 p. m.,Ordeño,16:51,15.68,1,,,,,1,,0.60,0.66,0.54,0.48,0,0,0,0,5.04,5.26,5.61,4.93,VMS 2,,Tanque,,1.14,1.08,0.90,0.72,4.01,4.45,4.01,3.21
21/04/2025 05:31 p. m.,Ordeño,15:49,18.61,1,,,,,1,,0.48,0.66,0.48,0.54,0,0,0,0,5.17,5.01,5.47,5.52,VMS 2,,Tanque,,0.90,1.26,0.84,0.96,4.63,4.53,4.48,4.97
22/04/2025 07:06 p. m.,Ordeño,18:08,18.17,2,,,,,1,DD,0.48,0.54,0.60,0.72,0,0,0,0,4.92,6.15,5.64,5.79,VMS 2,,Tanque,,0.96,0.90,1.14,1.44,4.17,4.64,4.58,4.78
24/04/2025 07:36 a. m.,Ordeño,09:36,3.55,2,,,"DI,DD",,1,"TI,TD",0.48,0.48,0.60,0.48,0,0,0,0,3.94,4.04,5.10,4.60,VMS 2,,Tanque,,0.66,0.90,0.90,0.78,0.66,0.65,1.46,0.78
24/04/2025 07:28 p. m.,Ordeño,10:28,13.85,3,,,,,1,,0.54,0.66,0.60,0.54,0,0,0,0,5.14,5.35,5.28,5.53,VMS 2,,Tanque,,0.96,1.08,0.96,0.90,3.56,3.64,3.70,2.95
28/04/2025 04:57 p. m.,Ordeño,13:26,18.01,2,,,,,1,TD,0.60,0.72,0.60,0.60,0,0,0,0,5.06,4.72,5.50,7.10,VMS 2,,Tanque,,0.96,1.14,0.96,1.26,4.96,3.84,4.60,4.61
01/05/2025 07:19 p. m.,Ordeño,11:30,12.51,2,,,,,1,TD,0.54,0.54,0.54,0.66,0,0,0,0,4.34,4.52,5.04,6.14,VMS 2,,Tanque,,0.90,0.84,0.96,1.20,3.00,2.86,2.32,4.33
02/05/2025 08:01 p. m.,Ordeño,13:09,11.66,3,,,,,1,TD,0.60,0.48,0.42,0.60,0,0,0,0,4.42,4.47,4.78,5.69,VMS 2,,Tanque,,1.02,0.90,0.72,0.96,2.67,2.61,1.44,4.94
03/05/2025 07:48 p. m.,Ordeño,13:17,12.06,3,,,,,1,TD,0.54,0.48,0.48,0.48,0,0,0,0,4.45,4.36,4.75,5.41,VMS 2,,Tanque,,1.20,0.96,1.08,0.84,2.98,2.97,2.35,3.76
05/05/2025 02:24 a. m.,Ordeño,13:15,10.45,1,,,,DD,1,TD,0.48,0.00,0.54,0.66,0,0,0,0,4.48,0.00,4.94,6.02,VMS 2,,Tanque,,0.84,0.00,0.78,1.08,2.34,0.00,3.14,4.97
05/05/2025 06:44 p. m.,Ordeño,14:46,12.79,2,,TD,TD,,1,,0.48,0.60,0.54,0.48,0,0,0,0,4.86,5.46,5.17,5.16,VMS 2,,Tanque,,0.90,0.90,0.90,0.96,3.73,4.35,4.35,0.36
06/05/2025 03:36 a. m.,Ordeño,12:28,10.39,1,,,,TI,1,TD,0.42,0.42,0.00,0.48,0,0,0,0,4.28,4.08,0.00,5.83,VMS 2,,Tanque,,0.78,0.78,0.00,0.84,3.17,2.97,0.00,4.25
07/05/2025 05:27 p. m.,Ordeño,10:58,12.68,3,,,,,1,TD,0.60,0.54,0.72,0.66,0,0,0,0,4.63,4.66,5.16,5.85,VMS 2,,Tanque,,0.96,0.90,1.08,1.14,2.61,2.11,3.10,4.86
09/05/2025 07:37 p. m.,Ordeño,13:07,18.20,2,,,,,1,TD,0.54,0.66,0.48,0.60,0,0,0,0,4.93,5.11,5.37,6.16,VMS 2,,Tanque,,0.96,1.02,0.78,0.90,4.25,4.83,4.22,4.90
10/05/2025 08:21 p. m.,Ordeño,14:35,10.03,2,,,TD,TD,1,DD,0.42,0.54,0.42,0.00,0,0,0,0,4.26,5.16,4.53,0.00,VMS 2,,Tanque,,1.02,1.08,0.84,0.00,2.96,4.51,2.56,0.00
12/05/2025 03:45 p. m.,Ordeño,13:20,12.43,1,,,DI,DI,1,,0.00,0.66,0.54,0.60,0,0,0,0,0.00,5.00,4.90,4.98,VMS 2,,Tanque,,0.00,1.02,0.96,1.38,0.00,4.76,4.09,3.58
13/05/2025 01:53 a. m.,Ordeño,12:07,8.81,1,,,TI,TI,1,TD,0.54,0.54,0.00,0.48,0,0,0,0,4.66,4.38,0.00,5.43,VMS 2,,Tanque,,0.96,0.96,0.00,0.84,3.16,3.06,0.00,2.59
13/05/2025 02:01 p. m.,Ordeño,12:17,7.28,2,,,"DI,TD","DI,TD",1,,0.00,0.60,0.48,0.00,0,0,0,0,0.00,4.75,4.83,0.00,VMS 2,,Tanque,,0.00,1.32,0.72,0.00,0.00,3.64,3.64,0.00
14/05/2025 07:15 p. m.,Ordeño,13:23,12.91,2,,,,,1,"DD,TD",0.42,0.54,0.42,0.42,0,0,0,0,4.74,5.78,4.53,6.66,VMS 2,,Tanque,,0.96,0.96,0.72,0.84,3.16,4.71,2.12,2.92
15/05/2025 09:58 a. m.,Ordeño,13:20,13.26,1,,,,,1,,0.54,0.60,0.42,0.42,0,0,0,0,5.30,4.87,5.22,5.58,VMS 2,,Tanque,,0.96,1.08,0.66,0.90,4.59,4.00,2.70,1.97
16/05/2025 12:51 a. m.,Ordeño,12:55,12.97,1,,,TD,TD,1,,0.60,0.60,0.54,0.00,0,0,0,0,5.01,4.88,5.23,0.00,VMS 2,,Tanque,,1.08,1.08,0.96,0.00,4.70,4.74,3.53,0.00
16/05/2025 11:16 a. m.,Ordeño,11:41,13.62,2,,,,,1,TD,0.48,0.54,0.54,0.54,0,0,0,0,4.53,4.74,5.15,6.55,VMS 2,,Tanque,,0.96,0.90,0.78,0.96,3.40,3.47,2.63,4.12
16/05/2025 07:36 p. m.,Ordeño,11:01,9.01,3,,,,,1,,0.54,0.60,0.42,0.48,0,0,0,0,4.51,4.53,5.06,5.13,VMS 2,,Tanque,,0.90,1.20,0.72,0.78,2.93,2.83,1.44,1.81
17/05/2025 06:42 a. m.,Ordeño,10:52,12.95,1,,,,,1,,0.54,0.60,0.60,0.48,0,0,0,0,5.07,5.03,5.40,5.61,VMS 2,,Tanque,,1.02,1.02,0.96,0.90,3.68,3.94,3.33,2.00
18/05/2025 02:46 p. m.,Ordeño,13:37,9.44,2,,TI,,,1,TI,0.36,0.48,0.48,0.36,0,0,0,0,4.48,4.80,5.99,5.03,VMS 2,,Tanque,,0.72,0.90,0.90,0.78,1.87,2.58,4.14,0.85
18/05/2025 11:52 p. m.,Ordeño,11:38,12.25,1,,,,,1,,0.54,0.48,0.48,0.42,0,0,0,0,5.04,5.00,4.95,5.58,VMS 2,,Tanque,,1.02,0.84,0.72,0.96,3.67,3.08,2.87,2.63
20/05/2025 10:10 a. m.,Ordeño,12:50,14.44,2,,,,,1,TD,0.54,0.54,0.54,0.54,0,0,0,0,5.09,4.75,5.09,6.23,VMS 2,,Tanque,,1.02,0.90,0.96,0.96,4.73,3.26,2.91,3.54
20/05/2025 07:06 p. m.,Ordeño,10:51,7.26,3,,TI,TI,TI,1,TD,0.48,0.54,0.42,0.42,0,0,0,0,4.34,4.62,3.89,4.79,VMS 2,,Tanque,,0.84,0.90,0.54,0.78,2.60,2.95,0.19,1.52
22/05/2025 04:04 p. m.,Ordeño,14:22,11.09,2,,,,,1,TD,0.42,0.48,0.48,0.42,0,0,0,0,4.84,4.87,5.07,5.99,VMS 2,,Tanque,,0.96,0.84,0.84,0.96,2.64,2.83,2.68,2.94
23/05/2025 07:10 p. m.,Ordeño,12:00,8.41,3,,,TD,TD,1,,0.54,0.54,0.54,0.00,0,0,0,0,4.85,5.22,5.00,0.00,VMS 2,,Tanque,,0.96,1.02,0.84,0.00,2.37,3.87,2.17,0.00
26/05/2025 05:27 a. m.,Ordeño,19:30,12.63,1,,TD,,,1,,0.42,0.66,0.48,0.54,0,0,0,0,4.84,5.37,4.81,4.94,VMS 2,,Tanque,,0.90,1.20,0.84,1.08,3.03,4.54,3.43,1.63
26/05/2025 11:49 a. m.,Ordeño,10:53,7.21,2,,,,TD,1,,0.48,0.48,0.48,0.00,0,0,0,0,4.95,4.66,4.93,0.00,VMS 2,,Tanque,,0.90,0.90,0.84,0.00,2.65,2.11,2.45,0.00
26/05/2025 09:49 p. m.,Ordeño,11:58,13.27,3,,,,,1,TD,0.48,0.54,0.42,0.48,0,0,0,0,4.59,4.66,4.76,5.83,VMS 2,,Tanque,,0.84,0.90,0.78,1.02,3.43,3.48,2.71,3.65
28/05/2025 11:18 p. m.,Ordeño,11:54,12.73,3,,,,,1,TD,0.60,0.54,0.54,0.54,0,0,0,0,4.42,4.53,4.77,6.37,VMS 2,,Tanque,,1.08,0.90,0.96,1.08,3.28,2.97,2.58,3.90
29/05/2025 04:21 p. m.,Ordeño,12:44,15.27,1,,,,,1,,0.60,0.66,0.54,0.36,0,0,0,0,5.29,5.47,5.50,5.52,VMS 2,,Tanque,,0.96,1.20,1.02,1.02,4.49,4.65,4.24,1.89
31/05/2025 11:44 p. m.,Ordeño,09:34,10.15,3,,,,,1,TD,0.48,0.60,0.60,0.54,0,0,0,0,4.40,4.55,4.88,5.19,VMS 2,,Tanque,,0.90,1.08,1.08,1.08,3.06,2.86,2.55,1.68
01/06/2025 10:30 p. m.,Ordeño,11:59,6.24,3,,,DD,,1,"TI,TD",0.42,0.42,0.42,0.48,0,0,0,0,4.78,4.66,5.70,5.70,VMS 2,,Tanque,,0.78,1.08,0.84,0.84,2.26,0.95,1.27,1.76
02/06/2025 11:06 a. m.,Ordeño,15:02,12.04,1,,,TD,TD,1,,0.48,0.66,0.48,0.00,0,0,0,0,4.91,5.57,5.69,0.00,VMS 2,,Tanque,,0.96,1.02,0.84,0.00,3.65,4.41,3.98,0.00
03/06/2025 01:50 a. m.,Ordeño,11:05,11.03,1,,,,,1,TD,0.48,0.54,0.48,0.48,0,0,0,0,4.73,4.71,5.05,6.34,VMS 2,,Tanque,,0.84,0.96,0.90,0.96,2.80,2.52,2.08,3.63
04/06/2025 09:37 a. m.,Ordeño,10:29,8.06,2,,,,,1,TI,0.48,0.48,0.42,0.54,0,0,0,0,4.61,4.88,5.93,4.81,VMS 2,,Tanque,,0.84,0.90,0.78,0.84,2.41,2.22,1.35,2.08
04/06/2025 05:28 p. m.,Ordeño,08:46,8.81,3,,,,,1,TD,0.48,0.48,0.54,0.48,0,0,0,0,5.11,5.08,5.33,5.98,VMS 2,,Tanque,,0.90,0.90,0.84,0.84,2.63,2.62,1.99,1.57
05/06/2025 12:59 p. m.,Ordeño,11:58,13.07,2,,,,,1,TD,0.42,0.60,0.48,0.48,0,0,0,0,5.17,5.66,5.35,6.26,VMS 2,,Tanque,,0.84,1.02,0.90,0.96,3.02,3.88,2.84,3.33
05/06/2025 08:06 p. m.,Ordeño,10:28,6.67,3,,,TD,TD,1,,0.48,0.54,0.48,0.00,0,0,0,0,4.74,4.54,5.05,0.00,VMS 2,,Tanque,,0.96,1.02,1.50,0.00,2.31,2.34,2.02,0.00
06/06/2025 04:11 a. m.,Ordeño,10:21,11.24,1,,,,,1,,0.60,0.60,0.54,0.54,0,0,0,0,5.29,5.18,5.51,5.87,VMS 2,,Tanque,,0.96,0.90,0.96,0.96,2.92,2.64,2.42,3.26
06/06/2025 11:42 a. m.,Ordeño,10:25,9.62,2,,,,,1,,0.42,0.54,0.54,0.42,0,0,0,0,4.95,5.04,5.31,5.61,VMS 2,,Tanque,,0.84,1.02,0.90,0.90,2.70,2.77,2.50,1.65
09/06/2025 06:28 a. m.,Ordeño,13:13,12.71,1,,,TD,TD,1,,0.54,0.72,0.60,0.00,0,0,0,0,5.24,5.46,5.29,0.00,VMS 2,,Tanque,,0.96,1.08,0.96,0.00,4.51,4.37,3.83,0.00
09/06/2025 03:31 p. m.,Ordeño,11:31,12.29,2,,,,,1,TD,0.36,0.48,0.54,0.54,0,0,0,0,4.61,5.12,5.05,6.53,VMS 2,,Tanque,,0.78,0.84,0.90,0.96,2.79,2.76,2.76,3.98
11/06/2025 06:11 a. m.,Ordeño,07:44,7.59,1,,,,,1,,0.36,0.54,0.48,0.42,0,0,0,0,4.14,4.51,4.56,4.94,VMS 2,,Tanque,,0.66,0.84,0.96,0.84,1.46,2.52,2.21,1.40
11/06/2025 07:47 p. m.,Ordeño,13:09,14.90,2,,,,,1,,0.48,0.60,0.54,0.42,0,0,0,0,4.68,4.64,4.89,5.08,VMS 2,,Tanque,,0.90,1.20,0.90,0.78,4.54,4.29,3.61,2.46
13/06/2025 02:49 a. m.,Ordeño,10:34,11.75,1,,,,,1,TD,0.36,0.60,0.48,0.48,0,0,0,0,4.41,4.47,4.72,6.23,VMS 2,,Tanque,,0.66,1.08,1.02,1.02,2.06,3.48,2.82,3.39
14/06/2025 12:42 p. m.,Ordeño,10:26,14.42,1,,,,,1,,0.54,0.66,0.54,0.54,0,0,0,0,4.40,4.97,4.97,5.35,VMS 2,,Tanque,,1.02,1.20,1.02,0.90,3.59,4.75,4.01,2.07
15/06/2025 12:02 p. m.,Ordeño,09:48,9.07,2,,,,,1,,0.48,0.60,0.60,0.48,0,0,0,0,4.61,4.47,4.77,5.18,VMS 2,,Tanque,,0.90,1.08,1.14,0.84,2.40,2.84,2.49,1.34
16/06/2025 03:16 a. m.,Ordeño,13:19,10.06,1,,"TI,TD","TI,TD",,1,,0.60,0.66,0.60,0.60,0,0,0,0,5.11,4.65,4.95,5.23,VMS 2,,Tanque,,1.08,1.20,1.50,1.44,4.36,4.59,0.79,0.32
16/06/2025 05:23 p. m.,Ordeño,16:04,13.02,2,,,,TD,1,,0.54,0.66,0.54,0.00,0,0,0,0,4.66,4.50,5.25,0.00,VMS 2,,Tanque,,0.90,1.08,0.96,0.00,4.17,4.69,4.16,0.00
17/06/2025 07:11 p. m.,Ordeño,09:37,9.02,3,,TD,,,1,"TI,TD",0.54,0.48,0.42,0.48,0,0,0,0,3.90,4.01,4.68,6.17,VMS 2,,Tanque,,0.90,0.84,0.78,1.08,3.00,2.67,1.79,1.56
18/06/2025 08:47 a. m.,Ordeño,11:12,14.96,1,,,,,1,TD,0.54,0.66,0.54,0.60,0,0,0,0,4.44,4.62,4.92,6.52,VMS 2,,Tanque,,1.02,1.20,0.96,0.96,4.22,4.62,3.53,2.59
18/06/2025 07:14 p. m.,Ordeño,09:32,10.75,2,,,TD,,1,TD,0.60,0.60,0.54,0.42,0,0,0,0,4.32,4.41,4.86,5.11,VMS 2,,Tanque,,1.02,1.26,0.90,0.72,3.55,3.74,2.97,0.49
19/06/2025 07:50 p. m.,Ordeño,06:41,7.65,3,,,,,1,TD,0.66,0.66,0.60,0.54,0,0,0,0,4.18,4.25,4.58,5.42,VMS 2,,Tanque,,1.14,1.02,1.14,1.02,2.44,2.47,1.98,0.76
20/06/2025 03:39 a. m.,Ordeño,08:24,9.79,1,,,,,1,TD,0.54,0.66,0.60,0.54,0,0,0,0,4.51,4.60,4.95,5.97,VMS 2,,Tanque,,1.02,1.02,1.02,1.08,2.87,3.09,2.58,1.25
20/06/2025 09:49 p. m.,Ordeño,09:27,12.70,3,,,,,1,TD,0.60,0.54,0.60,0.60,0,0,0,0,4.58,4.53,4.96,6.64,VMS 2,,Tanque,,0.96,0.96,0.90,1.14,3.46,3.44,2.84,2.96
21/06/2025 08:33 a. m.,Ordeño,10:22,11.86,1,,,,,1,TD,0.54,0.54,0.60,0.48,0,0,0,0,4.38,4.32,4.81,5.24,VMS 2,,Tanque,,0.96,1.02,1.02,0.90,3.57,3.58,3.12,1.59
21/06/2025 01:57 p. m.,Ordeño,07:17,6.33,2,,,,,1,TD,0.48,0.48,0.54,0.42,0,0,0,0,4.05,4.00,4.54,5.09,VMS 2,,Tanque,,0.84,0.84,0.84,0.84,1.94,1.98,1.61,0.80
22/06/2025 12:11 a. m.,Ordeño,10:25,11.29,1,,,,,1,TD,0.48,0.60,0.48,0.42,0,0,0,0,4.31,4.54,4.73,5.11,VMS 2,,Tanque,,1.14,0.96,0.78,0.78,3.32,3.36,2.97,1.64
22/06/2025 02:24 p. m.,Ordeño,11:21,14.89,2,,,,,1,,0.60,0.54,0.54,0.48,0,0,0,0,4.64,4.55,4.74,5.24,VMS 2,,Tanque,,1.08,0.96,0.84,0.96,4.42,4.36,3.92,2.19
23/06/2025 08:14 a. m.,Ordeño,12:44,12.86,1,,TI,TI,TI,1,TD,0.66,0.66,0.54,0.48,0,0,0,0,4.46,4.69,3.89,5.43,VMS 2,,Tanque,,1.02,1.08,1.08,0.96,5.08,4.82,0.18,2.78
23/06/2025 03:05 p. m.,Ordeño,12:17,8.83,2,,,,,1,"TI,TD",0.36,0.36,0.42,0.36,0,0,0,0,3.58,3.76,5.27,4.34,VMS 2,,Tanque,,0.72,0.66,0.78,0.72,1.99,1.88,3.76,1.20
25/06/2025 08:56 a. m.,Ordeño,11:11,16.71,1,,,,,1,TD,0.60,0.72,0.54,0.48,0,0,0,0,4.65,4.88,5.00,5.77,VMS 2,,Tanque,,1.02,1.14,0.90,0.90,4.60,5.04,3.59,3.48
25/06/2025 08:06 p. m.,Ordeño,11:11,11.14,2,,,,,1,,0.54,0.54,0.48,0.42,0,0,0,0,4.27,4.40,4.80,4.75,VMS 2,,Tanque,,1.32,0.96,0.84,0.78,3.42,3.59,2.75,1.38
27/06/2025 10:46 a. m.,Ordeño,10:51,8.05,1,,TD,TD,TD,1,,0.54,0.36,0.42,0.36,0,0,0,0,4.91,5.22,5.01,5.36,VMS 2,,Tanque,,0.90,0.72,0.90,0.72,3.58,2.04,2.32,0.11
27/06/2025 04:41 p. m.,Ordeño,10:14,10.92,2,,,,,1,DD,0.42,0.66,0.42,0.42,0,0,0,0,4.04,5.41,4.86,4.59,VMS 2,,Tanque,,0.84,1.26,0.78,0.72,2.41,4.52,2.67,1.32
28/06/2025 02:36 p. m.,Ordeño,12:48,16.81,1,,,,,1,TD,0.54,0.60,0.48,0.42,0,0,0,0,4.84,4.71,5.08,5.68,VMS 2,,Tanque,,1.08,1.02,0.84,0.84,4.71,4.62,4.24,3.24
29/06/2025 07:53 p. m.,Ordeño,12:32,13.06,3,,,,,1,,0.54,0.54,0.42,0.42,0,0,0,0,4.77,4.26,4.35,4.51,VMS 2,,Tanque,,1.02,0.90,0.66,0.78,4.71,3.11,3.20,2.04
30/06/2025 08:15 a. m.,Ordeño,13:48,9.76,1,,TI,TI,,1,"DD,TD",0.48,0.60,0.30,0.36,0,0,0,0,4.01,4.65,3.69,4.79,VMS 2,,Tanque,,0.90,0.96,0.54,0.78,3.62,3.92,0.22,2.00
03/07/2025 10:50 p. m.,Ordeño,13:29,9.99,2,,,TI,TI,1,,0.48,0.60,0.00,0.36,0,0,0,0,4.58,4.83,0.00,4.99,VMS 2,,Tanque,,0.84,1.08,0.00,0.78,3.59,4.03,0.00,2.37
04/07/2025 08:55 a. m.,Ordeño,11:54,13.44,1,,,,,1,TI,0.42,0.66,0.48,0.42,0,0,0,0,3.85,4.27,5.01,4.42,VMS 2,,Tanque,,0.78,1.08,0.84,0.84,3.23,4.11,4.00,2.10
04/07/2025 09:16 p. m.,Ordeño,12:09,11.44,2,,,,,1,,0.42,0.66,0.54,0.42,0,0,0,0,3.99,4.25,4.48,4.56,VMS 2,,Tanque,,0.90,1.20,0.90,0.84,2.99,3.89,2.49,2.07
07/07/2025 12:40 a. m.,Ordeño,13:09,15.13,1,,,,,1,TD,0.48,0.66,0.54,0.42,0,0,0,0,4.19,4.40,4.70,5.20,VMS 2,,Tanque,,1.08,1.20,0.84,0.90,4.50,4.35,3.67,2.61
09/07/2025 03:41 p. m.,Ordeño,11:33,12.23,2,,,,,1,,0.48,0.66,0.66,0.48,0,0,0,0,4.19,4.38,4.87,4.71,VMS 2,,Tanque,,0.90,1.08,1.02,1.02,3.63,3.66,3.04,1.90
10/07/2025 07:14 a. m.,Ordeño,12:42,15.50,1,,,,,1,,0.60,0.54,0.72,0.48,0,0,0,0,4.78,4.76,5.17,5.19,VMS 2,,Tanque,,1.02,0.96,1.08,0.90,4.75,4.19,4.05,2.51
12/07/2025 09:27 a. m.,Ordeño,14:32,12.12,1,,,TD,TD,1,,0.48,0.54,0.60,0.00,0,0,0,0,4.57,4.73,4.88,0.00,VMS 2,,Tanque,,1.08,0.84,1.02,0.00,4.54,3.21,4.37,0.00
12/07/2025 05:31 p. m.,Ordeño,13:27,10.91,2,,,,,1,DD,0.42,0.60,0.48,0.42,0,0,0,0,3.90,4.96,4.55,4.55,VMS 2,,Tanque,,0.84,1.14,0.84,0.90,2.57,4.61,2.26,1.47
13/07/2025 04:02 p. m.,Ordeño,14:13,17.51,1,,,,,1,TD,0.48,0.72,0.54,0.48,0,0,0,0,4.70,4.77,5.30,5.92,VMS 2,,Tanque,,0.96,1.32,0.96,0.90,4.54,5.22,4.22,3.53
14/07/2025 01:10 p. m.,Ordeño,12:46,15.01,1,,TD,TD,,1,,0.54,0.72,0.60,0.48,0,0,0,0,4.76,5.08,5.22,5.23,VMS 2,,Tanque,,1.80,1.08,1.14,1.08,4.85,5.17,4.56,0.43
16/07/2025 12:16 a. m.,Ordeño,13:14,15.29,1,,,,,1,,0.54,0.78,0.60,0.54,0,0,0,0,4.90,5.01,5.03,5.30,VMS 2,,Tanque,,1.02,1.44,1.02,0.96,4.26,4.01,3.79,3.23
