Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
20/07/2025 01:14 p. m.,Ordeño,08:53,23.21,2,,,,,1,TD,2.40,1.92,2.46,0.72,0,0,0,0,5.23,5.01,5.11,7.71,VMS 2,,Tanque,,3.12,2.52,2.94,1.44,6.50,6.61,9.65,0.45
23/07/2025 04:38 p. m.,Ordeño,09:52,6.84,3,,,TI,TI,1,TD,2.04,1.98,0.00,0.60,0,0,0,0,5.09,4.67,0.00,8.17,VMS 2,,Tanque,,3.06,2.52,0.00,1.32,3.08,3.40,0.00,0.36
24/07/2025 09:37 a. m.,Ordeño,11:32,20.51,2,,,,,1,TD,2.10,2.10,2.10,0.78,0,0,0,0,5.03,4.64,5.42,8.71,VMS 2,,Tanque,,3.30,2.94,2.76,1.50,5.14,5.41,9.57,0.39
28/07/2025 08:34 a. m.,Ordeño,08:47,21.86,1,,,,,1,TD,2.40,1.98,2.28,0.78,0,0,0,0,5.36,4.91,5.39,6.75,VMS 2,,Tanque,,3.06,2.52,2.82,1.38,7.26,6.35,7.91,0.34
29/07/2025 10:04 a. m.,Ordeño,09:01,10.44,2,,DI,TI,TI,1,TD,2.46,1.98,0.00,0.90,0,0,0,0,5.49,5.05,0.00,7.84,VMS 2,,Tanque,,3.54,2.58,0.00,1.44,4.04,5.89,0.00,0.51
29/07/2025 04:59 p. m.,Ordeño,08:26,13.17,3,,,,TD,1,TI,2.10,1.50,1.92,0.00,0,0,0,0,5.14,5.17,5.94,0.00,VMS 2,,Tanque,,3.18,2.16,2.52,0.00,4.05,2.18,6.94,0.00
30/07/2025 02:54 a. m.,Ordeño,11:19,11.13,1,,,,,1,TD,1.86,1.62,1.50,0.42,0,0,0,0,5.23,5.43,4.29,6.16,VMS 2,,Tanque,,2.76,2.16,2.10,1.20,3.31,3.94,3.62,0.26
30/07/2025 09:09 p. m.,Ordeño,07:21,17.30,3,,,,,1,TD,2.46,1.98,2.16,0.72,0,0,0,0,4.90,4.76,5.17,8.58,VMS 2,,Tanque,,3.06,2.70,2.82,1.20,4.94,4.19,7.73,0.44
01/08/2025 03:50 p. m.,Ordeño,13:38,18.50,2,,,,,1,TD,2.04,1.98,2.10,0.42,0,0,0,0,4.93,4.82,4.98,7.30,VMS 2,,Tanque,,2.76,3.00,2.64,1.02,4.43,4.84,8.92,0.31
03/08/2025 06:24 p. m.,Ordeño,10:56,18.68,2,,,,,1,TD,2.10,1.98,2.10,0.96,0,0,0,0,4.70,4.64,5.19,8.98,VMS 2,,Tanque,,2.70,2.64,2.70,1.50,4.67,4.66,8.71,0.64
05/08/2025 06:31 a. m.,Ordeño,08:08,7.72,2,,,TI,TI,1,TD,2.22,1.86,0.00,0.72,0,0,0,0,4.92,4.85,0.00,7.10,VMS 2,,Tanque,,3.00,2.46,0.00,1.20,3.70,3.67,0.00,0.35
11/08/2025 03:07 p. m.,Ordeño,07:48,18.25,2,,,,,1,TD,2.22,2.04,2.16,0.42,0,0,0,0,4.77,4.99,4.99,6.90,VMS 2,,Tanque,,2.94,2.64,2.64,1.02,5.78,6.41,5.77,0.29
15/08/2025 02:57 a. m.,Ordeño,08:16,18.28,1,,,,,1,TD,2.22,1.98,2.10,0.30,0,0,0,0,5.09,5.00,4.76,6.30,VMS 2,,Tanque,,3.00,2.58,2.64,0.66,5.67,5.95,6.45,0.21
20/08/2025 02:20 p. m.,Ordeño,07:09,12.12,2,,,DI,DI,1,TD,0.00,1.92,1.92,1.02,0,0,0,0,0.00,4.53,5.13,7.44,VMS 2,,Tanque,,0.00,2.52,2.34,1.74,0.00,5.67,5.91,0.54
21/08/2025 09:35 a. m.,Ordeño,07:22,12.99,2,,,,,1,"DD,TD",1.92,2.04,1.74,0.48,0,0,0,0,4.29,5.23,4.29,7.44,VMS 2,,Tanque,,2.70,2.64,2.22,0.90,3.97,4.13,4.54,0.35
22/08/2025 01:33 p. m.,Ordeño,08:26,18.38,2,,,,,1,TD,2.22,2.04,1.98,0.90,0,0,0,0,5.18,5.04,5.19,8.24,VMS 2,,Tanque,,3.00,2.70,2.52,1.56,6.05,5.95,5.69,0.69
23/08/2025 07:20 p. m.,Ordeño,07:01,13.66,3,,,,,1,TD,2.28,1.74,1.86,0.72,0,0,0,0,5.41,5.07,5.07,7.84,VMS 2,,Tanque,,3.24,2.34,2.34,1.44,4.93,4.27,3.91,0.55
25/08/2025 05:50 p. m.,Ordeño,09:06,12.03,3,,DI,,,1,TD,2.22,1.92,1.62,0.48,0,0,0,0,5.25,5.14,5.25,7.57,VMS 2,,Tanque,,2.76,2.88,2.52,1.20,3.73,3.95,3.97,0.38
26/08/2025 01:35 a. m.,Ordeño,10:45,11.69,1,,,,,1,TD,1.98,2.04,1.74,0.48,0,0,0,0,5.18,5.06,5.22,7.77,VMS 2,,Tanque,,2.88,2.70,2.28,1.14,3.90,3.86,3.71,0.22
26/08/2025 07:23 p. m.,Ordeño,08:51,15.86,3,,,,,1,"TI,TD",2.22,1.98,1.80,0.72,0,0,0,0,4.46,4.87,5.45,7.97,VMS 2,,Tanque,,2.82,2.52,2.22,1.20,3.43,4.56,7.47,0.40
28/08/2025 03:13 p. m.,Ordeño,08:45,13.27,2,,,,,1,TD,2.10,1.98,1.56,0.78,0,0,0,0,4.95,4.93,5.08,7.57,VMS 2,,Tanque,,2.64,2.52,1.98,1.26,4.13,4.55,4.10,0.49
30/08/2025 01:13 a. m.,Ordeño,07:16,11.82,1,,,,,1,TD,2.16,1.92,1.74,0.72,0,0,0,0,5.13,4.96,5.23,8.17,VMS 2,,Tanque,,2.70,2.52,2.28,1.38,3.66,4.16,3.55,0.45
30/08/2025 02:44 p. m.,Ordeño,08:36,17.47,2,,,,,1,TD,2.16,1.80,1.80,0.42,0,0,0,0,5.36,5.16,5.30,6.70,VMS 2,,Tanque,,2.82,2.28,2.46,1.08,5.57,5.91,5.69,0.30
01/09/2025 02:53 a. m.,Ordeño,07:33,18.31,1,,,,,1,TD,2.28,1.80,2.04,0.66,0,0,0,0,5.08,4.73,5.52,8.44,VMS 2,,Tanque,,2.94,2.28,2.52,1.20,4.53,4.88,8.51,0.39
01/09/2025 01:35 p. m.,Ordeño,07:01,12.79,2,,,,,1,TD,2.16,1.80,1.74,0.54,0,0,0,0,4.94,4.92,4.74,7.30,VMS 2,,Tanque,,3.12,2.34,2.22,1.14,4.06,4.64,3.76,0.33
03/09/2025 01:10 a. m.,Ordeño,06:26,14.91,1,,,,,1,TD,2.28,1.98,2.10,0.78,0,0,0,0,4.88,4.61,5.34,8.11,VMS 2,,Tanque,,2.94,2.58,2.82,1.32,3.62,3.99,6.80,0.50
03/09/2025 03:37 p. m.,Ordeño,09:00,18.99,2,,,,,1,TD,2.34,2.16,2.16,0.48,0,0,0,0,5.28,5.07,5.47,7.44,VMS 2,,Tanque,,2.88,3.00,2.70,1.08,5.35,6.85,6.47,0.32
10/09/2025 03:21 a. m.,Ordeño,06:56,11.96,1,,,,,1,TD,2.22,1.98,1.92,0.36,0,0,0,0,4.59,4.68,4.93,6.77,VMS 2,,Tanque,,2.94,2.52,2.40,0.66,4.00,3.77,3.79,0.40
12/09/2025 05:29 p. m.,Ordeño,06:34,13.58,2,,,,,1,TD,2.28,1.86,2.04,0.78,0,0,0,0,4.94,4.62,5.21,9.18,VMS 2,,Tanque,,2.82,2.34,2.58,1.32,4.02,3.29,5.83,0.44
14/09/2025 08:16 a. m.,Ordeño,08:03,8.55,1,,,TI,TI,1,TD,2.04,1.98,0.00,0.78,0,0,0,0,4.73,4.98,0.00,8.04,VMS 2,,Tanque,,3.00,2.52,0.00,1.32,3.88,4.26,0.00,0.41
14/09/2025 05:39 p. m.,Ordeño,07:51,16.91,2,,,,TD,1,TD,2.22,1.98,2.04,0.30,0,0,0,0,4.95,4.70,5.26,6.50,VMS 2,,Tanque,,2.70,2.58,2.76,0.60,4.05,4.50,8.17,0.19
16/09/2025 11:22 p. m.,Ordeño,08:26,11.66,3,,,,TD,1,TD,2.04,1.80,1.80,0.24,0,0,0,0,4.81,4.59,4.82,5.90,VMS 2,,Tanque,,3.00,2.52,2.70,0.48,3.79,3.97,3.75,0.15
18/09/2025 11:17 a. m.,Ordeño,06:54,10.34,2,,TD,,TD,1,TD,1.92,2.04,1.74,0.42,0,0,0,0,5.31,5.28,5.26,7.24,VMS 2,,Tanque,,2.46,3.06,2.16,0.78,3.28,3.29,3.60,0.17
19/09/2025 05:52 p. m.,Ordeño,06:28,16.02,2,,,,,1,TD,2.04,2.22,1.86,0.84,0,0,0,0,5.23,5.27,5.46,9.92,VMS 2,,Tanque,,2.58,2.94,2.34,1.38,5.22,4.80,5.45,0.55
20/09/2025 02:43 a. m.,Ordeño,09:12,13.05,1,,,,,1,TD,2.16,2.22,1.86,0.48,0,0,0,0,5.18,5.26,5.27,8.44,VMS 2,,Tanque,,2.82,2.94,2.40,1.02,4.15,4.39,4.27,0.24
20/09/2025 01:40 p. m.,Ordeño,10:52,14.72,2,,DI,,,1,TD,2.22,1.98,1.92,0.36,0,0,0,0,4.78,4.85,5.12,6.70,VMS 2,,Tanque,,3.42,3.12,2.46,0.78,4.44,5.15,4.83,0.30
24/09/2025 12:07 a. m.,Ordeño,09:09,9.05,1,,DI,,,1,TD,2.10,1.86,1.62,0.42,0,0,0,0,4.92,4.74,4.93,7.04,VMS 2,,Tanque,,3.06,2.70,2.34,0.72,2.45,3.35,2.97,0.28
25/09/2025 03:40 a. m.,Ordeño,06:37,12.77,1,,,,,1,TD,2.16,1.92,1.80,0.60,0,0,0,0,4.83,4.71,4.82,8.04,VMS 2,,Tanque,,2.70,2.52,2.22,1.32,4.14,4.17,3.99,0.47
26/09/2025 08:25 a. m.,Ordeño,09:06,16.47,1,,,,,1,TD,2.16,1.92,2.10,0.36,0,0,0,0,4.99,4.92,5.26,6.23,VMS 2,,Tanque,,2.88,2.70,2.64,0.72,5.08,5.89,5.28,0.22
29/09/2025 06:33 a. m.,Ordeño,07:42,17.66,1,,,,,1,TD,2.34,2.10,2.04,0.66,0,0,0,0,5.01,5.34,5.03,7.57,VMS 2,,Tanque,,2.94,2.70,2.52,1.32,5.43,6.19,5.65,0.39
01/10/2025 02:18 a. m.,Ordeño,10:36,12.64,1,,DI,,,1,TD,2.10,2.10,1.80,0.48,0,0,0,0,4.89,5.02,5.14,7.71,VMS 2,,Tanque,,2.82,2.64,2.22,1.08,3.61,4.39,4.25,0.39
01/10/2025 11:04 a. m.,Ordeño,07:55,12.57,2,,,,,1,TD,2.34,1.74,1.86,0.48,0,0,0,0,4.82,4.22,5.07,7.44,VMS 2,,Tanque,,3.12,2.28,2.28,0.96,4.22,4.34,3.80,0.21
03/10/2025 10:52 p. m.,Ordeño,08:50,7.08,3,,,TI,TI,1,TD,2.10,1.86,0.00,0.60,0,0,0,0,4.83,4.98,0.00,7.17,VMS 2,,Tanque,,2.82,2.40,0.00,1.32,3.16,3.50,0.00,0.42
04/10/2025 09:54 a. m.,Ordeño,08:19,18.34,1,,,,TD,1,,2.22,1.86,2.04,0.00,0,0,0,0,4.69,5.25,5.35,0.00,VMS 2,,Tanque,,3.00,2.52,2.82,0.00,5.12,5.41,7.81,0.00
04/10/2025 08:53 p. m.,Ordeño,09:00,12.80,2,,TI,,,1,TD,2.04,1.74,1.74,0.84,0,0,0,0,4.64,4.72,4.82,7.04,VMS 2,,Tanque,,2.64,2.46,2.34,1.38,4.50,5.20,2.54,0.56
06/10/2025 11:52 p. m.,Ordeño,09:51,9.27,1,,,TI,TI,1,TD,2.10,1.92,0.00,0.60,0,0,0,0,4.57,4.73,0.00,6.35,VMS 2,,Tanque,,2.82,2.58,0.00,1.20,4.32,4.64,0.00,0.31
12/10/2025 09:07 a. m.,Ordeño,05:44,14.36,1,,,,,1,TD,2.34,2.04,1.80,0.96,0,0,0,0,4.43,4.83,4.98,8.64,VMS 2,,Tanque,,2.82,2.64,2.34,1.62,4.53,4.70,4.59,0.54
19/10/2025 06:29 p. m.,Ordeño,08:49,10.76,2,,,TI,TI,1,TD,2.22,2.04,0.00,0.66,0,0,0,0,4.68,4.74,0.00,6.29,VMS 2,,Tanque,,3.78,2.70,0.00,1.14,4.97,5.23,0.00,0.56
20/10/2025 04:46 a. m.,Ordeño,08:54,17.08,1,,,,,1,TD,2.34,1.98,2.34,0.48,0,0,0,0,4.62,4.64,5.13,6.97,VMS 2,,Tanque,,3.06,2.94,2.94,0.96,4.25,4.67,7.89,0.27
20/10/2025 12:21 p. m.,Ordeño,10:00,7.59,2,,,,,1,TD,2.10,1.86,1.86,0.36,0,0,0,0,4.56,4.41,4.48,7.04,VMS 3,,Tanque,,2.64,2.40,2.46,0.96,2.53,2.76,2.07,0.23
15/09/2022 02:07 p. m.,Ordeño,07:06,4.99,1,,,,,0,,1.26,1.08,1.38,1.02,7998,7390,1591,0,3.47,2.81,2.68,2.81,VMS 3,,Divert 3,,2.10,1.98,1.98,1.44,0.97,0.93,1.83,1.26
16/09/2022 01:21 a. m.,Ordeño,09:19,6.59,1,,,,,0,,0.36,0.48,0.48,0.42,7989,3189,1095,1691,2.95,2.48,2.21,2.88,VMS 3,,Divert 3,,0.72,1.38,1.08,1.02,0.97,2.01,1.81,1.80
16/09/2022 02:44 p. m.,Ordeño,05:53,3.87,2,,TI,,TI,0,,0.54,0.66,0.42,0.54,7978,1884,1000,1687,3.99,3.91,2.88,3.26,VMS 3,,Divert 3,,1.68,1.38,0.90,0.96,1.30,1.31,0.14,1.12
16/09/2022 09:46 p. m.,Ordeño,05:54,8.54,3,,,,,0,,0.90,1.02,1.14,0.72,5075,1480,568,773,4.26,4.01,4.17,3.84,VMS 3,,Divert 3,,1.80,1.74,1.92,1.20,1.47,1.97,3.17,1.93
