Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
21/08/2024 12:37 p. m.,Ordeño,07:28,11.66,1,,TI,,,0,,0.78,0.90,0.78,0.90,3270,386,585,381,4.02,4.19,3.68,4.23,VMS 3,,Divert 3,,1.74,1.20,1.44,1.32,3.14,3.40,2.55,2.57
22/08/2024 12:14 a. m.,Ordeño,07:06,0.65,1,,"DI,DD,TD",,"DI,DD,TI",0,,0.12,0.18,0.00,0.66,0,0,0,0,2.55,0.00,0.00,2.61,VMS 3,,Divert 3,,0.36,0.42,0.00,2.10,0.08,0.11,0.00,0.46
22/08/2024 06:32 p. m.,Ordeño,10:07,4.10,2,,"TI,TD",,TI,0,DD,0.90,0.78,0.60,0.66,780,0,0,0,4.06,4.48,3.62,2.88,VMS 3,,Divert 3,,1.32,1.38,1.26,1.62,1.18,1.60,0.10,1.22
23/08/2024 06:21 p. m.,Ordeño,05:52,4.06,1,,Todos,DD,,0,,1.02,0.72,0.78,0.90,375,0,0,0,4.80,4.76,2.95,3.88,VMS 3,,Divert 3,,1.56,1.50,1.68,1.62,1.51,0.64,0.71,1.20
24/08/2024 09:42 p. m.,Ordeño,08:26,10.90,1,,"DI,TI",,,0,,0.96,0.90,0.72,1.02,0,0,0,0,4.89,5.10,4.38,4.58,VMS 3,,Divert 3,,1.62,1.38,1.14,1.44,2.76,3.77,1.04,3.33
25/08/2024 09:54 a. m.,Ordeño,09:29,4.50,1,,TD,,,0,,0.90,0.72,0.72,0.90,452,0,0,0,4.18,4.25,4.50,3.82,VMS 3,,Divert 3,,1.38,1.08,1.14,1.50,2.06,1.21,0.55,0.68
26/08/2024 10:24 a. m.,Ordeño,08:27,10.70,1,,TD,,,0,,1.02,0.78,0.84,0.96,0,0,0,0,4.42,4.62,2.66,4.21,VMS 3,,Tanque,,1.50,1.20,1.38,1.44,3.57,3.49,0.80,2.84
26/08/2024 08:24 p. m.,Ordeño,06:48,6.64,2,,,,,0,DI,0.84,1.14,0.66,0.78,0,0,0,0,4.25,3.58,4.11,3.74,VMS 3,,Tanque,,1.44,2.58,1.14,1.08,1.72,2.72,0.60,1.60
27/08/2024 08:32 a. m.,Ordeño,11:06,6.22,1,,DI,,TI,0,,1.02,0.72,0.00,0.78,0,0,0,0,4.45,4.47,0.00,4.10,VMS 3,,Tanque,,1.26,1.08,0.00,1.38,2.12,2.17,0.00,1.93
27/08/2024 09:39 p. m.,Ordeño,08:25,6.42,2,,DI,,TI,0,,0.96,0.78,0.00,0.90,342,0,0,0,4.03,4.27,0.00,3.76,VMS 3,,Tanque,,1.68,1.14,0.00,1.44,1.13,2.66,0.00,2.63
28/08/2024 01:15 p. m.,Ordeño,06:31,12.57,1,,,,,0,,1.08,0.84,0.66,0.90,414,0,0,0,4.52,4.35,4.09,4.73,VMS 3,,Tanque,,1.44,1.38,1.62,1.32,4.11,3.29,2.20,2.97
30/08/2024 06:17 p. m.,Ordeño,07:11,8.22,2,,,,,0,,1.02,0.90,0.72,0.84,0,0,0,0,4.28,4.17,4.31,4.59,VMS 3,,Tanque,,1.56,1.26,1.02,1.32,2.57,2.69,1.21,1.75
31/08/2024 01:03 a. m.,Ordeño,08:06,4.86,1,,,,,0,,0.84,0.66,0.54,0.84,0,0,0,0,4.30,4.29,4.27,4.49,VMS 3,,Tanque,,1.26,1.08,0.96,1.20,1.40,1.57,0.77,1.12
31/08/2024 12:43 p. m.,Ordeño,07:58,7.57,2,,,,TI,0,,0.96,0.84,0.00,0.96,0,0,0,0,4.61,4.51,0.00,4.50,VMS 3,,Tanque,,1.32,1.38,0.00,1.32,2.57,2.83,0.00,2.17
01/09/2024 04:21 a. m.,Ordeño,07:46,13.42,1,,DD,,,0,,0.96,0.84,0.72,0.84,0,0,0,0,4.50,4.48,4.20,4.57,VMS 3,,Tanque,,1.38,1.26,1.08,1.20,3.41,3.88,3.21,2.92
01/09/2024 03:42 p. m.,Ordeño,06:12,10.01,2,,,,,0,,0.90,0.84,0.66,0.90,0,0,0,0,4.56,4.54,3.81,4.58,VMS 3,,Tanque,,1.20,1.20,1.08,1.32,2.68,3.03,1.66,2.64
02/09/2024 12:53 p. m.,Ordeño,11:33,14.30,1,,"DI,DD,TI",,,0,"DI,DD",1.02,0.90,0.60,0.84,0,0,0,0,4.71,4.72,3.50,4.24,VMS 3,,Tanque,,1.74,1.50,1.32,1.56,4.35,3.92,1.85,4.18
03/09/2024 12:19 a. m.,Ordeño,09:36,11.48,1,,,,,0,"DI,DD",0.90,0.84,0.66,0.78,0,0,0,0,4.32,4.53,3.65,3.64,VMS 3,,Tanque,,1.26,1.38,1.26,1.32,2.81,3.49,2.68,2.50
03/09/2024 06:50 p. m.,Ordeño,08:44,12.86,2,,,TI,,0,,0.96,0.90,0.12,0.96,0,0,0,0,4.62,4.66,1.68,4.10,VMS 3,,Tanque,,1.62,1.44,0.36,1.38,4.10,4.31,0.33,4.12
04/09/2024 07:19 a. m.,Ordeño,08:59,9.18,1,,,TI,,0,,0.90,0.90,0.24,0.84,0,0,0,0,4.41,4.49,1.21,3.98,VMS 3,,Tanque,,1.26,1.26,0.30,1.26,2.90,3.11,0.32,2.85
04/09/2024 07:07 p. m.,Ordeño,07:09,10.47,2,,TI,,,0,,0.90,0.90,0.60,0.90,0,0,0,0,4.60,4.63,2.88,4.44,VMS 3,,Tanque,,1.26,1.50,0.84,1.32,3.19,3.13,1.67,2.48
05/09/2024 01:03 p. m.,Ordeño,09:16,16.09,1,,,,,0,DI,1.02,0.96,0.72,1.02,0,0,0,0,5.13,4.92,3.95,4.69,VMS 3,,Tanque,,1.50,1.44,1.14,1.44,4.30,4.65,2.84,4.30
06/09/2024 02:48 a. m.,Ordeño,09:17,11.97,1,,,,,0,,0.96,0.96,0.54,1.02,0,0,0,0,4.54,4.49,4.36,4.36,VMS 3,,Tanque,,1.50,1.50,0.90,1.44,3.59,3.92,1.07,3.39
06/09/2024 05:45 p. m.,Ordeño,11:17,11.16,2,,"DI,DD,TI",,,0,"DD,TI",1.02,0.84,0.60,0.90,0,0,0,0,4.51,4.69,4.70,3.39,VMS 3,,Tanque,,1.98,1.38,0.90,1.44,2.69,2.59,1.47,4.41
07/09/2024 04:17 a. m.,Ordeño,08:34,12.98,1,,,,,0,,1.02,0.90,0.60,0.90,0,0,0,0,4.40,4.48,4.76,4.27,VMS 3,,Tanque,,1.38,1.32,0.96,1.44,4.32,4.42,1.39,2.85
07/09/2024 05:37 p. m.,Ordeño,08:47,12.63,2,,,,,0,,1.02,0.90,0.78,0.96,0,0,0,0,4.36,4.43,4.67,4.31,VMS 3,,Tanque,,1.92,1.38,1.20,1.74,3.45,3.72,1.92,3.54
08/09/2024 01:57 a. m.,Ordeño,07:42,8.29,1,,TD,,,0,,1.02,0.78,0.84,1.02,0,0,0,0,4.25,4.35,4.08,3.69,VMS 3,,Tanque,,1.38,1.14,1.62,1.80,2.21,2.45,2.36,1.27
08/09/2024 04:48 p. m.,Ordeño,12:57,11.31,2,,,TI,TI,0,,0.96,0.96,0.00,0.90,0,0,0,0,4.46,4.43,0.00,3.55,VMS 3,,Tanque,,1.38,1.38,0.00,1.38,3.37,4.26,0.00,3.68
09/09/2024 04:08 a. m.,Ordeño,11:14,7.19,1,,"DI,TI",TD,TD,0,,1.08,0.84,0.66,0.00,0,0,0,0,4.08,4.28,3.80,0.00,VMS 3,,Tanque,,1.74,1.20,1.02,0.00,2.78,3.10,1.31,0.00
09/09/2024 04:20 a. m.,Ordeño,09:33,3.11,2,,"DD,TI",,"DD,TI",0,,0.96,0.24,0.30,1.08,0,0,0,0,3.69,0.00,2.68,4.18,VMS 3,,Tanque,,1.56,0.66,0.66,1.56,0.50,0.14,0.07,2.40
09/09/2024 04:47 p. m.,Ordeño,10:55,10.77,3,,,TI,TI,0,,0.96,0.90,0.00,0.90,0,0,0,0,4.24,4.28,0.00,3.72,VMS 3,,Tanque,,1.32,1.26,0.00,1.50,3.34,3.77,0.00,3.66
10/09/2024 03:58 a. m.,Ordeño,13:43,8.97,1,,,TD,TD,0,TI,1.02,0.84,0.72,0.00,0,0,0,0,4.08,4.19,4.87,0.00,VMS 3,,Tanque,,1.50,1.14,1.32,0.00,2.96,3.05,2.96,0.00
10/09/2024 12:39 p. m.,Ordeño,07:59,10.60,2,,DI,,,0,,0.90,0.78,0.66,1.02,0,0,0,0,4.13,4.19,4.13,4.18,VMS 3,,Tanque,,1.74,1.20,0.96,1.62,1.59,3.18,0.91,4.92
10/09/2024 07:58 p. m.,Ordeño,06:27,6.48,3,,TD,,,0,,0.90,0.72,0.48,0.66,0,0,0,0,4.17,4.24,4.43,2.88,VMS 3,,Tanque,,1.26,1.14,0.78,1.02,3.24,2.41,0.60,0.23
11/09/2024 04:24 a. m.,Ordeño,09:06,9.57,1,,TD,,,0,"DI,DD",0.90,0.78,1.02,1.08,0,0,0,0,4.48,4.58,3.85,3.85,VMS 3,,Tanque,,1.80,2.52,1.50,1.80,2.62,2.78,1.28,2.89
11/09/2024 11:05 a. m.,Ordeño,10:37,7.72,2,,DD,,,0,TI,0.96,0.72,0.72,0.96,0,0,0,0,4.44,4.41,5.04,3.44,VMS 3,,Tanque,,1.38,1.20,1.26,1.62,1.93,2.08,1.68,2.03
11/09/2024 11:15 p. m.,Ordeño,12:32,11.63,3,,,,,0,,1.02,0.78,0.66,0.90,0,0,0,0,4.40,4.41,4.44,3.84,VMS 3,,Tanque,,1.44,1.26,1.02,1.50,3.29,3.67,1.54,3.13
12/09/2024 10:16 a. m.,Ordeño,13:08,7.11,1,,DI,"TI,TD","TI,TD",0,,1.08,0.84,0.00,0.00,0,0,0,0,4.19,4.38,0.00,0.00,VMS 3,,Tanque,,1.56,1.26,0.00,0.00,3.84,3.27,0.00,0.00
12/09/2024 01:55 p. m.,Ordeño,10:27,8.85,2,,,,,0,,0.84,0.72,0.72,1.02,0,0,0,0,4.41,4.10,4.20,4.60,VMS 3,,Tanque,,1.32,1.02,1.44,1.74,1.08,1.82,2.46,3.49
12/09/2024 11:42 p. m.,Ordeño,09:03,7.81,3,,,TD,TD,0,,1.08,0.78,0.66,0.00,0,0,0,0,4.39,4.35,4.25,0.00,VMS 3,,Tanque,,1.50,1.20,1.14,0.00,3.08,3.17,1.56,0.00
13/09/2024 12:01 a. m.,Ordeño,09:17,1.88,1,,DD,TD,"DI,DD,TD",0,,0.00,0.18,0.90,0.00,0,0,0,0,0.00,0.00,4.32,0.00,VMS 3,,Tanque,,0.00,0.48,1.38,0.00,0.00,0.11,1.77,0.00
13/09/2024 12:32 p. m.,Ordeño,12:58,12.10,2,,,,TD,0,,1.08,0.90,0.96,0.00,0,0,0,0,4.23,4.33,4.26,0.00,VMS 3,,Tanque,,2.04,1.50,1.44,0.00,3.78,3.87,4.45,0.00
13/09/2024 10:09 p. m.,Ordeño,09:48,11.80,3,,,,,0,,1.02,0.78,0.66,1.02,0,0,0,0,4.15,4.11,4.07,4.50,VMS 3,,Tanque,,1.38,1.14,1.02,1.80,3.19,3.38,2.02,3.21
14/09/2024 09:09 a. m.,Ordeño,08:00,12.96,1,,,,,0,,1.14,0.90,0.78,1.08,0,0,0,0,4.61,4.59,4.59,4.70,VMS 3,,Tanque,,1.50,1.32,1.14,1.56,3.78,4.05,1.96,3.17
14/09/2024 05:31 p. m.,Ordeño,07:24,9.77,2,,,,,0,,1.02,0.84,0.72,1.02,0,0,0,0,4.52,4.42,4.55,4.67,VMS 3,,Tanque,,1.44,1.26,1.08,1.32,2.97,2.93,1.50,2.37
15/09/2024 04:29 a. m.,Ordeño,11:52,11.39,1,,DI,,,0,,1.02,0.90,0.60,1.08,0,0,0,0,4.61,4.48,4.56,4.04,VMS 3,,Tanque,,1.92,1.38,1.14,1.50,2.42,3.76,1.82,3.39
15/09/2024 10:32 a. m.,Ordeño,07:52,8.28,2,,,,,0,,1.02,0.96,0.60,0.90,0,0,0,0,4.41,4.29,3.81,4.50,VMS 3,,Tanque,,1.50,1.26,0.90,1.32,2.97,2.26,1.33,1.72
15/09/2024 06:18 p. m.,Ordeño,07:05,9.11,3,,,,,0,,1.02,0.90,0.66,0.96,0,0,0,0,4.55,4.49,4.56,4.35,VMS 3,,Tanque,,1.44,1.26,1.02,1.62,2.67,2.70,1.46,2.28
16/09/2024 12:22 a. m.,Ordeño,08:04,6.38,1,,"DI,TI",,,0,,0.96,0.90,0.54,0.90,0,0,0,0,4.65,4.62,4.48,3.94,VMS 3,,Tanque,,2.22,1.26,1.44,1.32,1.46,2.12,0.93,1.87
16/09/2024 10:30 a. m.,Ordeño,09:45,10.73,2,,"DI,DD,TI",,,0,"DI,DD",0.96,0.96,0.60,0.96,0,0,0,0,4.73,4.48,3.46,4.17,VMS 3,,Tanque,,1.62,2.46,1.32,1.86,2.16,3.23,1.88,3.46
16/09/2024 06:01 p. m.,Ordeño,06:42,12.37,3,,,,,0,,1.02,0.90,0.60,1.02,0,0,0,0,4.47,4.47,3.86,4.55,VMS 3,,Tanque,,1.44,1.32,1.02,1.44,4.09,3.79,1.84,2.65
17/09/2024 02:51 a. m.,Ordeño,09:59,8.45,3,,,TI,TI,0,,0.90,0.84,0.12,1.02,0,0,0,0,4.56,4.54,2.21,4.60,VMS 3,,Tanque,,1.32,1.20,0.42,1.74,2.49,3.17,0.06,2.73
17/09/2024 09:27 a. m.,Ordeño,07:06,7.86,2,,"DI,DD,TI",TI,,0,,0.96,0.90,0.42,0.90,0,0,0,0,4.35,4.40,1.81,4.13,VMS 3,,Tanque,,1.86,1.26,1.14,1.26,2.06,2.73,0.83,2.24
17/09/2024 02:21 p. m.,Ordeño,09:35,3.36,3,,"DD,TI,TD",DD,DD,0,DI,0.96,0.60,0.66,0.84,0,0,0,0,4.70,3.95,2.88,4.17,VMS 3,,Tanque,,1.44,1.20,1.14,1.98,1.55,0.19,0.89,0.73
17/09/2024 08:58 p. m.,Ordeño,07:15,12.88,4,,,,,0,,1.08,0.84,0.78,0.96,0,0,0,0,4.58,4.83,4.69,4.59,VMS 3,,Tanque,,1.56,1.32,1.32,1.38,2.98,3.65,2.95,3.30
18/09/2024 06:15 a. m.,Ordeño,07:15,11.13,1,,,,,0,,1.14,0.96,0.78,1.14,0,0,0,0,4.71,4.55,4.50,4.47,VMS 3,,Tanque,,1.56,1.32,1.14,1.68,3.04,3.65,1.49,2.95
18/09/2024 02:36 p. m.,Ordeño,11:07,6.01,2,,,TD,TD,0,,1.08,0.84,0.66,0.00,0,0,0,0,4.48,4.56,4.32,0.00,VMS 3,,Tanque,,1.50,1.14,1.14,0.00,2.22,2.36,1.43,0.00
18/09/2024 09:09 p. m.,Ordeño,11:09,7.56,3,,TD,TD,,0,,1.02,0.78,1.02,0.78,0,0,0,0,4.42,4.52,4.53,2.81,VMS 3,,Tanque,,1.50,1.50,1.50,1.56,2.01,2.28,2.97,0.30
19/09/2024 07:45 a. m.,Ordeño,11:35,13.13,1,,DD,,,0,"DI,DD",1.14,0.96,0.66,1.02,0,0,0,0,4.40,4.41,3.89,3.66,VMS 3,,Tanque,,1.68,1.62,1.20,1.44,3.44,3.11,2.62,3.96
19/09/2024 03:51 p. m.,Ordeño,13:21,8.84,2,,,,,0,,1.08,0.90,0.78,0.78,0,0,0,0,4.35,4.49,4.26,4.58,VMS 3,,Tanque,,1.50,1.44,1.20,1.08,2.57,3.33,1.67,1.27
19/09/2024 11:59 p. m.,Ordeño,09:06,9.18,1,,TD,,,0,,1.02,0.90,0.78,1.08,0,0,0,0,4.52,4.35,2.68,4.23,VMS 3,,Tanque,,1.38,1.32,1.62,1.50,2.34,3.26,0.49,3.09
20/09/2024 09:36 a. m.,Ordeño,08:38,12.60,2,,,,,0,,1.08,0.96,0.78,1.02,0,0,0,0,3.84,4.40,4.38,4.00,VMS 3,,Tanque,,1.50,1.38,1.14,1.38,3.47,3.24,3.07,2.82
20/09/2024 05:18 p. m.,Ordeño,07:07,9.78,3,,,,,0,,1.02,0.84,0.72,1.02,0,0,0,0,4.04,4.47,4.31,4.06,VMS 3,,Tanque,,1.38,1.20,1.02,1.56,2.76,2.90,1.57,2.55
20/09/2024 11:46 p. m.,Ordeño,08:20,4.14,4,,"TI,TD","DD,TI",DD,0,,0.96,0.00,0.60,0.72,0,0,0,0,4.19,0.00,3.94,2.73,VMS 3,,Tanque,,1.38,0.00,1.50,1.44,2.13,0.00,0.41,1.60
21/09/2024 02:08 a. m.,Ordeño,07:46,6.36,1,,DD,,TI,0,,0.78,0.90,0.00,0.96,0,0,0,0,4.11,4.53,0.00,4.12,VMS 3,,Tanque,,1.56,1.32,0.00,1.32,1.22,3.31,0.00,1.83
21/09/2024 03:51 p. m.,Ordeño,09:38,5.77,3,,DD,,,0,DI,0.78,0.72,0.60,0.78,0,0,0,0,4.94,4.44,4.11,4.40,VMS 3,,Tanque,,1.20,1.08,0.96,1.26,1.12,1.25,1.07,2.33
21/09/2024 10:15 p. m.,Ordeño,12:01,10.49,4,,,,,0,DI,1.14,0.84,0.72,0.84,0,0,0,0,5.01,4.55,4.55,3.77,VMS 3,,Tanque,,1.56,1.26,1.14,1.44,2.92,3.00,1.34,3.23
22/09/2024 06:35 a. m.,Ordeño,07:52,11.56,1,,,,,0,,1.08,0.90,0.72,1.02,0,0,0,0,4.59,4.38,4.47,4.05,VMS 3,,Tanque,,1.68,1.26,1.14,1.38,3.14,3.67,1.86,2.89
22/09/2024 12:09 p. m.,Ordeño,07:41,7.19,2,,,,,0,,0.96,0.78,0.60,0.90,0,0,0,0,4.43,4.33,4.15,4.12,VMS 3,,Tanque,,1.44,1.26,1.32,1.26,1.92,2.10,1.23,1.94
22/09/2024 09:03 p. m.,Ordeño,07:49,12.06,3,,,,,0,,1.14,0.84,0.66,1.02,0,0,0,0,4.65,4.55,4.16,4.33,VMS 3,,Tanque,,1.56,1.14,1.02,1.38,3.21,3.59,1.92,3.34
23/09/2024 04:22 a. m.,Ordeño,07:25,9.82,1,,,,,0,,0.96,0.84,0.66,1.02,0,0,0,0,4.52,4.42,4.44,4.12,VMS 3,,Tanque,,1.32,1.26,1.14,1.38,2.62,2.81,1.64,2.75
23/09/2024 01:26 p. m.,Ordeño,08:00,11.89,2,,,,,0,,1.14,0.84,0.72,1.08,0,0,0,0,4.42,4.42,4.49,4.23,VMS 3,,Tanque,,1.50,1.44,1.02,1.74,3.32,3.41,1.94,3.22
23/09/2024 09:17 p. m.,Ordeño,06:45,9.81,3,,TI,,,0,,1.08,0.90,0.66,1.08,0,0,0,0,4.25,4.31,4.29,4.30,VMS 3,,Tanque,,1.50,1.32,1.38,1.44,2.74,3.12,1.33,2.62
24/09/2024 07:00 a. m.,Ordeño,09:09,12.52,1,,TD,,,0,,1.20,0.96,0.78,1.20,0,0,0,0,4.72,4.65,4.43,4.62,VMS 3,,Tanque,,1.56,1.38,1.20,1.86,3.51,3.73,2.56,2.72
24/09/2024 02:11 p. m.,Ordeño,08:35,10.01,2,,DD,,,0,,1.02,0.90,0.84,0.96,0,0,0,0,4.59,4.52,3.89,4.49,VMS 3,,Tanque,,1.38,1.26,1.26,1.44,2.45,2.68,0.57,4.31
24/09/2024 11:39 p. m.,Ordeño,07:44,12.38,3,,,,,0,,1.08,0.84,0.78,1.08,0,0,0,0,4.44,4.44,4.27,4.40,VMS 3,,Tanque,,1.74,1.26,1.14,1.50,3.43,3.63,2.00,3.32
25/09/2024 08:30 a. m.,Ordeño,11:24,8.68,1,,,,,0,,1.08,0.84,1.02,0.96,0,0,0,0,4.59,4.60,4.74,4.58,VMS 3,,Tanque,,1.68,1.38,1.80,1.62,2.88,2.91,1.10,1.79
25/09/2024 03:15 p. m.,Ordeño,08:15,11.45,2,,,,,0,,1.08,0.90,0.78,1.02,0,0,0,0,4.51,4.44,4.60,4.67,VMS 3,,Tanque,,1.56,1.14,1.20,1.44,2.64,3.17,3.32,2.32
25/09/2024 11:52 p. m.,Ordeño,06:42,11.19,3,,,,,0,,1.02,0.90,0.66,1.02,0,0,0,0,4.39,4.38,4.14,4.31,VMS 3,,Tanque,,1.50,1.44,1.08,1.44,3.17,3.36,1.83,2.83
26/09/2024 05:26 a. m.,Ordeño,07:56,7.11,1,,,,,0,,0.96,0.84,0.66,0.90,0,0,0,0,4.61,4.57,4.45,4.07,VMS 3,,Tanque,,1.32,1.26,1.02,1.38,1.79,2.13,1.11,2.08
26/09/2024 01:59 p. m.,Ordeño,07:20,11.27,2,,DI,,,0,,1.02,0.84,0.72,0.96,0,0,0,0,4.46,4.44,4.37,4.14,VMS 3,,Tanque,,1.68,1.44,1.02,2.46,2.86,3.42,1.81,3.18
26/09/2024 11:04 p. m.,Ordeño,06:34,10.82,3,,,,,0,,1.02,0.96,0.72,0.96,0,0,0,0,4.38,4.42,4.10,4.18,VMS 3,,Tanque,,1.44,1.38,1.02,1.38,2.96,3.14,1.85,2.87
27/09/2024 05:53 a. m.,Ordeño,06:09,9.54,1,,,,,0,,0.96,0.96,0.66,0.96,0,0,0,0,4.53,4.50,4.30,4.29,VMS 3,,Tanque,,1.32,1.32,1.02,1.38,2.61,2.74,1.60,2.59
27/09/2024 03:47 p. m.,Ordeño,07:57,12.10,2,,TI,,,0,,1.02,0.96,0.78,1.08,0,0,0,0,4.55,4.58,4.25,4.58,VMS 3,,Tanque,,1.38,1.38,1.56,1.50,3.33,3.49,1.81,3.47
27/09/2024 09:34 p. m.,Ordeño,07:34,7.95,3,,,,,0,,0.96,0.90,0.84,0.72,0,0,0,0,4.37,4.39,3.42,4.31,VMS 3,,Tanque,,1.32,1.26,1.38,1.08,1.99,2.23,2.06,1.67
28/09/2024 04:48 a. m.,Ordeño,08:19,10.68,1,,TI,,,0,,1.20,0.96,0.78,1.14,0,0,0,0,4.36,4.46,4.26,4.21,VMS 3,,Tanque,,3.96,1.38,1.86,1.62,3.05,3.17,1.78,2.68
28/09/2024 01:06 p. m.,Ordeño,06:54,11.14,2,,,,,0,,1.02,1.02,0.84,0.96,0,0,0,0,4.56,4.52,4.46,4.22,VMS 3,,Tanque,,1.50,1.44,1.20,1.38,3.01,3.33,1.86,2.94
28/09/2024 09:30 p. m.,Ordeño,07:41,11.03,3,,TD,,,0,,1.14,1.02,0.72,1.02,0,0,0,0,4.41,4.38,3.93,3.97,VMS 3,,Tanque,,1.56,1.44,1.26,1.44,2.88,3.36,2.21,2.58
29/09/2024 08:34 a. m.,Ordeño,07:50,15.20,1,,,,,0,,1.08,1.08,0.72,1.14,0,0,0,0,4.48,4.47,4.03,4.31,VMS 3,,Tanque,,1.38,1.50,1.14,1.56,4.11,4.42,2.63,4.04
29/09/2024 03:47 p. m.,Ordeño,06:13,9.11,2,,"DD,TD",,,0,,1.08,0.90,0.78,1.08,0,0,0,0,4.48,4.50,4.38,4.46,VMS 3,,Tanque,,1.44,1.20,1.14,1.56,2.68,2.06,1.78,2.59
29/09/2024 09:29 p. m.,Ordeño,07:43,8.33,3,,,,,0,,1.08,0.90,0.78,1.08,0,0,0,0,4.57,4.55,4.43,4.20,VMS 3,,Tanque,,1.44,1.38,1.14,1.62,1.99,2.92,1.30,2.12
30/09/2024 08:43 a. m.,Ordeño,09:31,11.00,1,,TD,TD,TD,0,,1.08,0.96,0.72,0.72,0,0,0,0,4.48,4.50,4.00,2.68,VMS 3,,Tanque,,1.44,1.32,1.38,1.20,3.89,4.32,2.65,0.14
30/09/2024 12:41 p. m.,Ordeño,06:12,8.38,2,,,,,0,,0.96,0.90,0.60,1.20,0,0,0,0,4.42,4.24,4.12,4.43,VMS 3,,Tanque,,1.32,1.26,0.96,1.62,1.58,1.82,0.92,4.06
30/09/2024 07:14 p. m.,Ordeño,12:54,5.71,3,,,TI,TI,0,,0.96,0.60,0.00,0.72,0,0,0,0,4.59,3.56,0.00,0.00,VMS 1,,Tanque,,1.32,1.26,0.00,1.08,2.12,1.95,0.00,1.64
30/09/2024 11:10 p. m.,Ordeño,08:42,4.91,4,,TD,TD,,0,,0.96,0.90,0.72,0.90,0,0,0,0,4.58,4.58,0.00,3.55,VMS 1,,Tanque,,1.38,1.26,1.56,1.68,1.36,1.97,0.95,0.63
01/10/2024 02:06 a. m.,Ordeño,06:44,5.16,1,,TD,,,0,,0.78,0.72,0.96,1.14,0,0,0,0,4.61,4.45,0.00,4.61,VMS 1,,Tanque,,1.14,1.26,1.80,1.62,1.09,1.35,1.15,1.57
01/10/2024 10:35 a. m.,Ordeño,08:42,13.07,2,,,,,0,,1.08,1.02,0.84,0.90,0,0,0,0,4.65,4.54,4.48,0.00,VMS 1,,Tanque,,1.50,1.44,1.26,1.32,3.04,3.46,3.79,2.78
01/10/2024 06:57 p. m.,Ordeño,09:13,8.98,3,,TD,TI,,0,,1.08,0.90,0.84,1.08,0,0,0,0,4.58,4.54,0.00,4.14,VMS 1,,Tanque,,1.50,1.44,1.50,1.74,2.83,3.29,0.73,2.13
