Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
03/05/2023 11:50 a. m.,Ordeño,05:54,12.69,2,,,,,1,DD,1.56,1.08,,2.10,0,0,,0,4.75,7.30,,4.61,VMS 2,,Tanque,,2.16,1.74,,2.70,5.54,1.01,,6.14
03/05/2023 09:57 p. m.,Ordeño,06:00,11.09,3,,,,,1,DD,1.14,0.96,,1.50,0,0,,0,4.98,7.17,,4.98,VMS 2,,Tanque,,1.74,1.56,,1.98,4.37,1.12,,5.60
04/05/2023 07:14 a. m.,Ordeño,06:06,12.83,1,,,,,1,DD,1.38,1.38,,1.86,0,0,,0,5.15,7.10,,4.99,VMS 2,,Tanque,,1.92,1.86,,2.46,5.18,1.43,,6.22
04/05/2023 05:04 p. m.,Ordeño,06:27,13.28,2,,DI,,,1,DD,1.20,1.20,,1.98,0,0,,0,5.34,7.30,,4.92,VMS 2,,Tanque,,1.74,1.68,,2.52,5.04,1.88,,6.36
05/05/2023 05:59 a. m.,Ordeño,08:33,17.35,1,,,,,1,DD,1.20,1.32,,1.50,0,0,,0,5.10,6.37,,5.13,VMS 2,,Tanque,,1.62,1.74,,2.04,6.56,2.71,,8.08
05/05/2023 07:03 p. m.,Ordeño,06:17,13.24,3,,,,,1,DD,1.38,1.56,,1.56,0,0,,0,5.29,7.10,,5.06,VMS 2,,Tanque,,1.92,1.98,,1.98,3.41,2.88,,6.95
06/05/2023 02:19 a. m.,Ordeño,04:54,9.55,1,,,,,1,DD,1.38,1.26,,1.50,0,0,,0,4.90,5.71,,4.71,VMS 2,,Tanque,,1.74,1.68,,1.92,3.67,1.72,,4.16
06/05/2023 03:51 p. m.,Ordeño,07:48,18.70,2,,DI,,,1,DD,1.26,1.62,,1.62,0,0,,0,5.43,6.36,,5.41,VMS 2,,Tanque,,1.80,2.04,,2.46,6.90,3.51,,8.29
07/05/2023 04:58 a. m.,Ordeño,06:46,17.87,1,,DI,,,1,,1.56,1.50,,1.80,0,0,,0,4.99,5.29,,4.73,VMS 2,,Tanque,,2.28,2.10,,2.76,6.57,3.50,,7.80
07/05/2023 03:00 p. m.,Ordeño,06:03,13.32,2,,,,,1,,1.56,1.50,,2.10,0,0,,0,5.00,5.55,,4.81,VMS 2,,Tanque,,2.16,1.98,,2.94,5.00,2.82,,5.50
09/05/2023 06:30 a. m.,Ordeño,06:09,15.15,1,,,,,1,,1.68,1.68,,1.92,0,0,,0,5.24,5.37,,5.06,VMS 2,,Tanque,,2.22,2.22,,2.64,5.60,3.25,,6.30
14/05/2023 01:26 p. m.,Ordeño,07:56,22.39,1,,"DI,TD",,,1,DD,1.44,1.62,,1.98,0,0,,0,4.96,5.60,,4.44,VMS 2,,Tanque,,2.10,2.52,,2.76,7.78,5.82,,8.79
17/05/2023 01:28 p. m.,Ordeño,07:07,16.31,2,,,,,1,,1.38,1.74,,2.22,0,0,,0,5.12,5.48,,4.86,VMS 2,,Tanque,,1.86,2.22,,2.88,5.75,4.27,,6.29
17/05/2023 10:37 p. m.,Ordeño,06:24,12.15,3,,,,,1,,1.26,1.38,,1.62,0,0,,0,4.38,5.12,,4.54,VMS 2,,Tanque,,1.74,2.04,,2.16,4.01,3.14,,5.00
22/05/2023 10:51 p. m.,Ordeño,09:08,26.32,2,,,,,1,,1.26,1.38,,1.56,0,0,,0,5.48,5.63,,5.79,VMS 2,,Tanque,,2.04,1.92,,2.10,8.62,6.76,,10.94
08/06/2023 03:52 p. m.,Ordeño,05:02,9.84,2,,DI,,,1,,1.14,1.50,,1.32,0,0,,0,4.39,4.80,,4.53,VMS 3,,Tanque,,1.92,1.98,,1.80,3.30,2.65,,3.89
09/06/2023 01:37 a. m.,Ordeño,06:09,12.51,1,,,,,1,,1.08,1.50,,1.50,0,0,,0,4.58,5.03,,4.73,VMS 3,,Tanque,,1.86,2.04,,1.92,4.09,3.37,,5.05
14/07/2023 07:21 a. m.,Ordeño,03:56,6.91,2,,,,,1,,1.20,1.44,,1.32,0,0,,0,4.10,4.48,,3.70,VMS 3,,Tanque,,1.62,1.92,,1.80,2.19,1.90,,2.82
14/07/2023 01:36 p. m.,Ordeño,08:11,4.28,3,,,,,1,DI,1.14,1.14,,1.08,771,0,,0,4.15,4.63,,3.91,VMS 3,,Divert 3,Sangre por pezón por encima del umbral,1.56,1.80,,1.80,1.33,1.25,,1.70
12/09/2023 10:29 a. m.,Ordeño,03:49,7.23,2,,,,,1,"DI,DD,TD",1.26,1.74,,1.74,5929,1252,,789,5.07,5.21,,5.24,VMS 3,,Divert 3,,1.80,2.34,,2.34,1.96,2.32,,2.95
13/09/2023 11:12 p. m.,Ordeño,04:01,7.86,4,,,,,1,DI,1.08,1.68,,1.68,5327,561,,0,4.91,5.08,,5.05,VMS 3,,Divert 3,,1.56,2.46,,2.10,2.17,2.53,,3.16
14/09/2023 07:45 a. m.,Ordeño,04:32,11.98,1,,,,,1,DI,1.38,1.98,,1.80,1698,361,,0,5.06,5.26,,5.18,VMS 3,,Divert 3,,2.10,2.64,,2.46,3.34,3.74,,4.90
16/09/2023 08:27 a. m.,Ordeño,06:44,20.33,1,,,,,1,DI,1.56,1.98,,1.98,3391,0,,0,6.15,5.32,,5.32,VMS 3,,Divert 3,,2.04,2.46,,2.58,6.90,5.73,,7.70
27/09/2023 08:06 a. m.,Ordeño,04:15,10.77,2,,,,,1,DI,1.32,1.92,,1.74,0,0,,0,6.53,5.44,,5.51,VMS 3,,Tanque,,1.74,2.46,,2.22,2.65,3.78,,4.34
27/09/2023 04:15 p. m.,Ordeño,05:44,13.36,3,,,,,1,,1.14,1.86,,1.62,579,0,,0,5.66,5.23,,5.30,VMS 3,,Divert 3,Sangre por pezón por encima del umbral,1.62,2.46,,2.16,2.46,4.73,,6.17
09/10/2023 11:10 p. m.,Ordeño,05:42,15.40,3,,,,,1,,1.32,1.56,,1.68,0,0,,0,6.05,5.39,,5.52,VMS 3,,Tanque,,1.80,2.04,,2.10,3.84,5.02,,6.54
10/10/2023 07:39 a. m.,Ordeño,07:30,20.19,1,,,,,1,,1.38,1.80,,1.62,0,0,,0,5.71,5.30,,5.38,VMS 3,,Tanque,,1.92,2.28,,2.22,4.82,6.79,,8.58
16/10/2023 10:51 p. m.,Ordeño,06:29,15.65,4,,,,,1,,1.26,1.38,,1.56,0,0,,0,5.74,4.96,,5.07,VMS 3,,Tanque,,1.80,1.86,,1.98,3.85,5.01,,6.79
28/10/2023 07:06 a. m.,Ordeño,08:31,27.33,1,,,,,1,DI,1.38,1.80,,1.80,0,0,,0,6.51,5.36,,5.40,VMS 2,,Tanque,,1.86,2.34,,2.28,7.33,8.19,,11.81
30/10/2023 04:18 p. m.,Ordeño,07:25,18.44,2,,DI,,,1,DI,1.38,1.62,,1.62,0,0,,0,7.24,5.21,,5.18,VMS 2,,Tanque,,1.80,2.04,,1.98,7.16,4.57,,6.71
03/11/2023 12:32 a. m.,Ordeño,06:51,12.76,1,,,,,1,,1.14,1.50,,1.44,0,0,,0,5.30,5.00,,4.86,VMS 2,,Tanque,,1.56,1.92,,2.04,3.43,4.08,,5.25
05/11/2023 09:56 a. m.,Ordeño,07:37,18.73,2,,,,,1,DI,1.14,1.62,,1.44,0,0,,0,6.34,5.33,,5.36,VMS 2,,Tanque,,1.56,2.04,,1.98,4.53,5.94,,8.26
05/11/2023 07:41 p. m.,Ordeño,08:48,21.13,3,,,,,1,DI,1.08,1.50,,1.38,0,0,,0,6.07,5.12,,5.22,VMS 2,,Tanque,,1.50,1.92,,1.86,4.73,7.16,,9.24
06/11/2023 03:02 a. m.,Ordeño,06:16,14.00,1,,,,,1,,1.02,1.50,,1.44,0,0,,0,5.53,5.07,,5.15,VMS 2,,Tanque,,1.38,1.92,,2.10,3.00,4.68,,6.32
15/11/2023 12:40 a. m.,Ordeño,10:22,34.50,1,,DI,,,1,"DI,DD",1.62,1.74,,2.34,0,0,,0,5.38,5.28,,3.32,VMS 2,,Tanque,,2.04,2.22,,3.42,7.31,8.34,,18.85
15/11/2023 08:28 a. m.,Ordeño,10:03,21.63,2,,DI,,,1,,1.38,1.68,,1.80,0,0,,0,4.81,4.83,,3.70,VMS 2,,Tanque,,1.74,2.10,,2.76,4.47,5.97,,11.19
15/11/2023 02:40 p. m.,Ordeño,06:56,15.45,3,,,,,1,,1.20,1.50,,1.74,0,0,,0,4.70,4.88,,4.04,VMS 2,,Tanque,,1.62,1.86,,2.46,3.54,4.46,,7.45
16/11/2023 01:59 a. m.,Ordeño,08:30,30.20,1,,,,,1,DI,1.44,1.68,,2.34,0,0,,0,5.74,5.26,,4.41,VMS 2,,Tanque,,1.80,2.16,,3.72,6.45,8.67,,15.08
16/11/2023 11:13 a. m.,Ordeño,07:07,12.12,3,,,,,1,DI,1.26,1.38,,1.86,0,0,,0,5.79,4.82,,4.29,VMS 2,,Tanque,,1.74,1.92,,2.46,3.78,3.00,,5.34
17/11/2023 10:09 a. m.,Ordeño,07:46,18.22,2,,,,,1,,1.20,1.62,,1.86,0,0,,0,5.06,4.71,,4.19,VMS 2,,Tanque,,1.62,2.10,,2.52,3.81,5.47,,8.94
19/11/2023 04:46 p. m.,Ordeño,06:16,15.49,3,,,,,1,,1.38,1.56,,1.80,0,0,,0,4.52,4.32,,3.84,VMS 2,,Tanque,,1.74,1.92,,2.40,3.52,4.43,,7.54
23/11/2023 09:33 a. m.,Ordeño,05:44,14.44,2,,,,,1,DI,1.32,1.68,,1.74,0,0,,0,5.19,4.44,,4.37,VMS 2,,Tanque,,1.80,2.52,,2.34,3.24,4.95,,6.25
23/11/2023 09:53 p. m.,Ordeño,06:50,20.22,3,,"DI,TD",,,1,,1.38,1.74,,2.04,0,0,,0,4.95,4.50,,4.74,VMS 2,,Tanque,,2.10,2.10,,2.82,6.60,8.37,,5.25
26/11/2023 03:10 a. m.,Ordeño,07:05,21.91,1,,"DI,TD",,,1,DI,1.38,1.68,,1.74,0,0,,0,7.24,4.40,,4.18,VMS 2,,Tanque,,1.98,2.16,,3.00,7.08,7.59,,7.24
26/11/2023 09:13 p. m.,Ordeño,10:26,30.61,3,,"DI,TD",,,1,DI,1.20,1.68,,1.86,0,0,,0,5.43,4.57,,4.01,VMS 2,,Tanque,,1.56,2.04,,2.64,4.91,9.34,,16.36
27/11/2023 06:53 a. m.,Ordeño,07:12,13.02,1,,"DI,TD",TD,,1,DI,1.08,1.74,,1.20,0,0,,0,5.02,4.43,,4.12,VMS 2,,Tanque,,1.68,2.10,,1.68,2.58,7.77,,2.67
27/11/2023 02:30 p. m.,Ordeño,05:31,15.36,2,,,,,1,TD,1.38,1.74,,1.74,0,0,,0,5.69,4.41,,6.53,VMS 2,,Tanque,,1.92,2.22,,2.28,4.05,5.11,,6.20
28/11/2023 02:50 p. m.,Ordeño,08:46,27.55,2,,,,,1,,1.38,1.74,,1.86,0,0,,0,6.23,5.05,,5.93,VMS 2,,Tanque,,2.40,2.28,,2.34,8.67,9.57,,9.31
08/04/2024 07:08 a. m.,Ordeño,08:16,27.73,1,,"DI,DD",,,1,,1.62,1.98,,1.86,0,0,,0,5.35,5.52,,5.06,VMS 2,,Tanque,,2.22,2.46,,2.34,7.98,7.86,,11.89
01/11/2024 04:38 a. m.,Ordeño,04:37,6.18,1,,,,,1,DI,1.32,1.80,,1.98,958,0,,0,4.83,4.78,,4.96,VMS 3,,Divert 3,,1.80,2.46,,2.58,1.83,2.17,,2.18
15/11/2024 12:46 a. m.,Ordeño,06:24,13.53,1,,,,,1,DD,1.08,1.26,,1.56,0,0,,0,4.62,5.50,,4.57,VMS 2,,Tanque,,1.56,1.56,,2.04,4.49,3.41,,5.63
15/11/2024 09:56 a. m.,Ordeño,06:33,22.02,2,,,,,1,DD,1.56,2.04,,2.22,0,0,,0,5.02,5.90,,4.50,VMS 2,,Tanque,,2.10,2.82,,3.12,6.98,5.74,,9.30
15/11/2024 05:57 p. m.,Ordeño,06:54,19.64,3,,,,,1,DD,1.32,1.68,,2.16,0,0,,0,4.80,5.47,,4.14,VMS 2,,Tanque,,1.86,2.16,,3.06,6.18,5.01,,8.45
15/11/2024 10:46 p. m.,Ordeño,05:40,12.91,4,,,,,1,,1.14,1.44,,1.92,0,0,,0,4.60,5.24,,4.54,VMS 2,,Tanque,,1.68,1.86,,2.52,4.09,3.43,,5.39
01/02/2025 12:53 a. m.,Ordeño,07:11,17.63,1,,,,,1,,1.14,1.50,,1.50,0,0,,0,5.30,5.24,,4.97,VMS 2,,Tanque,,1.92,2.04,,2.16,5.43,5.31,,6.89
13/02/2025 09:18 p. m.,Ordeño,05:22,14.26,3,,,,,1,DD,1.14,1.68,,2.22,0,0,,0,4.94,5.06,,3.68,VMS 2,,Tanque,,1.62,2.22,,3.30,3.59,3.80,,6.87
24/04/2025 09:15 p. m.,Ordeño,05:02,13.26,3,,TD,,,1,,1.38,1.50,,1.80,0,0,,0,5.09,5.13,,4.73,VMS 2,,Tanque,,1.98,1.98,,2.76,3.70,4.18,,5.38
31/08/2025 07:43 a. m.,Ordeño,10:19,16.66,1,,,,,1,DI,0.78,1.74,,2.04,0,0,,0,7.57,5.95,,5.54,VMS 2,,Tanque,,1.32,2.58,,2.58,5.20,5.03,,6.43
31/08/2025 07:53 p. m.,Ordeño,08:07,3.59,3,,TD,"DI,DD,TD",,1,"DI,DD",0.36,1.26,,1.32,389,1369,,0,7.84,4.45,,4.18,VMS 2,,Divert 3,Sangre por pezón por encima del umbral,0.72,1.80,,1.86,0.36,1.67,,1.56
01/09/2025 04:56 p. m.,Ordeño,05:37,6.47,3,,,DI,,1,DI,0.30,1.14,,1.44,0,0,,0,6.80,4.70,,4.86,VMS 2,,Tanque,,1.02,1.80,,1.86,0.42,1.95,,4.10
02/09/2025 02:17 a. m.,Ordeño,04:50,8.95,1,,,DI,,1,DI,0.48,1.44,,1.80,582,0,,0,9.18,4.92,,4.83,VMS 2,,Tanque,,0.78,1.98,,2.28,0.64,3.70,,4.61
02/09/2025 02:48 p. m.,Ordeño,07:40,14.35,2,,,DI,,1,DI,0.60,1.68,,1.86,579,0,,0,11.93,5.13,,4.87,VMS 2,,Tanque,,0.96,2.28,,2.40,1.63,5.65,,7.07
03/09/2025 03:54 a. m.,Ordeño,05:59,14.59,1,,,DI,,1,DI,0.66,1.80,,1.86,0,0,,0,11.39,5.16,,4.67,VMS 2,,Tanque,,0.96,2.58,,2.52,1.61,5.64,,7.34
03/09/2025 03:22 p. m.,Ordeño,06:08,14.50,2,,,DI,,1,DI,0.60,1.68,,1.74,390,0,,0,9.85,5.13,,4.95,VMS 2,,Tanque,,0.90,2.16,,2.46,1.61,5.80,,7.09
04/09/2025 01:52 a. m.,Ordeño,05:55,14.19,1,,,,,1,DI,0.72,1.62,,1.74,0,0,,0,8.71,5.22,,5.18,VMS 2,,Tanque,,0.96,2.10,,2.28,1.68,5.62,,6.89
04/09/2025 10:22 a. m.,Ordeño,05:25,10.27,2,,TD,,,1,DI,0.72,1.44,,1.92,0,0,,0,8.31,5.42,,5.17,VMS 2,,Tanque,,1.14,2.10,,2.58,1.55,4.81,,3.91
04/09/2025 06:24 p. m.,Ordeño,05:58,13.61,3,,,,,1,DI,0.72,1.62,,1.98,0,0,,0,7.17,5.41,,5.17,VMS 2,,Tanque,,1.14,2.46,,2.52,1.35,4.67,,7.59
05/09/2025 03:22 a. m.,Ordeño,05:37,13.64,1,,,,,1,DI,0.72,1.50,,1.92,0,0,,0,6.62,5.48,,5.30,VMS 2,,Tanque,,1.02,1.98,,2.46,1.67,5.35,,6.62
05/09/2025 12:28 p. m.,Ordeño,05:11,13.16,2,,,,,1,DI,0.78,1.80,,1.92,386,0,,0,6.59,5.61,,5.50,VMS 2,,Tanque,,1.08,2.34,,2.40,1.84,4.91,,6.41
05/09/2025 06:58 p. m.,Ordeño,04:45,9.50,3,,,,,1,,0.72,1.38,,1.74,0,0,,0,5.59,5.29,,5.28,VMS 2,,Tanque,,1.02,1.86,,2.28,1.09,3.77,,4.64
06/09/2025 06:44 a. m.,Ordeño,06:43,18.39,1,,,,,1,DI,0.90,1.62,,1.92,382,0,,0,6.28,5.58,,5.28,VMS 2,,Tanque,,1.32,2.16,,2.46,2.16,7.14,,9.09
06/09/2025 03:58 p. m.,Ordeño,05:00,12.91,2,,,,,1,DI,0.84,1.68,,2.22,385,0,,0,5.81,5.23,,4.77,VMS 2,,Tanque,,1.08,2.22,,2.76,1.56,4.97,,6.38
06/09/2025 10:48 p. m.,Ordeño,04:24,8.98,3,,,,,1,,0.60,1.50,,1.80,0,0,,0,5.60,5.01,,4.94,VMS 2,,Tanque,,1.02,2.04,,2.40,0.92,3.59,,4.47
08/09/2025 06:54 a. m.,Ordeño,07:33,20.23,1,,,,,1,DI,0.72,1.68,,1.98,0,0,,0,5.88,4.79,,4.72,VMS 2,,Tanque,,1.08,2.28,,2.64,2.94,6.36,,10.93
08/09/2025 06:25 p. m.,Ordeño,06:13,14.64,2,,TD,,,1,DI,0.60,1.50,,1.62,0,0,,0,5.84,4.91,,4.82,VMS 2,,Tanque,,0.96,2.10,,2.28,1.98,5.48,,7.18
09/09/2025 02:27 a. m.,Ordeño,05:48,12.30,1,,,,,1,,0.60,1.50,,1.62,0,0,,0,5.21,4.97,,4.78,VMS 2,,Tanque,,0.90,2.10,,2.10,1.40,4.75,,6.15
09/09/2025 11:11 a. m.,Ordeño,06:06,12.91,2,,,,,1,DI,0.66,1.56,,1.56,0,0,,0,6.14,5.29,,5.09,VMS 2,,Tanque,,1.08,2.04,,2.04,1.78,4.70,,6.43
09/09/2025 10:49 p. m.,Ordeño,06:17,14.12,3,,TD,,,1,DI,0.72,1.68,,1.98,0,0,,0,5.79,5.09,,4.96,VMS 2,,Tanque,,1.14,2.28,,2.58,2.74,7.23,,4.15
10/09/2025 06:12 a. m.,Ordeño,05:05,11.08,1,,TD,,,1,,0.66,1.56,,2.04,0,0,,0,5.20,5.02,,5.09,VMS 2,,Tanque,,1.02,2.04,,2.64,1.55,4.26,,5.27
10/09/2025 01:38 p. m.,Ordeño,04:55,7.75,2,,TD,TD,,1,,0.72,1.56,,1.80,0,0,,0,5.65,5.13,,4.93,VMS 2,,Tanque,,1.08,2.04,,2.58,1.66,4.42,,1.67
10/09/2025 06:08 p. m.,Ordeño,04:16,6.55,3,,TD,,,1,,0.60,1.50,,1.98,0,0,,0,5.20,4.98,,5.00,VMS 2,,Tanque,,1.14,1.98,,2.64,1.01,2.64,,2.90
11/09/2025 06:08 a. m.,Ordeño,06:52,11.76,1,,TD,TD,,1,DI,0.78,1.50,,1.68,0,0,,0,5.92,5.07,,4.90,VMS 2,,Tanque,,1.26,2.04,,2.22,2.97,7.16,,1.63
11/09/2025 01:50 p. m.,Ordeño,05:38,7.17,2,,TD,TD,,1,,0.66,1.50,,1.44,0,0,,0,5.21,4.73,,4.48,VMS 2,,Tanque,,1.02,2.16,,2.28,1.81,4.49,,0.87
12/09/2025 06:58 p. m.,Ordeño,07:08,22.91,2,,,,,1,DI,0.90,1.56,,2.34,0,0,,0,6.14,5.11,,4.84,VMS 2,,Tanque,,1.44,2.04,,3.00,3.77,7.89,,11.25
13/09/2025 06:28 a. m.,Ordeño,06:28,12.43,1,,,TD,,1,DI,0.78,1.56,,1.68,0,0,,0,6.19,5.08,,4.78,VMS 2,,Tanque,,1.26,2.16,,2.28,2.84,6.91,,2.68
14/09/2025 06:40 a. m.,Ordeño,06:25,12.34,1,,,,,1,DI,0.78,1.44,,1.56,0,0,,0,5.81,4.84,,4.95,VMS 2,,Tanque,,1.14,2.04,,2.16,2.64,6.29,,3.41
14/09/2025 06:06 p. m.,Ordeño,06:41,14.34,2,,,,,1,DI,0.78,1.86,,1.92,0,0,,0,5.96,5.04,,4.93,VMS 2,,Tanque,,1.14,2.52,,2.46,3.18,6.94,,4.22
15/09/2025 07:49 a. m.,Ordeño,07:48,17.41,1,,,,,1,DI,0.78,1.62,,1.92,0,0,,0,6.57,5.12,,5.22,VMS 2,,Tanque,,1.14,2.10,,2.40,3.94,7.66,,5.81
15/09/2025 04:42 p. m.,Ordeño,05:17,10.64,2,,,,,1,DI,0.78,1.74,,1.74,0,0,,0,6.30,4.85,,5.13,VMS 2,,Tanque,,1.32,2.34,,2.40,2.17,4.61,,3.86
15/09/2025 10:59 p. m.,Ordeño,04:09,6.64,3,,,,,1,,0.60,1.44,,1.50,0,0,,0,5.69,4.88,,5.19,VMS 2,,Tanque,,0.96,1.92,,2.10,1.22,2.79,,2.63
16/09/2025 08:22 a. m.,Ordeño,05:01,11.15,1,,,,,1,DI,0.84,1.68,,1.74,0,0,,0,5.94,4.94,,5.08,VMS 2,,Tanque,,1.20,2.16,,2.28,2.36,4.34,,4.45
16/09/2025 05:05 p. m.,Ordeño,05:10,8.99,2,,TD,,,1,DI,0.72,1.50,,1.74,0,0,,0,6.20,4.93,,5.06,VMS 2,,Tanque,,1.14,2.16,,2.58,2.03,3.54,,3.42
17/09/2025 02:01 a. m.,Ordeño,05:16,11.84,1,,,,,1,DI,0.78,1.74,,1.74,0,0,,0,6.01,5.00,,5.01,VMS 2,,Tanque,,1.20,2.28,,2.28,2.18,4.64,,5.02
17/09/2025 11:36 a. m.,Ordeño,05:21,12.36,2,,,,,1,DI,0.78,1.62,,1.80,0,0,,0,5.74,4.91,,5.04,VMS 2,,Tanque,,1.14,2.46,,2.40,2.33,5.10,,4.93
17/09/2025 06:39 p. m.,Ordeño,04:47,9.30,3,,,,,1,DI,0.78,1.56,,1.68,0,0,,0,6.03,5.14,,5.21,VMS 2,,Drenaje,,1.14,2.16,,2.16,1.80,3.72,,3.78
18/09/2025 02:47 a. m.,Ordeño,05:35,10.88,1,,,,,1,,0.66,1.74,,1.80,0,0,,0,5.32,5.06,,4.92,VMS 2,,Drenaje,,1.14,2.46,,2.34,2.10,4.33,,4.45
19/09/2025 12:30 p. m.,Ordeño,06:10,14.49,2,,,,,1,DI,0.78,1.62,,2.10,0,0,,0,6.04,5.41,,4.96,VMS 2,,Drenaje,,1.32,2.16,,2.70,2.97,5.61,,5.91
20/09/2025 04:54 p. m.,Ordeño,06:18,14.00,2,,,,,1,,0.72,1.62,,1.74,0,0,,0,5.66,5.32,,5.21,VMS 2,,Drenaje,,1.02,2.16,,2.28,2.77,5.34,,5.89
21/09/2025 12:29 a. m.,Ordeño,05:36,11.21,1,,,,,1,,0.72,1.56,,1.56,0,0,,0,5.45,5.11,,5.23,VMS 2,,Drenaje,,1.32,2.22,,2.16,2.13,4.43,,4.65
26/09/2025 06:49 a. m.,Ordeño,07:39,21.26,1,,,,,1,DI,0.90,1.80,,2.16,0,0,,0,6.47,5.03,,4.96,VMS 2,,Drenaje,,1.32,2.40,,2.76,4.71,6.98,,9.57
26/09/2025 03:49 p. m.,Ordeño,06:57,8.86,2,,TD,,,1,,0.60,1.68,,1.86,0,0,,0,5.14,4.81,,4.62,VMS 2,,Tanque,,1.32,2.34,,2.70,1.67,3.31,,3.88
27/09/2025 02:24 a. m.,Ordeño,05:33,12.94,1,,,,,1,,0.78,1.74,,1.92,0,0,,0,5.95,5.31,,5.15,VMS 2,,Tanque,,1.50,2.28,,2.34,2.32,5.00,,5.62
27/09/2025 11:41 a. m.,Ordeño,06:04,12.82,2,,TD,,,1,DI,0.72,1.74,,1.80,0,0,,0,5.94,5.26,,4.99,VMS 2,,Tanque,,1.20,2.34,,2.70,2.50,4.94,,5.38
28/09/2025 12:36 a. m.,Ordeño,06:53,17.90,1,,TD,,,1,DI,0.78,1.74,,1.74,0,0,,0,6.16,5.25,,5.25,VMS 2,,Tanque,,1.32,2.34,,2.40,3.60,6.72,,7.58
28/09/2025 07:25 a. m.,Ordeño,05:00,9.97,2,,,,,1,,0.66,1.62,,1.86,0,0,,0,5.30,5.00,,4.75,VMS 2,,Tanque,,1.02,2.22,,2.76,1.89,3.77,,4.31
28/09/2025 06:33 p. m.,Ordeño,07:10,16.21,3,,,,,1,,0.72,1.80,,1.92,0,0,,0,5.63,5.27,,5.04,VMS 2,,Tanque,,1.08,2.40,,2.40,3.11,5.99,,7.11
30/09/2025 09:57 a. m.,Ordeño,05:15,11.18,2,,,,,1,,0.84,1.80,,1.80,0,0,,0,5.91,5.26,,5.07,VMS 2,,Tanque,,1.32,2.28,,2.46,2.20,4.20,,4.78
30/09/2025 06:39 p. m.,Ordeño,05:21,9.88,3,,,,,1,,0.60,1.50,,1.68,0,0,,0,5.56,4.94,,4.87,VMS 2,,Tanque,,1.02,1.98,,2.16,1.83,3.77,,4.28
01/10/2025 03:34 a. m.,Ordeño,04:50,11.86,1,,,,,1,DI,0.84,1.62,,1.86,0,0,,0,5.70,5.01,,4.79,VMS 2,,Tanque,,1.26,2.22,,2.76,2.09,4.55,,5.22
01/10/2025 12:32 p. m.,Ordeño,09:23,12.62,2,,,,,1,,0.54,1.56,,1.86,0,0,,0,5.55,4.52,,5.16,VMS 2,,Tanque,,1.02,2.10,,2.46,2.44,4.65,,5.53
