Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
10/09/2024 06:57 a. m.,Ordeño,09:50,13.13,1,,,,,1,DI,1.02,0.78,0.66,0.90,0,664,0,0,5.21,4.35,4.63,4.23,VMS 2,,Tanque,,1.44,1.14,1.08,1.32,2.11,3.16,4.12,3.74
10/09/2024 05:15 p. m.,Ordeño,09:09,12.86,2,,,,,1,DI,0.96,0.72,0.66,0.90,0,0,0,0,4.90,4.21,4.35,4.10,VMS 2,,Tanque,,1.50,1.26,1.14,1.50,2.34,3.29,3.47,3.76
11/09/2024 02:00 p. m.,Ordeño,10:51,17.47,2,,TI,,,1,DI,1.08,0.78,0.72,0.90,0,352,0,0,5.78,4.40,4.34,4.23,VMS 2,,Tanque,,1.56,1.20,1.62,1.50,4.57,5.32,3.28,4.30
12/09/2024 05:16 a. m.,Ordeño,08:51,19.70,1,,,,,1,,1.08,0.90,0.78,1.08,0,330,0,0,4.73,4.10,4.48,4.17,VMS 2,,Tanque,,1.56,1.32,1.14,1.50,3.45,5.20,5.33,5.72
15/09/2024 06:44 p. m.,Ordeño,09:03,13.95,2,,,,,1,,1.02,0.84,0.72,1.02,0,0,0,0,5.29,4.60,4.76,4.71,VMS 2,,Tanque,,1.50,1.20,1.14,1.38,2.85,3.44,3.60,4.06
16/09/2024 05:06 a. m.,Ordeño,08:16,14.88,1,,,,,1,DI,0.96,0.84,0.72,0.96,0,0,0,0,5.04,4.05,4.41,4.24,VMS 2,,Tanque,,1.32,1.38,1.02,1.38,2.57,4.00,3.86,4.45
16/09/2024 03:01 p. m.,Ordeño,09:22,13.44,2,,TD,,,1,DI,0.96,0.66,0.72,0.96,0,0,0,0,5.38,4.19,4.56,4.29,VMS 2,,Tanque,,1.38,1.14,1.08,1.44,2.42,3.56,3.64,3.82
17/09/2024 01:51 a. m.,Ordeño,07:53,15.73,3,,TI,,,1,DI,1.02,0.90,0.78,1.02,0,0,0,0,5.51,4.34,4.55,3.96,VMS 2,,Tanque,,1.44,1.50,1.32,1.50,2.93,4.27,3.91,4.62
17/09/2024 11:34 a. m.,Ordeño,08:31,16.12,2,,,,,1,DI,1.02,0.84,0.78,1.08,0,0,0,0,5.32,3.95,4.42,4.13,VMS 2,,Tanque,,1.50,1.32,1.14,1.62,2.87,4.24,4.41,4.60
17/09/2024 08:53 p. m.,Ordeño,07:37,15.73,3,,,,,1,DI,1.08,0.84,0.72,1.08,0,0,439,0,5.11,4.09,4.35,4.27,VMS 2,,Tanque,,1.56,1.20,1.08,1.44,2.99,3.99,4.21,4.54
18/09/2024 06:32 a. m.,Ordeño,07:47,15.30,1,,,,,1,DI,1.02,0.72,0.66,0.96,0,0,0,0,5.18,4.07,4.43,4.28,VMS 2,,Tanque,,1.50,1.20,1.02,1.38,3.08,3.88,3.84,4.50
18/09/2024 12:39 p. m.,Ordeño,08:11,9.96,2,,,,,1,DI,0.90,0.60,0.72,0.90,0,0,0,0,5.05,3.87,4.45,4.24,VMS 2,,Tanque,,1.26,1.08,1.32,1.38,1.86,2.54,2.70,2.86
18/09/2024 09:20 p. m.,Ordeño,08:27,12.99,3,,TI,,,1,DI,0.90,0.72,0.72,0.96,0,0,0,0,5.17,4.11,4.65,4.57,VMS 2,,Tanque,,1.32,1.20,1.38,1.26,2.70,3.51,2.89,3.89
19/09/2024 07:33 a. m.,Ordeño,09:34,11.36,1,,,TD,TD,1,,1.02,0.84,0.72,0.00,0,0,0,0,5.13,4.32,4.62,0.00,VMS 2,,Tanque,,1.38,1.32,1.14,0.00,3.03,3.84,4.49,0.00
20/09/2024 08:49 a. m.,Ordeño,06:33,10.62,2,,,,,1,DI,1.14,0.72,0.66,1.02,0,0,0,0,5.77,3.91,4.18,4.11,VMS 2,,Tanque,,1.68,1.14,1.20,1.50,4.20,2.22,2.21,1.99
20/09/2024 04:27 p. m.,Ordeño,07:11,10.67,3,,,,,1,DI,0.90,0.78,0.66,0.90,0,0,0,0,4.84,4.07,4.26,4.25,VMS 2,,Tanque,,1.38,1.20,1.02,1.26,2.37,2.66,2.80,2.84
21/09/2024 01:10 a. m.,Ordeño,07:36,11.81,1,,,,,1,DI,1.14,0.72,0.72,0.96,0,0,0,0,5.06,3.99,4.26,4.31,VMS 2,,Tanque,,1.62,1.08,1.08,1.38,1.89,3.19,3.10,3.63
21/09/2024 08:46 a. m.,Ordeño,07:00,11.28,2,,,,,1,DI,1.08,0.84,0.72,0.96,0,0,0,0,4.99,3.92,4.15,3.97,VMS 2,,Tanque,,1.56,1.26,1.14,1.38,2.01,3.02,3.03,3.22
21/09/2024 05:46 p. m.,Ordeño,07:40,12.53,3,,,,,1,DI,1.08,0.66,0.72,0.96,0,0,0,0,4.77,3.72,4.10,3.88,VMS 2,,Tanque,,1.50,1.20,1.14,1.56,2.44,3.20,3.23,3.66
22/09/2024 12:05 a. m.,Ordeño,06:30,9.73,1,,,,,1,DI,1.08,0.66,0.72,0.90,0,0,0,0,4.85,3.73,4.07,3.90,VMS 2,,Tanque,,1.50,1.02,1.14,1.38,1.95,2.44,2.59,2.75
22/09/2024 08:39 a. m.,Ordeño,07:38,12.87,2,,,,,1,DI,1.02,0.78,0.66,0.96,0,0,0,0,5.04,4.10,4.35,4.26,VMS 2,,Tanque,,1.44,1.26,1.08,1.50,2.74,3.20,3.38,3.55
22/09/2024 04:39 p. m.,Ordeño,09:03,12.02,3,,,,,1,DI,1.02,0.54,0.66,1.02,0,0,301,0,4.78,3.83,4.20,4.14,VMS 2,,Tanque,,1.50,0.96,1.02,1.50,2.45,2.98,3.06,3.53
23/09/2024 12:02 a. m.,Ordeño,07:58,12.04,1,,,,,1,DI,0.96,0.78,0.60,0.90,0,0,0,0,4.83,4.04,4.25,4.23,VMS 2,,Tanque,,1.32,1.20,0.90,1.32,2.43,3.10,3.13,3.38
23/09/2024 05:40 a. m.,Ordeño,06:33,8.77,2,,,,,1,,0.90,0.78,0.60,0.96,0,0,0,0,4.82,4.18,4.39,4.43,VMS 2,,Tanque,,1.32,1.20,0.90,1.32,1.65,2.23,2.28,2.61
24/09/2024 10:01 a. m.,Ordeño,12:31,14.80,2,,,,,1,DI,0.84,0.66,0.66,0.90,0,0,0,0,4.83,4.06,4.32,4.21,VMS 2,,Tanque,,1.20,1.08,1.02,1.38,2.76,3.71,3.95,4.38
24/09/2024 08:08 p. m.,Ordeño,09:33,13.61,3,,,,,1,DI,0.96,0.78,0.60,0.96,0,0,0,0,4.90,4.00,4.32,4.21,VMS 2,,Tanque,,1.38,1.26,0.96,1.38,2.64,3.72,3.34,3.91
26/09/2024 12:58 a. m.,Ordeño,14:32,15.54,1,,,,,1,DI,0.96,0.48,0.60,0.96,0,0,0,0,5.08,3.61,4.06,3.53,VMS 2,,Tanque,,1.26,0.90,1.02,1.44,2.84,3.84,3.98,4.88
26/09/2024 12:47 p. m.,Ordeño,10:58,12.65,2,,,TD,TD,1,DI,0.96,0.84,0.60,0.00,0,0,0,0,5.30,3.70,4.10,0.00,VMS 2,,Tanque,,1.32,1.26,1.08,0.00,3.36,4.63,4.66,0.00
26/09/2024 09:30 p. m.,Ordeño,16:13,13.82,3,,,,,1,DI,0.90,0.84,0.60,0.84,0,0,0,0,4.88,3.91,4.08,4.35,VMS 2,,Tanque,,1.26,1.32,0.90,1.32,2.97,3.02,3.64,4.19
27/09/2024 05:26 p. m.,Ordeño,13:31,17.29,2,,,,,1,DI,0.84,0.72,0.54,0.84,0,0,0,0,4.99,3.95,4.30,3.97,VMS 2,,Tanque,,1.32,1.20,0.90,1.32,3.99,4.49,4.58,4.23
28/09/2024 01:48 a. m.,Ordeño,09:58,14.28,1,,,,,1,DI,0.96,0.78,0.60,0.96,0,0,0,0,4.82,4.03,4.21,4.43,VMS 2,,Tanque,,1.50,1.26,0.96,1.38,2.93,3.90,3.95,3.50
28/09/2024 10:51 a. m.,Ordeño,09:17,14.78,2,,,,,1,DI,1.02,0.78,0.66,0.90,0,0,0,0,4.93,4.18,4.30,4.54,VMS 2,,Tanque,,1.38,1.26,1.08,1.44,3.05,3.97,3.96,3.80
28/09/2024 05:52 p. m.,Ordeño,09:17,12.68,3,,,,,1,,0.96,0.78,0.60,0.90,0,0,0,0,4.86,4.27,4.44,4.52,VMS 2,,Tanque,,1.62,1.14,1.08,1.44,2.63,3.32,3.33,3.40
29/09/2024 01:03 a. m.,Ordeño,09:23,11.67,1,,,,,1,,0.90,0.84,0.54,0.96,0,0,0,0,5.01,4.46,4.50,4.79,VMS 2,,Tanque,,1.32,1.20,0.90,1.44,2.30,3.04,3.10,3.23
29/09/2024 10:52 a. m.,Ordeño,11:05,16.84,2,,,,,1,,0.96,0.78,0.54,0.96,0,0,0,0,5.06,4.54,4.57,4.80,VMS 2,,Tanque,,1.32,1.20,0.96,1.38,3.46,4.41,4.08,4.89
29/09/2024 05:01 p. m.,Ordeño,09:10,12.50,3,,,,,1,,0.90,0.72,0.60,0.90,0,0,0,0,4.77,4.22,4.36,4.60,VMS 2,,Tanque,,1.26,1.32,0.90,1.44,2.34,3.23,3.57,3.36
30/09/2024 02:29 a. m.,Ordeño,11:26,16.17,1,,,,,1,,0.96,0.90,0.60,0.96,0,0,0,0,4.91,4.40,4.45,4.66,VMS 2,,Tanque,,1.44,1.32,0.96,1.44,3.47,4.24,3.97,4.49
30/09/2024 10:55 a. m.,Ordeño,12:14,14.67,2,,,,,1,,0.90,0.72,0.54,0.78,0,0,0,0,4.56,4.09,4.23,4.40,VMS 2,,Tanque,,1.32,1.32,0.96,1.26,3.12,3.91,3.65,3.99
30/09/2024 08:04 p. m.,Ordeño,14:06,15.60,3,,,,,1,,0.90,0.78,0.48,0.84,0,0,0,0,4.62,4.12,4.29,4.38,VMS 2,,Tanque,,1.26,1.20,0.84,1.38,3.31,4.40,3.63,4.26
01/10/2024 04:31 a. m.,Ordeño,12:21,15.17,1,,,,,1,DI,0.90,0.66,0.60,0.78,0,0,0,0,4.76,4.02,4.24,4.19,VMS 2,,Tanque,,1.32,1.02,1.08,1.32,3.03,3.44,4.28,4.42
01/10/2024 06:58 p. m.,Ordeño,17:13,13.85,2,,,TD,TD,1,DI,0.96,0.54,0.60,0.00,0,0,0,0,5.38,4.24,4.26,0.00,VMS 2,,Tanque,,1.32,0.90,0.96,0.00,4.35,4.08,5.42,0.00
03/10/2024 12:45 p. m.,Ordeño,14:05,22.15,1,,,,,1,DI,1.02,0.66,0.60,0.90,0,0,0,0,5.49,4.13,4.22,3.85,VMS 2,,Tanque,,1.38,1.20,1.02,1.38,5.12,5.48,5.76,5.79
04/10/2024 02:31 a. m.,Ordeño,14:10,20.16,1,,,,,1,DI,0.96,0.84,0.66,0.90,0,0,0,0,4.55,3.87,4.00,3.73,VMS 2,,Tanque,,1.38,1.44,0.96,1.32,4.24,5.01,5.64,5.27
04/10/2024 09:09 a. m.,Ordeño,09:09,10.41,2,,,,,1,DI,0.72,0.60,0.54,0.84,0,0,0,0,4.29,3.59,2.81,3.74,VMS 2,,Tanque,,1.14,0.96,0.84,1.32,2.14,2.42,2.99,2.86
06/10/2024 07:47 p. m.,Ordeño,08:46,11.27,3,,,,,1,TD,0.72,0.60,0.66,1.08,0,0,0,0,3.67,3.39,2.81,4.54,VMS 2,,Tanque,,1.14,1.02,1.08,1.56,0.94,1.55,2.03,6.75
11/10/2024 04:04 a. m.,Ordeño,08:10,13.71,1,,,,,1,DI,0.96,1.08,0.66,1.08,0,0,0,0,4.87,3.53,3.55,3.73,VMS 2,,Tanque,,1.38,2.04,0.96,1.68,2.07,4.72,3.38,3.54
11/10/2024 12:17 p. m.,Ordeño,08:06,12.43,2,,,DI,,1,DI,0.84,0.84,0.66,1.02,0,0,0,0,4.48,3.33,2.95,3.57,VMS 2,,Tanque,,1.50,1.56,0.96,1.56,1.33,3.72,3.56,3.82
11/10/2024 04:08 p. m.,Ordeño,05:46,6.54,3,,,DI,,1,DI,0.48,0.72,0.60,0.96,0,0,0,0,4.48,3.46,3.49,3.51,VMS 2,,Tanque,,1.08,1.38,1.02,1.56,0.57,2.04,1.87,2.06
12/10/2024 06:53 a. m.,Ordeño,09:00,14.68,1,,,,,1,DI,1.02,0.78,0.72,0.96,0,0,0,0,4.73,3.60,3.66,3.62,VMS 2,,Tanque,,1.38,1.56,1.08,1.56,2.00,4.38,3.95,4.35
12/10/2024 11:35 a. m.,Ordeño,06:47,8.78,2,,,,,1,DI,0.84,0.72,0.66,0.96,0,0,0,0,4.73,3.61,3.46,3.61,VMS 2,,Tanque,,1.14,1.50,1.08,1.38,1.27,2.50,2.47,2.54
12/10/2024 07:49 p. m.,Ordeño,10:05,15.54,3,,,,,1,DI,0.90,0.78,0.60,0.84,0,0,0,0,4.68,3.59,3.45,3.63,VMS 2,,Tanque,,1.32,1.38,1.14,1.32,2.72,4.63,4.13,4.06
13/10/2024 07:20 a. m.,Ordeño,10:01,20.71,1,,,,,1,DI,1.02,0.96,0.72,1.08,0,0,0,0,4.69,3.60,3.52,3.61,VMS 2,,Tanque,,1.44,2.04,1.14,1.92,3.37,6.39,5.19,5.76
13/10/2024 06:02 p. m.,Ordeño,10:26,19.35,2,,,,,1,DI,0.96,1.02,0.66,0.90,0,0,0,0,4.27,3.34,3.38,3.41,VMS 2,,Tanque,,1.50,2.10,0.96,1.50,3.35,6.37,4.94,4.69
14/10/2024 01:34 a. m.,Ordeño,09:30,13.21,1,,,,,1,,0.90,0.96,0.54,0.90,0,0,0,0,3.95,3.26,2.81,3.29,VMS 2,,Tanque,,1.38,1.74,0.90,1.38,2.17,4.17,3.54,3.33
15/10/2024 06:55 a. m.,Ordeño,08:52,16.59,1,,,,,1,,1.14,0.90,0.78,1.02,0,0,0,0,3.84,3.38,2.81,3.29,VMS 2,,Tanque,,1.56,1.56,1.14,1.50,2.75,4.83,4.63,4.38
22/10/2024 06:46 p. m.,Ordeño,08:50,22.42,3,,,,,1,,1.86,1.02,0.78,1.14,0,0,0,0,4.53,4.21,4.21,4.34,VMS 2,,Tanque,,3.48,1.92,1.14,1.62,6.21,6.09,4.73,5.39
23/10/2024 05:13 a. m.,Ordeño,09:49,23.55,1,,,,,1,DI,2.94,0.84,0.84,1.14,0,0,0,0,4.60,3.89,4.11,4.35,VMS 2,,Tanque,,0.22,1.68,1.14,1.62,7.73,5.36,4.77,5.69
25/11/2024 07:42 p. m.,Ordeño,10:21,22.42,2,,,,,1,,1.20,0.78,0.90,1.26,0,0,0,0,4.76,4.15,4.29,4.21,VMS 2,,Tanque,,1.62,1.14,1.38,1.98,4.31,4.82,6.31,6.98
26/11/2024 09:02 a. m.,Ordeño,09:01,18.75,1,,,,,1,,1.32,0.84,0.90,1.26,0,0,0,0,4.76,4.13,4.20,4.29,VMS 2,,Tanque,,1.68,1.44,1.26,1.86,3.46,4.91,4.97,5.41
30/11/2024 11:04 a. m.,Ordeño,08:53,15.80,2,,,,,1,DI,1.14,0.90,0.84,1.14,0,0,0,0,4.49,4.29,3.35,4.36,VMS 2,,Tanque,,1.56,1.38,1.32,1.74,2.86,4.23,4.42,4.29
01/12/2024 07:59 a. m.,Ordeño,10:41,29.07,1,,,,,1,,1.20,0.96,1.02,1.44,0,0,0,0,4.97,4.64,4.64,4.71,VMS 2,,Tanque,,1.56,1.74,1.44,1.98,5.12,7.61,7.30,9.04
13/09/2025 07:06 p. m.,Ordeño,04:36,8.44,3,,,,,1,,1.08,1.14,1.20,1.20,0,0,0,0,3.91,3.96,3.98,0.00,VMS 1,,Tanque,,1.62,1.50,1.56,1.50,1.35,2.08,2.56,2.45
09/08/2024 01:01 p. m.,Ordeño,09:55,5.04,1,,,,,0,,0.18,0.78,0.90,1.02,0,7957,1791,1080,3.44,3.77,3.56,3.23,VMS 3,,Divert 3,,0.66,1.20,1.32,1.56,0.34,1.75,1.46,1.49
10/08/2024 02:49 a. m.,Ordeño,06:15,9.43,1,,,,,0,,1.02,0.96,0.84,0.78,1059,4258,580,477,3.91,3.81,3.40,3.15,VMS 3,,Divert 3,,1.80,1.50,1.44,1.86,2.12,2.77,2.35,2.19
12/08/2024 08:32 a. m.,Ordeño,05:33,8.12,1,,,,,0,,0.90,0.72,0.66,0.84,0,427,0,0,4.07,4.31,4.29,4.22,VMS 3,,Divert 3,,1.26,1.20,1.02,1.14,2.11,2.29,1.80,1.92
13/08/2024 12:05 a. m.,Ordeño,06:41,11.89,1,,DD,,,0,,1.02,0.78,0.72,0.96,0,0,0,0,4.29,4.49,4.42,4.62,VMS 3,,Divert 3,,1.38,1.20,1.20,1.32,3.25,2.62,2.90,3.12
13/08/2024 12:17 p. m.,Ordeño,08:05,11.91,2,,,,,0,,0.96,0.72,0.72,0.90,0,0,0,0,4.12,4.44,4.38,4.42,VMS 3,,Tanque,,1.38,1.08,1.14,1.26,2.84,3.87,2.54,2.66
14/08/2024 06:19 a. m.,Ordeño,08:27,16.08,1,,,,,0,,1.08,0.72,0.66,0.84,0,0,0,0,4.21,4.39,4.35,4.47,VMS 3,,Tanque,,1.50,1.20,0.96,1.26,4.13,4.27,3.74,3.94
14/08/2024 03:10 p. m.,Ordeño,06:05,8.62,2,,"TI,TD",,,0,,0.96,0.66,0.78,0.78,0,0,0,0,4.00,4.32,4.26,4.04,VMS 3,,Tanque,,1.32,1.14,1.20,1.20,2.24,2.32,1.90,2.16
15/08/2024 04:13 a. m.,Ordeño,09:09,12.90,1,,TD,,,0,,1.02,0.60,0.66,0.78,0,0,0,0,4.12,4.31,4.25,4.21,VMS 3,,Tanque,,1.38,0.96,0.96,1.08,3.39,3.52,2.98,3.01
15/08/2024 02:03 p. m.,Ordeño,07:08,9.54,2,,,,,0,,1.02,0.60,0.72,0.90,0,0,0,0,4.12,4.41,4.28,4.21,VMS 3,,Tanque,,1.38,0.96,1.14,1.26,2.50,2.49,2.14,2.41
16/08/2024 05:54 a. m.,Ordeño,09:44,16.07,1,,,,,0,,1.08,0.66,0.72,0.96,0,0,0,0,4.02,4.30,4.26,4.24,VMS 3,,Tanque,,1.50,1.02,1.20,1.56,4.33,4.00,3.86,3.88
16/08/2024 01:54 p. m.,Ordeño,06:51,8.50,2,,,,,0,,0.96,0.60,0.66,0.90,0,0,0,0,3.97,4.29,4.22,4.14,VMS 3,,Tanque,,1.32,0.96,1.14,1.26,2.34,2.16,1.96,2.04
17/08/2024 05:09 a. m.,Ordeño,10:52,15.54,1,,,,,0,,1.08,0.54,0.66,0.90,0,0,0,0,4.13,4.36,4.27,4.26,VMS 3,,Tanque,,1.44,0.96,1.14,1.26,4.19,4.02,3.77,3.56
17/08/2024 01:41 p. m.,Ordeño,07:11,9.87,2,,,,,0,,1.02,0.66,0.66,0.84,0,0,0,0,4.19,4.35,4.23,4.26,VMS 3,,Tanque,,1.32,1.14,1.08,1.20,2.67,2.66,2.27,2.27
18/08/2024 03:54 a. m.,Ordeño,10:21,15.81,1,,,,,0,,1.02,0.54,0.66,0.90,0,0,0,0,4.04,4.27,4.18,4.20,VMS 3,,Tanque,,1.44,0.96,1.14,1.32,4.20,3.96,3.83,3.82
18/08/2024 12:26 p. m.,Ordeño,07:38,10.53,2,,,,,0,,0.96,0.66,0.60,0.84,0,0,0,0,4.02,4.21,4.19,4.20,VMS 3,,Tanque,,1.26,1.02,0.90,1.20,2.80,2.73,2.44,2.56
19/08/2024 12:38 a. m.,Ordeño,08:57,14.26,1,,,,,0,,1.08,0.72,0.66,0.84,0,0,0,0,4.13,4.32,4.25,4.26,VMS 3,,Tanque,,1.56,1.02,1.14,1.26,3.71,3.74,3.33,3.48
19/08/2024 07:51 a. m.,Ordeño,06:30,8.73,2,,,,,0,,0.96,0.60,0.60,0.90,0,0,0,0,4.05,4.14,4.11,3.98,VMS 3,,Tanque,,1.38,1.02,0.90,1.32,2.38,2.16,1.98,2.21
19/08/2024 01:42 p. m.,Ordeño,05:56,7.37,3,,,,,0,,0.96,0.66,0.60,0.78,0,0,0,0,4.05,4.25,4.18,4.27,VMS 3,,Tanque,,1.26,1.14,1.02,1.14,1.92,1.93,1.74,1.78
20/08/2024 02:00 a. m.,Ordeño,09:07,14.84,1,,,,,0,,1.02,0.66,0.60,0.84,0,0,0,0,4.21,4.25,4.22,4.21,VMS 3,,Tanque,,1.44,1.02,1.08,1.26,3.94,3.75,3.44,3.71
20/08/2024 01:24 p. m.,Ordeño,09:12,14.51,2,,,,,0,,1.02,0.66,0.66,0.84,0,0,0,0,4.13,4.31,4.27,4.31,VMS 3,,Tanque,,1.44,0.96,1.02,1.20,3.75,3.59,3.43,3.74
20/08/2024 11:43 p. m.,Ordeño,08:45,11.77,3,,TD,,,0,,0.96,0.54,0.60,0.72,0,0,0,0,3.99,4.25,4.13,4.04,VMS 3,,Tanque,,1.38,0.96,1.02,1.44,3.29,3.06,2.95,2.47
21/08/2024 08:25 a. m.,Ordeño,08:18,12.14,1,,TD,,,0,,0.90,0.60,0.60,0.84,0,0,0,0,4.07,4.17,4.20,4.11,VMS 3,,Tanque,,1.38,0.96,0.96,1.20,3.17,2.92,2.76,3.29
21/08/2024 03:26 p. m.,Ordeño,06:40,9.77,2,,TD,,,0,,0.96,0.66,0.66,0.96,0,0,0,0,3.97,4.26,3.85,4.14,VMS 3,,Tanque,,1.38,1.02,1.20,1.62,2.55,2.49,2.36,2.37
22/08/2024 04:48 a. m.,Ordeño,08:56,15.44,1,,,,,0,,1.08,0.72,0.66,0.90,0,0,0,0,4.14,4.26,4.29,4.13,VMS 3,,Tanque,,1.44,1.08,1.08,1.32,4.00,4.04,3.55,3.85
22/08/2024 03:18 p. m.,Ordeño,08:28,14.74,2,,,,,0,,0.90,0.66,0.66,0.84,0,0,0,0,4.16,4.32,4.30,4.37,VMS 3,,Tanque,,1.26,1.14,1.08,1.32,3.76,3.77,3.52,3.69
23/08/2024 12:51 a. m.,Ordeño,07:46,12.45,1,,,,,0,,0.96,0.72,0.60,0.90,0,0,0,0,3.95,4.06,4.06,3.88,VMS 3,,Tanque,,1.44,1.08,1.08,1.20,3.19,3.15,2.89,3.22
23/08/2024 03:18 p. m.,Ordeño,10:36,17.88,2,,,,,0,,1.02,0.72,0.66,0.84,0,0,0,0,4.19,4.38,4.40,4.12,VMS 3,,Tanque,,1.38,1.14,1.14,1.20,4.68,4.47,4.21,4.52
24/08/2024 02:00 a. m.,Ordeño,09:05,14.56,1,,,,,0,,0.96,0.78,0.66,0.84,0,0,0,0,3.98,4.14,4.15,3.88,VMS 3,,Tanque,,1.32,1.14,1.02,1.20,3.80,3.73,3.63,3.40
24/08/2024 11:01 a. m.,Ordeño,08:05,13.65,2,,,,,0,,1.02,0.66,0.66,0.90,0,0,0,0,3.98,4.12,4.20,3.90,VMS 3,,Tanque,,1.50,1.14,1.08,1.20,3.62,3.34,3.23,3.46
24/08/2024 05:55 p. m.,Ordeño,07:01,9.58,3,,TI,,,0,,0.96,0.66,0.66,0.90,0,0,0,0,3.94,4.18,4.29,4.14,VMS 3,,Tanque,,1.38,1.02,1.08,1.26,2.69,2.58,1.81,2.50
25/08/2024 02:51 a. m.,Ordeño,09:43,13.08,1,,,,,0,,0.84,0.66,0.54,0.84,0,0,0,0,3.92,4.18,4.21,3.83,VMS 3,,Tanque,,1.14,1.14,1.02,1.14,3.37,3.10,3.32,3.29
25/08/2024 11:03 a. m.,Ordeño,08:58,12.55,2,,,,,0,,0.90,0.72,0.66,0.84,0,0,0,0,3.98,4.26,4.23,4.15,VMS 3,,Tanque,,1.38,1.14,1.08,1.26,3.29,3.16,3.14,2.96
25/08/2024 04:06 p. m.,Ordeño,07:57,6.68,3,,,,,0,,0.78,0.66,0.54,0.78,0,0,0,0,3.89,4.06,3.66,3.99,VMS 3,,Tanque,,1.50,1.50,1.02,1.56,1.81,1.94,1.41,1.52
25/08/2024 11:50 p. m.,Ordeño,08:04,12.44,4,,,,,0,,1.02,0.66,0.66,0.84,0,0,0,0,3.90,4.09,4.14,3.94,VMS 3,,Tanque,,1.38,1.02,1.08,1.38,3.13,2.93,3.19,3.19
26/08/2024 08:50 a. m.,Ordeño,08:41,13.32,1,,,,,0,,0.96,0.66,0.66,0.90,0,0,0,0,3.95,4.10,4.06,3.97,VMS 3,,Tanque,,1.32,1.08,1.08,1.38,3.60,3.24,3.22,3.26
26/08/2024 06:48 p. m.,Ordeño,08:28,14.90,2,,,,,0,,1.08,0.72,0.66,0.96,0,0,0,0,3.89,4.21,4.19,4.13,VMS 3,,Tanque,,1.50,1.08,1.14,1.44,3.98,3.77,3.44,3.71
27/08/2024 01:35 a. m.,Ordeño,08:01,10.15,1,,,,,0,,0.90,0.60,0.48,0.78,0,0,0,0,3.75,3.96,3.89,3.48,VMS 3,,Tanque,,1.32,0.96,0.84,1.20,2.66,2.49,2.37,2.63
