Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
04/02/2025 07:20 p. m.,Ordeño,11:30,13.48,2,,,,,0,,0.72,0.48,0.90,0.54,0,0,0,0,4.40,4.26,4.34,0.00,VMS 1,,Tanque,,1.08,0.90,1.26,0.84,3.26,3.56,3.52,3.14
05/02/2025 12:01 p. m.,Ordeño,12:31,16.59,1,,,,,0,,0.78,0.54,0.90,0.54,0,0,0,0,4.53,4.33,4.55,0.00,VMS 1,,Tanque,,1.26,0.96,1.32,0.90,4.11,4.23,4.43,3.82
06/02/2025 03:11 a. m.,Ordeño,13:05,17.07,1,,,,,0,,0.78,0.48,0.96,0.66,0,350,0,0,4.53,4.26,4.48,0.00,VMS 1,,Tanque,,1.26,0.84,1.38,1.08,4.22,4.33,4.53,3.99
06/02/2025 12:11 p. m.,Ordeño,09:51,10.40,2,,,,,0,,0.72,0.48,0.78,0.54,0,0,384,0,4.24,4.12,4.31,0.00,VMS 1,,Tanque,,1.08,0.90,1.44,0.90,2.48,2.81,2.68,2.43
07/02/2025 11:48 a. m.,Ordeño,12:33,21.31,1,,,,,0,,0.84,0.60,0.90,0.66,339,328,0,0,5.12,5.12,5.17,0.00,VMS 1,,Tanque,,1.26,1.08,1.32,1.38,5.28,5.31,5.84,4.88
08/02/2025 09:41 p. m.,Ordeño,09:47,14.12,2,,,,,0,,0.66,0.60,0.84,0.54,0,0,0,0,4.54,4.48,4.58,0.00,VMS 1,,Tanque,,1.08,1.08,1.32,0.90,3.52,3.68,3.70,3.22
09/02/2025 05:39 p. m.,Ordeño,12:59,16.37,1,,"DD,TD",DI,,0,,0.60,0.60,0.90,0.60,474,301,0,0,4.95,4.86,4.87,0.00,VMS 1,,Tanque,,1.56,1.32,1.26,1.50,1.61,4.94,5.00,4.82
10/02/2025 07:17 a. m.,Ordeño,10:15,17.07,1,,,,,0,,0.84,0.66,0.84,0.60,0,0,0,0,5.04,4.50,4.52,0.00,VMS 1,,Tanque,,1.26,1.14,1.32,0.96,5.66,4.27,3.83,3.31
10/02/2025 05:46 p. m.,Ordeño,08:49,10.75,2,,,,,0,,0.66,0.60,0.84,0.54,0,0,0,0,4.49,4.49,4.69,0.00,VMS 1,,Tanque,,1.14,0.96,1.26,1.02,2.05,2.93,3.09,2.68
11/02/2025 01:14 a. m.,Ordeño,07:45,7.59,1,,,,,0,,0.60,0.54,0.72,0.48,0,0,0,0,4.48,4.38,4.41,0.00,VMS 1,,Tanque,,1.02,0.90,1.08,0.84,1.51,2.05,2.13,1.90
11/02/2025 07:32 p. m.,Ordeño,12:27,20.31,2,,,,,0,,0.72,0.66,0.90,0.72,0,0,0,0,5.08,5.10,5.09,0.00,VMS 1,,Tanque,,1.14,1.14,1.38,1.20,4.39,5.37,5.56,4.99
12/02/2025 01:51 p. m.,Ordeño,11:54,20.28,1,,,,,0,,0.90,0.60,0.96,0.66,0,327,0,0,5.20,5.06,5.09,0.00,VMS 1,,Tanque,,1.32,1.02,1.44,1.14,4.78,5.29,5.48,4.73
13/02/2025 03:09 a. m.,Ordeño,10:49,16.65,1,,,,,0,,0.78,0.66,0.96,0.66,0,341,0,0,5.01,4.67,4.86,0.00,VMS 1,,Tanque,,1.32,1.08,1.44,1.14,3.88,4.31,4.55,3.91
13/02/2025 03:49 p. m.,Ordeño,11:07,15.05,2,,,,,0,,0.72,0.54,0.84,0.60,0,0,0,0,4.92,4.73,4.96,0.00,VMS 1,,Tanque,,1.08,0.90,1.32,1.02,3.63,3.87,4.13,3.42
13/02/2025 11:10 p. m.,Ordeño,08:51,9.09,3,,,,,0,,0.66,0.42,0.72,0.54,0,0,0,0,4.67,4.39,4.68,0.00,VMS 1,,Tanque,,1.02,0.78,1.20,0.96,2.13,2.30,2.45,2.21
14/02/2025 12:05 p. m.,Ordeño,11:10,15.70,1,,,,,0,,0.66,0.54,0.90,0.60,0,0,0,0,5.14,4.98,5.09,0.00,VMS 1,,Tanque,,1.08,0.84,1.32,0.96,3.72,3.92,4.42,3.64
15/02/2025 02:16 a. m.,Ordeño,11:17,17.19,1,,,,,0,,0.84,0.60,0.84,0.60,0,0,0,0,4.93,4.75,4.99,0.00,VMS 1,,Tanque,,1.26,0.96,1.26,0.96,4.06,4.44,4.47,4.22
15/02/2025 12:22 p. m.,Ordeño,09:50,13.46,2,,,,,0,,0.72,0.60,0.78,0.60,0,0,0,0,4.93,4.77,4.91,0.00,VMS 1,,Tanque,,1.14,0.96,1.20,0.90,3.19,3.50,3.68,3.09
15/02/2025 10:04 p. m.,Ordeño,09:19,12.48,3,,,,,0,,0.72,0.54,0.84,0.60,0,0,0,0,4.73,4.62,4.91,0.00,VMS 1,,Tanque,,1.20,1.08,1.20,0.90,2.97,3.23,3.35,2.93
16/02/2025 04:45 p. m.,Ordeño,13:11,20.85,1,,,,,0,,0.90,0.60,0.84,0.66,0,0,0,0,5.00,4.77,4.90,0.00,VMS 1,,Tanque,,1.26,1.02,1.26,1.14,5.03,5.31,5.57,4.94
17/02/2025 04:58 a. m.,Ordeño,11:19,12.95,1,,,,,0,,0.78,0.48,0.72,0.54,461,358,0,0,4.33,4.18,4.28,0.00,VMS 1,,Tanque,,1.26,0.84,1.14,0.96,3.27,3.28,3.45,2.95
17/02/2025 04:54 p. m.,Ordeño,11:20,15.01,2,,,,,0,,0.78,0.48,0.78,0.60,0,0,0,0,4.92,4.74,4.94,0.00,VMS 1,,Tanque,,1.20,0.84,1.32,1.20,3.79,3.64,4.22,3.36
18/02/2025 03:48 a. m.,Ordeño,10:09,14.13,1,,,,,0,,0.78,0.60,0.84,0.66,0,0,0,0,4.80,4.69,4.79,0.00,VMS 1,,Tanque,,1.26,1.02,1.50,1.14,3.42,3.52,3.68,3.51
18/02/2025 07:02 p. m.,Ordeño,12:32,19.64,2,,,,,0,,0.72,0.60,0.84,0.66,0,0,0,0,4.92,4.80,4.95,0.00,VMS 1,,Tanque,,1.08,1.08,1.38,1.08,4.53,5.09,5.27,4.75
19/02/2025 05:11 a. m.,Ordeño,10:18,12.35,1,,,,,0,,0.78,0.54,0.78,0.60,347,0,0,0,4.52,4.35,4.53,0.00,VMS 1,,Tanque,,1.20,0.78,1.26,1.08,2.88,3.14,3.38,2.95
19/02/2025 01:34 p. m.,Ordeño,09:14,11.02,2,,,,,0,,0.60,0.54,0.72,0.54,337,382,380,0,4.59,4.56,4.72,0.00,VMS 1,,Tanque,,0.96,0.84,1.08,0.90,2.65,2.77,2.97,2.63
20/02/2025 03:11 a. m.,Ordeño,11:17,17.83,1,,,,,0,,0.78,0.60,0.72,0.60,0,0,0,0,4.98,4.89,4.94,0.00,VMS 1,,Tanque,,1.14,0.96,1.20,1.14,4.22,4.63,4.78,4.20
20/02/2025 10:36 a. m.,Ordeño,07:12,9.49,2,,,,,0,,0.72,0.60,0.84,0.54,0,0,0,0,4.43,4.36,4.41,0.00,VMS 1,,Tanque,,1.20,1.02,1.32,0.84,2.23,2.41,2.58,2.27
21/02/2025 01:13 a. m.,Ordeño,09:36,17.71,1,,,,,0,,0.96,0.66,1.08,0.78,0,0,0,0,4.65,4.35,4.66,0.00,VMS 1,,Tanque,,1.38,1.20,1.56,1.20,4.19,4.44,4.95,4.13
21/02/2025 07:39 p. m.,Ordeño,11:06,19.26,2,,,,,0,,0.84,0.66,0.90,0.66,0,0,0,0,4.47,4.41,4.52,0.00,VMS 1,,Tanque,,1.32,1.14,1.26,1.02,4.63,5.07,5.21,4.35
22/02/2025 06:14 a. m.,Ordeño,08:51,10.20,1,,,,,0,,0.72,0.48,0.78,0.60,0,0,0,0,3.93,3.86,4.00,0.00,VMS 1,,Tanque,,1.08,0.84,1.20,0.90,2.33,2.49,2.73,2.65
23/02/2025 03:41 a. m.,Ordeño,12:33,22.25,1,,,,,0,,0.84,0.66,0.84,0.66,0,0,0,0,4.77,4.67,5.16,0.00,VMS 1,,Tanque,,1.26,1.08,1.26,1.14,5.27,5.89,5.69,5.40
23/02/2025 09:27 p. m.,Ordeño,11:36,16.24,2,,,,,0,,0.72,0.54,0.72,0.60,0,0,0,0,4.18,4.14,4.14,0.00,VMS 1,,Tanque,,1.20,1.02,1.26,1.08,3.91,4.11,4.32,3.90
24/02/2025 08:22 a. m.,Ordeño,09:42,8.26,1,,,DI,DI,0,,0.00,0.54,0.72,0.48,0,0,0,0,0.00,3.87,3.91,0.00,VMS 1,,Tanque,,0.00,0.90,1.14,0.90,0.00,2.79,2.84,2.63
24/02/2025 06:13 p. m.,Ordeño,11:05,13.32,2,,,,,0,,0.78,0.54,0.78,0.42,0,0,0,0,4.52,4.42,4.52,0.00,VMS 1,,Tanque,,1.32,0.96,1.32,0.72,5.00,2.85,3.16,2.31
25/02/2025 06:08 a. m.,Ordeño,09:42,16.20,1,,,,,0,,0.72,0.66,0.96,0.72,0,0,0,0,4.45,4.68,4.81,0.00,VMS 1,,Tanque,,1.20,1.08,1.62,1.08,3.78,4.10,4.34,3.98
25/02/2025 04:29 p. m.,Ordeño,08:46,12.55,2,,,,,0,,0.66,0.60,0.72,0.60,0,0,0,0,4.53,4.53,4.67,0.00,VMS 1,,Tanque,,1.02,1.02,1.14,1.08,2.86,3.28,3.51,2.90
26/02/2025 03:47 a. m.,Ordeño,09:26,14.57,1,,,,,0,,0.78,0.60,0.90,0.72,0,0,0,0,4.59,4.54,4.67,0.00,VMS 1,,Tanque,,1.14,1.08,1.56,1.26,3.42,3.66,3.92,3.57
26/02/2025 11:00 a. m.,Ordeño,07:56,9.53,2,,,,,0,,0.66,0.54,0.72,0.60,0,0,0,0,4.38,4.28,4.46,0.00,VMS 1,,Tanque,,1.32,0.90,1.14,1.08,2.20,2.48,2.50,2.35
