Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
31/08/2025 01:06 a. m.,Ordeño,08:37,15.44,1,,,,DI,0,,0.00,0.90,0.90,0.90,0,0,0,0,0.00,5.42,5.58,5.93,VMS 3,,Tanque,,0.00,1.26,1.32,1.38,0.00,5.44,5.13,4.87
04/09/2025 11:11 a. m.,Ordeño,08:42,8.41,1,,,,DI,0,,0.00,0.90,0.96,0.84,0,0,0,0,0.00,4.93,5.02,5.06,VMS 3,,Tanque,,0.00,1.20,1.38,1.26,0.00,2.99,2.91,2.51
05/09/2025 01:54 a. m.,Ordeño,07:43,6.38,1,,DI,TI,"DI,TI",0,,0.12,0.84,0.00,0.72,0,0,0,0,4.82,4.87,0.00,4.93,VMS 3,,Tanque,,0.30,1.20,0.00,1.02,0.06,3.47,0.00,2.85
05/09/2025 05:47 p. m.,Ordeño,07:56,11.84,2,,,,DI,0,,0.00,0.90,0.96,0.72,0,0,0,0,0.00,4.90,5.48,4.93,VMS 3,,Tanque,,0.00,1.32,1.32,1.08,0.00,3.86,4.98,3.00
08/09/2025 01:18 a. m.,Ordeño,06:38,8.64,1,,,,DI,0,,0.00,0.78,0.90,0.72,0,0,0,0,0.00,4.70,4.94,4.50,VMS 3,,Tanque,,0.00,1.20,1.20,1.08,0.00,3.28,2.76,2.60
09/09/2025 12:03 a. m.,Ordeño,07:24,13.98,1,,"DI,DD,TD",,DI,0,,0.30,0.90,1.02,0.90,0,0,0,0,3.28,5.11,4.97,5.01,VMS 3,,Tanque,,0.54,1.38,1.44,1.68,0.05,4.61,4.70,4.62
09/09/2025 12:06 p. m.,Ordeño,07:56,9.26,2,,,,,0,,,0.84,0.96,0.78,,0,0,0,,4.82,4.90,4.77,VMS 3,,Tanque,,,1.38,1.38,1.44,,3.82,2.83,2.61
09/09/2025 10:50 p. m.,Ordeño,09:20,7.85,3,,TI,,,0,,,0.72,0.96,0.78,,0,0,0,,5.01,4.90,4.91,VMS 3,,Tanque,,,1.14,1.50,1.02,,2.52,2.83,2.50
11/09/2025 07:32 a. m.,Ordeño,08:59,15.34,1,,DD,,,0,,,0.90,0.96,0.90,,0,0,0,,5.59,5.16,5.80,VMS 3,,Tanque,,,1.32,1.32,1.26,,5.19,4.99,5.16
12/09/2025 12:23 a. m.,Ordeño,09:20,9.48,1,,TI,,,0,,,0.84,0.96,0.78,,0,0,0,,4.55,4.79,0.00,VMS 1,,Tanque,,,1.68,1.32,1.26,,3.38,3.57,2.53
13/09/2025 11:55 a. m.,Ordeño,13:13,17.07,1,,,,,0,,,0.96,1.08,0.96,,0,0,0,,5.01,5.28,0.00,VMS 1,,Tanque,,,1.50,2.04,1.50,,6.00,5.80,5.27
14/09/2025 12:19 p. m.,Ordeño,08:53,15.06,1,,,,,0,,,0.96,0.96,0.84,,0,0,0,,4.89,5.26,0.00,VMS 1,,Tanque,,,1.62,1.38,1.26,,5.57,5.04,4.45
15/09/2025 04:24 p. m.,Ordeño,08:45,16.53,1,,,,,0,,,0.96,1.02,0.96,,0,0,0,,0.00,5.51,0.00,VMS 1,,Tanque,,,1.44,1.50,1.32,,5.87,6.12,4.54
16/09/2025 01:45 p. m.,Ordeño,09:01,10.11,1,,"TI,TD",TI,,0,,,0.96,0.90,0.90,,0,0,0,,0.00,5.17,0.00,VMS 1,,Tanque,,,1.44,1.44,1.32,,4.52,1.73,3.86
17/09/2025 06:48 a. m.,Ordeño,07:21,13.07,1,,,,,0,,,0.90,1.08,0.84,,0,0,0,,0.00,4.89,0.00,VMS 1,,Tanque,,,1.44,1.44,1.26,,4.25,5.46,3.36
17/09/2025 07:11 p. m.,Ordeño,07:25,8.25,2,,,,,0,,,0.84,0.90,0.78,,0,0,0,,0.00,4.65,0.00,VMS 1,,Tanque,,,1.26,1.44,1.08,,3.21,2.39,2.65
18/09/2025 05:53 a. m.,Ordeño,07:50,7.88,1,,,,,0,,,0.90,0.96,0.78,,0,0,0,,0.00,4.77,0.00,VMS 1,,Tanque,,,1.38,1.44,1.20,,2.89,2.59,2.40
19/09/2025 09:40 p. m.,Ordeño,08:59,15.92,1,,,,,0,,,0.90,1.02,0.84,,0,0,0,,0.00,6.11,0.00,VMS 1,,Tanque,,,1.38,1.50,1.38,,5.47,5.54,4.91
20/09/2025 07:28 a. m.,Ordeño,11:05,2.43,1,,,TI,TI,0,,,0.78,0.00,0.72,,0,0,0,,0.00,0.00,0.00,VMS 1,,Tanque,,,1.20,0.00,1.26,,1.43,0.00,1.00
21/09/2025 05:25 a. m.,Ordeño,09:15,14.40,1,,,,,0,,,0.84,0.96,0.84,,0,0,0,,0.00,5.39,0.00,VMS 1,,Drenaje,,,1.38,1.50,1.38,,5.08,4.53,4.79
22/09/2025 06:45 a. m.,Ordeño,09:33,15.67,1,,,,,0,,,0.90,0.96,0.78,,0,0,0,,0.00,5.36,0.00,VMS 1,,Drenaje,,,1.32,1.32,1.20,,5.87,5.63,4.17
23/09/2025 05:54 a. m.,Ordeño,09:05,14.86,1,,,,,0,,,0.90,1.02,0.84,,0,0,0,,0.00,5.28,0.00,VMS 1,,Drenaje,,,1.32,1.56,1.32,,5.38,5.27,4.21
23/09/2025 12:25 p. m.,Ordeño,05:47,4.48,2,,,,,0,,,0.60,0.78,0.66,,0,0,0,,0.00,4.93,0.00,VMS 1,,Drenaje,,,1.02,1.14,0.90,,1.54,1.60,1.34
24/09/2025 05:57 a. m.,Ordeño,09:20,13.59,1,,,,,0,,,0.78,1.02,0.84,,0,0,0,,0.00,5.69,0.00,VMS 1,,Drenaje,,,1.32,1.44,1.26,,4.82,4.84,3.93
24/09/2025 11:51 p. m.,Ordeño,09:38,14.21,1,,,,,0,,,0.84,1.08,0.84,,0,0,0,,0.00,5.56,0.00,VMS 1,,Drenaje,,,1.32,1.50,1.38,,5.11,5.03,4.07
25/09/2025 12:43 p. m.,Ordeño,08:53,10.50,2,,,,,0,,,0.84,0.96,0.78,,0,0,0,,0.00,5.29,0.00,VMS 1,,Drenaje,,,1.32,1.38,1.20,,3.73,3.68,3.09
26/09/2025 01:31 a. m.,Ordeño,09:04,10.52,1,,,,,0,,,0.84,1.02,0.84,,0,0,0,,0.00,5.14,0.00,VMS 1,,Drenaje,,,1.44,1.56,1.50,,3.65,3.81,3.06
26/09/2025 12:31 p. m.,Ordeño,09:00,9.29,2,,,,,0,,,0.90,0.96,0.78,,0,0,0,,0.00,5.08,0.00,VMS 1,,Drenaje,,,1.56,1.38,1.14,,3.25,3.36,2.68
26/09/2025 06:31 p. m.,Ordeño,08:28,5.19,3,,,,,0,,,0.66,0.84,0.66,,0,0,0,,0.00,4.82,0.00,VMS 1,,Drenaje,,,1.08,1.26,1.02,,1.71,2.03,1.45
27/09/2025 03:05 a. m.,Ordeño,06:40,6.76,1,,,,,0,,,0.78,0.84,0.66,,0,0,0,,0.00,4.95,0.00,VMS 1,,Drenaje,,,1.20,1.20,1.02,,2.39,2.45,1.92
27/09/2025 01:38 p. m.,Ordeño,07:07,8.73,2,,,,,0,,,0.78,0.90,0.72,,0,0,0,,0.00,4.95,0.00,VMS 1,,Drenaje,,,1.26,1.26,1.08,,3.16,3.08,2.49
28/09/2025 09:13 a. m.,Ordeño,08:56,15.42,1,,TI,,,0,,,0.90,0.90,0.84,,0,0,0,,0.00,5.09,0.00,VMS 1,,Drenaje,,,1.50,1.62,1.20,,5.51,5.30,4.61
28/09/2025 10:12 p. m.,Ordeño,09:37,11.50,2,,,,,0,,,0.84,0.84,0.72,,0,0,0,,0.00,4.75,0.00,VMS 1,,Drenaje,,,1.44,1.26,1.14,,3.93,4.25,3.32
29/09/2025 08:43 a. m.,Ordeño,07:38,9.79,1,,,,,0,,,0.90,0.84,0.78,,0,0,0,,0.00,5.13,0.00,VMS 1,,Drenaje,,,1.38,1.20,1.20,,3.59,3.39,2.81
30/09/2025 12:23 a. m.,Ordeño,09:05,14.93,1,,,,,0,,,0.84,0.90,0.78,,0,0,0,,0.00,5.09,0.00,VMS 1,,Drenaje,,,1.56,1.44,1.20,,5.16,5.34,4.43
30/09/2025 10:49 a. m.,Ordeño,09:10,10.15,2,,,,,0,,,0.78,0.84,0.72,,0,0,0,,0.00,4.95,0.00,VMS 1,,Drenaje,,,1.26,1.26,1.14,,3.63,3.58,2.94
30/09/2025 10:15 p. m.,Ordeño,07:48,11.46,3,,,,,0,,,0.78,0.84,0.78,,0,0,0,,0.00,5.07,0.00,VMS 1,,Drenaje,,,1.50,1.20,1.20,,4.11,3.96,3.39
01/10/2025 06:18 a. m.,Ordeño,06:28,8.31,1,,,,,0,,,0.78,0.84,0.72,,0,0,0,,0.00,4.90,0.00,VMS 1,,Drenaje,,,1.26,1.20,1.02,,2.96,2.93,2.42
02/10/2025 01:35 a. m.,Ordeño,08:43,15.28,1,,,,,0,,,0.96,0.96,0.84,,0,0,0,,0.00,5.16,0.00,VMS 1,,Drenaje,,,1.68,1.38,1.20,,5.56,5.24,4.48
02/10/2025 04:16 p. m.,Ordeño,11:13,10.62,2,,,,,0,,,0.84,0.84,0.72,,0,0,0,,0.00,4.66,0.00,VMS 1,,Drenaje,,,1.26,1.44,1.08,,3.83,3.63,3.16
03/10/2025 05:38 a. m.,Ordeño,08:52,11.74,1,,,,,0,,,0.84,0.90,0.78,,0,0,0,,0.00,4.99,0.00,VMS 1,,Drenaje,,,1.26,1.38,1.32,,4.14,4.21,3.39
03/10/2025 07:57 p. m.,Ordeño,09:07,13.86,2,,,,,0,,,0.90,0.96,0.78,,0,0,0,,0.00,5.11,0.00,VMS 1,,Drenaje,,,1.44,1.32,1.08,,4.92,4.93,4.01
04/10/2025 07:54 a. m.,Ordeño,08:05,11.25,1,,,,,0,,,0.84,0.90,0.72,,0,0,0,,0.00,4.88,0.00,VMS 1,,Drenaje,,,1.38,1.32,1.14,,4.00,3.98,3.27
04/10/2025 11:27 p. m.,Ordeño,09:27,15.34,2,,,,,0,,,1.02,1.02,0.84,,0,0,0,,0.00,5.09,0.00,VMS 1,,Tanque,,,1.56,1.44,1.50,,5.56,5.44,4.34
05/10/2025 07:00 a. m.,Ordeño,07:11,7.56,1,,,,,0,,,0.84,0.90,0.72,,0,0,0,,0.00,4.97,0.00,VMS 1,,Tanque,,,1.20,1.32,1.02,,2.63,2.70,2.23
06/10/2025 05:29 a. m.,Ordeño,10:01,17.92,1,,,,,0,,,0.90,0.96,0.84,,0,0,0,,0.00,5.53,0.00,VMS 1,,Tanque,,,1.50,1.38,1.26,,6.05,6.28,5.59
07/10/2025 05:23 a. m.,Ordeño,11:05,17.80,1,,,,,0,,,0.96,0.96,0.84,,0,0,0,,0.00,5.32,0.00,VMS 1,,Tanque,,,1.44,1.38,1.20,,6.42,5.95,5.43
07/10/2025 10:55 p. m.,Ordeño,09:42,7.63,2,,,DD,DD,0,,,0.00,1.02,0.78,,0,0,0,,0.00,4.95,0.00,VMS 1,,Tanque,,,0.00,1.44,1.08,,0.00,3.94,3.69
08/10/2025 09:05 a. m.,Ordeño,09:46,11.87,1,,,,,0,,,1.02,0.84,0.72,,0,0,0,,0.00,5.02,0.00,VMS 1,,Tanque,,,1.50,1.26,1.26,,6.18,3.01,2.68
08/10/2025 08:42 p. m.,Ordeño,08:25,10.52,2,,,,,0,,,0.84,0.90,0.72,,0,0,0,,0.00,5.37,0.00,VMS 1,,Tanque,,,1.32,1.26,1.14,,3.23,3.94,3.35
09/10/2025 06:42 a. m.,Ordeño,07:32,9.41,1,,,,,0,,,0.90,0.90,0.84,,0,0,0,,0.00,5.55,0.00,VMS 1,,Tanque,,,1.50,1.20,1.68,,3.08,3.40,2.93
09/10/2025 04:48 p. m.,Ordeño,10:24,10.22,2,,,,,0,,,0.84,0.90,0.78,,0,0,0,,0.00,5.45,0.00,VMS 1,,Tanque,,,1.38,1.26,1.08,,3.48,3.64,3.10
10/10/2025 05:11 a. m.,Ordeño,09:15,12.71,1,,,,,0,,,0.96,0.96,0.78,,0,0,0,,0.00,5.32,0.00,VMS 1,,Tanque,,,1.74,1.44,1.08,,4.37,4.59,3.75
10/10/2025 09:25 p. m.,Ordeño,08:43,17.63,2,,,,,0,,,1.02,1.02,0.84,,0,0,0,,0.00,5.43,0.00,VMS 1,,Tanque,,,1.68,1.44,1.26,,6.20,6.26,5.17
11/10/2025 01:19 p. m.,Ordeño,12:08,15.30,1,,,,,0,,,0.96,1.02,0.78,,0,0,0,,0.00,5.32,0.00,VMS 1,,Tanque,,,1.44,1.38,1.26,,5.23,5.38,4.69
12/10/2025 09:41 a. m.,Ordeño,09:25,11.72,1,,,DD,DD,0,,,0.00,1.08,0.84,,0,0,0,,0.00,5.38,0.00,VMS 1,,Tanque,,,0.00,1.68,1.26,,0.00,6.67,5.05
12/10/2025 09:11 p. m.,Ordeño,09:57,15.93,2,,,,,0,,,1.08,0.96,0.78,,0,0,0,,0.00,5.13,0.00,VMS 1,,Tanque,,,1.68,1.38,1.14,,7.23,4.59,4.11
13/10/2025 11:38 a. m.,Ordeño,08:31,15.05,1,,,,,0,,,0.96,1.02,0.90,,0,0,0,,0.00,5.33,0.00,VMS 1,,Tanque,,,1.62,1.50,1.32,,4.62,5.54,4.89
14/10/2025 01:05 a. m.,Ordeño,08:13,13.37,1,,,,,0,,,0.96,1.08,0.78,,0,0,0,,0.00,5.04,0.00,VMS 1,,Tanque,,,1.74,1.44,1.26,,4.36,4.98,4.03
15/10/2025 08:29 a. m.,Ordeño,10:56,19.46,1,,,,,0,,,0.96,1.08,0.84,,0,0,0,,0.00,5.42,0.00,VMS 1,,Tanque,,,1.80,1.62,1.26,,6.86,6.45,6.15
16/10/2025 12:57 a. m.,Ordeño,07:30,7.23,1,,,DD,DD,0,,,0.00,1.02,0.84,,0,0,0,,0.00,5.47,0.00,VMS 1,,Tanque,,,0.00,1.38,1.20,,0.00,3.40,3.83
16/10/2025 05:33 a. m.,Ordeño,08:59,8.35,2,,,,,0,,,0.96,0.90,0.66,,0,0,0,,0.00,5.06,0.00,VMS 1,,Tanque,,,1.56,1.38,0.96,,5.89,1.23,1.23
16/10/2025 11:17 p. m.,Ordeño,09:08,17.89,3,,,,,0,,,1.02,1.08,0.84,,0,0,0,,5.34,5.68,0.00,VMS 1,,Tanque,,,1.44,1.50,1.32,,6.51,5.99,5.39
17/10/2025 01:54 p. m.,Ordeño,09:51,15.64,1,,TD,,,0,,,0.90,1.14,0.90,,0,0,0,,5.46,5.74,0.00,VMS 1,,Tanque,,,1.38,1.50,1.68,,5.41,5.89,4.34
18/10/2025 07:20 a. m.,Ordeño,09:51,16.81,1,,,,,0,,,1.02,1.14,0.90,,0,0,0,,5.27,5.40,0.00,VMS 1,,Tanque,,,2.04,1.56,1.50,,5.80,5.87,5.14
18/10/2025 09:10 p. m.,Ordeño,09:16,14.41,2,,,,,0,,,0.90,1.02,0.84,,0,0,0,,5.06,5.14,0.00,VMS 1,,Tanque,,,1.44,1.44,1.20,,5.12,5.00,4.29
19/10/2025 09:09 a. m.,Ordeño,12:15,13.17,1,,,,,0,,,0.96,1.14,0.90,,0,0,0,,5.00,5.05,0.00,VMS 1,,Tanque,,,1.38,1.56,1.56,,4.49,4.74,3.94
19/10/2025 09:15 p. m.,Ordeño,08:26,14.10,2,,,,,0,,,0.96,1.08,0.90,,0,0,0,,4.79,5.00,0.00,VMS 1,,Tanque,,,1.62,1.56,1.32,,5.25,4.84,4.01
20/10/2025 05:54 a. m.,Ordeño,09:00,10.06,1,,,,,0,,,0.90,0.96,0.84,,0,0,0,,4.78,4.89,0.00,VMS 1,,Tanque,,,1.44,1.56,1.50,,3.55,3.59,2.92
19/09/2025 07:50 a. m.,Echada sin ordeñar,16:55,,,,,,,,,,,,,,,,,,,,,VMS 1,,,,,,,,,,,
22/09/2025 06:42 a. m.,Echada sin ordeñar,01:32,,,,,,,,,,,,,,,,,,,,,VMS 1,,,,,,,,,,,
22/09/2025 07:04 a. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 1,,,,,,,,,,,
24/09/2025 08:35 a. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 1,,,,,,,,,,,
25/09/2025 05:25 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 1,,,,,,,,,,,
26/09/2025 06:30 a. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 1,,,,,,,,,,,
30/09/2025 05:36 a. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 1,,,,,,,,,,,
09/10/2025 09:16 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 1,,,,,,,,,,,
