Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
18/03/2024 10:14 p. m.,Ordeño,13:52,24.96,1,,,,,1,,0.96,0.78,1.02,0.96,0,0,0,0,5.06,5.16,5.18,0.00,VMS 1,,Tanque,,1.38,1.20,1.50,1.62,5.23,4.77,7.24,7.72
22/07/2024 05:56 a. m.,Ordeño,08:51,16.16,1,,,,,1,DI,0.96,0.66,1.02,1.08,0,0,0,0,6.75,4.89,0.00,5.18,VMS 2,,Tanque,,1.38,1.02,1.38,1.44,2.81,3.41,4.95,4.99
22/07/2024 01:35 p. m.,Ordeño,08:10,12.58,2,,,DI,,1,DI,0.72,0.60,0.90,1.02,0,0,0,0,5.89,4.18,0.00,4.43,VMS 2,,Tanque,,1.26,1.08,1.26,1.44,0.97,2.90,4.33,4.38
22/07/2024 06:30 p. m.,Ordeño,08:54,8.41,3,,,DI,,1,DI,0.48,0.60,0.78,1.02,0,0,0,0,5.43,4.49,0.00,4.63,VMS 2,,Tanque,,1.20,0.96,1.08,1.44,0.48,2.00,2.62,3.31
07/09/2024 02:04 a. m.,Ordeño,07:39,16.20,1,,,,,1,DI,0.90,0.66,1.08,1.14,0,0,0,0,5.49,4.68,4.75,4.91,VMS 3,,Tanque,,1.32,1.20,1.50,1.50,3.12,3.14,4.73,5.21
07/09/2024 06:59 a. m.,Ordeño,05:50,10.56,2,,TD,,,1,,0.78,0.66,1.02,1.14,0,0,0,0,4.82,4.55,4.61,4.65,VMS 3,,Tanque,,1.14,1.02,1.32,1.62,1.78,2.18,3.17,3.43
13/09/2024 05:06 p. m.,Ordeño,07:54,19.09,2,,,,,1,TD,0.90,0.72,1.08,1.14,0,0,0,0,4.63,4.64,4.62,5.40,VMS 3,,Tanque,,1.26,1.08,1.44,1.74,3.75,3.75,5.64,5.95
28/09/2024 10:58 a. m.,Ordeño,10:10,26.57,1,,,,,1,DI,0.96,0.72,1.08,1.08,0,0,0,0,5.83,4.92,4.91,4.98,VMS 3,,Tanque,,1.38,1.08,1.56,1.50,5.44,5.18,7.79,8.16
13/12/2024 05:47 p. m.,Ordeño,10:22,22.69,2,,,,,1,DI,0.90,0.66,1.14,1.20,0,0,0,0,5.47,4.30,4.24,4.22,VMS 3,,Tanque,,1.38,0.96,1.62,1.68,4.53,4.61,6.64,6.91
14/12/2024 10:31 a. m.,Ordeño,10:35,23.83,1,,,,,1,,0.96,0.66,1.20,1.14,0,0,0,0,4.89,4.45,4.58,4.58,VMS 3,,Tanque,,1.44,1.20,1.62,1.50,4.61,5.08,6.90,7.24
09/01/2025 01:51 p. m.,Ordeño,09:43,22.75,2,,,,,1,DI,1.02,0.72,1.08,1.14,0,0,0,0,5.49,4.56,4.94,4.71,VMS 3,,Tanque,,1.38,1.02,1.50,1.56,6.45,4.58,5.15,6.57
10/01/2025 02:33 p. m.,Ordeño,10:06,20.58,2,,,,,1,"DI,TD",0.84,0.66,1.08,1.08,0,0,0,0,5.29,4.22,4.49,5.49,VMS 3,,Tanque,,1.32,1.02,1.50,1.44,3.48,4.55,5.86,6.69
16/01/2025 08:23 a. m.,Ordeño,09:04,20.27,1,,,,,1,,0.90,0.72,1.14,1.32,0,0,0,0,4.95,4.57,4.57,4.74,VMS 3,,Tanque,,1.44,1.08,1.74,1.74,3.54,4.17,6.12,6.44
29/03/2025 03:10 p. m.,Ordeño,13:07,23.37,1,,,,,1,DD,0.90,0.72,1.02,1.20,0,0,0,0,4.89,5.09,4.22,4.36,VMS 2,,Tanque,,1.44,1.14,1.62,1.74,3.68,4.97,6.41,8.31
06/04/2025 03:15 p. m.,Ordeño,09:36,26.75,1,,TD,,,1,DI,0.96,0.78,1.14,1.26,0,0,0,0,6.18,4.78,5.35,5.13,VMS 2,,Tanque,,1.44,1.14,1.50,2.16,5.59,4.93,8.15,8.08
12/04/2025 07:53 a. m.,Ordeño,11:37,22.60,1,,,,,1,,0.84,0.60,1.20,1.20,0,0,0,0,4.95,3.92,4.84,4.78,VMS 2,,Tanque,,1.26,1.08,1.74,1.62,3.58,4.96,6.57,7.49
13/04/2025 08:12 a. m.,Ordeño,09:07,19.72,1,,,,,1,DI,0.84,0.66,1.02,1.08,0,0,0,0,5.64,4.36,4.81,4.62,VMS 2,,Tanque,,1.38,1.14,1.44,1.50,4.27,3.89,5.53,6.03
16/04/2025 02:21 a. m.,Ordeño,09:31,10.25,1,,,,,1,DI,0.84,0.60,1.08,1.20,0,0,332,0,5.30,4.33,5.00,4.80,VMS 2,,Tanque,,1.20,1.02,1.50,1.68,1.93,2.27,2.46,3.59
19/04/2025 02:24 a. m.,Ordeño,11:56,23.58,1,,,,,1,DI,1.02,0.66,1.14,1.26,0,0,361,0,6.51,4.65,5.09,4.93,VMS 2,,Tanque,,1.44,1.08,1.62,1.68,4.27,4.81,6.62,7.88
20/04/2025 11:12 a. m.,Ordeño,11:05,11.86,2,,,,,1,DI,0.66,0.66,0.90,1.20,0,0,393,0,5.45,4.25,4.60,4.60,VMS 2,,Tanque,,1.02,1.02,1.20,1.56,1.15,2.89,3.29,4.53
22/04/2025 02:21 p. m.,Ordeño,09:20,16.68,3,,TI,,,1,"DI,TI",1.14,0.66,1.14,0.96,0,0,0,0,7.37,4.73,5.26,3.99,VMS 2,,Tanque,,1.68,1.02,1.50,1.38,3.73,3.86,7.26,1.83
23/04/2025 10:54 a. m.,Ordeño,10:47,19.89,1,,,,,1,DI,0.78,0.72,1.14,1.26,0,0,341,0,6.28,4.93,5.05,5.33,VMS 2,,Tanque,,1.44,1.20,1.50,1.80,2.35,5.55,4.00,7.99
24/04/2025 03:51 a. m.,Ordeño,07:20,8.59,1,,,TI,TI,1,DI,0.54,0.66,0.00,1.26,0,0,0,0,5.55,4.03,0.00,5.02,VMS 2,,Tanque,,0.90,1.02,0.00,1.86,1.44,1.74,0.00,5.41
24/04/2025 02:11 p. m.,Ordeño,07:45,12.76,2,,,,,1,,0.90,0.72,1.14,1.20,0,0,0,0,5.71,4.96,5.64,5.00,VMS 2,,Tanque,,1.32,1.20,1.62,1.56,1.56,3.37,3.18,4.65
25/04/2025 02:58 p. m.,Ordeño,07:11,10.27,3,,,,,1,DI,0.84,0.66,0.96,1.14,0,0,0,0,6.52,4.82,5.10,5.00,VMS 2,,Tanque,,1.20,1.08,1.44,1.50,1.79,2.39,2.84,3.25
26/04/2025 02:39 a. m.,Ordeño,10:30,14.23,1,,,,,1,DI,0.84,0.66,1.02,1.20,0,0,0,0,5.93,4.96,5.28,5.14,VMS 2,,Tanque,,1.38,1.08,1.38,1.56,2.02,3.68,3.23,5.30
26/04/2025 03:02 p. m.,Ordeño,09:11,13.15,2,,,,,1,,0.54,0.72,1.14,1.20,0,0,0,342,5.13,4.67,5.41,5.02,VMS 2,,Tanque,,1.14,1.08,1.56,1.56,1.16,3.80,3.22,4.97
28/04/2025 03:21 a. m.,Ordeño,07:55,15.81,1,,,,,1,DI,0.90,0.66,1.08,1.38,0,0,0,0,5.99,4.45,5.09,5.17,VMS 2,,Tanque,,1.32,1.08,1.44,1.80,1.72,3.31,3.13,7.65
28/04/2025 10:17 p. m.,Ordeño,11:10,20.61,2,,,,,1,DI,0.90,0.72,1.14,1.20,0,0,0,0,5.75,4.78,5.23,4.88,VMS 2,,Tanque,,1.38,1.26,1.50,1.50,2.11,5.40,5.85,7.25
29/04/2025 09:04 a. m.,Ordeño,10:39,12.44,1,,,,,1,DI,0.84,0.72,1.02,1.20,0,0,327,0,5.80,4.12,4.83,4.48,VMS 2,,Tanque,,1.26,1.14,1.50,1.62,1.51,3.51,3.29,4.13
29/04/2025 05:53 p. m.,Ordeño,08:20,6.05,2,,,TD,TD,1,DI,0.72,0.66,1.02,0.00,0,0,0,0,5.93,4.48,5.01,0.00,VMS 2,,Tanque,,1.02,0.96,1.44,0.00,1.03,2.44,2.58,0.00
29/04/2025 10:01 p. m.,Ordeño,06:28,7.72,3,,,,,1,"DI,TD",0.42,0.54,0.84,1.14,0,0,0,0,5.46,4.28,5.08,5.48,VMS 2,,Tanque,,0.78,0.84,1.14,1.56,0.46,1.32,1.24,4.70
30/04/2025 08:12 a. m.,Ordeño,09:33,13.00,1,,,,,1,DI,0.78,0.66,1.14,1.14,0,0,0,0,5.80,4.65,5.25,4.99,VMS 2,,Tanque,,1.14,1.14,1.44,1.62,1.32,3.38,3.64,4.66
01/05/2025 02:39 a. m.,Ordeño,11:30,18.81,1,,,,,1,DI,0.84,0.66,1.08,1.20,0,0,325,0,5.75,4.65,5.25,5.13,VMS 2,,Tanque,,1.26,1.20,1.50,1.74,1.93,4.62,5.50,6.76
01/05/2025 10:38 a. m.,Ordeño,09:20,7.89,2,,,,,1,DI,0.42,0.60,0.96,1.08,0,0,0,418,5.48,3.85,4.47,4.56,VMS 2,,Tanque,,0.96,0.96,1.32,1.68,0.75,2.39,2.27,2.48
02/05/2025 02:48 a. m.,Ordeño,10:21,16.83,1,,,,,1,DI,0.90,0.60,1.14,1.20,0,0,0,0,6.39,4.51,5.10,5.11,VMS 2,,Tanque,,1.38,0.90,1.50,1.50,2.15,4.05,4.87,5.76
03/05/2025 01:22 a. m.,Ordeño,13:36,18.68,1,,,DI,DI,1,,0.00,0.72,0.96,1.38,0,0,0,0,0.00,4.73,5.23,5.07,VMS 2,,Tanque,,0.00,1.08,1.44,1.80,0.00,5.12,5.40,8.16
03/05/2025 02:21 p. m.,Ordeño,08:07,14.86,2,,,,,1,DI,1.02,0.66,1.02,1.20,0,322,0,0,7.04,3.90,4.17,4.46,VMS 2,,Tanque,,1.50,1.02,1.50,1.74,2.89,3.32,4.30,4.35
04/05/2025 03:02 a. m.,Ordeño,11:27,10.78,1,,,,,1,DI,0.30,0.66,1.20,1.02,0,0,0,0,5.39,4.28,4.80,4.68,VMS 2,,Tanque,,0.66,1.26,1.56,1.56,0.88,2.72,4.01,3.17
05/05/2025 06:11 a. m.,Ordeño,09:34,11.71,1,,,TD,TD,1,DI,0.60,0.84,1.38,0.30,0,0,0,0,5.52,4.26,4.51,1.81,VMS 2,,Tanque,,1.26,1.32,2.04,0.48,1.22,4.20,6.24,0.05
05/05/2025 11:08 a. m.,Ordeño,09:05,8.30,2,,,,DI,1,TI,0.00,0.72,1.08,1.02,0,0,0,0,0.00,3.72,4.96,4.20,VMS 2,,Tanque,,0.00,1.08,1.56,1.50,0.00,1.18,5.56,1.56
06/05/2025 01:35 a. m.,Ordeño,08:09,13.80,1,,,,,1,DI,0.84,0.66,1.02,1.20,0,0,539,0,6.88,4.17,4.42,4.56,VMS 2,,Tanque,,1.38,1.08,1.50,1.62,1.87,3.45,3.27,5.21
08/05/2025 07:46 p. m.,Ordeño,07:56,16.63,3,,,,,1,DI,0.78,0.72,1.14,1.26,0,0,327,0,6.40,4.39,5.15,5.17,VMS 2,,Tanque,,1.32,1.14,1.56,1.74,1.28,3.23,5.32,6.80
09/05/2025 07:35 a. m.,Ordeño,09:03,8.79,1,,"DI,TI",TD,TD,1,DI,0.66,0.78,1.26,0.00,0,0,0,0,5.80,4.31,4.30,0.00,VMS 2,,Tanque,,1.20,1.20,1.86,0.00,0.93,3.52,4.34,0.00
09/05/2025 02:38 p. m.,Ordeño,10:01,10.50,2,,TD,,,1,"DI,TI",0.30,0.78,1.20,0.84,0,0,0,322,6.02,4.19,5.01,4.42,VMS 2,,Tanque,,0.66,1.08,1.80,1.20,0.49,1.94,6.99,1.08
11/05/2025 12:50 a. m.,Ordeño,09:42,16.81,1,,,,,1,"DI,TI",0.96,0.78,1.14,1.08,0,0,333,0,6.55,4.36,5.08,4.45,VMS 2,,Tanque,,1.32,1.14,1.44,1.62,1.58,4.08,6.26,4.89
11/05/2025 11:08 a. m.,Ordeño,09:07,9.53,2,,,,,1,DI,0.30,0.78,1.02,0.90,0,0,0,0,5.45,4.00,4.27,4.44,VMS 2,,Tanque,,0.60,1.14,1.62,1.68,0.54,3.23,2.42,3.34
12/05/2025 01:29 a. m.,Ordeño,09:50,11.91,1,,,DI,DI,1,,0.12,0.72,0.96,1.14,0,0,0,0,2.14,4.27,4.68,4.64,VMS 2,,Tanque,,0.36,1.08,1.38,1.68,0.05,3.73,3.21,4.92
13/05/2025 10:10 a. m.,Ordeño,11:41,17.05,1,,TD,,,1,DI,0.84,0.72,1.08,1.08,0,0,0,0,7.30,5.41,5.39,5.10,VMS 2,,Tanque,,1.20,1.20,1.80,1.68,1.46,5.21,5.46,4.92
14/05/2025 03:45 a. m.,Ordeño,08:37,16.14,1,,,,,1,"DI,TD",0.42,0.78,1.08,1.20,0,0,0,0,5.55,4.38,4.96,5.48,VMS 2,,Tanque,,0.90,1.20,1.44,2.28,0.95,3.96,4.28,6.95
15/05/2025 01:15 p. m.,Ordeño,07:42,14.00,2,,,,,1,"DI,TD",0.84,0.72,1.02,1.08,0,0,0,0,7.37,4.73,5.37,5.83,VMS 2,,Tanque,,1.26,1.14,1.38,1.62,1.23,3.09,4.96,4.72
15/05/2025 10:06 p. m.,Ordeño,09:31,5.65,3,,TI,TD,TD,1,DI,0.42,0.66,0.90,0.00,0,0,0,0,6.30,4.26,4.63,0.00,VMS 2,,Tanque,,0.78,0.96,1.38,0.00,0.90,2.44,2.31,0.00
16/05/2025 05:35 a. m.,Ordeño,10:06,7.94,1,,,,DI,1,TI,0.00,0.66,1.14,0.90,0,0,0,0,0.00,4.18,5.30,4.94,VMS 2,,Tanque,,0.00,1.14,1.56,1.26,0.00,1.90,4.31,1.73
17/05/2025 07:53 a. m.,Ordeño,09:43,17.82,2,,,,,1,DI,0.84,0.72,1.08,1.20,0,0,0,0,8.11,4.71,5.72,5.81,VMS 2,,Tanque,,1.20,1.20,1.50,1.74,1.35,3.79,6.21,6.47
18/05/2025 12:51 a. m.,Ordeño,10:16,7.66,1,,,TI,TI,1,,0.48,0.78,0.00,1.02,0,0,0,0,5.27,4.45,0.00,4.91,VMS 2,,Tanque,,1.02,1.20,0.00,1.50,0.76,3.95,0.00,2.95
18/05/2025 04:50 p. m.,Ordeño,08:36,12.38,2,,,,,1,TD,0.24,0.72,0.96,1.20,0,0,0,0,4.83,4.19,4.68,5.80,VMS 2,,Tanque,,0.60,1.08,1.50,1.86,0.64,3.31,2.69,5.74
19/05/2025 02:12 a. m.,Ordeño,07:58,4.37,1,,,TI,TI,1,DI,0.24,0.72,0.12,0.72,0,0,0,0,5.57,4.06,2.81,4.67,VMS 2,,Tanque,,0.42,1.08,0.24,1.26,0.34,2.22,0.06,1.75
20/05/2025 03:33 a. m.,Ordeño,11:04,7.03,1,,,TI,TI,1,TD,0.30,0.72,0.00,0.90,0,0,0,0,4.50,4.53,0.00,5.37,VMS 2,,Tanque,,0.90,1.20,0.00,1.38,0.50,3.90,0.00,2.63
20/05/2025 07:30 a. m.,Ordeño,09:24,6.19,2,,,,TD,1,"DI,TI",0.42,0.66,1.14,0.00,0,0,0,0,6.45,3.94,5.56,0.00,VMS 2,,Tanque,,0.78,1.08,2.04,0.00,0.59,1.09,4.51,0.00
21/05/2025 10:07 a. m.,Ordeño,08:50,10.24,2,,,,,1,"DI,TD",0.36,0.72,0.96,0.96,0,0,0,0,6.01,4.61,5.35,6.14,VMS 2,,Tanque,,0.54,1.14,1.32,1.38,0.37,2.80,3.82,3.25
21/05/2025 05:58 p. m.,Ordeño,11:57,4.82,3,,,TI,TI,1,DI,0.78,0.72,0.00,0.96,0,0,0,0,7.84,4.40,0.00,4.82,VMS 2,,Tanque,,1.32,1.14,0.00,1.44,1.14,1.92,0.00,1.76
22/05/2025 07:37 a. m.,Ordeño,10:00,9.68,2,,,,,1,"TI,TD",0.24,0.72,1.08,0.96,0,0,0,0,5.05,4.25,6.07,5.40,VMS 2,,Tanque,,0.54,1.08,1.44,1.62,0.36,1.90,4.24,3.18
23/05/2025 03:26 p. m.,Ordeño,06:49,7.48,3,,,,,1,"DI,TI",0.36,0.66,1.14,0.90,0,0,0,0,6.18,4.16,6.36,5.08,VMS 2,,Tanque,,0.48,1.14,1.50,1.56,0.42,1.23,4.62,1.21
24/05/2025 09:35 a. m.,Ordeño,10:35,10.25,1,,TI,TI,,1,DI,0.78,0.78,1.02,1.08,0,0,0,0,7.77,4.67,4.89,5.28,VMS 2,,Tanque,,1.26,1.14,1.62,1.44,1.39,4.28,1.73,2.85
24/05/2025 05:12 p. m.,Ordeño,09:40,6.26,2,,,,TI,1,TD,0.24,0.72,0.00,1.02,0,0,0,0,4.92,3.81,0.00,5.58,VMS 2,,Tanque,,0.66,1.20,0.00,1.62,0.31,1.81,0.00,4.14
25/05/2025 07:22 a. m.,Ordeño,08:16,10.00,1,,,,,1,TD,0.24,0.66,0.96,1.08,0,0,0,0,4.45,4.12,4.52,6.14,VMS 2,,Tanque,,0.60,1.14,1.50,1.50,0.36,3.39,2.63,3.62
26/05/2025 03:38 p. m.,Ordeño,09:11,6.27,2,,,TI,TI,1,,0.24,0.78,0.00,0.96,0,0,0,0,5.00,4.25,0.00,4.49,VMS 2,,Tanque,,0.60,1.26,0.00,1.38,0.31,3.20,0.00,2.76
27/05/2025 12:24 a. m.,Ordeño,10:06,8.61,1,,,,,1,"DI,TD",0.24,0.66,1.02,1.20,0,0,0,0,5.70,4.01,4.70,6.27,VMS 2,,Tanque,,0.66,1.02,1.50,1.80,0.26,2.26,1.80,4.29
27/05/2025 03:13 p. m.,Ordeño,09:19,9.43,2,,TI,,,1,DI,0.30,0.78,1.14,1.02,0,0,0,0,5.82,4.54,5.16,5.05,VMS 2,,Tanque,,0.66,1.38,1.56,1.56,0.36,3.71,2.59,2.77
28/05/2025 05:42 a. m.,Ordeño,12:19,6.81,1,,TD,TI,TI,1,DI,0.54,0.72,0.00,0.90,0,0,0,0,6.10,4.43,0.00,4.99,VMS 2,,Tanque,,1.08,1.26,0.00,1.38,0.69,3.05,0.00,3.07
28/05/2025 11:17 a. m.,Ordeño,08:34,7.29,2,,,,,1,"DI,TI",0.36,0.66,1.14,0.90,0,0,0,0,6.23,3.81,6.40,5.06,VMS 2,,Tanque,,0.66,1.08,1.92,1.38,0.51,1.86,3.52,1.40
29/05/2025 08:02 a. m.,Ordeño,11:11,9.11,1,,TD,TD,,1,,0.36,0.72,1.08,1.08,0,0,0,0,5.03,4.59,5.31,4.96,VMS 2,,Tanque,,0.96,1.20,1.38,2.04,0.58,4.25,2.69,1.59
30/05/2025 10:01 a. m.,Ordeño,07:40,12.50,1,,,,,1,"DI,TD",0.54,0.78,1.02,1.20,0,0,0,0,5.90,4.55,5.10,7.97,VMS 2,,Tanque,,1.02,1.32,1.80,2.04,0.60,3.58,3.40,4.92
31/05/2025 03:12 a. m.,Ordeño,11:11,7.36,1,,,TI,TI,1,,0.42,0.72,0.00,1.08,0,0,0,0,5.09,4.44,0.00,4.79,VMS 2,,Tanque,,0.84,1.26,0.00,1.74,0.45,3.27,0.00,3.64
01/06/2025 12:20 a. m.,Ordeño,07:34,8.04,1,,DI,,,1,"DI,TI",0.24,0.66,0.96,1.02,0,0,0,0,5.83,4.36,7.22,5.32,VMS 2,,Tanque,,0.78,1.08,1.50,1.56,0.23,2.51,1.92,3.38
03/06/2025 12:44 p. m.,Ordeño,10:39,6.45,2,,,,TD,1,DI,0.84,0.72,1.08,0.00,0,0,0,0,7.30,3.95,5.15,0.00,VMS 2,,Tanque,,1.38,1.08,1.56,0.00,1.46,1.76,3.23,0.00
04/06/2025 03:30 a. m.,Ordeño,08:14,9.83,1,,,,,1,TD,0.24,0.66,0.90,1.08,0,0,0,0,4.03,4.60,4.79,8.11,VMS 2,,Tanque,,0.42,1.02,1.38,1.74,0.31,3.31,2.75,3.46
04/06/2025 03:40 p. m.,Ordeño,08:01,6.81,2,,,,,1,TD,0.24,0.84,1.08,0.96,0,0,0,0,4.62,4.48,4.92,6.41,VMS 2,,Tanque,,0.60,1.26,1.44,1.38,0.39,3.02,2.39,1.01
05/06/2025 03:35 a. m.,Ordeño,08:30,6.55,1,,DI,,,1,TD,0.24,0.84,1.02,0.90,0,0,0,0,4.42,4.62,4.97,5.89,VMS 2,,Tanque,,0.48,1.32,1.38,1.44,0.25,2.96,2.34,1.00
05/06/2025 03:18 p. m.,Ordeño,06:01,6.95,2,,,,,1,TD,0.54,0.96,1.02,0.96,0,0,0,0,4.92,4.54,4.95,6.09,VMS 2,,Tanque,,0.96,1.38,1.38,1.44,0.40,2.94,2.33,1.28
06/06/2025 03:10 a. m.,Ordeño,06:59,4.20,1,,,,,1,"TI,TD",0.42,0.66,1.08,1.02,0,0,0,0,4.68,3.96,5.30,6.63,VMS 2,,Tanque,,0.96,1.02,1.44,1.56,0.35,0.84,1.82,1.19
06/06/2025 10:42 a. m.,Ordeño,05:44,3.62,2,,,,,1,TD,0.54,0.84,1.02,0.90,0,0,0,0,4.29,3.96,4.70,5.55,VMS 2,,Tanque,,0.96,1.38,1.38,1.44,0.40,1.12,1.23,0.87
06/06/2025 10:29 p. m.,Ordeño,04:56,5.62,3,,,,,1,"DI,TD",0.66,0.90,1.08,1.14,0,0,383,0,4.83,3.83,4.51,5.05,VMS 2,,Tanque,,1.02,1.26,1.44,1.68,0.63,1.83,1.81,1.35
07/06/2025 09:48 a. m.,Ordeño,04:53,6.24,1,,,,,1,"DI,TD",0.90,0.84,1.14,1.14,0,0,485,0,4.96,3.85,4.59,5.17,VMS 2,,Tanque,,1.50,1.32,1.56,1.68,1.15,1.76,1.82,1.51
07/06/2025 11:51 p. m.,Ordeño,05:56,9.62,2,,TD,,,1,"DI,TD",0.96,0.90,1.08,1.14,392,371,479,0,4.96,3.71,4.44,4.83,VMS 2,,Tanque,,1.38,1.32,1.44,1.98,1.89,2.82,2.84,2.07
09/06/2025 05:33 a. m.,Ordeño,05:51,9.66,1,,TD,,,1,TD,1.02,0.90,1.20,1.32,390,366,578,0,4.71,3.91,4.49,4.84,VMS 2,,Tanque,,1.50,1.32,1.56,2.04,1.95,2.85,2.85,2.01
09/06/2025 12:55 p. m.,Ordeño,04:28,5.64,2,,,,,1,TD,0.96,0.84,1.14,1.08,487,362,884,0,4.55,3.77,4.44,4.99,VMS 2,,Tanque,,1.38,1.26,1.56,1.92,1.30,1.59,1.52,1.23
09/06/2025 09:43 p. m.,Ordeño,05:09,7.28,3,,,,,1,,0.96,0.84,1.14,1.26,387,660,780,0,4.43,3.85,4.52,4.69,VMS 2,,Tanque,,1.32,1.26,1.56,1.92,1.69,2.02,2.04,1.53
10/06/2025 07:08 a. m.,Ordeño,05:51,9.05,1,,,,,1,TD,0.96,0.78,1.20,1.20,0,356,476,0,4.47,3.86,4.51,4.97,VMS 2,,Tanque,,1.32,1.38,1.62,1.86,2.12,2.48,2.55,1.90
11/06/2025 04:22 p. m.,Ordeño,06:22,9.73,2,,,,,1,,0.90,0.84,1.20,1.14,0,0,563,0,4.49,4.04,4.55,4.80,VMS 2,,Tanque,,1.32,1.20,1.74,1.80,2.11,2.74,2.87,2.01
12/06/2025 04:22 p. m.,Ordeño,05:35,8.24,3,,,,,1,TD,1.02,0.84,1.14,1.08,0,0,553,0,4.35,4.10,4.50,4.88,VMS 2,,Tanque,,1.38,1.32,1.62,1.56,1.87,2.29,2.40,1.68
19/06/2025 02:18 p. m.,Ordeño,08:11,14.50,2,,,,,1,TD,1.02,0.66,1.20,1.08,0,0,0,0,4.55,4.40,4.69,5.19,VMS 3,,Tanque,,1.44,1.08,1.62,1.44,4.20,3.38,4.24,2.68
20/06/2025 06:26 p. m.,Ordeño,07:25,12.43,2,,,,,1,,1.02,0.72,1.26,1.08,0,0,0,0,4.51,4.50,4.42,4.98,VMS 3,,Tanque,,1.32,1.08,1.62,1.80,3.64,2.84,3.63,2.32
21/06/2025 04:24 a. m.,Ordeño,08:01,12.00,1,,,,,1,,0.96,0.72,1.26,1.08,0,0,0,0,4.60,4.52,4.29,5.04,VMS 3,,Tanque,,1.32,1.26,1.62,1.56,3.49,2.82,3.52,2.17
21/06/2025 04:04 p. m.,Ordeño,07:13,13.88,2,,,,,1,,1.02,0.78,1.32,1.08,0,0,0,0,4.63,4.55,4.42,5.14,VMS 3,,Tanque,,1.44,1.14,1.68,1.62,4.20,3.28,3.92,2.48
22/06/2025 10:39 p. m.,Ordeño,08:35,14.77,3,,,,,1,TD,1.08,0.72,1.26,1.02,0,0,0,0,4.71,4.69,4.49,5.32,VMS 3,,Tanque,,1.56,1.14,1.62,1.38,4.54,3.41,4.46,2.36
