Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
20/02/2023 05:17 p. m.,Ordeño,08:32,15.40,1,,,,,1,,1.14,0.90,0.90,0.96,0,0,0,0,4.58,4.59,4.55,4.64,VMS 1,,Tanque,,1.56,1.38,1.44,1.50,4.12,4.54,3.03,3.71
21/02/2023 03:12 p. m.,Ordeño,08:15,15.58,1,,,,,1,,1.26,1.02,0.96,1.14,0,0,0,0,4.71,4.56,4.74,4.68,VMS 1,,Tanque,,1.80,1.50,1.32,1.62,4.31,4.38,3.45,3.44
22/02/2023 11:52 a. m.,Ordeño,08:39,15.50,1,,DD,,,1,,1.38,1.08,0.96,1.20,0,0,0,0,4.76,4.60,4.77,4.69,VMS 1,,Tanque,,1.86,1.62,1.44,1.62,4.41,4.46,3.25,3.38
05/03/2023 02:10 p. m.,Ordeño,10:48,11.42,1,,DD,TI,TI,1,,1.26,1.14,0.00,1.26,0,0,0,0,4.58,4.57,0.00,5.06,VMS 1,,Tanque,,1.80,2.16,0.00,1.56,3.33,4.56,0.00,3.53
06/03/2023 07:27 a. m.,Ordeño,08:03,15.06,1,,,,,1,,1.14,1.08,0.90,1.14,0,0,0,0,4.55,4.64,4.66,5.05,VMS 1,,Tanque,,1.56,1.50,1.62,1.56,4.28,4.24,2.98,3.56
08/03/2023 04:51 a. m.,Ordeño,11:20,12.70,1,,DI,,,1,,1.26,1.08,0.78,1.26,0,0,0,0,4.55,4.61,4.91,5.03,VMS 1,,Tanque,,2.10,1.50,1.14,1.68,3.73,3.77,2.10,3.10
08/03/2023 09:18 p. m.,Ordeño,08:24,15.28,2,,,,,1,,1.32,1.02,1.02,1.14,0,0,0,0,4.83,4.85,5.06,5.16,VMS 1,,Tanque,,1.62,1.44,1.38,1.50,4.10,4.31,3.39,3.48
26/03/2023 09:23 p. m.,Ordeño,09:59,17.72,2,,,,,1,,1.32,1.02,1.02,1.26,0,0,0,0,4.84,4.98,5.08,4.66,VMS 1,,Tanque,,1.80,1.44,1.56,1.74,4.65,5.50,3.60,3.97
31/03/2023 09:11 a. m.,Ordeño,08:36,15.28,1,,,,,1,,1.38,1.08,1.20,1.26,0,0,0,0,4.91,4.89,5.11,5.13,VMS 1,,Tanque,,1.98,1.68,1.56,1.86,4.03,4.30,3.18,3.77
01/04/2023 09:01 a. m.,Ordeño,07:06,16.41,1,,,,,1,,1.44,1.20,1.26,1.38,0,0,0,0,5.08,5.02,4.48,5.25,VMS 1,,Tanque,,1.80,1.62,1.80,1.92,4.02,4.58,3.98,3.83
12/04/2023 06:20 p. m.,Ordeño,07:45,15.06,2,,,,,1,,1.38,0.96,1.14,1.26,0,0,0,0,4.67,4.67,4.91,4.76,VMS 1,,Tanque,,1.86,1.38,1.56,1.74,4.03,4.57,3.15,3.31
26/04/2023 06:27 a. m.,Ordeño,06:50,15.35,1,,,,,1,,1.26,1.08,1.08,1.38,0,0,0,0,4.96,4.71,5.04,5.45,VMS 1,,Tanque,,1.86,1.56,1.50,1.68,4.39,3.96,3.37,3.63
15/05/2023 08:35 a. m.,Ordeño,09:25,14.44,1,,,,,1,TI,1.44,1.08,1.20,1.14,0,0,0,0,4.63,4.58,5.57,4.84,VMS 1,,Tanque,,2.16,1.80,1.62,1.86,3.61,4.14,3.33,3.36
15/05/2023 11:45 p. m.,Ordeño,07:29,14.15,2,,,,,1,,1.26,0.90,0.96,1.14,0,0,0,0,4.93,4.62,5.00,4.95,VMS 1,,Tanque,,1.62,1.50,1.32,1.50,4.16,4.34,2.28,3.37
02/06/2023 07:10 p. m.,Ordeño,07:52,10.07,2,,,,,1,DD,1.02,1.08,0.96,1.08,0,0,0,0,4.84,5.95,4.64,5.01,VMS 1,,Tanque,,1.56,1.56,1.62,1.62,2.73,2.89,2.11,2.34
03/06/2023 02:30 a. m.,Ordeño,04:58,6.74,1,,,,,1,DD,1.02,0.90,0.96,1.02,0,0,0,0,4.39,5.25,4.23,4.42,VMS 1,,Tanque,,1.44,1.38,1.50,1.44,2.06,1.73,1.42,1.53
03/06/2023 03:53 p. m.,Ordeño,06:02,11.23,2,,,,,1,DD,1.14,0.96,1.08,1.14,0,0,0,0,4.62,5.61,4.68,4.86,VMS 1,,Tanque,,1.68,1.44,1.50,1.56,3.42,2.43,2.55,2.83
04/06/2023 03:12 a. m.,Ordeño,05:48,10.22,1,,,,,1,DD,1.26,1.08,1.14,1.14,0,0,0,0,4.63,5.56,4.63,4.67,VMS 1,,Tanque,,1.74,1.68,1.44,1.62,3.15,2.29,2.28,2.50
04/06/2023 08:58 p. m.,Ordeño,07:05,15.21,2,,,,,1,DD,1.14,0.90,0.96,1.14,0,0,0,0,5.23,6.11,4.98,5.19,VMS 1,,Tanque,,1.50,1.50,1.56,1.56,4.42,3.72,3.34,3.73
05/06/2023 04:18 a. m.,Ordeño,04:54,7.57,1,,,,,1,DD,1.08,0.84,1.02,1.32,0,0,0,0,4.51,5.32,4.40,4.66,VMS 1,,Tanque,,1.50,1.26,1.44,1.86,2.24,1.85,1.60,1.88
05/06/2023 04:00 p. m.,Ordeño,06:25,11.32,2,,DD,,,1,DD,1.14,0.96,1.08,1.14,0,0,0,0,5.13,5.91,5.01,5.19,VMS 1,,Tanque,,1.50,1.44,1.56,1.44,3.32,2.90,2.47,2.63
06/06/2023 03:54 a. m.,Ordeño,05:12,9.07,1,,,,,1,DD,1.14,0.96,1.08,1.08,0,0,0,0,5.25,6.46,5.21,5.33,VMS 1,,Tanque,,1.56,1.44,1.56,1.44,2.83,2.07,1.99,2.18
06/06/2023 06:28 p. m.,Ordeño,15:27,9.11,2,,"DD,TI",,,1,DD,1.08,0.90,0.96,1.02,0,0,0,0,4.84,6.20,4.81,4.86,VMS 1,,Drenaje,,1.68,1.56,1.32,1.56,2.65,1.71,2.13,2.62
07/06/2023 03:25 a. m.,Ordeño,06:10,7.15,1,,,,,1,DD,1.20,0.96,0.90,0.96,0,386,0,0,4.43,6.01,4.30,4.48,VMS 1,,Drenaje,,1.62,1.38,1.32,1.32,2.47,1.33,1.62,1.73
07/06/2023 05:45 p. m.,Ordeño,09:07,11.05,2,,DI,,,1,DD,1.26,1.14,1.02,1.08,0,0,0,0,4.81,6.01,4.67,4.87,VMS 1,,Drenaje,,1.80,1.56,1.62,1.62,3.61,1.84,2.67,2.93
08/06/2023 05:09 a. m.,Ordeño,05:24,10.07,1,,,,,1,DD,1.26,1.20,1.08,1.20,0,0,0,0,4.82,5.98,4.82,5.01,VMS 1,,Drenaje,,1.62,1.80,1.50,1.56,3.30,1.87,2.36,2.54
08/06/2023 03:56 p. m.,Ordeño,06:18,9.35,2,,,,,1,DD,1.14,1.02,1.02,1.08,0,472,0,0,5.10,6.84,4.92,5.18,VMS 1,,Drenaje,,1.50,1.56,1.44,1.44,2.92,1.77,2.28,2.38
09/06/2023 04:16 a. m.,Ordeño,05:56,6.37,1,,TD,TD,TD,1,DD,1.14,1.08,1.02,0.42,0,675,0,0,4.52,6.68,4.49,3.42,VMS 1,,Drenaje,,1.56,1.56,1.44,1.02,2.77,1.44,1.99,0.17
09/06/2023 05:30 p. m.,Ordeño,06:44,8.55,2,,TD,,,1,DD,1.14,0.90,1.02,0.84,0,484,0,0,4.82,6.76,4.67,5.25,VMS 1,,Drenaje,,1.62,1.62,1.38,1.44,3.23,1.33,2.47,1.52
10/06/2023 04:54 a. m.,Ordeño,06:17,9.88,1,,"TI,TD",,,1,DD,1.08,1.14,1.14,1.32,0,300,0,0,4.96,6.30,4.69,4.89,VMS 1,,Drenaje,,1.50,2.04,1.86,1.68,3.37,0.65,2.55,3.31
25/06/2023 04:23 a. m.,Ordeño,05:12,8.40,1,,,,,1,,1.26,1.20,0.96,1.08,0,0,0,0,4.39,4.83,4.42,4.38,VMS 3,,Drenaje,,1.74,1.68,1.38,1.44,2.63,2.03,1.78,1.96
26/06/2023 12:34 a. m.,Ordeño,05:52,12.92,1,,,,,1,DD,1.26,1.14,1.02,1.14,0,0,0,0,4.65,5.55,4.60,4.62,VMS 3,,Drenaje,,1.62,1.80,1.44,1.50,3.77,3.02,2.86,3.27
26/06/2023 07:23 p. m.,Ordeño,05:48,14.00,2,,,,,1,,1.32,1.14,1.14,1.20,0,0,0,0,4.74,5.30,4.82,4.84,VMS 3,,Drenaje,,1.68,1.92,1.56,1.62,4.03,3.38,3.00,3.59
28/06/2023 11:20 a. m.,Ordeño,06:16,13.45,1,,,,,1,,1.32,1.08,1.20,1.08,0,0,0,0,4.89,5.01,4.95,4.78,VMS 3,,Drenaje,,1.74,1.74,1.62,1.62,4.27,2.97,2.86,3.35
29/06/2023 10:24 p. m.,Ordeño,06:51,14.80,2,,,,,1,,1.38,1.20,1.26,1.26,0,0,0,0,4.54,5.26,4.61,4.83,VMS 3,,Drenaje,,1.98,1.74,1.80,1.62,4.36,4.01,2.87,3.56
03/07/2023 01:18 p. m.,Ordeño,06:17,9.99,2,,,,,1,DD,1.14,1.14,0.96,1.02,0,0,0,0,4.19,5.67,4.38,4.19,VMS 3,,Drenaje,,1.74,1.56,1.32,1.50,2.39,4.07,1.68,1.85
22/07/2023 06:09 p. m.,Ordeño,12:22,10.60,2,,DI,,,1,,1.56,0.36,1.02,1.20,0,0,0,0,4.76,4.92,4.51,4.71,VMS 3,,Drenaje,,2.28,0.66,1.80,1.74,2.81,2.40,2.53,2.86
23/07/2023 12:54 p. m.,Ordeño,06:39,12.98,1,,,DD,,1,,1.26,0.36,1.02,1.08,0,0,0,0,4.63,4.59,4.65,4.61,VMS 3,,Drenaje,,2.04,1.14,1.44,1.38,4.95,0.39,3.53,4.11
23/07/2023 08:09 p. m.,Ordeño,10:08,6.87,2,,DI,,,1,DD,1.20,0.36,0.84,1.02,0,0,0,0,4.21,5.42,4.16,4.02,VMS 3,,Drenaje,,1.74,0.96,1.26,1.38,1.92,1.95,1.42,1.58
24/07/2023 03:13 a. m.,Ordeño,10:26,8.57,1,,,,,1,DD,1.14,0.48,0.84,1.14,0,0,0,0,4.67,6.09,4.51,4.49,VMS 3,,Drenaje,,1.56,0.84,1.20,1.50,2.20,3.22,1.43,1.72
24/07/2023 03:46 p. m.,Ordeño,08:20,10.65,2,,,,,1,,1.20,0.36,0.96,1.08,0,0,0,0,4.58,4.70,4.50,4.58,VMS 3,,Drenaje,,1.68,0.60,1.38,1.44,3.41,1.48,2.68,3.08
26/07/2023 05:26 a. m.,Ordeño,10:59,14.32,1,,,,,1,,1.32,0.42,1.20,1.32,0,0,0,0,4.69,5.24,4.51,4.65,VMS 3,,Drenaje,,1.86,0.78,1.62,1.74,4.40,3.20,3.37,3.35
26/07/2023 08:20 p. m.,Ordeño,09:17,13.04,2,,,,,1,,1.20,0.42,1.14,1.14,0,0,0,0,4.47,4.94,4.39,4.50,VMS 3,,Drenaje,,1.56,0.72,1.74,1.56,4.34,2.39,3.03,3.28
28/07/2023 02:34 a. m.,Ordeño,08:37,9.16,1,,,,,1,DD,1.26,0.48,1.02,1.08,0,0,0,0,4.38,4.93,4.29,4.23,VMS 3,,Drenaje,,1.74,1.02,1.38,1.38,2.88,2.02,2.00,2.26
28/07/2023 01:48 p. m.,Ordeño,07:40,10.65,2,,,,,1,DD,1.14,0.48,1.02,1.14,0,0,0,0,4.46,5.25,4.31,4.34,VMS 3,,Drenaje,,1.62,0.84,1.44,1.50,3.44,2.22,2.32,2.67
28/07/2023 09:50 p. m.,Ordeño,05:49,7.31,3,,,,,1,,1.20,0.48,1.02,1.08,0,0,0,0,4.34,4.83,4.39,4.41,VMS 3,,Drenaje,,1.56,0.84,1.44,1.56,2.37,1.45,1.64,1.85
29/07/2023 11:26 a. m.,Ordeño,08:08,12.04,1,,,,,1,,1.32,0.48,1.20,1.14,0,0,0,0,4.47,5.03,4.51,4.48,VMS 3,,Drenaje,,1.80,0.90,1.68,1.50,3.70,2.50,2.80,3.04
30/07/2023 01:05 a. m.,Ordeño,06:59,12.39,1,,,,,1,DD,1.20,0.60,1.26,1.26,0,0,0,0,4.44,5.19,4.45,4.42,VMS 3,,Drenaje,,1.74,1.08,1.62,1.68,3.93,2.48,2.86,3.12
30/07/2023 10:22 a. m.,Ordeño,06:09,8.51,2,,,,,1,DD,1.26,0.54,1.02,1.08,0,0,0,0,4.18,4.98,4.24,4.21,VMS 3,,Drenaje,,1.80,0.90,1.50,1.44,2.80,1.75,1.82,2.14
30/07/2023 04:50 p. m.,Ordeño,04:33,5.75,3,,,,,1,DD,1.08,0.54,1.02,1.02,0,0,0,0,4.28,4.90,4.26,4.18,VMS 3,,Drenaje,,1.56,0.90,1.50,1.44,1.91,1.06,1.32,1.46
31/07/2023 05:28 a. m.,Ordeño,06:51,10.94,1,,,,,1,,1.20,0.60,1.14,1.26,0,0,0,0,4.42,5.04,4.50,4.53,VMS 3,,Drenaje,,1.92,0.96,1.56,1.68,3.37,2.32,2.40,2.85
31/07/2023 04:49 p. m.,Ordeño,05:40,9.51,2,,,,,1,,1.26,0.66,1.14,1.32,0,0,0,0,4.33,4.96,4.46,4.41,VMS 3,,Drenaje,,1.74,0.96,1.62,1.86,3.05,1.98,2.09,2.39
01/08/2023 09:29 a. m.,Ordeño,07:22,13.83,1,,,,,1,DD,1.26,0.78,1.38,1.50,0,0,0,0,4.60,5.83,4.67,4.81,VMS 3,,Drenaje,,1.86,1.20,1.86,1.98,4.26,3.19,2.83,3.55
01/08/2023 05:41 p. m.,Ordeño,05:31,7.00,2,,,,,1,DD,1.20,0.60,1.08,1.20,0,0,0,0,4.15,5.30,4.24,4.26,VMS 3,,Drenaje,,1.62,1.08,1.56,1.56,2.11,1.53,1.63,1.73
02/08/2023 05:48 a. m.,Ordeño,06:01,10.41,1,,,,,1,,1.20,0.60,1.14,1.32,0,0,0,0,4.57,5.03,4.59,4.70,VMS 3,,Drenaje,,1.62,0.96,1.56,1.80,3.43,1.94,2.40,2.64
02/08/2023 03:01 p. m.,Ordeño,06:04,8.10,2,,"TI,TD",,,1,,1.20,0.60,1.14,1.38,0,0,0,0,4.57,4.91,4.78,4.57,VMS 3,,Drenaje,,1.68,1.02,1.98,1.92,2.86,1.64,1.49,2.11
03/08/2023 03:37 a. m.,Ordeño,06:00,11.58,1,,,,,1,,1.32,0.72,1.26,1.44,0,0,0,0,4.56,5.16,4.65,4.66,VMS 3,,Drenaje,,1.86,1.14,1.68,1.80,3.52,2.31,2.94,2.81
03/08/2023 05:02 p. m.,Ordeño,07:18,11.80,2,,,,,1,,1.26,0.54,1.14,1.20,0,0,0,0,4.51,4.97,4.45,4.42,VMS 3,,Drenaje,,1.86,0.96,1.56,1.68,3.65,2.43,2.69,3.03
05/08/2023 05:58 a. m.,Ordeño,06:43,12.13,1,,,,,1,,1.26,0.66,1.20,1.32,0,0,0,0,4.44,4.96,4.56,4.54,VMS 3,,Drenaje,,1.68,1.02,1.68,1.74,3.64,2.58,2.62,3.29
05/08/2023 06:09 p. m.,Ordeño,06:37,10.25,2,,"TI,TD",,,1,,1.20,0.60,1.14,1.20,0,0,0,0,4.41,4.75,4.51,4.42,VMS 3,,Drenaje,,1.62,0.96,1.74,1.68,3.38,2.30,2.02,2.55
07/08/2023 09:23 a. m.,Ordeño,07:05,13.82,1,,TD,,,1,DD,1.26,0.78,1.32,1.38,0,0,0,0,4.33,5.49,4.57,4.57,VMS 3,,Drenaje,,1.92,1.32,2.28,2.04,4.05,3.08,3.24,3.45
08/08/2023 02:47 p. m.,Ordeño,08:34,16.11,1,,,,,1,DD,1.38,0.72,1.26,1.32,0,0,0,0,4.28,6.08,4.42,4.45,VMS 3,,Drenaje,,2.34,1.38,1.74,1.80,5.03,3.56,3.61,3.91
09/08/2023 12:05 a. m.,Ordeño,04:53,7.30,1,,,DD,,1,DD,1.26,0.54,1.02,1.20,0,0,0,0,4.27,5.21,4.26,4.35,VMS 3,,Drenaje,,1.68,1.02,1.44,1.56,2.64,0.87,1.77,2.02
09/08/2023 07:19 a. m.,Ordeño,06:33,5.80,2,,,DD,,1,DD,1.14,0.48,0.90,1.14,0,0,0,0,4.27,5.01,4.17,4.30,VMS 3,,Drenaje,,1.74,0.78,1.20,1.68,2.07,0.66,1.43,1.64
09/08/2023 08:37 p. m.,Ordeño,05:39,11.07,3,,,,,1,,1.26,0.66,1.02,1.20,0,0,0,0,4.86,5.31,4.69,4.90,VMS 3,,Drenaje,,1.74,1.08,1.44,1.68,3.76,1.66,2.64,3.01
10/08/2023 08:44 a. m.,Ordeño,05:48,11.09,1,,,,,1,DD,1.32,0.72,1.14,1.38,0,0,0,0,4.73,5.73,4.69,4.82,VMS 3,,Drenaje,,1.80,1.20,1.62,1.74,3.70,1.93,2.53,2.93
10/08/2023 06:43 p. m.,Ordeño,06:39,7.29,2,,,TI,TI,1,DD,1.26,0.66,0.00,1.20,0,0,0,0,4.45,5.60,0.00,4.60,VMS 3,,Drenaje,,1.92,1.20,0.00,1.98,3.13,1.78,0.00,2.38
11/08/2023 06:43 a. m.,Ordeño,06:39,11.06,1,,,,,1,DD,1.38,0.72,1.14,1.26,0,0,0,0,4.46,5.42,4.44,4.51,VMS 3,,Drenaje,,1.80,1.02,1.68,1.80,3.28,1.84,3.26,2.68
11/08/2023 06:16 p. m.,Ordeño,05:33,9.82,2,,,,,1,DD,1.26,0.60,1.02,1.32,0,0,0,0,4.53,5.34,4.31,4.58,VMS 3,,Drenaje,,1.68,0.96,1.44,1.68,3.37,1.72,2.08,2.65
12/08/2023 05:37 a. m.,Ordeño,05:25,10.04,1,,,,,1,DD,1.26,0.66,1.02,1.20,0,0,0,0,4.40,5.30,4.38,4.47,VMS 3,,Drenaje,,1.68,1.02,1.50,1.68,3.31,1.74,2.33,2.66
13/08/2023 06:56 a. m.,Ordeño,06:31,14.08,1,,,,,1,DD,1.26,0.72,1.26,1.38,0,0,0,0,4.61,5.59,4.69,4.80,VMS 3,,Drenaje,,1.74,1.14,1.68,1.80,4.43,2.74,3.20,3.71
13/08/2023 06:44 p. m.,Ordeño,06:59,10.08,2,,,,,1,DD,1.26,0.72,1.14,1.44,0,0,0,0,4.55,5.53,4.51,4.64,VMS 3,,Drenaje,,1.80,1.14,1.44,1.86,3.36,1.78,2.35,2.59
14/08/2023 10:05 a. m.,Ordeño,05:45,12.44,1,,,,,1,DD,1.32,0.72,1.14,1.20,0,0,0,0,4.27,5.25,4.41,4.43,VMS 3,,Drenaje,,1.74,1.26,1.74,1.62,3.99,2.18,2.80,3.47
14/08/2023 04:53 p. m.,Ordeño,04:42,5.65,2,,,,,1,DD,1.26,0.60,0.96,1.08,0,0,0,0,4.29,5.30,4.27,4.22,VMS 3,,Drenaje,,1.62,1.02,1.38,1.50,1.86,0.95,1.39,1.45
15/08/2023 02:48 a. m.,Ordeño,05:01,7.95,1,,,,,1,DD,1.38,0.66,1.20,1.20,0,0,0,0,4.58,5.30,4.56,4.53,VMS 3,,Drenaje,,1.74,1.02,1.62,1.56,2.67,1.32,1.88,2.08
15/08/2023 01:52 p. m.,Ordeño,05:26,10.01,2,,,,,1,DD,1.20,0.66,1.20,1.32,0,0,0,0,4.73,5.28,4.38,4.70,VMS 3,,Drenaje,,1.62,1.08,1.80,1.68,3.15,1.74,2.52,2.60
16/08/2023 07:50 a. m.,Ordeño,11:40,10.39,1,,,TI,TI,1,DD,1.38,0.90,0.00,1.26,0,0,0,0,4.48,5.55,0.00,4.59,VMS 3,,Drenaje,,1.80,1.26,0.00,1.80,4.24,2.81,0.00,3.34
17/08/2023 01:18 a. m.,Ordeño,06:15,15.10,1,,,,,1,DD,1.32,0.66,1.68,1.14,0,0,0,0,4.29,5.24,3.71,4.32,VMS 3,,Drenaje,,1.74,1.08,4.38,1.62,4.29,2.33,4.95,3.53
17/08/2023 01:33 p. m.,Ordeño,08:06,8.57,2,,,,,1,DD,1.32,0.72,1.14,1.20,0,0,484,0,4.43,5.99,4.31,4.29,VMS 3,,Drenaje,,1.68,1.08,1.62,1.56,2.48,1.80,1.61,2.68
18/08/2023 05:11 a. m.,Ordeño,05:55,12.11,1,,TI,,,1,DD,1.32,0.84,1.26,1.38,0,0,0,0,4.53,5.31,4.74,4.59,VMS 3,,Drenaje,,1.80,1.32,2.04,1.80,4.24,2.25,2.28,3.34
18/08/2023 05:05 p. m.,Ordeño,05:22,10.46,2,,,,,1,,1.32,0.72,1.20,1.20,0,0,0,0,4.39,4.91,4.56,4.38,VMS 3,,Drenaje,,1.74,1.14,1.74,1.62,3.30,1.90,2.54,2.72
19/08/2023 10:28 a. m.,Ordeño,06:28,13.77,1,,,,,1,DD,1.32,0.78,1.14,1.26,0,0,0,0,4.55,5.23,4.39,4.52,VMS 3,,Drenaje,,1.80,1.26,1.50,1.74,4.35,2.51,2.99,3.92
19/08/2023 09:43 p. m.,Ordeño,05:36,9.41,2,,,,,1,DD,1.32,0.66,1.02,1.20,0,0,0,0,4.21,4.82,4.19,4.07,VMS 3,,Drenaje,,1.68,1.08,1.50,1.68,3.11,1.73,2.09,2.48
20/08/2023 05:33 p. m.,Ordeño,07:39,15.57,1,,,,,1,DD,1.32,0.66,1.14,1.26,0,0,0,0,4.42,5.55,4.47,4.53,VMS 3,,Drenaje,,1.74,1.32,1.50,1.68,4.87,2.94,3.59,4.17
21/08/2023 06:51 a. m.,Ordeño,05:46,10.67,1,,,,,1,DD,1.32,0.66,1.08,1.14,0,0,0,0,4.19,5.17,4.14,4.06,VMS 3,,Drenaje,,1.80,1.08,1.56,1.50,3.55,1.74,2.57,2.81
21/08/2023 06:38 p. m.,Ordeño,06:28,8.37,2,,,,,1,DD,1.32,0.66,1.08,1.08,0,0,0,0,4.30,5.30,4.35,4.22,VMS 3,,Drenaje,,2.10,1.02,1.50,1.56,2.99,1.25,1.96,2.17
22/08/2023 07:53 a. m.,Ordeño,06:46,10.74,1,,,,,1,DD,1.26,0.72,1.20,1.20,0,0,0,0,4.37,5.44,4.66,4.42,VMS 3,,Drenaje,,1.86,1.08,1.56,1.68,3.60,1.73,2.58,2.83
22/08/2023 05:17 p. m.,Ordeño,04:39,7.42,2,,,,,1,DD,1.38,0.66,0.90,1.02,0,0,0,0,4.32,5.03,4.30,4.17,VMS 3,,Drenaje,,1.80,0.96,1.38,1.44,2.47,1.15,1.85,1.95
23/08/2023 08:29 a. m.,Ordeño,05:59,12.17,1,,,,,1,DD,1.38,0.66,1.20,1.20,0,0,0,0,4.58,5.34,4.61,4.63,VMS 3,,Drenaje,,1.80,0.96,1.80,1.56,3.90,2.15,2.68,3.44
23/08/2023 08:22 p. m.,Ordeño,06:02,10.09,2,,,,,1,,1.32,0.60,1.14,1.08,0,0,0,0,4.68,5.25,4.67,4.56,VMS 3,,Drenaje,,1.74,0.96,1.50,1.38,3.44,1.70,2.26,2.69
24/08/2023 05:12 p. m.,Ordeño,09:54,13.58,1,,,TI,,1,DD,1.32,0.72,0.36,1.20,0,0,0,0,4.54,5.39,4.07,4.56,VMS 3,,Drenaje,,1.68,1.08,0.72,1.62,4.96,3.04,1.56,4.02
25/08/2023 07:00 a. m.,Ordeño,12:03,11.47,1,,TI,,,1,DD,1.14,0.66,0.48,1.08,0,0,0,0,4.42,4.98,4.00,4.42,VMS 3,,Drenaje,,1.74,0.96,1.08,1.56,3.58,1.84,3.26,2.79
25/08/2023 06:18 p. m.,Ordeño,05:41,9.99,2,,,,,1,,1.14,0.60,1.08,1.02,0,0,0,0,4.70,4.97,4.15,4.61,VMS 3,,Drenaje,,1.62,0.96,1.50,1.32,3.30,1.77,2.28,2.64
26/08/2023 09:15 a. m.,Ordeño,06:11,12.75,1,,,,,1,,1.26,0.66,1.08,1.14,0,0,0,0,4.73,4.95,4.57,4.70,VMS 3,,Drenaje,,1.62,0.96,1.50,1.62,4.14,2.33,2.86,3.42
27/08/2023 02:20 a. m.,Ordeño,07:04,15.09,1,,,,,1,,1.32,0.66,1.14,1.14,0,0,0,0,4.67,5.11,4.42,4.69,VMS 3,,Drenaje,,1.68,1.02,1.56,1.68,4.71,2.92,3.51,3.95
27/08/2023 07:50 p. m.,Ordeño,06:46,14.03,2,,DI,,,1,,1.32,0.78,1.32,1.20,0,0,0,0,4.74,4.91,4.58,4.66,VMS 3,,Drenaje,,1.98,1.20,1.68,1.56,3.86,2.66,3.61,3.90
28/08/2023 08:49 a. m.,Ordeño,06:15,12.16,1,,,,,1,,1.26,0.66,1.14,1.08,0,0,0,0,4.38,4.76,4.21,4.39,VMS 3,,Drenaje,,1.62,1.08,1.74,1.62,3.90,2.30,2.84,3.12
28/08/2023 11:32 p. m.,Ordeño,06:28,12.37,2,,,,,1,,1.26,0.66,1.14,1.14,0,0,0,0,4.54,4.88,4.73,4.55,VMS 3,,Drenaje,,1.80,1.02,1.50,1.62,3.76,2.43,2.93,3.25
