Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
24/06/2025 03:25 p. m.,Ordeño,04:41,8.43,3,,,,,1,DI,1.32,1.14,1.14,0.90,0,0,0,0,5.60,4.71,4.67,4.66,VMS 2,,Tanque,,1.92,1.68,1.50,1.38,1.73,2.12,2.25,2.33
25/06/2025 03:54 a. m.,Ordeño,07:24,19.26,1,,,,,1,DI,1.62,1.44,1.38,1.14,0,0,0,0,5.88,5.22,4.93,5.21,VMS 2,,Tanque,,2.28,1.86,1.80,1.62,3.90,4.87,4.98,5.51
25/06/2025 11:10 a. m.,Ordeño,05:43,11.86,2,,,,,1,,1.38,1.20,1.26,1.02,0,0,0,0,5.53,5.01,4.80,4.95,VMS 2,,Tanque,,1.86,1.86,1.62,1.44,2.52,3.05,3.09,3.20
25/06/2025 06:59 p. m.,Ordeño,06:16,12.52,3,,,,,1,,1.44,1.20,1.26,1.14,0,0,0,0,5.54,4.94,4.86,4.96,VMS 2,,Tanque,,1.92,1.74,1.56,1.56,2.70,3.16,3.21,3.45
27/06/2025 02:53 a. m.,Ordeño,05:35,11.42,1,,,,,1,,1.32,1.68,1.20,1.14,0,0,0,0,5.59,5.21,4.96,5.07,VMS 2,,Tanque,,1.74,2.34,1.68,1.62,2.08,2.88,2.97,3.49
27/06/2025 11:15 a. m.,Ordeño,05:54,10.69,2,,,,,1,,1.20,1.50,1.14,1.02,0,0,0,0,5.32,4.75,4.61,4.75,VMS 2,,Tanque,,1.68,2.04,1.50,1.62,1.98,2.72,2.87,3.12
27/06/2025 07:11 p. m.,Ordeño,05:30,10.24,3,,TI,,,1,DI,1.20,1.32,1.26,1.02,0,0,0,0,5.54,4.73,4.66,4.64,VMS 2,,Tanque,,1.74,1.80,1.62,1.44,1.68,2.71,2.79,3.06
28/06/2025 09:32 a. m.,Ordeño,07:04,16.78,1,,,,,1,DI,1.32,1.50,1.32,1.08,0,0,0,0,5.90,4.89,4.61,4.83,VMS 2,,Tanque,,1.80,2.04,1.74,1.62,2.88,4.35,4.54,5.01
28/06/2025 07:56 p. m.,Ordeño,06:17,10.24,2,,,,,1,DI,1.08,1.32,1.20,0.90,0,0,0,0,5.77,4.52,4.28,4.32,VMS 2,,Tanque,,1.62,1.74,1.50,1.38,1.93,2.78,2.75,2.78
29/06/2025 03:05 a. m.,Ordeño,05:21,7.06,1,,,,,1,DI,1.08,1.26,1.14,0.78,0,0,0,0,5.70,4.51,4.41,4.49,VMS 2,,Tanque,,1.62,1.62,1.50,1.14,1.31,1.94,2.04,1.77
29/06/2025 10:41 a. m.,Ordeño,05:42,9.61,2,,,,,1,DI,1.08,1.20,1.20,0.90,0,0,0,0,5.91,4.90,4.73,4.83,VMS 2,,Tanque,,1.68,1.80,1.56,1.38,1.63,2.63,2.68,2.67
29/06/2025 10:31 p. m.,Ordeño,06:58,16.53,3,,,,,1,DI,1.32,1.38,1.32,1.20,0,0,0,0,5.96,5.02,4.76,4.97,VMS 2,,Tanque,,1.74,1.86,1.74,1.68,2.65,4.28,4.34,5.26
30/06/2025 05:32 a. m.,Ordeño,05:54,9.44,1,,,,,1,DI,1.20,1.20,1.32,1.02,0,0,0,0,5.92,4.72,4.56,4.71,VMS 2,,Tanque,,1.74,1.68,1.74,1.62,1.86,2.38,2.46,2.74
30/06/2025 03:35 p. m.,Ordeño,05:50,11.62,2,,,,,1,DI,1.20,1.20,1.26,1.02,0,0,0,0,6.18,4.80,4.63,4.83,VMS 2,,Tanque,,1.74,1.68,1.56,1.56,2.33,2.97,2.95,3.37
01/07/2025 04:06 a. m.,Ordeño,06:10,14.86,1,,,,,1,DI,1.26,1.32,1.26,0.96,0,0,0,0,5.84,4.61,4.42,4.56,VMS 2,,Tanque,,1.80,1.80,1.86,1.50,2.59,4.03,4.06,4.18
01/07/2025 11:54 a. m.,Ordeño,05:37,7.73,2,,,,,1,DI,1.08,1.20,1.14,0.90,0,0,0,0,5.90,4.41,4.54,4.38,VMS 2,,Tanque,,1.62,1.62,1.56,1.38,1.83,2.01,1.99,1.90
01/07/2025 11:14 p. m.,Ordeño,06:01,12.92,3,,,,,1,DI,1.26,1.26,1.26,1.20,0,0,0,0,6.05,4.82,4.61,4.69,VMS 2,,Tanque,,1.80,1.74,1.68,1.68,2.49,3.17,3.42,3.84
02/07/2025 07:03 a. m.,Ordeño,06:23,10.57,1,,,,,1,DI,1.38,1.32,1.20,1.32,0,0,0,0,6.04,5.01,4.89,4.89,VMS 2,,Tanque,,1.80,1.86,1.56,1.74,2.07,2.68,2.72,3.10
02/07/2025 05:28 p. m.,Ordeño,05:25,13.82,2,,,,,1,DI,1.38,1.50,1.32,1.26,0,0,0,0,6.05,5.06,4.97,4.95,VMS 2,,Tanque,,1.80,2.16,1.62,1.80,2.65,3.53,3.61,4.03
03/07/2025 02:44 a. m.,Ordeño,05:48,12.14,1,,,,,1,DI,1.14,1.50,1.26,1.20,0,0,0,0,6.10,5.07,4.89,4.92,VMS 2,,Tanque,,1.62,1.98,1.86,1.74,2.41,3.15,3.28,3.30
03/07/2025 04:14 p. m.,Ordeño,07:54,16.17,2,,,,,1,DI,1.32,1.50,1.20,1.20,0,0,0,0,5.78,4.79,4.55,4.83,VMS 2,,Tanque,,2.10,1.98,1.74,1.80,3.06,4.28,4.11,4.72
04/07/2025 03:43 a. m.,Ordeño,06:27,13.70,1,,,,,1,DI,1.44,1.38,1.38,1.26,0,0,0,0,6.08,4.81,4.61,4.66,VMS 2,,Tanque,,2.10,1.86,1.86,1.62,2.61,3.67,3.56,3.86
04/07/2025 02:59 p. m.,Ordeño,05:49,12.98,2,,,,,1,DI,1.38,1.50,1.38,1.20,0,0,0,0,6.40,4.92,4.73,4.78,VMS 2,,Tanque,,1.92,2.04,1.80,1.80,2.50,3.49,3.28,3.71
04/07/2025 09:53 p. m.,Ordeño,04:47,8.47,3,,,,,1,DI,1.20,1.20,1.20,1.02,0,0,0,0,6.21,4.91,4.75,4.90,VMS 2,,Tanque,,1.74,1.62,1.62,1.62,1.55,2.18,2.24,2.50
05/07/2025 07:29 a. m.,Ordeño,05:55,13.44,1,,,,,1,DI,1.38,1.32,1.26,1.20,0,0,0,0,6.08,5.05,4.96,5.08,VMS 2,,Tanque,,1.86,1.74,1.62,1.74,2.48,3.53,3.44,3.99
05/07/2025 04:11 p. m.,Ordeño,05:31,11.38,2,,,,,1,DI,1.32,1.32,1.26,1.08,0,0,0,0,6.21,5.05,4.98,5.08,VMS 2,,Tanque,,1.80,1.86,1.56,1.68,2.22,3.00,2.90,3.26
06/07/2025 12:03 a. m.,Ordeño,05:00,10.44,1,,,,,1,DI,1.26,1.32,1.20,1.08,0,0,0,0,6.06,5.05,4.98,5.08,VMS 2,,Tanque,,1.68,1.80,1.56,1.50,2.09,2.74,2.61,3.00
06/07/2025 07:25 a. m.,Ordeño,04:58,10.28,2,,,,,1,DI,1.26,1.20,1.26,1.14,0,0,0,0,5.94,5.00,4.90,4.99,VMS 2,,Tanque,,1.92,1.62,1.68,1.62,2.10,2.57,2.59,3.02
06/07/2025 01:57 p. m.,Ordeño,04:44,8.28,3,,,,,1,DI,1.14,1.20,1.26,1.14,0,0,0,0,6.13,5.07,4.96,5.08,VMS 2,,Tanque,,1.74,1.68,1.68,1.68,1.80,2.02,2.00,2.46
07/07/2025 01:34 a. m.,Ordeño,06:38,16.69,1,,,,,1,DI,1.20,1.44,1.32,1.20,0,0,0,0,5.87,5.08,4.91,5.25,VMS 2,,Tanque,,1.74,1.92,1.62,1.80,3.39,4.15,4.22,4.93
07/07/2025 09:25 a. m.,Ordeño,04:51,9.43,2,,,,,1,DI,1.26,1.26,1.26,0.96,0,0,0,0,5.80,4.85,4.64,4.67,VMS 2,,Tanque,,1.80,1.74,1.56,1.44,2.18,2.51,2.50,2.24
07/07/2025 05:08 p. m.,Ordeño,05:19,9.89,3,,,,,1,DI,1.32,1.14,1.26,1.02,0,0,0,0,5.65,4.85,4.57,4.84,VMS 2,,Tanque,,1.74,1.62,1.74,1.50,2.11,2.50,2.56,2.72
08/07/2025 01:39 a. m.,Ordeño,05:06,11.84,1,,,,,1,,1.20,1.32,1.32,1.20,0,0,0,0,5.53,5.04,4.88,5.12,VMS 2,,Tanque,,1.80,1.80,1.74,1.68,2.46,2.94,3.00,3.44
09/07/2025 02:20 p. m.,Ordeño,05:12,10.48,2,,,,,1,DI,1.20,1.20,1.32,1.14,0,0,0,0,5.47,4.71,4.67,4.71,VMS 2,,Tanque,,1.62,1.74,1.68,1.62,2.41,2.67,2.53,2.87
10/07/2025 01:34 a. m.,Ordeño,05:51,15.82,1,,,,,1,,1.38,1.50,1.50,1.32,0,0,0,0,5.51,5.05,4.82,4.99,VMS 2,,Tanque,,1.86,2.04,2.04,1.80,3.04,4.13,4.04,4.61
10/07/2025 01:08 p. m.,Ordeño,07:07,16.40,2,,,,,1,DI,1.38,1.56,1.50,1.32,0,0,0,0,5.64,4.91,4.76,4.85,VMS 2,,Tanque,,1.80,2.04,1.86,1.92,3.19,4.16,4.26,4.79
10/07/2025 11:56 p. m.,Ordeño,05:46,15.41,1,,,,,1,DI,1.38,1.56,1.50,1.26,0,0,0,0,5.50,4.86,4.69,4.85,VMS 2,,Tanque,,1.92,2.04,1.98,1.74,2.83,3.95,4.04,4.59
11/07/2025 11:58 a. m.,Ordeño,06:06,15.59,2,,,,,1,DI,1.38,1.44,1.62,1.26,0,0,0,0,5.79,4.97,4.76,4.91,VMS 2,,Tanque,,1.92,1.98,2.04,1.92,3.21,4.02,3.86,4.50
11/07/2025 07:33 p. m.,Ordeño,08:21,10.00,3,,,,,1,DI,1.32,1.20,1.26,1.08,0,0,0,0,5.67,4.69,4.62,4.72,VMS 2,,Tanque,,1.80,1.68,1.62,1.50,2.02,2.56,2.62,2.80
12/07/2025 07:57 a. m.,Ordeño,06:17,17.03,1,,,,,1,DI,1.38,1.56,1.44,1.20,0,0,0,0,5.58,4.93,4.75,4.85,VMS 2,,Tanque,,1.92,2.16,1.74,1.68,3.40,4.49,4.36,4.78
12/07/2025 02:32 p. m.,Ordeño,06:10,8.99,2,,,,,1,DI,1.26,1.26,1.26,1.08,0,0,0,0,5.65,4.70,4.74,4.74,VMS 2,,Tanque,,1.74,1.74,1.62,1.56,1.91,2.32,2.33,2.43
13/07/2025 04:31 p. m.,Ordeño,07:30,21.53,2,,,,,1,DI,1.44,1.50,1.44,1.26,0,0,0,0,7.10,5.44,5.24,5.65,VMS 2,,Tanque,,1.98,2.04,1.86,1.86,4.54,5.72,5.29,5.98
14/07/2025 07:47 a. m.,Ordeño,05:07,13.75,1,,,DI,,1,DI,0.96,1.38,1.50,1.14,0,0,0,0,5.30,4.54,4.36,4.63,VMS 2,,Tanque,,1.56,1.80,2.04,1.80,2.00,4.32,3.59,3.84
14/07/2025 12:50 p. m.,Ordeño,05:31,5.35,2,,,DI,,1,DI,0.96,1.02,1.14,1.08,389,0,0,0,5.85,4.41,4.62,4.62,VMS 2,,Tanque,,1.50,1.50,1.50,1.50,0.86,1.48,1.46,1.55
15/07/2025 02:29 a. m.,Ordeño,07:01,17.05,1,,,,,1,DI,1.32,1.62,1.32,1.26,0,0,0,0,6.17,5.13,5.05,5.09,VMS 2,,Tanque,,1.92,2.10,1.74,1.68,2.85,4.57,4.58,5.05
15/07/2025 02:17 p. m.,Ordeño,06:00,17.69,2,,,,,1,DI,1.62,1.56,1.62,1.32,0,0,0,0,6.57,5.42,5.17,5.35,VMS 2,,Tanque,,2.22,2.22,2.04,1.74,3.54,4.73,4.52,4.90
17/07/2025 10:40 p. m.,Ordeño,06:06,16.29,3,,,,,1,,1.56,1.92,1.56,1.08,0,0,0,0,5.50,5.22,4.72,5.19,VMS 2,,Tanque,,2.10,2.58,1.92,1.56,3.21,4.38,3.84,4.86
20/07/2025 03:38 a. m.,Ordeño,05:59,12.12,1,,,,,1,"DI,DD,TD",1.68,1.68,1.44,1.14,0,0,0,0,5.43,4.96,3.48,4.89,VMS 2,,Tanque,,2.22,2.34,1.92,1.62,2.68,3.18,2.96,3.30
21/07/2025 06:21 a. m.,Ordeño,06:22,19.34,1,,,,,1,,1.50,1.68,1.56,1.32,0,0,0,0,5.70,5.17,4.86,5.29,VMS 2,,Tanque,,2.04,2.40,1.92,1.86,4.28,4.94,4.90,5.22
22/07/2025 05:46 a. m.,Ordeño,05:43,17.26,1,,,,,1,DI,1.62,1.80,1.50,1.56,0,0,0,0,6.50,5.02,4.74,4.98,VMS 2,,Tanque,,2.46,2.40,1.98,2.40,3.71,4.27,4.30,4.98
22/07/2025 04:22 p. m.,Ordeño,05:25,9.96,2,,,,,1,DI,1.26,1.56,1.32,1.26,0,0,0,0,6.10,4.47,4.28,4.46,VMS 2,,Tanque,,1.86,2.28,1.74,1.68,2.01,2.57,2.60,2.78
22/07/2025 11:06 p. m.,Ordeño,05:47,7.51,3,,,,,1,DI,1.02,1.32,1.32,0.96,0,0,0,0,5.36,4.22,4.36,4.45,VMS 2,,Tanque,,2.28,1.98,1.74,1.38,1.39,2.06,2.02,2.04
23/07/2025 01:48 p. m.,Ordeño,04:23,6.77,3,,,,,1,DI,1.56,1.38,1.32,0.96,0,0,0,0,6.43,4.84,4.79,4.85,VMS 2,,Tanque,,2.16,1.92,1.74,1.50,2.05,1.50,1.61,1.61
24/07/2025 10:23 a. m.,Ordeño,07:00,12.19,2,,,,,1,DI,1.50,1.50,1.32,1.14,0,0,0,0,6.70,4.84,4.86,4.94,VMS 2,,Tanque,,1.98,1.98,1.68,1.74,4.06,2.57,2.56,3.00
24/07/2025 09:35 p. m.,Ordeño,05:48,13.15,3,,,,,1,DI,1.32,1.68,1.56,1.20,0,0,0,0,5.70,5.06,4.83,5.08,VMS 2,,Tanque,,1.92,2.40,1.98,1.74,2.06,3.47,3.64,3.98
25/07/2025 11:29 a. m.,Ordeño,06:38,18.79,1,,,,,1,DI,1.68,1.68,1.62,1.32,0,0,0,0,6.37,5.47,5.09,5.59,VMS 2,,Tanque,,2.22,2.40,2.04,1.86,3.22,4.95,5.08,5.54
25/07/2025 10:35 p. m.,Ordeño,06:01,14.44,2,,,,,1,DI,1.44,1.56,1.56,1.14,0,0,0,0,5.96,5.06,4.73,5.12,VMS 2,,Tanque,,2.04,2.22,1.98,1.68,2.83,3.80,3.70,4.11
26/07/2025 06:49 a. m.,Ordeño,04:51,10.92,1,,,,,1,DI,1.56,1.44,1.50,1.14,0,0,0,0,5.83,5.06,4.69,5.09,VMS 2,,Tanque,,2.10,1.86,2.10,1.68,2.10,2.79,2.96,3.07
26/07/2025 05:30 p. m.,Ordeño,06:07,15.44,2,,,,,1,DI,1.62,1.44,1.56,1.20,0,0,0,0,5.96,5.34,4.95,5.44,VMS 2,,Tanque,,2.22,2.22,2.22,1.86,2.96,4.02,3.99,4.47
27/07/2025 03:12 a. m.,Ordeño,05:38,14.18,1,,,,,1,,1.74,1.68,1.50,1.20,0,0,0,0,5.83,5.31,5.03,5.46,VMS 2,,Tanque,,2.52,2.40,2.04,1.80,2.88,3.54,3.77,3.99
27/07/2025 11:23 a. m.,Ordeño,05:28,12.73,2,,,,,1,,1.32,1.56,1.44,1.14,0,0,0,0,5.56,5.11,4.96,5.16,VMS 2,,Tanque,,1.92,2.10,1.86,1.68,2.70,3.26,3.23,3.54
29/07/2025 03:36 p. m.,Ordeño,07:13,20.94,2,,,,,1,,1.62,1.50,1.56,1.20,0,0,0,0,5.61,5.05,4.72,5.12,VMS 2,,Tanque,,2.16,2.10,2.10,1.80,4.22,5.39,5.46,5.87
29/07/2025 11:53 p. m.,Ordeño,05:10,10.10,3,,,,,1,DI,1.32,1.44,1.32,1.02,0,0,0,0,5.29,4.49,4.32,4.53,VMS 2,,Tanque,,1.98,2.10,1.74,1.68,2.25,2.59,2.54,2.72
30/07/2025 11:21 a. m.,Ordeño,06:55,16.90,1,,DI,,,1,DI,1.38,1.56,1.38,1.20,0,0,0,0,5.48,4.81,4.69,5.06,VMS 2,,Tanque,,1.86,2.10,1.86,1.86,3.31,4.24,4.38,4.97
30/07/2025 07:09 p. m.,Ordeño,05:43,11.90,2,,,,,1,,1.20,1.50,1.38,0.96,0,0,0,0,5.30,4.75,4.64,5.07,VMS 2,,Tanque,,1.86,2.10,1.80,1.44,2.47,3.07,3.11,3.25
31/07/2025 08:11 a. m.,Ordeño,06:53,19.87,1,,,,,1,,1.62,1.62,1.56,1.26,0,0,0,0,5.67,5.17,4.93,5.27,VMS 2,,Tanque,,2.22,2.10,1.98,1.80,4.25,4.83,5.12,5.67
31/07/2025 05:48 p. m.,Ordeño,05:48,12.82,2,,,,,1,,1.20,1.56,1.20,1.08,0,0,0,0,5.35,4.71,4.62,4.81,VMS 2,,Tanque,,1.68,2.16,1.56,1.56,2.95,3.20,3.25,3.42
01/08/2025 10:29 a. m.,Ordeño,07:30,22.96,1,,,,,1,,1.32,1.74,1.50,1.38,0,0,0,0,5.89,5.37,5.09,5.42,VMS 2,,Tanque,,1.74,2.58,1.98,1.98,5.12,5.52,6.08,6.24
01/08/2025 05:26 p. m.,Ordeño,04:32,7.43,2,,,,,1,DI,1.20,1.38,1.32,0.90,0,0,0,0,5.09,4.49,4.48,4.04,VMS 2,,Tanque,,1.74,1.86,1.74,1.38,1.62,1.99,1.87,1.95
05/08/2025 06:03 a. m.,Ordeño,06:19,17.75,1,,DI,,,1,,1.62,1.56,1.56,1.20,0,0,0,0,5.40,4.98,4.82,4.97,VMS 2,,Tanque,,2.16,2.10,1.98,1.68,3.49,4.65,4.60,5.01
05/08/2025 05:28 p. m.,Ordeño,07:04,18.15,2,,,,,1,DI,1.44,1.56,1.26,1.20,0,0,0,0,5.73,4.90,4.01,5.07,VMS 2,,Tanque,,2.04,2.22,1.74,1.80,3.80,4.55,4.78,5.02
06/08/2025 08:48 a. m.,Ordeño,06:35,20.79,1,,,,,1,,1.56,1.68,1.68,1.38,0,0,0,0,5.43,5.04,4.77,5.06,VMS 2,,Tanque,,1.98,2.46,2.10,2.10,4.51,5.17,5.28,5.83
07/08/2025 02:33 a. m.,Ordeño,07:22,18.85,1,,DD,DI,DI,1,,0.00,1.80,1.74,1.32,0,0,0,0,0.00,4.90,4.48,4.95,VMS 2,,Tanque,,0.00,2.28,2.34,1.98,0.00,5.96,6.42,6.47
07/08/2025 10:51 a. m.,Ordeño,06:33,13.59,2,,,,,1,DI,1.44,1.56,1.50,1.08,0,0,0,0,5.47,4.65,4.34,4.77,VMS 2,,Tanque,,1.92,2.34,1.98,1.50,4.64,2.97,3.06,2.92
08/08/2025 02:31 p. m.,Ordeño,05:45,11.45,2,,,,,1,DI,1.26,1.68,1.50,1.08,0,0,0,0,6.05,5.15,4.90,5.13,VMS 2,,Tanque,,1.74,2.22,1.98,1.68,2.02,3.07,3.18,3.18
09/08/2025 12:51 a. m.,Ordeño,07:12,16.56,1,,,,,1,DI,1.56,1.50,1.50,1.02,0,0,0,0,5.96,5.14,4.90,5.17,VMS 2,,Tanque,,2.16,2.04,1.92,1.80,3.23,4.30,4.44,4.59
09/08/2025 06:43 a. m.,Ordeño,04:53,9.93,2,,,,,1,,1.32,1.38,1.32,1.02,0,0,0,0,5.68,5.13,4.93,5.03,VMS 2,,Tanque,,1.68,1.86,1.80,1.50,2.06,2.56,2.62,2.69
09/08/2025 01:53 p. m.,Ordeño,05:35,11.73,3,,DI,,,1,DI,1.44,1.50,1.56,1.08,0,0,0,0,5.81,5.11,4.93,5.18,VMS 2,,Tanque,,1.86,2.04,2.28,1.56,2.42,3.04,3.15,3.12
09/08/2025 11:31 p. m.,Ordeño,05:56,13.90,4,,,,,1,DI,1.56,1.62,1.56,1.08,0,0,0,0,5.48,4.82,4.66,4.93,VMS 2,,Tanque,,2.10,2.28,1.98,1.62,2.93,3.56,3.67,3.74
13/08/2025 05:44 a. m.,Ordeño,05:58,16.43,1,,,,,1,,1.62,1.62,1.62,1.14,0,0,0,0,5.27,4.79,4.53,4.84,VMS 2,,Tanque,,2.28,2.16,2.10,1.68,3.53,4.24,4.35,4.31
13/08/2025 11:37 a. m.,Ordeño,04:48,8.29,2,,,,,1,,1.32,1.38,1.44,1.02,0,0,0,0,5.21,4.68,4.49,4.78,VMS 2,,Tanque,,1.86,1.92,1.92,1.56,1.92,2.14,2.08,2.15
21/08/2025 01:12 a. m.,Ordeño,07:33,22.74,1,,,,,1,DI,1.68,1.56,1.68,1.38,0,0,0,0,6.39,5.01,4.73,5.04,VMS 2,,Tanque,,2.22,2.10,2.34,1.86,4.44,5.42,6.08,6.80
