Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
01/04/2025 05:13 a. m.,Ordeño,09:00,15.27,1,,,,,1,,1.32,1.02,0.96,0.72,0,0,0,0,4.33,4.57,4.31,0.00,VMS 1,,Tanque,,1.62,1.38,1.44,1.56,3.94,5.93,2.86,2.54
05/05/2025 09:51 a. m.,Ordeño,08:57,14.16,1,,,,,1,,1.44,1.02,1.26,0.96,0,0,0,0,5.05,4.64,5.05,0.00,VMS 1,,Tanque,,2.28,1.38,1.80,1.50,4.28,3.99,3.58,2.31
27/05/2025 08:27 a. m.,Ordeño,06:23,9.40,1,,,,,1,,1.26,0.96,1.08,0.84,0,0,0,0,4.80,4.64,5.17,0.00,VMS 1,,Tanque,,1.62,1.38,1.44,1.44,2.87,3.04,1.79,1.70
27/05/2025 09:47 p. m.,Ordeño,08:44,14.80,2,,,,,1,,1.32,1.02,1.20,0.84,0,0,0,0,4.95,4.82,5.52,0.00,VMS 1,,Tanque,,1.74,1.38,1.62,1.44,4.58,4.82,2.69,2.71
28/05/2025 07:15 a. m.,Ordeño,07:13,12.97,1,,,,,1,,1.32,0.90,1.08,0.84,0,0,0,0,5.33,5.18,5.97,0.00,VMS 1,,Tanque,,1.80,1.32,1.44,1.26,4.09,3.86,2.66,2.36
28/05/2025 05:59 p. m.,Ordeño,07:43,15.27,2,,,,,1,,1.32,0.96,1.14,0.90,0,0,0,0,5.31,5.20,5.97,0.00,VMS 1,,Tanque,,1.74,1.44,1.86,1.44,4.41,4.49,3.42,2.95
29/05/2025 08:16 a. m.,Ordeño,10:12,18.78,1,,,,,1,,1.50,1.14,1.32,0.84,0,0,0,0,5.05,5.15,5.61,0.00,VMS 1,,Tanque,,1.98,1.62,1.68,1.38,5.38,5.81,4.23,3.36
29/05/2025 10:46 p. m.,Ordeño,09:11,18.41,2,,,,,1,,1.32,1.08,1.20,0.96,0,0,0,0,4.86,4.72,5.50,0.00,VMS 1,,Tanque,,1.74,1.50,1.68,1.44,5.41,5.19,4.42,3.39
19/07/2025 11:55 a. m.,Ordeño,07:32,19.85,1,,,,,1,,1.56,1.32,1.26,1.14,0,0,0,0,5.25,5.16,5.21,0.00,VMS 1,,Tanque,,2.34,1.92,1.68,1.62,5.80,6.34,4.10,3.61
20/07/2025 03:20 a. m.,Ordeño,12:41,17.95,1,,,,,1,,1.50,0.96,1.26,1.02,0,0,0,0,5.24,4.98,5.26,0.00,VMS 1,,Tanque,,1.92,1.74,1.80,1.56,5.06,5.42,4.13,3.34
01/08/2025 01:07 a. m.,Ordeño,06:17,8.65,1,,,,,1,TI,1.26,1.14,1.08,0.90,0,0,0,0,5.07,4.73,5.95,0.00,VMS 1,,Tanque,,1.62,1.56,1.38,1.20,2.62,2.69,1.59,1.75
01/08/2025 10:42 p. m.,Ordeño,09:30,13.83,3,,,DI,,1,TI,1.02,1.08,1.32,0.96,0,346,0,0,4.18,4.81,5.89,0.00,VMS 1,,Tanque,,1.44,1.50,1.92,1.50,0.90,6.07,3.42,3.44
02/08/2025 08:24 a. m.,Ordeño,06:57,9.23,1,,,,,1,TI,1.26,1.08,1.20,0.78,0,0,0,0,4.98,4.61,5.62,0.00,VMS 1,,Tanque,,1.68,1.50,1.62,1.14,3.04,2.59,2.14,1.46
02/08/2025 11:31 p. m.,Ordeño,13:50,14.08,2,,,TD,TD,1,,1.44,1.14,1.32,0.00,0,0,0,0,5.14,5.03,5.24,0.00,VMS 1,,Tanque,,1.98,1.56,1.68,0.00,5.30,4.80,3.98,0.00
12/08/2025 06:46 p. m.,Ordeño,07:41,9.95,2,,,TD,,1,,1.44,0.96,1.20,0.66,0,0,0,0,4.62,4.55,4.90,0.00,VMS 1,,Tanque,,1.86,1.38,1.62,1.02,3.76,3.49,2.10,0.60
13/08/2025 06:44 a. m.,Ordeño,06:23,10.08,1,,,TD,,1,,1.44,0.96,1.14,0.72,0,0,0,0,4.75,4.63,5.03,0.00,VMS 1,,Tanque,,1.92,1.38,1.56,1.26,3.62,3.40,2.26,0.80
26/08/2025 07:00 p. m.,Ordeño,10:38,20.74,1,,,,,1,,1.62,1.32,1.38,1.20,0,0,0,0,4.82,4.62,4.97,0.00,VMS 1,,Tanque,,2.04,1.92,1.68,1.62,5.90,6.05,5.09,3.70
01/09/2025 03:18 p. m.,Ordeño,08:19,14.94,2,,,,,1,,1.56,1.14,1.32,0.84,0,0,0,0,4.69,4.49,4.89,0.00,VMS 1,,Tanque,,1.98,1.92,1.74,1.38,5.12,5.04,3.64,1.14
08/10/2025 11:06 p. m.,Ordeño,09:13,21.54,2,,DD,,,1,,1.62,1.20,1.44,0.96,0,0,0,0,5.02,4.89,4.46,4.80,VMS 3,,Tanque,,2.34,1.74,1.86,1.56,5.93,7.57,4.58,3.46
09/10/2025 07:05 p. m.,Ordeño,07:50,22.06,1,,DI,,,1,DI,1.68,1.26,1.44,0.90,0,0,0,0,5.24,4.86,4.20,5.06,VMS 3,,Tanque,,2.40,1.62,1.98,1.20,7.05,6.53,5.37,3.11
28/02/2025 12:07 p. m.,Ordeño,04:02,6.21,1,,,,,0,,0.78,0.90,1.08,0.78,4768,1000,683,0,3.61,3.80,3.74,2.82,VMS 3,,Divert 3,,1.74,1.44,1.62,1.56,1.08,1.76,2.04,1.33
05/03/2025 07:05 p. m.,Ordeño,09:17,12.88,1,,,,,0,DI,1.08,0.72,1.32,0.84,0,0,0,0,4.89,4.23,4.08,0.00,VMS 1,,Tanque,,1.44,1.56,1.86,1.68,2.77,3.60,3.67,2.84
06/03/2025 09:42 p. m.,Ordeño,10:19,13.76,1,,,,,0,DI,1.32,1.02,1.14,0.78,0,0,0,0,5.55,4.71,4.28,0.00,VMS 1,,Tanque,,1.86,1.68,1.74,1.44,2.97,3.64,3.74,3.41
11/03/2025 02:34 p. m.,Ordeño,11:17,13.35,1,,,TD,,0,,1.14,0.96,1.08,0.78,0,634,0,0,4.32,4.04,3.59,0.00,VMS 1,,Tanque,,1.50,1.38,1.62,1.38,3.70,4.15,3.66,1.84
12/03/2025 07:11 a. m.,Ordeño,06:43,10.20,1,,,,,0,,1.14,0.96,0.84,0.78,0,0,0,0,4.35,4.17,3.94,0.00,VMS 1,,Tanque,,1.44,1.44,1.32,1.62,2.78,3.02,2.53,1.87
12/03/2025 07:25 p. m.,Ordeño,06:58,8.68,2,,,,,0,,1.26,1.02,0.96,0.78,0,0,0,0,4.07,4.04,4.15,0.00,VMS 1,,Tanque,,1.68,1.38,1.32,1.44,2.36,2.77,2.10,1.45
13/03/2025 09:56 a. m.,Ordeño,05:34,10.77,1,,,,,0,,1.44,1.08,1.14,0.78,0,0,0,0,4.47,4.26,4.40,0.00,VMS 1,,Tanque,,1.80,1.44,1.62,1.38,2.74,3.07,2.51,2.45
14/03/2025 08:18 a. m.,Ordeño,07:40,16.47,1,,,,,0,,1.32,0.96,1.08,0.84,0,0,0,0,4.73,4.42,4.59,0.00,VMS 1,,Tanque,,1.62,1.38,1.62,1.32,4.38,4.84,4.10,3.15
16/03/2025 09:09 p. m.,Ordeño,04:57,2.95,3,,,TD,DD,0,,0.96,0.00,0.96,0.66,0,0,0,0,4.06,0.00,0.00,4.32,VMS 1,,Tanque,,1.32,0.00,1.32,1.08,1.30,0.00,1.12,0.53
18/03/2025 05:45 a. m.,Ordeño,07:42,14.96,1,,,,,0,DD,1.32,1.02,1.14,0.54,0,448,0,0,5.35,6.24,4.69,0.00,VMS 1,,Tanque,,1.68,1.50,1.50,1.50,4.37,5.06,4.29,1.24
19/03/2025 02:53 p. m.,Ordeño,07:37,10.18,2,,,,,0,,1.26,0.90,1.08,0.78,0,0,0,0,4.62,4.64,4.54,0.00,VMS 1,,Tanque,,1.68,1.26,1.56,1.14,2.84,2.78,2.74,1.82
20/03/2025 05:28 a. m.,Ordeño,08:36,12.32,1,,,,,0,,1.26,0.96,1.08,0.48,0,0,0,0,4.68,4.65,4.60,0.00,VMS 1,,Tanque,,1.74,1.32,1.56,1.26,3.60,3.51,3.31,1.90
20/03/2025 10:59 p. m.,Ordeño,08:35,16.64,2,,,,,0,,1.26,0.90,0.90,0.54,0,0,0,0,4.68,4.62,3.84,0.00,VMS 1,,Tanque,,1.56,1.38,1.56,1.26,4.70,4.72,4.10,3.12
23/03/2025 08:27 a. m.,Ordeño,07:10,10.05,1,,,,,0,,1.26,0.96,1.14,0.60,0,0,0,0,4.66,4.35,4.79,0.00,VMS 1,,Tanque,,1.68,1.44,1.68,1.14,3.01,3.15,2.64,1.25
23/03/2025 10:28 p. m.,Ordeño,06:59,13.52,2,,TD,,,0,,1.26,1.02,1.02,0.60,0,0,0,0,4.81,4.56,4.16,0.00,VMS 1,,Tanque,,1.62,1.50,1.86,1.08,3.57,4.20,3.41,2.34
24/03/2025 07:29 p. m.,Ordeño,09:19,17.25,1,,,,,0,,1.20,0.90,1.02,0.48,0,0,0,0,4.69,4.46,3.91,0.00,VMS 1,,Tanque,,1.68,1.32,1.74,1.08,5.00,5.06,4.65,2.54
26/03/2025 05:30 p. m.,Ordeño,07:38,11.45,2,,,,,0,,1.14,0.84,1.02,0.84,0,0,0,0,4.26,4.11,4.56,0.00,VMS 1,,Tanque,,1.50,1.26,1.44,1.44,3.23,3.27,2.84,2.11
27/03/2025 11:39 a. m.,Ordeño,08:32,16.94,1,,,,,0,,1.26,0.84,1.02,0.54,0,0,0,0,4.37,4.30,4.13,0.00,VMS 1,,Tanque,,1.56,1.32,1.80,1.08,4.79,4.89,4.29,2.97
27/03/2025 11:53 p. m.,Ordeño,08:03,11.16,1,,,,,0,,1.26,0.84,1.02,0.48,0,0,0,0,4.22,4.23,4.54,0.00,VMS 1,,Tanque,,1.62,1.20,1.38,0.84,3.38,3.21,3.08,1.49
28/03/2025 11:05 a. m.,Ordeño,06:09,11.86,2,,,,,0,,1.20,0.96,1.08,0.66,0,0,0,0,4.38,4.23,4.32,0.00,VMS 1,,Tanque,,1.50,1.32,1.50,1.20,3.17,3.33,2.75,2.61
29/03/2025 03:05 a. m.,Ordeño,07:30,15.56,1,,,,,0,,1.26,0.96,1.08,0.66,0,0,0,0,4.39,4.30,4.52,0.00,VMS 1,,Tanque,,1.62,1.38,1.44,1.26,4.42,4.74,4.26,2.14
29/03/2025 07:03 p. m.,Ordeño,09:27,13.98,2,,,,,0,,1.20,0.96,1.02,0.90,0,0,0,0,4.52,4.38,4.17,0.00,VMS 1,,Tanque,,1.68,1.44,1.56,1.44,3.90,4.07,3.91,2.10
30/03/2025 10:10 a. m.,Ordeño,06:41,12.93,1,,TD,,,0,,1.26,1.02,1.14,0.66,0,0,0,0,4.32,4.23,4.46,0.00,VMS 1,,Tanque,,1.56,1.38,1.62,1.20,3.66,3.97,3.32,1.98
02/04/2025 05:12 a. m.,Ordeño,11:21,18.60,1,,,,,0,,1.26,1.02,1.14,0.78,0,0,0,0,5.01,4.71,4.63,0.00,VMS 1,,Tanque,,1.56,1.44,1.68,1.32,5.43,5.32,5.15,2.70
03/04/2025 02:35 p. m.,Ordeño,12:20,19.88,1,,,,,0,DD,1.02,1.02,1.38,0.84,0,0,0,0,4.49,5.64,4.94,0.00,VMS 1,,Tanque,,1.38,1.50,1.92,1.32,4.47,6.88,5.34,3.19
04/04/2025 12:30 a. m.,Ordeño,06:54,7.29,1,,,,,0,,1.14,0.72,0.90,0.78,0,359,0,0,4.41,4.17,4.16,0.00,VMS 1,,Tanque,,1.62,1.20,1.32,1.26,2.03,1.90,1.73,1.63
04/04/2025 10:43 a. m.,Ordeño,06:04,9.78,2,,,,,0,,1.14,0.90,0.96,0.84,0,0,0,0,5.15,4.83,5.29,0.00,VMS 1,,Tanque,,1.56,1.32,1.32,1.14,2.86,2.66,2.53,1.73
04/04/2025 10:00 p. m.,Ordeño,07:59,12.01,3,,,,,0,,1.26,0.90,1.14,0.72,0,0,0,0,5.29,5.13,5.53,0.00,VMS 1,,Tanque,,1.80,1.26,1.62,1.14,3.54,3.24,3.28,1.95
05/04/2025 04:04 p. m.,Ordeño,08:45,17.36,1,,,,,0,,1.26,1.02,1.08,0.90,0,0,0,0,5.07,5.14,4.94,0.00,VMS 1,,Tanque,,1.68,1.50,1.56,1.44,4.77,4.99,4.60,3.00
06/04/2025 01:26 a. m.,Ordeño,07:07,6.54,1,,,TI,TI,0,,1.02,0.90,0.00,0.78,0,0,0,0,4.54,4.38,0.00,0.00,VMS 1,,Tanque,,1.44,1.38,0.00,1.50,2.32,2.40,0.00,1.82
07/04/2025 02:48 a. m.,Ordeño,08:47,19.11,1,,,,,0,DI,1.26,0.96,1.02,0.78,0,0,0,0,5.43,4.97,4.40,0.00,VMS 1,,Tanque,,1.62,1.56,1.50,1.32,5.26,5.86,4.40,3.59
07/04/2025 02:56 p. m.,Ordeño,10:39,9.76,2,,,,,0,,1.32,0.90,0.84,0.78,0,0,0,0,4.74,4.48,5.04,0.00,VMS 1,,Tanque,,1.74,1.38,1.32,1.32,2.63,3.07,1.86,2.20
07/04/2025 10:52 p. m.,Ordeño,05:35,7.92,3,,,,,0,,1.14,0.90,0.90,0.72,0,0,0,0,4.74,4.50,5.04,0.00,VMS 1,,Tanque,,1.56,1.38,1.26,1.08,2.06,2.27,1.94,1.65
08/04/2025 08:10 a. m.,Ordeño,06:20,9.73,1,,,,,0,,1.14,0.96,1.08,0.78,0,0,0,0,5.02,4.98,5.27,0.00,VMS 1,,Tanque,,1.50,1.38,1.50,1.20,2.80,2.74,2.39,1.80
08/04/2025 05:59 p. m.,Ordeño,10:02,7.93,2,,,TI,TI,0,,1.26,0.90,0.00,0.72,0,0,0,0,5.03,4.86,0.00,0.00,VMS 1,,Tanque,,1.68,1.32,0.00,1.26,2.91,2.96,0.00,2.06
09/04/2025 04:42 a. m.,Ordeño,10:28,13.21,1,,TD,,,0,,1.38,0.96,1.20,0.66,0,0,0,0,4.98,4.78,5.32,0.00,VMS 1,,Tanque,,2.10,1.44,1.56,1.02,3.83,3.40,4.74,1.24
09/04/2025 05:41 p. m.,Ordeño,09:10,14.87,2,,,,,0,,1.14,0.90,0.96,0.90,0,0,0,0,4.78,4.62,4.60,0.00,VMS 1,,Tanque,,1.68,1.38,1.38,1.38,4.13,4.08,2.95,3.71
10/04/2025 02:46 a. m.,Ordeño,07:57,11.40,1,,TD,,,0,,1.26,0.96,0.84,0.72,0,0,0,0,4.78,4.51,4.52,0.00,VMS 1,,Tanque,,1.68,1.44,1.32,1.08,3.11,3.17,2.46,2.66
10/04/2025 08:15 a. m.,Ordeño,05:58,7.15,2,,,,,0,,1.02,0.78,1.02,0.72,0,0,0,0,4.79,4.63,5.06,0.00,VMS 1,,Tanque,,1.44,1.26,1.44,1.14,1.99,1.91,1.58,1.67
10/04/2025 05:21 p. m.,Ordeño,09:16,10.03,3,,,,,0,,1.14,0.96,0.84,0.78,0,0,0,0,5.03,4.83,5.01,0.00,VMS 1,,Tanque,,1.44,1.44,1.26,1.26,2.88,2.98,2.47,1.70
11/04/2025 08:50 a. m.,Ordeño,08:28,17.81,1,,,,,0,,1.26,0.96,0.90,0.54,0,0,0,0,4.92,4.74,4.67,0.00,VMS 1,,Tanque,,1.74,1.38,1.32,1.08,5.14,5.09,4.23,3.35
11/04/2025 05:09 p. m.,Ordeño,06:46,10.59,2,,,,,0,,1.02,1.20,0.78,0.84,0,0,0,0,4.31,3.68,4.08,0.00,VMS 1,,Tanque,,1.50,4.32,1.26,1.20,2.87,3.69,2.28,1.75
12/04/2025 02:59 a. m.,Ordeño,08:06,11.61,1,,,,,0,,1.14,0.90,0.84,0.54,0,0,0,0,4.71,4.43,4.66,0.00,VMS 1,,Tanque,,1.56,1.50,1.38,1.02,3.39,3.22,2.89,2.11
12/04/2025 11:34 a. m.,Ordeño,10:14,9.01,2,,,,,0,,1.08,0.72,1.02,0.66,0,0,0,0,4.43,4.23,4.47,0.00,VMS 1,,Tanque,,1.56,1.08,1.50,1.02,2.53,2.40,2.48,1.60
12/04/2025 11:57 p. m.,Ordeño,10:06,13.47,1,,,,,0,,1.26,1.02,1.08,0.66,0,0,0,0,4.43,4.32,4.39,0.00,VMS 1,,Tanque,,2.16,1.56,1.44,1.08,3.85,3.88,3.21,2.53
13/04/2025 09:22 a. m.,Ordeño,06:21,9.78,2,,,,,0,,1.20,0.96,1.14,0.72,0,0,0,0,4.24,4.17,4.45,0.00,VMS 1,,Tanque,,1.68,1.32,1.56,1.20,2.64,2.64,2.28,2.22
14/04/2025 12:03 a. m.,Ordeño,07:27,14.22,1,,,,,0,,1.26,1.02,1.08,0.72,0,0,0,0,4.51,4.63,4.46,0.00,VMS 1,,Tanque,,1.74,1.56,1.44,1.20,3.51,4.59,3.57,2.55
14/04/2025 10:20 a. m.,Ordeño,07:23,8.71,2,,,TI,TI,0,,1.26,1.08,0.00,0.90,0,0,0,0,4.40,4.11,0.00,0.00,VMS 1,,Tanque,,1.74,1.44,0.00,1.50,3.15,3.27,0.00,2.29
14/04/2025 08:14 p. m.,Ordeño,06:43,13.62,3,,,,,0,,1.20,0.96,1.20,0.90,0,0,0,0,4.47,4.21,4.65,0.00,VMS 1,,Tanque,,1.68,1.26,1.68,1.32,3.42,3.31,4.70,2.19
15/04/2025 07:44 a. m.,Ordeño,07:03,14.35,1,,,,,0,,1.20,1.02,1.14,0.90,0,0,0,0,4.67,4.49,4.65,0.00,VMS 1,,Tanque,,1.68,1.38,1.50,1.44,4.12,4.10,3.26,2.87
15/04/2025 05:46 p. m.,Ordeño,07:09,12.18,2,,,,,0,,1.32,0.96,0.96,0.84,0,0,0,0,4.66,4.56,4.45,0.00,VMS 1,,Tanque,,1.86,1.44,1.38,1.32,3.46,3.38,2.81,2.53
16/04/2025 01:21 a. m.,Ordeño,05:37,8.92,1,,,,,0,,1.26,1.02,1.08,0.96,0,0,0,0,4.47,4.38,4.55,0.00,VMS 1,,Tanque,,1.68,1.44,1.44,1.38,2.61,2.56,2.23,1.52
16/04/2025 11:46 a. m.,Ordeño,08:45,11.64,2,,,,,0,,1.26,1.08,1.08,0.84,0,0,0,0,4.80,4.70,4.85,0.00,VMS 1,,Tanque,,1.68,1.56,1.44,1.14,3.20,3.30,2.64,2.50
16/04/2025 09:22 p. m.,Ordeño,07:15,8.31,3,,,,,0,,1.26,1.02,1.20,0.90,0,0,0,0,4.26,4.10,4.30,0.00,VMS 1,,Tanque,,1.56,1.44,1.56,1.50,2.19,2.38,2.18,1.56
17/04/2025 11:18 a. m.,Ordeño,07:13,14.21,1,,,,,0,,1.32,1.02,1.20,0.96,0,0,0,0,4.64,4.51,4.58,0.00,VMS 1,,Tanque,,1.74,1.38,1.74,1.32,4.09,4.12,3.65,2.35
17/04/2025 07:10 p. m.,Ordeño,05:33,10.06,2,,,,,0,,1.20,0.96,1.08,0.90,0,0,0,0,4.76,4.58,4.93,0.00,VMS 1,,Tanque,,1.56,1.44,1.56,1.32,2.85,2.72,2.49,2.00
18/04/2025 06:06 a. m.,Ordeño,06:28,14.27,1,,,,,0,,1.26,1.14,1.14,1.02,0,0,0,0,4.96,4.78,5.00,0.00,VMS 1,,Tanque,,1.68,1.62,1.44,1.50,3.99,3.94,3.60,2.74
18/04/2025 08:01 p. m.,Ordeño,09:13,16.20,2,,,,,0,,1.20,0.96,1.02,0.78,0,0,0,0,4.79,5.32,4.56,0.00,VMS 1,,Tanque,,1.68,1.44,1.50,1.32,4.48,4.59,4.01,3.12
19/04/2025 10:54 a. m.,Ordeño,07:59,16.04,1,,,,,0,,1.26,0.96,0.96,0.78,0,0,0,0,4.57,4.34,4.29,0.00,VMS 1,,Tanque,,1.62,1.44,1.56,1.20,4.36,4.43,3.86,3.39
19/04/2025 07:23 p. m.,Ordeño,09:27,7.78,2,,,TI,TI,0,,1.26,0.96,0.00,0.60,0,0,0,0,4.43,4.15,0.00,0.00,VMS 1,,Tanque,,1.62,1.38,0.00,1.02,2.73,2.87,0.00,2.18
20/04/2025 10:03 a. m.,Ordeño,07:00,17.04,1,,,,,0,,1.32,1.20,1.08,1.02,0,0,0,0,4.77,4.63,4.47,0.00,VMS 1,,Tanque,,1.74,1.56,1.44,1.44,4.81,4.68,4.89,2.66
20/04/2025 10:21 p. m.,Ordeño,08:14,14.11,2,,,,,0,,1.20,1.02,0.96,0.96,0,0,0,0,4.63,4.49,4.62,0.00,VMS 1,,Tanque,,1.56,1.44,1.38,1.44,4.38,4.20,2.81,2.72
21/04/2025 09:56 a. m.,Ordeño,08:12,13.10,1,,,,,0,,1.32,1.02,1.08,1.02,0,0,0,0,4.83,4.63,5.02,0.00,VMS 1,,Tanque,,1.74,1.50,1.44,1.56,3.77,3.73,3.15,2.45
22/04/2025 01:30 a. m.,Ordeño,08:00,17.71,1,,,,,0,,1.32,1.14,1.14,0.84,0,0,0,0,4.78,4.65,4.70,0.00,VMS 1,,Tanque,,1.80,1.62,1.56,1.26,4.46,5.47,4.28,3.50
22/04/2025 07:37 p. m.,Ordeño,08:37,16.96,2,,,,,0,,1.44,1.26,1.26,0.96,0,0,0,0,4.77,4.83,4.73,0.00,VMS 1,,Tanque,,1.86,1.80,1.68,1.50,4.46,5.61,4.29,2.60
23/04/2025 09:35 a. m.,Ordeño,14:06,10.93,1,,,DI,DI,0,,0.00,1.20,1.50,0.54,0,0,0,0,0.00,4.55,4.86,0.00,VMS 1,,Tanque,,0.00,1.80,1.98,0.96,0.00,4.22,4.56,2.15
23/04/2025 03:40 p. m.,Ordeño,06:19,10.75,2,,,,,0,TI,1.26,0.96,1.26,0.96,0,0,0,0,4.38,4.22,5.00,0.00,VMS 1,,Tanque,,1.68,1.38,1.62,1.38,2.30,2.23,4.60,1.62
24/04/2025 03:46 a. m.,Ordeño,07:55,15.97,1,,,,,0,,1.32,1.08,1.08,0.90,0,0,0,0,5.08,4.98,4.68,0.00,VMS 1,,Tanque,,1.68,1.50,1.62,1.44,4.67,4.52,3.69,3.09
24/04/2025 02:22 p. m.,Ordeño,08:34,14.27,2,,,,,0,,1.32,1.02,1.08,0.90,0,0,0,0,5.15,5.04,4.95,0.00,VMS 1,,Tanque,,1.68,1.50,1.56,1.44,4.19,3.94,3.23,2.91
25/04/2025 04:24 a. m.,Ordeño,09:46,17.34,1,,,,,0,,1.20,1.02,0.90,0.78,0,0,0,0,5.11,4.98,4.79,0.00,VMS 1,,Tanque,,1.56,1.50,1.38,1.26,5.01,4.99,4.12,3.22
25/04/2025 09:56 p. m.,Ordeño,10:57,14.21,2,,,TD,TD,0,,1.38,1.02,1.20,0.00,0,0,0,0,5.53,5.12,4.83,0.00,VMS 1,,Tanque,,1.80,1.38,1.62,0.00,5.00,4.66,4.55,0.00
26/04/2025 11:09 a. m.,Ordeño,09:01,16.13,1,,,,,0,,1.32,1.14,1.14,0.96,0,0,0,0,5.19,5.05,4.83,0.00,VMS 1,,Tanque,,1.62,1.68,1.56,1.44,4.67,4.91,3.44,3.11
26/04/2025 08:16 p. m.,Ordeño,06:15,12.57,2,,,,,0,,1.14,1.08,1.08,0.90,0,0,0,0,5.15,4.99,5.14,0.00,VMS 1,,Tanque,,1.62,1.44,1.44,1.32,3.72,3.78,3.13,1.94
