Evento,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario
,Invitación Visita Veterinaria,30/01/2025,"30/01/2025, Vacas frescas",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,23/01/2025,"23/01/2025, Vacas frescas",DR  RAFA (Veterinario),
,Cambio de grupo,21/01/2025,"3, VMS 3 -> 2, VMS 2",User1,
,Cambio tabla alimentación,10/01/2025,None -> Multiparas-DEL,Admin,
,Cambio de grupo,08/01/2025,"20, RETO -> 3, VMS 3",User1,
,Parto,08/01/2025,Normal; 7537,User1,
,Diagnósticos/Tratamiento,16/12/2024,Dns: BOLO RUMENSIN; Loc.: DD; Trat: BOLO RUMENSIN; Med: BOLO RUMENSIN 1 d 1X1pcs,User1,008137
,Diagnósticos/Tratamiento,16/12/2024,"Dns: VITAMINA; Loc.: DD; Trat: VIGANTOL (A,D,E); Med: ",User1,
,Diagnósticos/Tratamiento,16/12/2024,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,User1,
,Condición corporal,16/12/2024,Condición corporal: 4.00 - DDUP: 380,User1,
,Cambio de grupo,16/12/2024,"100, SECAS -> 20, RETO",User1,
,Cambio tabla alimentación,04/10/2024,Multiparas-ProduccionLeche -> ,User1,
,Secado,04/10/2024,Dry Off,User1,"se seco con 307 DEL, 22.16 LITROS, 2 VINS. 181 DCC"
,Cambio de grupo,04/10/2024,"3, VMS 3 -> 100, SECAS",User1,
,Diagnósticos/Tratamiento,04/10/2024,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,User1,
,Diagnósticos/Tratamiento,04/10/2024,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,User1,
,Control de Gestación,03/10/2024,+,User1,180 días
,Cambio de grupo,30/09/2024,"2, VMS 2 -> 3, VMS 3",User1,
,Control de Gestación,12/09/2024,+,DelproCliente,
,Invitación Visita Veterinaria,12/09/2024,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Control de Gestación,04/07/2024,+,User1,
,Control de Gestación,30/05/2024,+,User1,
,Invitación Visita Veterinaria,30/05/2024,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,16/05/2024,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Inseminación,06/04/2024,"Effective Insemination 
Artificial Insemination; HOCANM13636755; OVERPASS; Unknown Brand; Roma",Roma,de -cder
,Celo,06/04/2024,Herd Navigator,Roma,
,Diagnósticos/Tratamiento,28/03/2024,Dns: Vacia; Loc.: DD; Trat: CIDR; Med: ,User1,VACIA OVARIO IZQUIERDO
,Control de Gestación,28/03/2024,-,User1,VACIA DE 34 POST INS
,Inseminación,23/02/2024,Artificial Insemination; 8403141608169; BIG DOLLARS; Unknown Brand; Roma,Roma,poco tur ti f
,Celo,23/02/2024,Herd Navigator,Roma,
,Cambio tabla alimentación,01/02/2024,Multiparas-DEL -> Multiparas-ProduccionLeche,Admin,
,Cambio de grupo,13/01/2024,"3, VMS 3 -> 2, VMS 2",User1,
,Invitación Visita Veterinaria,11/01/2024,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,28/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,21/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,14/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,07/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Cambio tabla alimentación,03/12/2023,None -> Multiparas-DEL,Admin,
,Cambio de grupo,02/12/2023,"20, RETO -> 3, VMS 3",Jorge,
,Parto,02/12/2023,"Normal; 1667, 1666",DelproCliente,
,Cambio de grupo,16/11/2023,"100, SECAS -> 20, RETO",User1,
,Condición corporal,14/11/2023,Condición corporal: 3.50 - DDUP: 419,User1,
,Diagnósticos/Tratamiento,14/11/2023,Dns: BOLO RUMENSIN; Loc.: DD; Trat: BOLO RUMENSIN; Med: BOLO RUMENSIN 1 d 1X1pcs,User1,001151
,Diagnósticos/Tratamiento,14/11/2023,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,User1,
,Cambio tabla alimentación,23/09/2023,Multiparas-ProduccionLeche -> ,DelproCliente,
,Secado,23/09/2023,Dry Off,DelproCliente,367 dias en leche; 202 DCC
,Cambio de grupo,23/09/2023,"3, VMS 3 -> 100, SECAS",DelproCliente,
,Diagnósticos/Tratamiento,23/09/2023,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,DelproCliente,
,Diagnósticos/Tratamiento,23/09/2023,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,23/09/2023,Dns: Secar; Loc.: DD; Trat: CEFA SAFE; Med: CEFA SAFE 1 d 1X4pcs,DelproCliente,
,Control de Gestación,03/08/2023,+,DR  RAFA (Veterinario),
,Control de Gestación,20/04/2023,+,DelproCliente,
,Invitación Visita Veterinaria,20/04/2023,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Control de Gestación,13/04/2023,?,DelproCliente,R7
,Cambio de medidor de actividad,15/03/2023,0 -> 980,,
,Inseminación,05/03/2023,"Effective Insemination 
Natural; UnknownBull",Roma,MONTA NATURAL TORO 1171
,Celo,05/03/2023,Se deja montar,Roma,
,Diagnósticos/Tratamiento,02/03/2023,Dns: Quiste izquierdo; Loc.: DD; Trat: PG2; Med: ,DelproCliente,QUISTE lUITEINICO
,Diagnósticos/Tratamiento,23/02/2023,Dns: Protocolo sincronizacion; Loc.: DD; Trat: PG2; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,19/01/2023,Dns: ; Loc.: ; Trat: PG2; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,17/01/2023,"Dns: Mastitis clínica; Loc.: DD; Trat: HIDROPEN+SPECTRAMAST; Med: HIDROPEN 3 d 1X30ml, SPECTRAMAST 3 d 1X10gm Intramamario",Alfredo,
,Diagnósticos/Tratamiento,12/01/2023,Dns: ; Loc.: ; Trat: PG2; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,14/12/2022,Insem.A Tiempo Fijo : Presynch-ovsynch (Estancia); Trat: PG; Med: LUTALYSE 1 d 1X5ml (Otros); Etapa: 5,DelproCliente,
,Diagnósticos/Tratamiento,14/12/2022,Dns: ; Loc.: (-); Trat: PG4 revision; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,Protocolo sincronización estancias
,Diagnósticos/Tratamiento,13/12/2022,Insem.A Tiempo Fijo : Presynch-ovsynch (Estancia); Trat: PG; Med: LUTALYSE 1 d 1X5ml (Otros); Etapa: 4,DelproCliente,
,Diagnósticos/Tratamiento,13/12/2022,Dns: ; Loc.: (-); Trat: PG3 revision; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,Protocolo sincronización estancias
,Diagnósticos/Tratamiento,06/12/2022,Insem.A Tiempo Fijo : Presynch-ovsynch (Estancia); Trat: GNRH; Med: GONAXAL 1 d 1X2ml Intramuscular; Etapa: 3,DelproCliente,
,Diagnósticos/Tratamiento,06/12/2022,Dns: ; Loc.: (-); Trat: GNRH revision; Med: ,DelproCliente,Protocolo sincronización estancias
,Celo,25/11/2022,Se deja montar,Alfredo,NO LE TOCA
,Diagnósticos/Tratamiento,22/11/2022,Insem.A Tiempo Fijo : Presynch-ovsynch (Estancia); Trat: PG; Med: LUTALYSE 1 d 1X5ml (Otros); Etapa: 2,DelproCliente,Protocolo sincronización estancias
,Cambio tabla alimentación,21/11/2022,Multiparas-DEL -> Multiparas-ProduccionLeche,Admin,
,Invitación Visita Veterinaria,10/11/2022,Vacas frescas,DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,08/11/2022,Insem.A Tiempo Fijo : Presynch-ovsynch (Estancia); Trat: PG; Med: LUTALYSE 1 d 1X5ml (Otros); Etapa: 1,DelproCliente,Protocolo sincronización estancias
,Diagnósticos/Tratamiento,08/11/2022,Dns: ; Loc.: DD; Trat: PG1 revision; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,
,Invitación Visita Veterinaria,03/11/2022,"03/11/2022, Vacas frescas",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,03/11/2022,"03/11/2022, Vacas frescas",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,03/11/2022,"03/11/2022, Vacas frescas",DR  RAFA (Veterinario),
,Revisión del estado de Salud,27/10/2022,Sana,DelproCliente,adherencia
,Invitación Visita Veterinaria,27/10/2022,Vacas frescas,DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,21/10/2022,Dns: Adherencias de útero; Loc.: DD; Trat: FIBROCINE; Med: FIBRICINE 1 d 1X15ml Intramuscular,User1,
,Invitación Visita Veterinaria,20/10/2022,"Vacas frescas,Vacas frescas",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,13/10/2022,Dns: METRITIS; Loc.: DD; Trat: ; Med: ,User1,
,Invitación Visita Veterinaria,13/10/2022,"Vacas frescas, Available for Vet Visit earliest 20/10/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,12/10/2022,Dns: Adherencias de útero; Loc.: DD; Trat: FIBROCINE; Med: FIBRICINE 1 d 1X15ml Intramuscular,DelproCliente,
,Diagnósticos/Tratamiento,12/10/2022,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,DelproCliente,
,Invitación Visita Veterinaria,06/10/2022,"Vacas frescas,Vacas frescas,Vacas frescas",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,29/09/2022,Dns: METRITIS; Loc.: DD; Trat: ; Med: ,User1,
,Invitación Visita Veterinaria,29/09/2022,"Vacas frescas, Available for Vet Visit earliest 06/10/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,28/09/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,User1,
,Cambio tabla alimentación,24/09/2022,TablaEmergencia -> Multiparas-DEL,DelproCliente,
,Cambio tabla alimentación,22/09/2022,None -> TablaEmergencia,Admin,
,Invitación Visita Veterinaria,22/09/2022,"Vacas frescas, Available for Vet Visit earliest 05/10/2022",DR  RAFA (Veterinario),
,Cambio de grupo,21/09/2022,"20, RETO -> 3, VMS 3",User1,
,Parto,21/09/2022,Normal; 1241,Jorge,
,Cambio de grupo,14/09/2022,"100, SECAS -> 20, RETO",User1,STARVAC
,Diagnósticos/Tratamiento,09/07/2022,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC-CORONA; Med: ,User1,
,Secado,09/07/2022,Dry Off,Roma,CEFA- SAFE. ADE
,Cambio de grupo,09/07/2022,"3, VMS 3 -> 100, SECAS",User1,SECA POR BAJA PRODUCCION
,Cambio ID Transponder,06/07/2022, -> 982000420235504,,
,Cambio de grupo,06/07/2022,"102, ESTABLO INICIAL -> 3, VMS 3",User1,
,Control de Gestación,26/05/2022,+,User1,
,Invitación Visita Veterinaria,26/05/2022,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Control de Gestación,19/05/2022,+,User1,
,Invitación Visita Veterinaria,19/05/2022,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,07/04/2022,Reconfirmacion 1 (90-110 dias),DR  RAFA (Veterinario),
,Control de Gestación,17/03/2022,+,User1,
,Cambio de grupo,13/03/2022," -> 102, ESTABLO INICIAL",User1,
,Inseminación,19/12/2021,"Effective Insemination 
Artificial Insemination; 103412696; Unknown Brand; UnknownBreeder",User1,
,Celo,19/12/2021,Herd Navigator,User1,
,Cambio de grupo,12/07/2021, -> ,User1,
,Parto,16/05/2021,Normal; 3529,Jose Luis,
,Control de Gestación,19/11/2020,+,DR  RAFA (Veterinario),CARGADA 
,Inseminación,16/08/2020,"Effective Insemination 
Artificial Insemination; 18263759; ICE CAT; Unknown Brand; Matías",Matías,
,Celo,16/08/2020,Herd Navigator,Matías,
,Inseminación,10/07/2020,Artificial Insemination; 8403138037576; MAXWELL; Unknown Brand; Matías,Matías,
,Celo,10/07/2020,Herd Navigator,Matías,
,Diagnósticos/Tratamiento,07/07/2020,Dns: REVISION; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),PG* c.c 3.0
,Control de Gestación,30/06/2020,-,mvz LUIS ZUARES (Veterinario),
,Inseminación,11/05/2020,Artificial Insemination; 84031326622986; master; Unknown Brand; Matías,Matías,
,Celo,11/05/2020,Herd Navigator,Matías,
,Inseminación,21/04/2020,Artificial Insemination; 8403138037576; MAXWELL; Unknown Brand; Matías,Matías,
,Celo,21/04/2020,Herd Navigator,Matías,
,Control de Gestación,07/04/2020,-,mvz LUIS ZUARES (Veterinario),"ODCL PG C.C,3.0"
,Inseminación,10/02/2020,Artificial Insemination; 84031326622986; master; Unknown Brand; Matías,Matías,
,Celo,10/02/2020,Herd Navigator,Matías,
,Inseminación,31/12/2019,Artificial Insemination; 8403145055197; SPEEDY; Unknown Brand; Matías,Matías,
,Celo,31/12/2019,Otros,Matías,
,Inseminación,20/12/2019,Artificial Insemination; 8403145055197; SPEEDY; Unknown Brand; Matías,Matías,
,Celo,20/12/2019,Otros,Matías,
,Diagnósticos/Tratamiento,25/03/2019,"Dns: VACUNA; Loc.: DD; Trat: LEPTOFERM 5; Med: LEPTOFERM 5 1 d 1X2ml, BOVISHIELD FP 1 d 1X2ml",Matías,
,Diagnósticos/Tratamiento,23/02/2019,Dns: VACUNA; Loc.: DD; Trat: LEPTOFERM 5; Med: LEPTOFERM 5 1 d 1X2ml,Matías,
,Diagnósticos/Tratamiento,15/02/2019,Dns: VACUNA; Loc.: DD; Trat: RB 51; Med: RB 51 1 d 1X2ml,Matías,
,Diagnósticos/Tratamiento,09/01/2019,Dns: VACUNA; Loc.: DD; Trat: BOVISHIELD FP; Med: BOVISHIELD FP 1 d 1X2ml,Matías,
,Entrada,21/10/2018,Nacimiento,User1,
