Evento,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario
,Cambio de grupo,28/06/2024,"102, ESTABLO INICIAL -> 3, VMS 3",User1,
,Cambio tabla alimentación,14/06/2024,Primerizas-ProduccionLeche -> ,User1,
,Cambio de grupo,14/06/2024,"2, VMS 2 -> 102, ESTABLO INICIAL",User1,
,Diagnósticos/Tratamiento,14/06/2024,Dns: Problema Podal; Loc.: DD; Trat: NAPZIN; Med: ,User1,arthidine
,Control de Gestación,23/05/2024,+,User1,
,Invitación Visita Veterinaria,16/05/2024,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Inseminación,05/04/2024,"Effective Insemination 
Artificial Insemination; 8403142490309; LIONEL; Sexed; Unknown Brand; Roma",Roma,POCO TUR
,Celo,05/04/2024,Herd Navigator,Roma,
,Diagnósticos/Tratamiento,28/03/2024,Dns: Vacia; Loc.: DD; Trat: PG2; Med: ,User1,
,Control de Gestación,28/03/2024,-,User1,VACIA 34 POST. INS
,Cambio de grupo,22/03/2024,"3, VMS 3 -> 2, VMS 2",User1,
,Cambio tabla alimentación,21/03/2024,primerizas-DEL -> Primerizas-ProduccionLeche,Admin,
,Cambio tabla alimentación,29/02/2024,None -> primerizas-DEL,Admin,
,Cambio de grupo,28/02/2024,"106, BECERRAS/NOVILLAS -> 3, VMS 3",User1,
,Cambio tabla alimentación,25/02/2024,primerizas-DEL -> ,DelproCliente,
,Cambio de grupo,25/02/2024,"1, VMS 1 -> 106, BECERRAS/NOVILLAS",DelproCliente,
,Inseminación,23/02/2024,Artificial Insemination; 8403207410750; ROMELU-ET; Unknown Brand; Roma,Roma,no tur
,Celo,23/02/2024,Herd Navigator,Roma,
,Cambio de grupo,17/02/2024,"3, VMS 3 -> 1, VMS 1",User1,
,Invitación Visita Veterinaria,11/01/2024,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,28/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,21/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,14/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,07/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Cambio tabla alimentación,02/12/2023,None -> primerizas-DEL,Admin,
,Cambio ID Transponder,01/12/2023, -> 982000464364625,,
,Cambio de grupo,01/12/2023,"20, RETO -> 3, VMS 3",DelproCliente,
,Parto,01/12/2023,Normal; 1524,DelproCliente,
,Cambio de grupo,16/11/2023,"100, SECAS -> 20, RETO",DelproCliente,
,Condición corporal,14/11/2023,Condición corporal: 3.75 - DDUP: 0,DelproCliente,
,Diagnósticos/Tratamiento,14/11/2023,Dns: BOLO RUMENSIN; Loc.: DD; Trat: BOLO RUMENSIN; Med: BOLO RUMENSIN 1 d 1X1pcs,DelproCliente,001147
,Diagnósticos/Tratamiento,14/11/2023,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,DelproCliente,
,Cambio de grupo,13/10/2023,"106, BECERRAS/NOVILLAS -> 100, SECAS",DelproCliente,
,Diagnósticos/Tratamiento,13/10/2023,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,13/10/2023,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,DelproCliente,
,Control de Gestación,28/09/2023,+,DelproCliente,
,Control de Gestación,27/07/2023,+,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,27/07/2023,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Control de Gestación,01/06/2023,+,DelproCliente,
,Invitación Visita Veterinaria,01/06/2023,Reconfirmacion 1 (90-110 dias),DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,01/06/2023,Reconfirmacion 1 (90-110 dias),DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,17/05/2023,Dns: LEPTOFERM 5; Loc.: DD; Trat: LEPTOFERM 5; Med: LEPTOFERM 5 1 d 1X2ml,User1,
,Control de Gestación,06/04/2023,+,DR  RAFA (Veterinario),CARGADA
,Invitación Visita Veterinaria,06/04/2023,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Inseminación,25/02/2023,"Effective Insemination 
Artificial Insemination; 8403142490309; LIONEL; Sexed; Unknown Brand; Matías",Matías,
,Celo,25/02/2023,Se deja montar,Matías,
,Invitación Visita Veterinaria,23/02/2023,R7 PARA PG; SI NO HA ENTRADO EN CALOR,DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,16/02/2023,Dns: Vacia; Loc.: DD; Trat: GNRH revision; Med: LIBERACTIVE 1 d 1X2ml Intramuscular,DelproCliente,
,Control de Gestación,16/02/2023,-,DelproCliente,
,Invitación Visita Veterinaria,16/02/2023,"Diagnostico de Gestacion (>40 dias insem), Available for Vet Visit earliest 23/02/2023",DR  RAFA (Veterinario),
,Inseminación,07/01/2023,Artificial Insemination; 8403216874976; MAGNUM; Unknown Brand; Alfredo,Matías,
,Celo,07/01/2023,Se deja montar,Matías,
,Diagnósticos/Tratamiento,22/12/2022,Dns: GNRH; Loc.: DD; Trat: ; Med: ,User1,
,Invitación Visita Veterinaria,08/12/2022,PG1 Becerras (edad en dias 400-407),DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,24/11/2022,Dns: Presynch; Loc.: DD; Trat: PG X1; Med: LUTALYSE 1 d 1X5ml Intramuscular,User1,
,Invitación Visita Veterinaria,23/11/2022,"PG1 Becerras (edad en dias 400-407), Available for Vet Visit earliest 08/12/2022",DR  RAFA (Veterinario),
,Celo,08/11/2022,Se deja montar,Matías,NO LE TOCA
,Cambio de grupo,02/05/2022," -> 106, BECERRAS/NOVILLAS",User1,
,Cambio de grupo,13/03/2022, -> ,Rodrigo,
,Entrada,15/10/2021,Nacimiento,User1,
