Evento,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario
,Condición corporal,30/05/2024,Condición corporal: 3.25 - DDUP: 344,User1,
,Cambio de grupo,30/05/2024,"3, VMS 3 -> 100, SECAS",User1,
,Diagnósticos/Tratamiento,30/05/2024,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,User1,
,Diagnósticos/Tratamiento,30/05/2024,Dns: Secado por baja; Loc.: DD; Trat: CEFA SAFE; Med: CEFA SAFE 1 d 1X4pcs,User1,
,Control de Gestación,30/05/2024,+,User1,
,Diagnósticos/Tratamiento,24/05/2024,Dns: dolor; Loc.: DD; Trat: NAPZIN; Med: ,User1,"NAPZIN PARA QUE NO SIENTA DOLOR, POR LA CAUTERIZACION"
,Control de Gestación,16/05/2024,+,User1,
,Invitación Visita Veterinaria,16/05/2024,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Control de Gestación,14/03/2024,+,User1,
,Cambio de grupo,31/01/2024,"2, VMS 2 -> 3, VMS 3",User1,
,Control de Gestación,25/01/2024,+,User1,
,Inseminación,15/12/2023,"Effective Insemination 
Artificial Insemination; Reg. 71631ASO; JAY; Unknown Brand; Roma",Roma,utero turgete moco cristalino
,Celo,15/12/2023,Herd Navigator,Roma,
,Diagnósticos/Tratamiento,07/12/2023,Dns: Vacia; Loc.: DD; Trat: PG2; Med: ,User1,
,Control de Gestación,07/12/2023,-,User1,VACIA DE 34 POST.- INS
,Condición corporal,03/11/2023,Condición corporal: 3.00 - DDUP: 135,DelproCliente,
,Inseminación,03/11/2023,Artificial Insemination; 8403142490309; LIONEL; Sexed; Unknown Brand; Roma,Roma,TUR
,Celo,03/11/2023,Herd Navigator,Roma,
,Control de Gestación,26/10/2023,-,User1,
,Invitación Visita Veterinaria,26/10/2023,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Cambio de grupo,27/09/2023,"3, VMS 3 -> 2, VMS 2",User1,
,Diagnósticos/Tratamiento,26/09/2023,Dns: Mastitis clínica; Loc.: DD; Trat: CEFAVET; Med: CEFAVET 1 d 1X10ml,DelproCliente,
,Diagnósticos/Tratamiento,18/09/2023,Dns: Mastitis clínica; Loc.: DD; Trat: ENROXIL; Med: ENROXIL 1 d 1X20ml,DelproCliente,
,Inseminación,16/09/2023,Artificial Insemination; 8403214541122; HAYK; Unknown Brand; Alfredo,Alfredo,ML TUR
,Celo,16/09/2023,Herd Navigator,Alfredo,
,Diagnósticos/Tratamiento,12/09/2023,Dns: Mastitis clínica; Loc.: DD; Trat: HIDROPEN; Med: HIDROPEN 3 d 1X30ml,DelproCliente,CEFAVET
,Cambio tabla alimentación,21/08/2023,Multiparas-DEL -> Multiparas-ProduccionLeche,Admin,
,Invitación Visita Veterinaria,20/07/2023,Vacas frescas,DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,13/07/2023,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,DelproCliente,
,Invitación Visita Veterinaria,13/07/2023,"Vacas frescas, Available for Vet Visit earliest 20/07/2023",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,12/07/2023,Vacas frescas,DR  RAFA (Veterinario),
,Cambio tabla alimentación,06/07/2023,None -> Multiparas-DEL,Admin,
,Invitación Visita Veterinaria,06/07/2023,"Vacas frescas,Vacas frescas",DR  RAFA (Veterinario),
,Cambio de grupo,05/07/2023,"102, ESTABLO INICIAL -> 3, VMS 3",DelproCliente,
,Diagnósticos/Tratamiento,29/06/2023,Dns: SUCIA; Loc.: DD; Trat: SUERO FISIOLOGICO; Med: SUERO FISIOLOGICO 3 d 1X250ml,DelproCliente,
,Invitación Visita Veterinaria,29/06/2023,"Vacas frescas, Available for Vet Visit earliest 06/07/2023",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,24/06/2023,Dns: Otro problema de digestión; Loc.: DD; Trat: HEPAGEN; Med: HEPAGEN 1 d 2X30ml,Alfredo,
,Cambio de grupo,21/06/2023,"20, RETO -> 102, ESTABLO INICIAL",DelproCliente,VACA DEVIL
,Parto,21/06/2023,Difícil; 8786,DelproCliente,VENIA DE PATAS; LA CRIA TRAGO UN POCO DE LIQUIDO 
,Cambio de grupo,06/06/2023,"100, SECAS -> 20, RETO",DelproCliente,
,Cambio tabla alimentación,08/04/2023,Multiparas-ProduccionLeche -> ,DelproCliente,
,Condición corporal,08/04/2023,Condición corporal: 2.75 - DDUP: 301,DelproCliente,
,Cambio de grupo,08/04/2023,"3, VMS 3 -> 100, SECAS",DelproCliente,
,Secado,08/04/2023,Dry Off,Alfredo,
,Diagnósticos/Tratamiento,08/04/2023,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,08/04/2023,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,DelproCliente,
,Diagnósticos/Tratamiento,06/04/2023,Dns: REVISION; Loc.: DD; Trat: OK SECAR; Med: ,DR  RAFA (Veterinario),
,Cambio de grupo,03/03/2023,"2, VMS 2 -> 3, VMS 3",DelproCliente,
,Control de Gestación,16/02/2023,+,DelproCliente,
,Invitación Visita Veterinaria,16/02/2023,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Cambio de grupo,18/01/2023,"1, VMS 1 -> 2, VMS 2",DelproCliente,
,Control de Gestación,22/12/2022,+,User1,
,Invitación Visita Veterinaria,22/12/2022,Reconfirmacion 1 (90-110 dias),DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,24/11/2022,Dns: MASTITIS; Loc.: DD; Trat: HIDROPEN X3; Med: HIDROPEN 3 d 1X30ml Intramuscular,Roma,
,Control de Gestación,27/10/2022,+,DelproCliente,
,Invitación Visita Veterinaria,27/10/2022,Resynch para GNRH (dias ultima insm 33-39),DR  RAFA (Veterinario),
,Inseminación,18/09/2022,"Effective Insemination 
Artificial Insemination; 8403216874976; MAGNUM; Unknown Brand; Roma",Roma,
,Celo,18/09/2022,Herd Navigator,Roma,
,Cambio de grupo,24/08/2022,"3, VMS 3 -> 1, VMS 1",User1,
,Inseminación,20/08/2022,Artificial Insemination; 8403142490309; LIONEL; Sexed; Unknown Brand; Roma,DelproCliente,
,Celo,20/08/2022,Se deja montar,DelproCliente,
,Diagnósticos/Tratamiento,18/08/2022,Dns: Presynch; Loc.: DD; Trat: PG X1; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,PG3
,Cambio tabla alimentación,11/08/2022,Multiparas-DEL -> Multiparas-ProduccionLeche,Admin,
,Invitación Visita Veterinaria,11/08/2022,"Inseminación prevista 60 DEO,Vacas frescas. PG2",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,28/07/2022,"Vacas frescas,Vacas frescas,Vacas frescas,Vacas frescas",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,21/07/2022,Dns: Presynch; Loc.: DD; Trat: PG X1; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,
,Diagnósticos/Tratamiento,21/07/2022,Dns: ALTA; Loc.: DD; Trat: ; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,21/07/2022,Dns: Presynch; Loc.: DD; Trat: PG X1; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,
,Invitación Visita Veterinaria,21/07/2022,"Vacas frescas, Available for Vet Visit earliest 04/08/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,14/07/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,User1,
,Invitación Visita Veterinaria,14/07/2022,"Vacas frescas, Available for Vet Visit earliest 21/07/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,07/07/2022,Dns: ALTA; Loc.: DD; Trat: ; Med: ,User1,
,Invitación Visita Veterinaria,07/07/2022,"Vacas frescas, Available for Vet Visit earliest 14/07/2022",DR  RAFA (Veterinario),
,Cambio de grupo,30/06/2022,"1, VMS 1 -> 3, VMS 3",User1,
,Invitación Visita Veterinaria,30/06/2022,Vacas frescas,DR  RAFA (Veterinario),
,Cambio de grupo,29/06/2022,"3, VMS 3 -> 1, VMS 1",User1,
,Diagnósticos/Tratamiento,23/06/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,User1,
,Invitación Visita Veterinaria,23/06/2022,"Vacas frescas, Available for Vet Visit earliest 30/06/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,16/06/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,User1,
,Invitación Visita Veterinaria,16/06/2022,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,16/06/2022,"Vacas frescas, Available for Vet Visit earliest 23/06/2022",DR  RAFA (Veterinario),
,Cambio tabla alimentación,12/06/2022,Multiparas-ProduccionLeche -> Multiparas-DEL,Admin,
,Cambio de grupo,11/06/2022,"20, RETO -> 3, VMS 3",User1,
,Parto,11/06/2022,Normal; 1206,User1,
,Cambio de grupo,31/05/2022,"100, SECAS -> 20, RETO",User1,
,Cambio de grupo,23/03/2022," -> 100, SECAS",User1,
,Cambio de grupo,09/03/2022,"100, SECAS -> ",User1,
,Cambio de grupo,07/02/2022,"2, VMS 2 -> 100, SECAS",User1,
,Secado,07/02/2022,Dry Off,Roma,
,Control de Gestación,27/01/2022,+,User1,
,Cambio de grupo,05/10/2021,"3, VMS 3 -> 2, VMS 2",User1,
,Inseminación,12/09/2021,"Effective Insemination 
Artificial Insemination; 8403205704208; Unknown Brand; Alfredo",User1,
,Celo,12/09/2021,Otros,User1,
,Aborto,22/07/2021,Generado automáticamente por comprobación de preñez(-),DR  RAFA (Veterinario),VACIA PGX2
,Control de Gestación,19/05/2021,+,DR  RAFA (Veterinario),
,Inseminación,11/04/2021,"Effective Insemination 
Artificial Insemination; 8403127422222; ZAMBONI; Unknown Brand; Alfredo",Alfredo,
,Celo,11/04/2021,Herd Navigator,Alfredo,
,Cambio tabla alimentación,21/02/2021,Multiparas-DEL -> Multiparas-ProduccionLeche,Admin,
,Inseminación,03/02/2021,Artificial Insemination; 8403206205232; BOLI; Unknown Brand; Matías,Matías,
,Celo,03/02/2021,Herd Navigator,Matías,
,Cambio tabla alimentación,03/01/2021,Multiparas-ProduccionLeche -> Multiparas-DEL,Admin,
,Cambio de grupo,02/01/2021,"100, SECAS -> 3, VMS 3",User1,
,Diagnósticos/Tratamiento,01/01/2021,Dns: MASTITIS; Loc.: DD; Trat: HIDROPEN; Med: HIDROPEN 3 d 1X30ml,Jose Luis,
,Parto,20/12/2020,Normal; 2474,Jose Luis,
,Cambio de medidor de actividad,20/11/2020,3615 -> 0,,
,Cambio de grupo,01/10/2020,"3, VMS 3 -> 100, SECAS",User1,
,Secado,01/10/2020,Dry Off,Jorge,
,Control de Gestación,18/08/2020,+,mvz LUIS ZUARES (Veterinario),RECONFIRMAR  CARGADA -2 C.C 3.0
,Cambio tabla alimentación,07/08/2020,Production -> Multiparas-ProduccionLeche,User1,
,Control de Gestación,05/05/2020,+,User1,
,Inseminación,20/03/2020,"Effective Insemination 
Artificial Insemination; 8403138037576; MAXWELL; Unknown Brand; UnknownBreeder",User1,
,Celo,20/03/2020,Otros,User1,
,Diagnósticos/Tratamiento,10/03/2020,Dns: REVISION; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),"VACIA GNRH C,C 3.0"
,Diagnósticos/Tratamiento,21/01/2020,Dns: REVISION; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),PG* C.C 3.0
,Cambio de grupo,05/12/2019,"1, VMS 1 -> 3, VMS 3",UnknownBreeder,
,Diagnósticos/Tratamiento,19/11/2019,Dns: REVISION; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),PG* C.C 3.0
,Diagnósticos/Tratamiento,12/11/2019,Dns: REVISION; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),GNRH C. C3.0
,Control de Gestación,05/11/2019,-,mvz LUIS ZUARES (Veterinario),"VACIA PG C,C 3.0"
,Cambio tabla alimentación,24/10/2019,Base 4Kgs -> Production,Admin,
,Inseminación,20/09/2019,Artificial Insemination; 8403127422222; ZAMBONI; Unknown Brand; Alfredo,Alfredo,
,Celo,20/09/2019,Herd Navigator,Alfredo,
,Diagnósticos/Tratamiento,11/09/2019,Dns: REVISION; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),GNRH C-C 3.0
,Diagnósticos/Tratamiento,14/08/2019,Dns: VACUNA; Loc.: DD; Trat: LEPTOFERM 5; Med: LEPTOFERM 5 1 d 1X2ml,mvz juan mesias (Veterinario),
,Diagnósticos/Tratamiento,12/08/2019,Dns: REVISION; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),1.-PG  C.C C3.0
,Diagnósticos/Tratamiento,30/07/2019,Dns: REVISION; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),"PIO LUTA C,C 3.0"
,Cambio tabla alimentación,25/07/2019,Production -> Base 4Kgs,Admin,
,Diagnósticos/Tratamiento,19/07/2019,Dns: REVISION; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),RETENCION - FATROX  C.C C2.5
,Cambio de grupo,13/07/2019,"100, SECAS -> 1, VMS 1",Jorge,
,Diagnósticos/Tratamiento,12/07/2019,Dns: FRESCA; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),"BIEN R14CC,C 3.0"
,Parto,10/07/2019,Normal; 4883,Roma,
,Cambio de grupo,18/05/2019,"1, VMS 1 -> 100, SECAS",Jorge,
,Secado,18/05/2019,Dry Off,Jorge,
,Control de Gestación,12/12/2018,+,,MACHO C.C 3.25
,Cambio de grupo,21/11/2018,"2, VMS 2 -> 1, VMS 1",Dra. Vázquez,
,Control de Gestación,08/11/2018,+,Dra. Vázquez,
,Inseminación,09/10/2018,"Effective Insemination 
Artificial Insemination; 843123885981; VERTEX; Unknown Brand; Alfredo",Alfredo,
,Celo,09/10/2018,Monta en otras,Alfredo,
,Cambio tabla alimentación,12/07/2018,Base 4Kgs -> Production,Admin,
,Diagnósticos/Tratamiento,09/07/2018,"Dns: MASTITIS; Loc.: DD; Trat: GENTAVET+NAPZIN+MASTIJET; Med: NAPZIN 3 d 1X30ml, GENTAVET 3 d 1X30ml, MASTIJET 3 d 1X6pcs Intramamario",User1,
,Inseminación,26/06/2018,Artificial Insemination; 8403125325567; MANDELA; Unknown Brand; UnknownBreeder,User1,
,Celo,26/06/2018,Herd Navigator,User1,
,Diagnósticos/Tratamiento,23/06/2018,Dns: SINCRONIZACION; Loc.: DD; Trat: 2.ml celosil; Med: ,User1,
,Cambio de grupo,21/06/2018,"1, VMS 1 -> 2, VMS 2",User1,
,Cambio tabla alimentación,15/04/2018,None -> Base 4Kgs,Admin,
,Cambio ID Transponder,02/04/2018, -> 982000420235826,,
,Cambio de grupo,02/04/2018," -> 1, VMS 1",User1,
,Cambio de medidor de actividad,02/04/2018,0 -> 3615,,
,Parto,31/03/2018,Normal; 6000,User1,
,Control de Gestación,04/09/2017,+,User1,
,Inseminación,03/07/2017,"Effective Insemination 
Artificial Insemination; 8403008328673; MORGAN; Unknown Brand; UnknownBreeder",User1,
,Celo,03/07/2017,Monta en otras,User1,
,Inseminación,11/06/2017,Artificial Insemination; 69701759; STERLING; Unknown Brand; UnknownBreeder,User1,
,Celo,11/06/2017,Monta en otras,User1,
,Entrada,07/03/2016,Nacimiento,User1,
