Evento,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario
,Invitación Visita Veterinaria,03/11/2022,"03/11/2022, Vacas frescas",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,03/11/2022,"03/11/2022, Vacas frescas",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,27/10/2022,Vacas frescas,DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,25/10/2022,Dns: ; Loc.: (-); Trat: PG1 revision; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,Protocolo de sincronización estancias
,Invitación Visita Veterinaria,20/10/2022,Vacas frescas,DR  RAFA (Veterinario),
,Cambio de grupo,18/10/2022,"3, VMS 3 -> 2, VMS 2",DelproCliente,
,Diagnósticos/Tratamiento,12/10/2022,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,DelproCliente,
,Diagnósticos/Tratamiento,06/10/2022,Dns: ALTA; Loc.: DD; Trat: ; Med: ,DelproCliente,
,Cambio tabla alimentación,24/09/2022,TablaEmergencia -> primerizas-DEL,DelproCliente,
,Cambio tabla alimentación,19/09/2022,primerizas-DEL -> TablaEmergencia,DelproCliente,
,Cambio tabla alimentación,16/09/2022,None -> primerizas-DEL,Admin,
,Cambio ID Transponder,15/09/2022, -> 999000000000175,,
,Cambio de grupo,15/09/2022,"20, RETO -> 3, VMS 3",DelproCliente,
,Parto,15/09/2022,Difícil; 1235,DelproCliente,venia de patas
,Cambio de grupo,14/09/2022,"100, SECAS -> 20, RETO",User1,STARVAC
,Diagnósticos/Tratamiento,09/07/2022,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC-CORONA; Med: ,User1,
,Cambio de grupo,09/07/2022,"106, BECERRAS/NOVILLAS -> 100, SECAS",User1,
,Invitación Visita Veterinaria,12/05/2022,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Control de Gestación,12/05/2022,+,User1,
,Cambio de grupo,02/05/2022," -> 106, BECERRAS/NOVILLAS",User1,
,Cambio de grupo,14/03/2022, -> ,Rodrigo,
,Control de Gestación,27/01/2022,+,User1,
,Inseminación,12/12/2021,"Effective Insemination 
Artificial Insemination; 8403138037576; MAXWELL; Unknown Brand; UnknownBreeder",User1,
,Celo,12/12/2021,Herd Navigator,User1,
,Inseminación,23/11/2021,Artificial Insemination; UnknownSemen; Unknown Brand; UnknownBreeder,User1,
,Celo,23/11/2021,Herd Navigator,User1,
,Inseminación,04/11/2021,Artificial Insemination; UnknownSemen; Unknown Brand; UnknownBreeder,User1,
,Celo,04/11/2021,Herd Navigator,User1,
,Inseminación,12/10/2021,Artificial Insemination; UnknownSemen; Unknown Brand; UnknownBreeder,User1,
,Celo,12/10/2021,Herd Navigator,User1,
,Inseminación,18/08/2021,Artificial Insemination; UnknownSemen; Unknown Brand; UnknownBreeder,User1,
,Celo,18/08/2021,Herd Navigator,User1,
,Cambio de grupo,15/06/2020,"1, VMS 1 -> ",User1,
,Entrada,11/06/2020,Nacimiento,User1,
