Evento,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario
,Inseminación,18/04/2025,"Effective Insemination 
Artificial Insemination; HO8403245812149; HAVENFUN-RED; Unknown Brand; Jose Zapatero",Jose Zapatero,UTERO TURGENTE ML
,Celo,18/04/2025,Herd Navigator,Jose Zapatero,
,Diagnósticos/Tratamiento,10/04/2025,Dns: Vacia; Loc.: DD; Trat: PG2; Med: ,User1,
,Control de Gestación,10/04/2025,-,User1,vacia de 38 post. insem
,Diagnósticos/Tratamiento,29/03/2025,Dns: Mastitis clínica; Loc.: DD; Trat: RILEXINE; Med: RILEXINE 3 d 2X1pcs,User1,
,Diagnósticos/Tratamiento,13/03/2025,Dns: MASTITIS; Loc.: DD; Trat: HIDROPEN X3; Med: HIDROPEN 3 d 1X30ml Intramuscular,Roma,D.D Y T.I
,Diagnósticos/Tratamiento,13/03/2025,Dns: MASTITIS; Loc.: DD; Trat: RILEXINE; Med: RILEXINE 3 d 2X1pcs,DelproCliente,D.D Y T.I
,Inseminación,03/03/2025,Artificial Insemination; HO84m3212874372; COOKIECUTTER HOKYSMOKES; Unknown Brand; Roma,Roma,DE CALO MOCO TURBIO
,Celo,03/03/2025,Herd Navigator,Roma,
,Diagnósticos/Tratamiento,02/03/2025,Dns: Mastitis clínica; Loc.: DD; Trat: HIDROPEN; Med: HIDROPEN 3 d 1X30ml,DelproCliente,
,Diagnósticos/Tratamiento,02/03/2025,Dns: Mastitis clínica; Loc.: DD; Trat: RILEXINE; Med: RILEXINE 3 d 2X1pcs,DelproCliente,
,Inseminación,27/02/2025,Artificial Insemination; HO84m3212874372; COOKIECUTTER HOKYSMOKES; Unknown Brand; Roma,Roma,TUR    ML
,Celo,27/02/2025,Herd Navigator,Roma,
,Cambio de grupo,10/02/2025,"1, VMS 1 -> 3, VMS 3",User1,
,Cambio tabla alimentación,27/01/2025,Multiparas-DEL -> Multiparas-ProduccionLeche,Admin,
,Invitación Visita Veterinaria,09/01/2025,"09/01/2025, Vacas frescas",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,02/01/2025,"02/01/2025, Vacas frescas",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,19/12/2024,"19/12/2024, Vacas frescas",DR  RAFA (Veterinario),
,Cambio de grupo,11/12/2024,"3, VMS 3 -> 1, VMS 1",User1,
,Cambio tabla alimentación,03/12/2024,None -> Multiparas-DEL,Admin,
,Cambio de grupo,02/12/2024,"102, ESTABLO INICIAL -> 3, VMS 3",User1,
,Diagnósticos/Tratamiento,02/12/2024,"Dns: Mastitis clínica; Loc.: DD; Trat: HIDROPEN+SPECTRAMAST; Med: HIDROPEN 3 d 1X30ml, SPECTRAMAST 3 d 1X10gm Intramamario",User1,PARIO CON MASTITIS CUARTO TRASERO DERECHO
,Cambio de grupo,27/11/2024,"20, RETO -> 102, ESTABLO INICIAL",User1,
,Parto,27/11/2024,Normal; 7328,User1,
,Condición corporal,30/10/2024,Condición corporal: 3.50 - DDUP: 434,User1,
,Cambio de grupo,30/10/2024,"100, SECAS -> 20, RETO",User1,
,Diagnósticos/Tratamiento,30/10/2024,Dns: BOLO RUMENSIN; Loc.: DD; Trat: BOLO RUMENSIN; Med: BOLO RUMENSIN 1 d 1X1pcs,User1,005351
,Diagnósticos/Tratamiento,30/10/2024,"Dns: VITAMINA; Loc.: DD; Trat: VIGANTOL (A,D,E); Med: ",User1,
,Diagnósticos/Tratamiento,30/10/2024,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,User1,
,Condición corporal,26/09/2024,Condición corporal: 3.00 - DDUP: 400,DelproCliente,
,Secado,26/09/2024,Dry Off,DelproCliente,"Se seco con 400 DEL, 28.60 litros. 222 DCC, quedo gestante en la 3 insem."
,Cambio de grupo,26/09/2024,"107, ENFERMERIA -> 100, SECAS",DelproCliente,
,Diagnósticos/Tratamiento,26/09/2024,Dns: Secar; Loc.: DD; Trat: CEFA SAFE; Med: CEFA SAFE 1 d 1X4pcs,DelproCliente,
,Diagnósticos/Tratamiento,26/09/2024,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,26/09/2024,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,DelproCliente,
,Invitación Visita Veterinaria,26/09/2024,"26/09/2024, Vacas a secar",DR  RAFA (Veterinario),
,Cambio tabla alimentación,24/09/2024,Multiparas-ProduccionLeche -> ,User1,
,Cambio de grupo,24/09/2024,"3, VMS 3 -> 107, ENFERMERIA",User1,
,Diagnósticos/Tratamiento,19/09/2024,Dns: Mastitis clínica; Loc.: DD; Trat: MASTIJET; Med: MASTIJET 3 d 2X1pcs,User1,
,Invitación Visita Veterinaria,19/09/2024,"19/09/2024, Vacas a secar",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,13/09/2024,Dns: MASTITIS; Loc.: DD; Trat: RILEXINE; Med: RILEXINE 3 d 2X1pcs,User1,
,Condición corporal,12/09/2024,Condición corporal: 3.25 - DDUP: 386,DelproCliente,
,Control de Gestación,12/09/2024,+,DelproCliente,
,Diagnósticos/Tratamiento,04/09/2024,"Dns: Mastitis clínica; Loc.: DD; Trat: HIDROPEN+SPECTRAMAST; Med: HIDROPEN 3 d 1X30ml, SPECTRAMAST 3 d 1X10gm Intramamario",DelproCliente,
,Cambio de grupo,02/09/2024,"1, VMS 1 -> 3, VMS 3",User1,
,Control de Gestación,18/07/2024,+,User1,
,Invitación Visita Veterinaria,18/07/2024,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,04/06/2024,"Dns: Mastitis clínica; Loc.: DD; Trat: HIDROPEN+SPECTRAMAST; Med: HIDROPEN 3 d 1X30ml, SPECTRAMAST 3 d 1X10gm Intramamario",User1,
,Control de Gestación,23/05/2024,+,User1,
,Control de Gestación,11/04/2024,+,User1,
,Invitación Visita Veterinaria,11/04/2024,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,04/04/2024,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,28/03/2024,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Inseminación,17/02/2024,"Effective Insemination 
Artificial Insemination; 2205241; MULTI BREED ; Unknown Brand; Roma",Roma,de - cidr poco tur
,Celo,17/02/2024,Herd Navigator,Roma,
,Diagnósticos/Tratamiento,08/02/2024,Dns: Vacia; Loc.: DD; Trat: CIDR; Med: ,User1,
,Control de Gestación,08/02/2024,-,User1,VACIA EN SEGUNDO DIAGNOSTICO DE 47 PODT. INS A LOS 34 HABIA SALIDO POSITIVA
,Invitación Visita Veterinaria,08/02/2024,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,01/02/2024,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Cambio ID Transponder,18/01/2024,982000464364607 -> 982000464364558,,
,Inseminación,23/12/2023,Artificial Insemination; 2205241; MULTI BREED ; Unknown Brand; Roma,Roma,POCO TURGENTE DE CIDR
,Celo,23/12/2023,Herd Navigator,Roma,
,Diagnósticos/Tratamiento,14/12/2023,Dns: Vacia; Loc.: DD; Trat: CIDR; Med: ,User1,
,Control de Gestación,14/12/2023,-,User1,VACIA 34 POS. INS
,Diagnósticos/Tratamiento,11/12/2023,Dns: Mastitis clínica; Loc.: DD; Trat: CEFAVET; Med: CEFAVET 1 d 1X10ml,User1,
,Diagnósticos/Tratamiento,27/11/2023,"Dns: Mastitis clínica; Loc.: DD; Trat: HIDROPEN+SPECTRAMAST; Med: HIDROPEN 3 d 1X30ml, SPECTRAMAST 3 d 1X10gm Intramamario",User1,
,Cambio de grupo,16/11/2023,"2, VMS 2 -> 1, VMS 1",DelproCliente,
,Condición corporal,10/11/2023,Condición corporal: 3.00 - DDUP: 79,DelproCliente,
,Inseminación,10/11/2023,Artificial Insemination; 8403207410750; ROMELU-ET; Unknown Brand; Roma,Roma,
,Celo,10/11/2023,Herd Navigator,Roma,
,Cambio de grupo,27/10/2023,"3, VMS 3 -> 2, VMS 2",User1,
,Cambio tabla alimentación,23/10/2023,Multiparas-DEL -> Multiparas-ProduccionLeche,Admin,
,Invitación Visita Veterinaria,12/10/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,05/10/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,28/09/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,21/09/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,14/09/2023,Vacas frescas,DR  RAFA (Veterinario),
,Cambio tabla alimentación,13/09/2023,None -> Multiparas-DEL,Admin,
,Cambio de grupo,12/09/2023,"102, ESTABLO INICIAL -> 3, VMS 3",DelproCliente,
,Diagnósticos/Tratamiento,07/09/2023,Dns: PROBLEMA DIGESTIVO; Loc.: DD; Trat: SEPTOTRYL; Med: SEPTOTRYL 5 d 1X1pcs,DelproCliente,
,Invitación Visita Veterinaria,07/09/2023,Vacas frescas,DR  RAFA (Veterinario),
,Cambio tabla alimentación,06/09/2023,Multiparas-DEL -> ,DelproCliente,
,Cambio de grupo,06/09/2023,"3, VMS 3 -> 102, ESTABLO INICIAL",DelproCliente,
,Invitación Visita Veterinaria,31/08/2023,Vacas frescas,DR  RAFA (Veterinario),
,Cambio tabla alimentación,24/08/2023,None -> Multiparas-DEL,Admin,
,Cambio de grupo,23/08/2023,"20, RETO -> 3, VMS 3",DelproCliente,
,Parto,23/08/2023,Normal; 1489,DelproCliente,
,Cambio de grupo,02/08/2023,"100, SECAS -> 20, RETO",Alfredo,Sensor de rumia: 7636850
,Condición corporal,02/08/2023,Condición corporal: 3.00 - DDUP: 382,Alfredo,
,Diagnósticos/Tratamiento,02/08/2023,Dns: BOLO RUMENSIN; Loc.: ; Trat: BOLO RUMENSIN; Med: BOLO RUMENSIN 1 d 1X1pcs,Alfredo,005312
,Diagnósticos/Tratamiento,02/08/2023,Dns: VACUNA; Loc.: ; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,Alfredo,
,Cambio tabla alimentación,17/06/2023,Multiparas-ProduccionLeche -> ,DelproCliente,
,Secado,17/06/2023,Dry Off,Roma,
,Cambio de grupo,17/06/2023,"3, VMS 3 -> 100, SECAS",DelproCliente,
,Cambio de grupo,02/06/2023,"2, VMS 2 -> 3, VMS 3",DelproCliente,
,Diagnósticos/Tratamiento,30/05/2023,"Dns: Mastitis clínica; Loc.: DD; Trat: TYLAN+MASTI; Med: TYLAN 3 d 1X20ml, MASTIJET 3 d 1X8gm",DelproCliente,
,Diagnósticos/Tratamiento,06/05/2023,Dns: Mastitis clínica; Loc.: DD; Trat: ENROXIL; Med: ENROXIL 1 d 1X20ml,DelproCliente,
,Control de Gestación,03/05/2023,+,DelproCliente,
,Invitación Visita Veterinaria,27/04/2023,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,22/04/2023,"Dns: Mastitis clínica; Loc.: DD; Trat: HIDROPEN+SPECTRAMAST; Med: HIDROPEN 3 d 1X30ml, SPECTRAMAST 3 d 1X10gm Intramamario",DelproCliente,
,Diagnósticos/Tratamiento,10/04/2023,Dns: Mastitis clínica; Loc.: DD; Trat: ENROXIL; Med: ENROXIL 1 d 1X20ml,DelproCliente,
,Control de Gestación,23/02/2023,+,User1,
,Invitación Visita Veterinaria,23/02/2023,Reconfirmacion 1 (90-110 dias),DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,15/02/2023,Dns: Mastitis clínica; Loc.: DD; Trat: HIDROPEN X3; Med: HIDROPEN 3 d 1X30ml Intramuscular,DelproCliente,
,Cambio de grupo,30/01/2023,"1, VMS 1 -> 2, VMS 2",User1,
,Diagnósticos/Tratamiento,26/01/2023,"Dns: MASTITIS; Loc.: DD; Trat: EMICINA+ARTHRIDINE+SUERO FIS+MASTIJET; Med: ARTHRIDINE 3 d 1X20ml, SUERO FISIOLOGICO 3 d 1X250ml, EMICINA LIQUIDA 3 d 1X60ml Intravenoso, MASTIJET 3 d 1X6pcs Intramamario",User1,
,Control de Gestación,05/01/2023,+,DelproCliente,
,Invitación Visita Veterinaria,05/01/2023,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,30/11/2022,"Dns: Mastitis clínica; Loc.: DD; Trat: GENTAVET+NAPZIN+MASTIJET; Med: NAPZIN 3 d 1X30ml, GENTAVET 3 d 1X30ml, MASTIJET 3 d 1X6pcs Intramamario",User1,
,Inseminación,25/11/2022,"Effective Insemination 
Artificial Insemination; 8403202985632; MAGELLAN; Unknown Brand; Alfredo",Alfredo,
,Celo,25/11/2022,Se deja montar,Alfredo,
,Condición corporal,18/11/2022,Condición corporal: 3.00 - DDUP: 125,DelproCliente,
,Inseminación,18/11/2022,Artificial Insemination; 8403142490309; LIONEL; Sexed; Unknown Brand; Alfredo,Alfredo,
,Celo,18/11/2022,Se deja montar,Alfredo,
,Invitación Visita Veterinaria,18/11/2022,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,17/11/2022,Dns: ; Loc.: (-); Trat: PG2 revision; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,
,Control de Gestación,17/11/2022,-,DelproCliente,
,Invitación Visita Veterinaria,17/11/2022,"17/11/2022, Diagnostico de Gestacion (>40 dias insem),Diagnostico de Gestacion (>40 dias insem)",DR  RAFA (Veterinario),
,Cambio ID Transponder,16/11/2022,999000000000084 -> 982000464364607,,
,Cambio de medidor de actividad,16/11/2022,0 -> 4750,,
,Cambio de medidor de actividad,16/11/2022,1005 -> 0,,
,Diagnósticos/Tratamiento,10/11/2022,Dns: R7; Loc.: DD; Trat: ; Med: ,DelproCliente,
,Control de Gestación,10/11/2022,?,DelproCliente,
,Invitación Visita Veterinaria,10/11/2022,"Diagnostico de Gestacion (>40 dias insem), Available for Vet Visit earliest 17/11/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,07/11/2022,Dns: Mastitis clínica; Loc.: DD; Trat: EXCENEL RTU; Med: EXCENEL RTU 3 d 1X20ml,DelproCliente,
,Invitación Visita Veterinaria,03/11/2022,"03/11/2022, Resynch para GNRH (dias ultima insm 33-39)",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,03/11/2022,"03/11/2022, Resynch para GNRH (dias ultima insm 33-39)",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,03/11/2022,"03/11/2022, Resynch para GNRH (dias ultima insm 33-39)",DR  RAFA (Veterinario),
,Inseminación,29/09/2022,Artificial Insemination; 8403129016236; ROCKETFIRE; Unknown Brand; Roma,Roma,
,Celo,29/09/2022,Herd Navigator,Roma,
,Diagnósticos/Tratamiento,19/09/2022,Dns: MASTITIS; Loc.: DD; Trat: 30 ML HIDROPEN + 30VETALJINA; Med: 30ML HIDROPEN +30 VETALJINA 3 d 1X30ml,DelproCliente,
,Cambio tabla alimentación,15/09/2022,Multiparas-DEL -> Multiparas-ProduccionLeche,Admin,
,Diagnósticos/Tratamiento,08/09/2022,Dns: Presynch; Loc.: DD; Trat: PG2; Med: ,User1,
,Diagnósticos/Tratamiento,08/09/2022,Dns: ; Loc.: DD; Trat: PG3 revision; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,
,Invitación Visita Veterinaria,25/08/2022,"Vacas frescas,Vacas frescas",DR  RAFA (Veterinario),
,Cambio de grupo,24/08/2022,"3, VMS 3 -> 1, VMS 1",User1,
,Diagnósticos/Tratamiento,11/08/2022,Dns: Presynch; Loc.: DD; Trat: PG X1; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,
,Invitación Visita Veterinaria,11/08/2022,"Vacas frescas,Vacas frescas, Available for Vet Visit earliest 25/08/2022",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,11/08/2022,"Vacas frescas,Vacas frescas,Vacas frescas",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,04/08/2022,Dns: ALTA; Loc.: DD; Trat: ; Med: ,User1,
,Diagnósticos/Tratamiento,04/08/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,User1,
,Invitación Visita Veterinaria,04/08/2022,"Vacas frescas, Available for Vet Visit earliest 11/08/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,28/07/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,DelproCliente,
,Invitación Visita Veterinaria,28/07/2022,"Vacas frescas,Vacas frescas, Available for Vet Visit earliest 04/08/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,21/07/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,DelproCliente,
,Invitación Visita Veterinaria,21/07/2022,"Vacas frescas, Available for Vet Visit earliest 28/07/2022",DR  RAFA (Veterinario),
,Cambio tabla alimentación,20/07/2022,Primerizas-ProduccionLeche -> Multiparas-DEL,Admin,
,Cambio de grupo,19/07/2022,"20, RETO -> 3, VMS 3",User1,
,Cambio ID Transponder,19/07/2022,999000000000033 -> 999000000000084,,
,Parto,16/07/2022,Normal; 1262,User1,
,Invitación Visita Veterinaria,06/07/2022,Vacas frescas,DR  RAFA (Veterinario),
,Condición corporal,02/07/2022,Condición corporal: 3.25 - DDUP: 552,User1,Rumensin 006222
,Cambio de grupo,02/07/2022,"100, SECAS -> 20, RETO",User1,
,Cambio de grupo,11/04/2022,"2, VMS 2 -> 100, SECAS",User1,
,Secado,11/04/2022,Dry Off,Roma,seca x baja produccion
,Control de Gestación,17/03/2022,+,User1,
,Cambio de grupo,15/03/2022," -> 2, VMS 2",User1,
,Cambio de grupo,14/03/2022,"2, VMS 2 -> ",Rodrigo,
,Control de Gestación,17/12/2021,+,User1,
,Inseminación,17/10/2021,"Effective Insemination 
Artificial Insemination; 13227660; HAWTHORN; Unknown Brand; Roma",User1,
,Celo,17/10/2021,Otros,User1,
,Inseminación,11/07/2021,Artificial Insemination; 8403206205232; BOLI; Unknown Brand; Alfredo,Alfredo,
,Celo,11/07/2021,Herd Navigator,Alfredo,
,Inseminación,27/05/2021,Artificial Insemination; 8403138037576; MAXWELL; Unknown Brand; Roma,Roma,
,Celo,27/05/2021,Herd Navigator,Roma,
,Cambio tabla alimentación,19/04/2021,primerizas-DEL -> Primerizas-ProduccionLeche,Admin,
,Inseminación,11/04/2021,Artificial Insemination; 8403148279820; REVELATION-ET; Unknown Brand; Alfredo,Alfredo,
,Celo,11/04/2021,Herd Navigator,Alfredo,
,Cambio tabla alimentación,03/01/2021,None -> primerizas-DEL,Admin,
,Cambio ID Transponder,02/01/2021, -> 999000000000033,,
,Cambio de grupo,02/01/2021," -> 2, VMS 2",User1,
,Cambio de medidor de actividad,02/01/2021,0 -> 1005,,
,Parto,27/12/2020,Normal; 1599,Jose Luis,
,Control de Gestación,02/05/2020,+,DR  RAFA (Veterinario),
,Inseminación,20/03/2020,"Effective Insemination 
Artificial Insemination; 8403148279820; REVELATION-ET; Unknown Brand; Matías",Matías,
,Celo,20/03/2020,Herd Navigator,Matías,
,Inseminación,02/01/2020,Artificial Insemination; 8403145055197; SPEEDY; Unknown Brand; Matías,Matías,
,Celo,02/01/2020,Otros,Matías,
,Diagnósticos/Tratamiento,31/12/2019,Dns: REVISION; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),PG* C.C 3.0
,Diagnósticos/Tratamiento,20/02/2019,Dns: VACUNA; Loc.: DD; Trat: BOVISHIELD FP; Med: BOVISHIELD FP 1 d 1X2ml,Matías,
,Diagnósticos/Tratamiento,15/02/2019,Dns: VACUNA; Loc.: DD; Trat: RB 51; Med: RB 51 1 d 1X2ml,Matías,
,Diagnósticos/Tratamiento,04/01/2019,Dns: Neumonia (S.R.B.); Loc.: DD; Trat: Guayaneumol; Med: TYLAN 1 d 1X6ml,Matías,6 mL
,Diagnósticos/Tratamiento,03/01/2019,Dns: Neumonia (S.R.B.); Loc.: DD; Trat: Guayaneumol; Med: TYLAN 1 d 1X6ml,Matías,6 mL
,Entrada,11/11/2018,Nacimiento,Dra. Vázquez,
