Evento,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario
,Diagnósticos/Tratamiento,13/06/2024,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,User1,
,Diagnósticos/Tratamiento,13/06/2024,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,User1,
,Cambio de grupo,16/04/2024,"106, BECERRAS/NOVILLAS -> 100, SECAS",User1,
,Diagnósticos/Tratamiento,16/04/2024,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,User1,
,Control de Gestación,18/01/2024,+,User1,
,Control de Gestación,28/12/2023,+,User1,
,Invitación Visita Veterinaria,28/12/2023,Reconfirmacion 1 (90-110 dias),DR  RAFA (Veterinario),
,Peso,06/12/2023,396 kg,DelproCliente,Talla: 142.5 cm
,Control de Gestación,16/11/2023,+,User1,
,Invitación Visita Veterinaria,16/11/2023,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,09/11/2023,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Inseminación,29/09/2023,"Effective Insemination 
Artificial Insemination; 8403224809684; CUMULUS; Unknown Brand; Roma",Roma,MOCO LIMPIO TUR
,Celo,29/09/2023,Herd Navigator,Roma,
,Invitación Visita Veterinaria,07/09/2023,PG1 Becerras (edad en dias 400-407),DR  RAFA (Veterinario),
,Peso,06/09/2023,307 kg,DelproCliente,ALTURA DE 136.3 CM A LA GRUPA
,Entrada,31/07/2022,Nacimiento,DelproCliente,
