Evento,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario
,Cambio tabla alimentación,13/09/2024,Multiparas-ProduccionLeche -> ,DelproCliente,
,Condición corporal,13/09/2024,Condición corporal: 4.00 - DDUP: 308,DelproCliente,
,Cambio de grupo,13/09/2024,"3, VMS 3 -> 100, SECAS",DelproCliente,
,Secado,13/09/2024,Dry Off,DelproCliente,"Se seco con 308 DEL, 26.25 litros; 196 DCC, quedo gestante en la 2 insem"
,Diagnósticos/Tratamiento,13/09/2024,Dns: Secar; Loc.: DD; Trat: CEFA SAFE; Med: CEFA SAFE 1 d 1X4pcs,DelproCliente,
,Diagnósticos/Tratamiento,13/09/2024,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,13/09/2024,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,DelproCliente,
,Condición corporal,12/09/2024,Condición corporal: 4.00 - DDUP: 307,DelproCliente,
,Control de Gestación,12/09/2024,+,DelproCliente,
,Cambio de grupo,01/08/2024,"2, VMS 2 -> 3, VMS 3",User1,
,Control de Gestación,01/08/2024,+,User1,CARGADA DE 153
,Invitación Visita Veterinaria,01/08/2024,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Control de Gestación,30/05/2024,+,User1,
,Invitación Visita Veterinaria,30/05/2024,Reconfirmacion 1 (90-110 dias),DR  RAFA (Veterinario),
,Control de Gestación,18/04/2024,+,User1,
,Invitación Visita Veterinaria,11/04/2024,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Inseminación,01/03/2024,"Effective Insemination 
Artificial Insemination; 8403141608169; BIG DOLLARS; Unknown Brand; Matías",Matías,
,Celo,01/03/2024,Otros,Matías,
,Diagnósticos/Tratamiento,22/02/2024,Dns: Vacia; Loc.: DD; Trat: CIDR; Med: ,User1,
,Control de Gestación,22/02/2024,-,User1,vacia de 34 post. ins 
,Inseminación,19/01/2024,Artificial Insemination; LEXUS; HO8403205704083; Unknown Brand; Roma,Roma,ml tur
,Celo,19/01/2024,Herd Navigator,Roma,
,Cambio tabla alimentación,10/01/2024,Multiparas-DEL -> Multiparas-ProduccionLeche,Admin,
,Invitación Visita Veterinaria,28/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,21/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,14/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,07/12/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,30/11/2023,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,22/11/2023,Vacas frescas,DR  RAFA (Veterinario),
,Cambio de grupo,16/11/2023,"3, VMS 3 -> 2, VMS 2",User1,
,Invitación Visita Veterinaria,16/11/2023,Vacas frescas,DR  RAFA (Veterinario),
,Cambio tabla alimentación,11/11/2023,None -> Multiparas-DEL,Admin,
,Cambio de grupo,10/11/2023,"20, RETO -> 3, VMS 3",User1,
,Parto,10/11/2023,Normal; 1675,User1,
,Cambio de grupo,20/10/2023,"100, SECAS -> 20, RETO",User1,
,Diagnósticos/Tratamiento,20/10/2023,Dns: BOLO RUMENSIN; Loc.: DD; Trat: BOLO RUMENSIN; Med: BOLO RUMENSIN 1 d 1X1pcs,User1,007037
,Diagnósticos/Tratamiento,20/10/2023,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,User1,
,Cambio tabla alimentación,18/08/2023,Primerizas-ProduccionLeche -> ,DelproCliente,
,Condición corporal,18/08/2023,Condición corporal: 3.50 - DDUP: 344,DelproCliente,
,Secado,18/08/2023,Dry Off,DelproCliente,SE SECO CON 194 DCC; 19.43 LITROS; 344 DEL
,Cambio de grupo,18/08/2023,"1, VMS 1 -> 100, SECAS",DelproCliente,
,Diagnósticos/Tratamiento,18/08/2023,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,DelproCliente,
,Diagnósticos/Tratamiento,18/08/2023,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,18/08/2023,Dns: Secado por baja; Loc.: DD; Trat: CEFA SAFE; Med: CEFA SAFE 1 d 1X4pcs,DelproCliente,
,Control de Gestación,06/07/2023,+,DelproCliente,
,Invitación Visita Veterinaria,06/07/2023,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Control de Gestación,11/05/2023,+,User1,
,Invitación Visita Veterinaria,11/05/2023,Reconfirmacion 1 (90-110 dias),DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,10/05/2023,Reconfirmacion 1 (90-110 dias),DR  RAFA (Veterinario),
,Cambio de medidor de actividad,26/04/2023,0 -> 3541,,
,Control de Gestación,16/03/2023,+,User1,
,Inseminación,05/02/2023,"Effective Insemination 
Artificial Insemination; 3209481391; ESQUIRE; Unknown Brand; Roma",Roma,
,Celo,05/02/2023,Herd Navigator,Roma,
,Inseminación,08/01/2023,Artificial Insemination; 73215743652; Unknown Brand; UnknownBreeder,DelproCliente,
,Celo,08/01/2023,Herd Navigator,DelproCliente,
,Diagnósticos/Tratamiento,05/01/2023,Dns: Vacia; Loc.: DD; Trat: PG2; Med: ,DelproCliente,
,Control de Gestación,05/01/2023,-,DelproCliente,
,Invitación Visita Veterinaria,05/01/2023,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Cambio tabla alimentación,28/12/2022,primerizas-DEL -> Primerizas-ProduccionLeche,Admin,
,Cambio de grupo,24/12/2022,"3, VMS 3 -> 1, VMS 1",DelproCliente,
,Inseminación,17/11/2022,Artificial Insemination; 8403202985632; MAGELLAN; Unknown Brand; Alfredo,Alfredo,
,Celo,17/11/2022,Herd Navigator,Alfredo,
,Diagnósticos/Tratamiento,16/11/2022,Dns: ; Loc.: (-); Trat: GNRH revision; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,27/10/2022,Dns: ; Loc.: DD; Trat: PG3 revision; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,
,Invitación Visita Veterinaria,27/10/2022,Vacas frescas,DR  RAFA (Veterinario),
,Celo,24/10/2022,Herd Navigator,DelproCliente,NO LETOCA
,Invitación Visita Veterinaria,20/10/2022,Vacas frescas,DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,13/10/2022,Dns: ; Loc.: (-); Trat: PG2 revision; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,
,Diagnósticos/Tratamiento,12/10/2022,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,DelproCliente,
,Invitación Visita Veterinaria,06/10/2022,"Presynch PG1 (dias en ordeño 24-30),Vacas frescas",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,29/09/2022,Dns: ; Loc.: (-); Trat: PG1 revision; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,
,Diagnósticos/Tratamiento,29/09/2022,Dns: ALTA; Loc.: DD; Trat: ; Med: ,User1,
,Invitación Visita Veterinaria,29/09/2022,"Vacas frescas, Available for Vet Visit earliest 06/10/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,22/09/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,User1,
,Invitación Visita Veterinaria,22/09/2022,Vacas frescas,DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,15/09/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,DelproCliente,
,Cambio tabla alimentación,09/09/2022,None -> primerizas-DEL,Admin,
,Cambio ID Transponder,08/09/2022, -> 982000434159654,,
,Cambio de grupo,08/09/2022,"100, SECAS -> 3, VMS 3",DelproCliente,
,Parto,08/09/2022,Normal; 1231,DelproCliente,
,Diagnósticos/Tratamiento,09/07/2022,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC-CORONA; Med: ,User1,
,Cambio de grupo,09/07/2022,"106, BECERRAS/NOVILLAS -> 100, SECAS",User1,
,Control de Gestación,05/05/2022,+,DR  RAFA (Veterinario),
,Cambio de grupo,02/05/2022," -> 106, BECERRAS/NOVILLAS",User1,
,Control de Gestación,17/03/2022,+,User1,
,Cambio de grupo,13/03/2022, -> ,User1,
,Control de Gestación,04/02/2022,+,User1,
,Inseminación,15/12/2021,"Effective Insemination 
Artificial Insemination; 8403129016236; ROCKETFIRE; Unknown Brand; UnknownBreeder",User1,
,Celo,15/12/2021,Herd Navigator,User1,
,Entrada,01/11/2020,Nacimiento,User1,
