Evento,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario
,Diagnósticos/Tratamiento,30/06/2022,Dns: Vacia; Loc.: DD; Trat: PG X2; Med: LUTALYSE 1 d 1X5ml Intramuscular,User1,
,Control de Gestación,30/06/2022,-,User1,
,Invitación Visita Veterinaria,30/06/2022,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,23/06/2022,Dns: R7 POCO LIQUIDO; Loc.: DD; Trat: GNRH; Med: GONAXAL 1 d 1X2ml Intramuscular,User1,
,Control de Gestación,23/06/2022,?,User1,poco liquido
,Invitación Visita Veterinaria,23/06/2022,"Diagnostico de Gestacion (>40 dias insem), Available for Vet Visit earliest 30/06/2022",DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,16/06/2022,Resynch para GNRH (dias ultima insm 33-39),DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,16/06/2022,Resynch para GNRH (dias ultima insm 33-39),DR  RAFA (Veterinario),
,Condición corporal,08/05/2022,Condición corporal: 3.00 - DDUP: 187,User1,
,Inseminación,08/05/2022,Artificial Insemination; 84003143525357; EXHIBIT; Sexed; Unknown Brand; UnknownBreeder,User1,
,Celo,08/05/2022,Herd Navigator,User1,
,Control de Gestación,05/05/2022,-,User1,
,Inseminación,20/03/2022,Artificial Insemination; 8403205704208; Unknown Brand; UnknownBreeder,User1,
,Celo,20/03/2022,Herd Navigator,User1,
,Control de Gestación,17/03/2022,-,User1,
,Cambio de grupo,15/03/2022," -> 1, VMS 1",User1,
,Cambio de grupo,14/03/2022,"1, VMS 1 -> ",Rodrigo,
,Cambio tabla alimentación,22/02/2022,primerizas-DEL -> Primerizas-ProduccionLeche,Admin,
,Inseminación,30/01/2022,Artificial Insemination; 103412696; Unknown Brand; UnknownBreeder,User1,
,Celo,30/01/2022,Herd Navigator,User1,
,Cambio de grupo,12/11/2021,"3, VMS 3 -> 1, VMS 1",User1,
,Cambio tabla alimentación,03/11/2021,None -> primerizas-DEL,Admin,
,Cambio ID Transponder,02/11/2021, -> 999000000000023,,
,Cambio de grupo,02/11/2021," -> 3, VMS 3",User1,
,Parto,02/11/2021,Normal,User1,Hembra
,Control de Gestación,18/03/2021,+,DR  RAFA (Veterinario),CARGADA 
,Inseminación,07/02/2021,"Effective Insemination 
Artificial Insemination; 840314239409; FIRED; Unknown Brand; Matías",Matías,
,Celo,07/02/2021,Herd Navigator,Matías,
,Entrada,21/11/2019,Nacimiento,User1,
