Evento,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario
,Parto,04/12/2024,Difícil; Nacida muerta - {aff09bf8-0b54-4dad-9802-fda48e9f1761},User1,PARIO DE 240 DIAS CON CRIA/ QUEDO GESTANTE EN LA 4 INSEMINACION/ PREMATURO
,Cambio de grupo,17/10/2024,"106, BECERRAS/NOVILLAS -> 100, SECAS",User1,
,Diagnósticos/Tratamiento,17/10/2024,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,User1,
,Diagnósticos/Tratamiento,17/10/2024,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,User1,
,Control de Gestación,12/09/2024,+,DelproCliente,
,Invitación Visita Veterinaria,12/09/2024,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Control de Gestación,11/07/2024,+,User1,
,Peso,19/06/2024,485 kg,User1,1.43 ALTURA
,Control de Gestación,16/05/2024,+,User1,
,Inseminación,08/04/2024,"Effective Insemination 
Artificial Insemination; HO8403215568705; MONRAKER; Unknown Brand; Matías",Matías,
,Celo,08/04/2024,Se deja montar,Matías,
,Inseminación,24/03/2024,Artificial Insemination; 840003224956190; BARBAZZA ALTA; Unknown Brand; Matías,Matías,
,Celo,24/03/2024,Se deja montar,Matías,
,Diagnósticos/Tratamiento,14/03/2024,Dns: Vacia; Loc.: DD; Trat: GNRH OVS; Med: ,User1,
,Control de Gestación,14/03/2024,-,User1,VACIA DE 40 POST. INS
,Inseminación,03/02/2024,Artificial Insemination; 8403214541122; HAYK; Unknown Brand; Matías,Matías,
,Celo,03/02/2024,Se deja montar,Matías,
,Diagnósticos/Tratamiento,11/01/2024,Dns: GNRH; Loc.: DD; Trat: ; Med: ,User1,FOLICULKO OVARIPO IZQUIERDO 
,Control de Gestación,11/01/2024,-,User1,VACIA DE 39 POST. INS. 
,Peso,06/12/2023,364 kg,DelproCliente,Talla: 136.5 cm
,Inseminación,03/12/2023,Artificial Insemination; 8403205704083; LEXUS; Unknown Brand; Matías,Matías,
,Celo,03/12/2023,Se deja montar,Matías,
,Entrada,14/11/2022,Nacimiento,DelproCliente,
