Evento,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario
,Condición corporal,21/07/2023,Condición corporal: 3.50 - DDUP: 324,DelproCliente,
,Secado,21/07/2023,Dry Off,DelproCliente,
,Cambio de grupo,21/07/2023,"2, VMS 2 -> 100, SECAS",DelproCliente,
,Diagnósticos/Tratamiento,21/07/2023,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med: ,DelproCliente,
,Diagnósticos/Tratamiento,21/07/2023,Dns: VACUNA; Loc.: DD; Trat: starvacc; Med: STARVAC 1 d 1X2ml Intramuscular,DelproCliente,
,Diagnósticos/Tratamiento,21/07/2023,Dns: Secar; Loc.: DD; Trat: CEFA SAFE; Med: CEFA SAFE 1 d 1X4pcs,DelproCliente,SE SECO CON 208 DCC
,Control de Gestación,25/05/2023,+,User1,
,Invitación Visita Veterinaria,25/05/2023,Reconfirmacion 2 (150-160 dias),DR  RAFA (Veterinario),
,Control de Gestación,30/03/2023,+,DelproCliente,
,Invitación Visita Veterinaria,30/03/2023,Reconfirmacion 1 (90-110 dias),DR  RAFA (Veterinario),
,Control de Gestación,16/02/2023,+,DelproCliente,
,Cambio de grupo,30/01/2023,"1, VMS 1 -> 2, VMS 2",DelproCliente,
,Inseminación,25/12/2022,"Effective Insemination 
Artificial Insemination; 840003215425300; altaSUPERNATURAL-ET; Unknown Brand; Roma",Roma,
,Celo,25/12/2022,Herd Navigator,Roma,
,Diagnósticos/Tratamiento,22/12/2022,Dns: Vacia; Loc.: DD; Trat: PG2; Med: ,User1,
,Control de Gestación,22/12/2022,-,User1,
,Invitación Visita Veterinaria,22/12/2022,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (Veterinario),
,Cambio ID Transponder,09/12/2022,999000000000156 -> 982000464364586,,
,Inseminación,10/11/2022,Artificial Insemination; 840003215425300; altaSUPERNATURAL-ET; Unknown Brand; Alfredo,Alfredo,
,Celo,10/11/2022,Herd Navigator,Alfredo,
,Diagnósticos/Tratamiento,31/10/2022,Dns: ; Loc.: (-); Trat: GNRH revision; Med: ,DelproCliente,
,Cambio tabla alimentación,31/10/2022,Multiparas-DEL -> Multiparas-ProduccionLeche,Admin,
,Diagnósticos/Tratamiento,20/10/2022,Dns: ; Loc.: (-); Trat: PG3 revision; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,
,Invitación Visita Veterinaria,20/10/2022,Vacas frescas,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,13/10/2022,Vacas frescas,DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,06/10/2022,Dns: ; Loc.: (-); Trat: PG2 revision; Med: LUTALYSE 1 d 1X5ml Intramuscular,DelproCliente,
,Invitación Visita Veterinaria,06/10/2022,"Vacas frescas,Vacas frescas,ALTA",DR  RAFA (Veterinario),
,Cambio de grupo,04/10/2022,"3, VMS 3 -> 1, VMS 1",DelproCliente,
,Invitación Visita Veterinaria,29/09/2022,Vacas frescas,DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,22/09/2022,Dns: Presynch; Loc.: DD; Trat: PG X1; Med: LUTALYSE 1 d 1X5ml Intramuscular,User1,
,Invitación Visita Veterinaria,22/09/2022,"Vacas frescas,ALTA, Available for Vet Visit earliest 06/10/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,15/09/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,DelproCliente,
,Invitación Visita Veterinaria,15/09/2022,"Vacas frescas,Vacas frescas,Vacas frescas, Available for Vet Visit earliest 22/09/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,08/09/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,User1,
,Invitación Visita Veterinaria,08/09/2022,"Vacas frescas,Vacas frescas, Available for Vet Visit earliest 15/09/2022",DR  RAFA (Veterinario),
,Diagnósticos/Tratamiento,05/09/2022,Dns: Mastitis clínica; Loc.: DD; Trat: 30 ML HIDROPEN + 30VETALJINA; Med: 30ML HIDROPEN +30 VETALJINA 3 d 1X30ml,DelproCliente,
,Diagnósticos/Tratamiento,01/09/2022,Dns: Limpiando; Loc.: DD; Trat: ; Med: ,DelproCliente,
,Cambio tabla alimentación,01/09/2022,None -> Multiparas-DEL,Admin,
,Invitación Visita Veterinaria,01/09/2022,"Vacas frescas, Available for Vet Visit earliest 08/09/2022",DR  RAFA (Veterinario),
,Cambio ID Transponder,31/08/2022, -> 999000000000156,,
,Cambio de grupo,31/08/2022,"100, SECAS -> 3, VMS 3",DelproCliente,
,Parto,31/08/2022,Normal; 1250,DelproCliente,macho
,Cambio de grupo,02/07/2022,"102, ESTABLO INICIAL -> 100, SECAS",User1,
,Secado,02/07/2022,Dry Off,Roma,
,Invitación Visita Veterinaria,30/06/2022,Vacas a secar,DR  RAFA (Veterinario),
,Invitación Visita Veterinaria,13/06/2022,Comprobación antes de secado,Dra Guadalupe (Veterinario),
,Control de Gestación,19/05/2022,+,User1,
,Control de Gestación,28/04/2022,+,User1,
,Control de Gestación,17/03/2022,+,User1,
,Cambio de grupo,13/03/2022," -> 102, ESTABLO INICIAL",User1,
,Cambio de grupo,23/02/2022, -> ,User1,
,Control de Gestación,26/01/2022,+,User1,
,Control de Gestación,06/01/2022,+,DR  RAFA (Veterinario),
,Inseminación,26/11/2021,"Effective Insemination 
Artificial Insemination; 3143525357; EXHIBIT; Unknown Brand; Alfredo",User1,
,Celo,26/11/2021,Otros,User1,
,Parto,25/07/2021,Normal; 3552,User1,
,Control de Gestación,18/03/2021,+,DR  RAFA (Veterinario),
,Control de Gestación,31/12/2020,+,DR  RAFA (Veterinario),
,Control de Gestación,26/11/2020,+,DR  RAFA (Veterinario),
,Inseminación,17/10/2020,"Effective Insemination 
Artificial Insemination; 8403132662986; PARISON; Unknown Brand; Matías",Matías,
,Celo,17/10/2020,Herd Navigator,Matías,
,Inseminación,30/07/2020,Artificial Insemination; 12529277; ROLAN; Unknown Brand; Roma,Roma,
,Celo,30/07/2020,Otros,Roma,
,Diagnósticos/Tratamiento,28/07/2020,Dns: REVISION; Loc.: DD; Trat: REVISION; Med: ,mvz LUIS ZUARES (Veterinario),PG C.C 3.0
,Diagnósticos/Tratamiento,30/05/2019,Dns: Diarrea; Loc.: DD; Trat: Peptovet; Med: ,Matías,
,Diagnósticos/Tratamiento,24/05/2019,Dns: Diarrea; Loc.: DD; Trat: Peptovet; Med: ELECTROLITOS 1 d 1X0.2ml,Matías,
,Diagnósticos/Tratamiento,23/05/2019,Dns: Diarrea; Loc.: DD; Trat: Peptovet; Med: ELECTROLITOS 1 d 1X0.2ml,Matías,
,Entrada,14/05/2019,Nacimiento,Dra. Vázquez,
